level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	alpena	65.8	45.0616667	-83.4327778																						[44.47, 44.47]	[-83.4, -83.4]	era5.conv._2:14808	era5_2	19431001	19450625	2:14808	0-20500-0-14808	[104, 105, 106, 107]	identified
0	0															0-20300-0-nan	IGRA2	alpena	65.8	45.0616667	-83.4327778																						[44.47, 44.47]	[-83.4, -83.4]	era5.conv._2:14808	era5_2	19431001	19450625	2:14808	0-20500-0-14808	[104, 105, 106, 107]	identified
0	0		OSCODA WURTSMITH AFB	44.47	-83.4	184.0992				14808.0	19451231.0	19481201.0		0.0		0-20500-0-14808	WBAN	alpena	65.8	45.0616667	-83.4327778																						[44.47, 44.47]	[-83.4, -83.4]	era5.conv._2:14808	era5_2	19431001	19450625	2:14808	0-20500-0-14808	[104, 105, 106, 107]	identified
1	1		OSCODA WURTSMITH AFB	44.47	-83.4	184.0992				14808.0	19430701.0	19451231.0		0.0		0-20500-0-14808	WBAN	alpena	65.8	45.0616667	-83.4327778																						[44.47, 44.47]	[-83.4, -83.4]	era5.conv._2:14808	era5_2	19431001	19450625	2:14808	0-20500-0-14808	[104, 105, 106, 107]	identified
2	2		OSCODA WURTSMITH AFB	44.47	-83.4	184.0992				14808.0	19481201.0	19481231.0		0.0		0-20500-0-14808	WBAN	alpena	65.8	45.0616667	-83.4327778																						[44.47, 44.47]	[-83.4, -83.4]	era5.conv._2:14808	era5_2	19431001	19450625	2:14808	0-20500-0-14808	[104, 105, 106, 107]	identified
3	3		OSCODA WURTSMITH AFB	44.47	-83.4	184.0992				14808.0	19501101.0	19530101.0		0.0		0-20500-0-14808	WBAN	alpena	65.8	45.0616667	-83.4327778																						[44.47, 44.47]	[-83.4, -83.4]	era5.conv._2:14808	era5_2	19431001	19450625	2:14808	0-20500-0-14808	[104, 105, 106, 107]	identified
4	4		OSCODA WURTSMITH AFB	44.47	-83.4	188.0616				14808.0	19530101.0	19540101.0		0.0		0-20500-0-14808	WBAN	alpena	65.8	45.0616667	-83.4327778																						[44.47, 44.47]	[-83.4, -83.4]	era5.conv._2:14808	era5_2	19431001	19450625	2:14808	0-20500-0-14808	[104, 105, 106, 107]	identified
5	5		OSCODA WURTSMITH AFB	44.47	-83.4	184.0992				14808.0	19481231.0	19501101.0		0.0		0-20500-0-14808	WBAN	alpena	65.8	45.0616667	-83.4327778																						[44.47, 44.47]	[-83.4, -83.4]	era5.conv._2:14808	era5_2	19431001	19450625	2:14808	0-20500-0-14808	[104, 105, 106, 107]	identified
6	6		OSCODA WURTSMITH AFB	44.47	-83.4	184.0992				14808.0	19430601.0	19430701.0		0.0		0-20500-0-14808	WBAN	alpena	65.8	45.0616667	-83.4327778																						[44.47, 44.47]	[-83.4, -83.4]	era5.conv._2:14808	era5_2	19431001	19450625	2:14808	0-20500-0-14808	[104, 105, 106, 107]	identified
7	7		OSCODA WURTSMITH AFB	44.45	-83.4	188.0616				14808.0	19680101.0	19811231.0		2.2		0-20500-0-14808	WBAN	alpena	65.8	45.0616667	-83.4327778																						[44.47, 44.47]	[-83.4, -83.4]	era5.conv._2:14808	era5_2	19431001	19450625	2:14808	0-20500-0-14808	[104, 105, 106, 107]	identified
