level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-93834	LUMSDEN AWS	-45.745	168.44972222222222	194.9	Surface land meteorological station (SYNOP), GOS	45 44 42S	168 26 59E	93834	999.0	999.0	False	14349.5		OSCAR	0-20000-0-93834	whitehall	1.6	39.96666670000001	-82.8855556																						[39.98, 39.98]	[-82.88, -82.88]	era5.conv._2:93834	era5_2	19491002	19500813	2:93834	0-20000-0-72428	[104, 105, 106, 107]	identified
1	1	0-20000-0-72428	COLUMBUS/PORT COLUMBUS, OH.	40.0	-82.88333333333334	254.0	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), RBCN, GOS	40 00 00N	082 53 00W	72428	999.0	999.0	False	2.2		OSCAR	0-20000-0-72428	whitehall	1.6	39.96666670000001	-82.8855556																						[39.98, 39.98]	[-82.88, -82.88]	era5.conv._2:93834	era5_2	19491002	19500813	2:93834	0-20000-0-72428	[104, 105, 106, 107]	identified
0	0		COLUMBUS	40.0	-82.8833	253.3				14821	1931.0	1947.0	True	2.2		IGRA2	0-20300-0-14821	whitehall	1.6	39.96666670000001	-82.8855556	USW00014821																					[39.98, 39.98]	[-82.88, -82.88]	era5.conv._2:93834	era5_2	19491002	19500813	2:93834	0-20000-0-72428	[104, 105, 106, 107]	identified
1	1		COLUMBUS LOCKBOURNE AFB	39.8167	-82.9333	225.9				13812	1942.0	1944.0	True	18.7		IGRA2	0-20300-0-13812	whitehall	1.6	39.96666670000001	-82.8855556	USW00013812																					[39.98, 39.98]	[-82.88, -82.88]	era5.conv._2:93834	era5_2	19491002	19500813	2:93834	0-20000-0-72428	[104, 105, 106, 107]	identified
0	0		COLUMBUS NAS	39.98	-82.88	259.08000000000004				93834	19450101.0	19451031.0		0.0		WBAN	0-20500-0-93834	whitehall	1.6	39.96666670000001	-82.8855556																						[39.98, 39.98]	[-82.88, -82.88]	era5.conv._2:93834	era5_2	19491002	19500813	2:93834	0-20000-0-72428	[104, 105, 106, 107]	identified
1	1		COLUMBUS NAS	39.98	-82.88	259.08000000000004				93834	19431001.0	19440101.0		0.0		WBAN	0-20500-0-93834	whitehall	1.6	39.96666670000001	-82.8855556																						[39.98, 39.98]	[-82.88, -82.88]	era5.conv._2:93834	era5_2	19491002	19500813	2:93834	0-20000-0-72428	[104, 105, 106, 107]	identified
2	2		COLUMBUS NAS	39.98	-82.88	259.08000000000004				93834	19451031.0	19490401.0		0.0		WBAN	0-20500-0-93834	whitehall	1.6	39.96666670000001	-82.8855556																						[39.98, 39.98]	[-82.88, -82.88]	era5.conv._2:93834	era5_2	19491002	19500813	2:93834	0-20000-0-72428	[104, 105, 106, 107]	identified
3	3		COLUMBUS NAS	39.98	-82.88	259.08000000000004				93834	19490401.0	19500101.0		0.0		WBAN	0-20500-0-93834	whitehall	1.6	39.96666670000001	-82.8855556																						[39.98, 39.98]	[-82.88, -82.88]	era5.conv._2:93834	era5_2	19491002	19500813	2:93834	0-20000-0-72428	[104, 105, 106, 107]	identified
4	4		COLUMBUS NAS	39.98	-82.88	249.0216				93834	19560801.0	19561231.0		0.0		WBAN	0-20500-0-93834	whitehall	1.6	39.96666670000001	-82.8855556																						[39.98, 39.98]	[-82.88, -82.88]	era5.conv._2:93834	era5_2	19491002	19500813	2:93834	0-20000-0-72428	[104, 105, 106, 107]	identified
5	5		COLUMBUS NAS	39.98	-82.88	249.0216				93834	19550531.0	19560801.0		0.0		WBAN	0-20500-0-93834	whitehall	1.6	39.96666670000001	-82.8855556																						[39.98, 39.98]	[-82.88, -82.88]	era5.conv._2:93834	era5_2	19491002	19500813	2:93834	0-20000-0-72428	[104, 105, 106, 107]	identified
