level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	abay	27.4	49.631111	72.853889																						[49.8, 49.8]	[73.13, 73.13]	era5.conv._C:4672	era5_2	19570831	19570930	C:4672	0-20300-0-35394	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		KARAGANDA	49.8	73.15	553.0				35394	1946	2021	True	1.4		0-20300-0-35394	IGRA2	abay	27.4	49.631111	72.853889	KZM00035394																					[49.8, 49.8]	[73.13, 73.13]	era5.conv._C:4672	era5_2	19570831	19570930	C:4672	0-20300-0-35394	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20500-0-nan	WBAN	abay	27.4	49.631111	72.853889																						[49.8, 49.8]	[73.13, 73.13]	era5.conv._C:4672	era5_2	19570831	19570930	C:4672	0-20300-0-35394	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		Karaganda	49.8	73.13	548				4555	195404	195409		0.0		0-20400-0-4555	CHUAN	abay	27.4	49.631111	72.853889		-999																				[49.8, 49.8]	[73.13, 73.13]	era5.conv._C:4672	era5_2	19570831	19570930	C:4672	0-20300-0-35394	[38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1		Karaganda	49.8	73.13	548				4618	195410	195504		0.0		0-20400-0-4618	CHUAN	abay	27.4	49.631111	72.853889		-999																				[49.8, 49.8]	[73.13, 73.13]	era5.conv._C:4672	era5_2	19570831	19570930	C:4672	0-20300-0-35394	[38, 39, 85, 104, 105, 106, 107, 117]	identified
2	2		Karaganda	49.8	73.13	-999				4672	195709	195709		0.0		0-20400-0-4672	CHUAN	abay	27.4	49.631111	72.853889		-999																				[49.8, 49.8]	[73.13, 73.13]	era5.conv._C:4672	era5_2	19570831	19570930	C:4672	0-20300-0-35394	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		Qaraghandy / Karaganda, Kazakhstan	49.88	73.12	-999				35394				8.9		0-20600-0-35394	SCHROEDER	abay	27.4	49.631111	72.853889		35394	866.0	1941-06-12 00:00:00	2011-12-08 00:00:00																	[49.8, 49.8]	[73.13, 73.13]	era5.conv._C:4672	era5_2	19570831	19570930	C:4672	0-20300-0-35394	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		KARAGANDA                	49.8	73.13333333333334	-999.0				35394				0.2		0-20700-0-35394	WMO	abay	27.4	49.631111	72.853889		35394	737.0																			[49.8, 49.8]	[73.13, 73.13]	era5.conv._C:4672	era5_2	19570831	19570930	C:4672	0-20300-0-35394	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20800-0-nan	AMMA	abay	27.4	49.631111	72.853889																						[49.8, 49.8]	[73.13, 73.13]	era5.conv._C:4672	era5_2	19570831	19570930	C:4672	0-20300-0-35394	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20111-0-nan	HARA	abay	27.4	49.631111	72.853889																						[49.8, 49.8]	[73.13, 73.13]	era5.conv._C:4672	era5_2	19570831	19570930	C:4672	0-20300-0-35394	[38, 39, 85, 104, 105, 106, 107, 117]	identified
