level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	kosonsoy	50.8	41.25611110000001	71.5508333																						[41.62, 41.62]	[71.92, 71.92]	era5.conv._C:4665	era5_2	19570831	19570924	C:4665	0-20400-0-4665	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20300-0-nan	IGRA2	kosonsoy	50.8	41.25611110000001	71.5508333																						[41.62, 41.62]	[71.92, 71.92]	era5.conv._C:4665	era5_2	19570831	19570924	C:4665	0-20400-0-4665	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20500-0-nan	WBAN	kosonsoy	50.8	41.25611110000001	71.5508333																						[41.62, 41.62]	[71.92, 71.92]	era5.conv._C:4665	era5_2	19570831	19570924	C:4665	0-20400-0-4665	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		Aflatun	41.62	71.92	-999				4665.0	195709	195709		0.0		0-20400-0-4665	CHUAN	kosonsoy	50.8	41.25611110000001	71.5508333		-999																				[41.62, 41.62]	[71.92, 71.92]	era5.conv._C:4665	era5_2	19570831	19570924	C:4665	0-20400-0-4665	[38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1		Arkit	41.88	71.98	-999				4700.0	195605	195606		29.3		0-20400-0-4700	CHUAN	kosonsoy	50.8	41.25611110000001	71.5508333		-999																				[41.62, 41.62]	[71.92, 71.92]	era5.conv._C:4665	era5_2	19570831	19570924	C:4665	0-20400-0-4665	[38, 39, 85, 104, 105, 106, 107, 117]	identified
2	2		Arkit	41.88	71.98	-999				4666.0	195607	195608		29.3		0-20400-0-4666	CHUAN	kosonsoy	50.8	41.25611110000001	71.5508333		-999																				[41.62, 41.62]	[71.92, 71.92]	era5.conv._C:4665	era5_2	19570831	19570924	C:4665	0-20400-0-4665	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20600-0-nan	SCHROEDER	kosonsoy	50.8	41.25611110000001	71.5508333																						[41.62, 41.62]	[71.92, 71.92]	era5.conv._C:4665	era5_2	19570831	19570924	C:4665	0-20400-0-4665	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20700-0-nan	WMO	kosonsoy	50.8	41.25611110000001	71.5508333																						[41.62, 41.62]	[71.92, 71.92]	era5.conv._C:4665	era5_2	19570831	19570924	C:4665	0-20400-0-4665	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20800-0-nan	AMMA	kosonsoy	50.8	41.25611110000001	71.5508333																						[41.62, 41.62]	[71.92, 71.92]	era5.conv._C:4665	era5_2	19570831	19570924	C:4665	0-20400-0-4665	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20111-0-nan	HARA	kosonsoy	50.8	41.25611110000001	71.5508333																						[41.62, 41.62]	[71.92, 71.92]	era5.conv._C:4665	era5_2	19570831	19570924	C:4665	0-20400-0-4665	[38, 39, 85, 104, 105, 106, 107, 117]	identified
