level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		Roswell	33.4	-104.45	1098				5306	-999-999	-999-999		7.4		CHUAN	0-20400-0-5306	roswell	1.0	33.3941667	-104.5225		-999																				inconsistentCoordinates
0	0		ROSWELL	33.4	-104.5333	996.4				23043	1940	1947	True	0.3		IGRA2	0-20300-0-23043	roswell	1.0	33.3941667	-104.5225	USW00023043																					inconsistentCoordinates
1	2		ROSWELL/INDUSTRIAL	33.3	-104.533	1118.0				72268	1944	1978	True	11.1		IGRA2	0-20300-0-72268	roswell	1.0	33.3941667	-104.5225	USM00072268																					inconsistentCoordinates
0	0	0-20000-0-72268	ROSWELL/INDUSTRIAL AIR CENTER, NM	33.3	-104.53333333333333	1118.0	Surface land meteorological station (SYNOP), GOS, RBSN(S)	33 18 00N	104 32 00W	72268	999	999	False	11.1		OSCAR	0-20000-0-72268	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
0	0		Roswell - USWB Office, Post Office Building, 313 N. Richardson, NM	33.396	-104.524	-999				72268				0.7		SCHROEDER	0-20600-0-72268	roswell	1.0	33.3941667	-104.5225		72268	2424.0	1927-12-31 00:00:00	1973-01-01 00:00:00																	inconsistentCoordinates
0	0		ROSWELL WSO AIRPORT	33.4	-104.53	1106.1192				23043	19501001	19721031		0.0		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
1	1		ROSWELL WSO AIRPORT	33.4	-104.53	1101.852				23043	19470604	19501001		0.0		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
2	2		ROSWELL WSO AIRPORT	33.4	-104.53	1101.852				23043	19470101	19470604		0.0		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
3	3		ROSWELL MUNI AP	33.4	-104.53	1106.1192				23043	19721031	19721201		0.0		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
4	4		ROSWELL MUNI AP	33.4	-104.45	1097.8896				23043	19130101	19301231		7.4		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
5	5		ROSWELL MUNI AP	33.4	-104.45	1097.8896				23043	19301231	19311101		7.4		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
6	6		ROSWELL MUNI AP	33.4	-104.45	1097.8896				23043	19311101	19361130		7.4		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
7	7		ROSWELL MUNI AP	33.4	-104.45	1097.8896				23043	19361130	19370101		7.4		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
8	8		ROSWELL MUNI AP	33.4	-104.45	1097.8896				23043	19370101	19391231		7.4		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
9	9		ROSWELL MUNI AP	33.4	-104.45	1097.8896				23043	19391231	19400501		7.4		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
10	10		ROSWELL MUNI AP	33.4	-104.45	1097.8896				23043	19441231	19450701		7.4		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
11	11		ROSWELL MUNI AP	33.4	-104.45	1088.136				23043	19041201	19130101		7.4		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
12	12		ROSWELL MUNI AP	33.4	-104.45	1097.8896				23043	19450701	19460801		7.4		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
13	13		ROSWELL WSO AIRPORT	33.4	-104.45	1097.8896				23043	19460801	19460831		7.4		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
14	14		ROSWELL WSO AIRPORT	33.4	-104.45	1097.8896				23043	19460831	19461231		7.4		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
15	15		ROSWELL MUNI AP	33.4	-104.45	1097.8896				23043	19400501	19441231		7.4		WBAN	0-20500-0-23043	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
16	16		ROSWELL INDSTRL ARPK	33.32	-104.52	1118.0064				23009	19680301	19711231		8.9		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
17	17		ROSWELL FAA ARPT	33.31	-104.54	1112.52				23009	19961001	19971001		10.0		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225		72268.0																				inconsistentCoordinates
18	18		ROSWELL INDUSTRIAL AIR CENTER	33.31	-104.51	1112.52				23009	20040331	99991231		10.2		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225		72268.0																				inconsistentCoordinates
19	19		ROSWELL FAA AP	33.31	-104.51	1112.52				23009	19971001	20020325		10.2		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225		72268.0																				inconsistentCoordinates
20	20		ROSWELL INDUSTRIAL AP	33.31	-104.51	1112.52				23009	20020325	20040330		10.2		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225		72268.0																				inconsistentCoordinates
21	21		ROSWELL INDSTRL ARPK	33.3	-104.53	1114.044				23009	19720101	19721201		11.1		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
22	22		ROSWELL INDSTRL ARPK	33.3	-104.53	1132.9416				23009	19650101	19670331		11.1		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
23	23		ROSWELL INDSTRL ARPK	33.3	-104.53	1110.996				23009	19530101	19630101		11.1		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
24	24		ROSWELL INDSTRL ARPK	33.3	-104.52	1110.996				23009	19480101	19521231		11.1		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
25	25		ROSWELL INDSTRL ARPK	33.3	-104.52	1110.996				23009	19470701	19480101		11.1		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
26	26		ROSWELL INDSTRL ARPK	33.3	-104.52	1110.996				23009	19440101	19470701		11.1		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
27	27		ROSWELL FAA ARPT	33.3	-104.53	1113.4344				23009	19820824	19910816		11.1		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225		72268.0																				inconsistentCoordinates
28	28		ROSWELL WSO AIRPORT	33.3	-104.53	1113.4344				23009	19811231	19820824		11.1		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225		72268.0																				inconsistentCoordinates
29	29		ROSWELL FAA ARPT	33.3	-104.53	1112.52				23009	19950101	19961001		11.1		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225		72268.0																				inconsistentCoordinates
30	30		ROSWELL FAA ARPT	33.3	-104.53	1112.52				23009	19931116	19950101		11.1		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225		72268.0																				inconsistentCoordinates
31	31		ROSWELL FAA ARPT	33.3	-104.53	1112.8248				23009	19920720	19931116		11.1		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225		72268.0																				inconsistentCoordinates
32	32		ROSWELL FAA ARPT	33.3	-104.53	1113.1296				23009	19910816	19920720		11.1		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225		72268.0																				inconsistentCoordinates
33	33		ROSWELL WSO AIRPORT	33.3	-104.53	1113.4344				23009	19721201	19811231		11.1		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225		72268.0																				inconsistentCoordinates
34	34		ROSWELL INDSTRL ARPK	33.3	-104.53	1132.0272				23009	19630101	19650101		11.1		WBAN	0-20500-0-23009	roswell	1.0	33.3941667	-104.5225																						inconsistentCoordinates
