level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-72561	SIDNEY/MUN., NE.	41.1	-102.98333333333333	1312.0	Surface land meteorological station (SYNOP), GOS	41 06 00N	102 59 00W	72561	999.0	999.0	False	16.5		OSCAR	0-20000-0-72561	sterling	66.6	40.62555560000001	-103.2072222																						[41.22, 41.22]	[-103.1, -103.1]	era5.conv._2:94007	era5_2	19550515	19570915	2:94007	0-20000-0-72561	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		SYDNEY	41.22	-103.1	1341.0				72563	1955.0	1957.0	True	0.0		IGRA2	0-20300-0-72563	sterling	66.6	40.62555560000001	-103.2072222	USM00072563																					[41.22, 41.22]	[-103.1, -103.1]	era5.conv._2:94007	era5_2	19550515	19570915	2:94007	0-20000-0-72561	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		SIDNEY TEAM 12	41.22	-103.1	1341.1200000000001				94007	19550501.0	19570930.0		0.0		WBAN	0-20500-0-94007	sterling	66.6	40.62555560000001	-103.2072222																						[41.22, 41.22]	[-103.1, -103.1]	era5.conv._2:94007	era5_2	19550515	19570915	2:94007	0-20000-0-72561	[38, 85, 104, 105, 106, 107, 117]	identified
1	1		SIDNEY FAA AIRPORT	41.13	-103.03	1261.872				24030	19470101.0	19471201.0		11.6		WBAN	0-20500-0-24030	sterling	66.6	40.62555560000001	-103.2072222																						[41.22, 41.22]	[-103.1, -103.1]	era5.conv._2:94007	era5_2	19550515	19570915	2:94007	0-20000-0-72561	[38, 85, 104, 105, 106, 107, 117]	identified
2	2		SIDNEY MUNICIPAL AP	41.13	-103.03	1261.872				24030	19300101.0	19470101.0		11.6		WBAN	0-20500-0-24030	sterling	66.6	40.62555560000001	-103.2072222																						[41.22, 41.22]	[-103.1, -103.1]	era5.conv._2:94007	era5_2	19550515	19570915	2:94007	0-20000-0-72561	[38, 85, 104, 105, 106, 107, 117]	identified
3	3		SIDNEY FAA AIRPORT	41.13	-103.03	1261.872				24030	19471201.0	19471231.0		11.6		WBAN	0-20500-0-24030	sterling	66.6	40.62555560000001	-103.2072222																						[41.22, 41.22]	[-103.1, -103.1]	era5.conv._2:94007	era5_2	19550515	19570915	2:94007	0-20000-0-72561	[38, 85, 104, 105, 106, 107, 117]	identified
4	4		SIDNEY FAA AIRPORT	41.13	-103.03	1261.872				24030	19471231.0	19491201.0		11.6		WBAN	0-20500-0-24030	sterling	66.6	40.62555560000001	-103.2072222																						[41.22, 41.22]	[-103.1, -103.1]	era5.conv._2:94007	era5_2	19550515	19570915	2:94007	0-20000-0-72561	[38, 85, 104, 105, 106, 107, 117]	identified
5	5		SIDNEY MUNICIPAL AP	41.13	-103.03	1261.872				24030	19280701.0	19300101.0		11.6		WBAN	0-20500-0-24030	sterling	66.6	40.62555560000001	-103.2072222																						[41.22, 41.22]	[-103.1, -103.1]	era5.conv._2:94007	era5_2	19550515	19570915	2:94007	0-20000-0-72561	[38, 85, 104, 105, 106, 107, 117]	identified
6	6		SIDNEY 3 S	41.1	-102.98	1307.8968				24030	19911024.0	19920110.0		16.7		WBAN	0-20500-0-24030	sterling	66.6	40.62555560000001	-103.2072222		72561.0																				[41.22, 41.22]	[-103.1, -103.1]	era5.conv._2:94007	era5_2	19550515	19570915	2:94007	0-20000-0-72561	[38, 85, 104, 105, 106, 107, 117]	identified
7	7		SIDNEY 3 S	41.1	-102.98	1307.8968				24030	19920110.0	19930825.0		16.7		WBAN	0-20500-0-24030	sterling	66.6	40.62555560000001	-103.2072222		72561.0																				[41.22, 41.22]	[-103.1, -103.1]	era5.conv._2:94007	era5_2	19550515	19570915	2:94007	0-20000-0-72561	[38, 85, 104, 105, 106, 107, 117]	identified
