level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-72255	VICTORIA/VICTORIA REGIONAL, TX.	28.85	-96.91666666666667	36.0	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN, RBSN(S)	28 51 00N	096 55 00W	72255	999.0	999.0	False	21.7		OSCAR	0-20000-0-72255	victoria	12.7	28.805	-97.0033333																						[28.77, 28.77]	[-96.88, -97.12]	era5.conv._2:12914	era5_2	19440803	19450620	2:12914	0-20000-0-72255	[104, 105, 106, 107]	identified
0	0		VICTORIA (ALOE AAF)	28.7667	-97.1167	34.1				12914	1944.0	1945.0	True	0.5		IGRA2	0-20300-0-12914	victoria	12.7	28.805	-97.0033333	USW00012914																					[28.77, 28.77]	[-96.88, -97.12]	era5.conv._2:12914	era5_2	19440803	19450620	2:12914	0-20000-0-72255	[104, 105, 106, 107]	identified
1	2		VICTORIA RGNL AP	28.85	-96.9167	32.6				72255	1942.0	1989.0	True	21.7		IGRA2	0-20300-0-72255	victoria	12.7	28.805	-97.0033333	USM00072255																					[28.77, 28.77]	[-96.88, -97.12]	era5.conv._2:12914	era5_2	19440803	19450620	2:12914	0-20000-0-72255	[104, 105, 106, 107]	identified
0	0		VICTORIA ALOE AAF	28.77	-97.12	34.1376				12914	19440601.0	19450930.0		0.0		WBAN	0-20500-0-12914	victoria	12.7	28.805	-97.0033333																						[28.77, 28.77]	[-96.88, -97.12]	era5.conv._2:12914	era5_2	19440803	19450620	2:12914	0-20000-0-72255	[104, 105, 106, 107]	identified
1	1		VICTORIA	28.78	-97.08	35.052				12922	19610630.0	99991231.0		4.1		WBAN	0-20500-0-12922	victoria	12.7	28.805	-97.0033333																						[28.77, 28.77]	[-96.88, -97.12]	era5.conv._2:12914	era5_2	19440803	19450620	2:12914	0-20000-0-72255	[104, 105, 106, 107]	identified
2	2		VICTORIA WB AIRPORT	28.78	-97.08	34.1376				12922	19460930.0	19461201.0		4.1		WBAN	0-20500-0-12922	victoria	12.7	28.805	-97.0033333																						[28.77, 28.77]	[-96.88, -97.12]	era5.conv._2:12914	era5_2	19440803	19450620	2:12914	0-20000-0-72255	[104, 105, 106, 107]	identified
3	3		VICTORIA WB AIRPORT	28.78	-97.08	34.1376				12922	19460901.0	19460930.0		4.1		WBAN	0-20500-0-12922	victoria	12.7	28.805	-97.0033333																						[28.77, 28.77]	[-96.88, -97.12]	era5.conv._2:12914	era5_2	19440803	19450620	2:12914	0-20000-0-72255	[104, 105, 106, 107]	identified
4	4		VICTORIA WB AIRPORT	28.78	-97.08	35.052				12922	19610601.0	19610630.0		4.1		WBAN	0-20500-0-12922	victoria	12.7	28.805	-97.0033333																						[28.77, 28.77]	[-96.88, -97.12]	era5.conv._2:12914	era5_2	19440803	19450620	2:12914	0-20000-0-72255	[104, 105, 106, 107]	identified
5	5		VICTORIA WB AIRPORT	28.78	-97.08	35.052				12922	19540101.0	19610531.0		4.1		WBAN	0-20500-0-12922	victoria	12.7	28.805	-97.0033333																						[28.77, 28.77]	[-96.88, -97.12]	era5.conv._2:12914	era5_2	19440803	19450620	2:12914	0-20000-0-72255	[104, 105, 106, 107]	identified
6	6		VICTORIA	28.78	-97.08	34.1376				12922	19400430.0	19460901.0		4.1		WBAN	0-20500-0-12922	victoria	12.7	28.805	-97.0033333																						[28.77, 28.77]	[-96.88, -97.12]	era5.conv._2:12914	era5_2	19440803	19450620	2:12914	0-20000-0-72255	[104, 105, 106, 107]	identified
