level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		Amderma	69.75	61.7	52				4540	195404	195409		2.4		CHUAN	0-20400-0-4540	severnyy	257.7	67.633333	64.1		-999																				inconsistentCoordinates
1	1		Amderma	69.75	61.7	52				4602	195410	195504		2.4		CHUAN	0-20400-0-4602	severnyy	257.7	67.633333	64.1		-999																				inconsistentCoordinates
2	2		Amderma	69.75	61.7	52				4754	194604	194706		2.4		CHUAN	0-20400-0-4754	severnyy	257.7	67.633333	64.1		-999																				inconsistentCoordinates
3	3		Amderma	69.77	61.75	52				4764	194807	194812		2.7		CHUAN	0-20400-0-4764	severnyy	257.7	67.633333	64.1		-999																				inconsistentCoordinates
4	4		Amderma	69.77	61.75	52				4773	194907	194912		2.7		CHUAN	0-20400-0-4773	severnyy	257.7	67.633333	64.1		-999																				inconsistentCoordinates
5	5		Amderma	69.77	61.75	52				5999	-999-999	-999-999		2.7		CHUAN	0-20400-0-5999	severnyy	257.7	67.633333	64.1		-999																				inconsistentCoordinates
0	0		AMDERMA	69.77	61.68					23022			True	0.0		HARA	0-20111-0-23022	severnyy	257.7	67.633333	64.1		23022																	SOVIET	18284.0	58-87	inconsistentCoordinates
0	0		AMDERMA	69.783	61.783	49.0				23022	1947	1998	True	4.2		IGRA2	0-20300-0-23022	severnyy	257.7	67.633333	64.1	RSM00023022																					inconsistentCoordinates
0	0	0-20000-0-23022	AMDERMA	69.78333333333333	61.657777777777774	47.68	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), RBCN, GOS	69 47 00N	061 39 28E	23022	999	999	False	1.7		OSCAR	0-20000-0-23022	severnyy	257.7	67.633333	64.1																						inconsistentCoordinates
0	0		Amderma, Russia	69.77	61.68	-999				23022				0.0		SCHROEDER	0-20600-0-23022	severnyy	257.7	67.633333	64.1		23022	669.0	1947-01-01 00:00:00	1997-10-23 00:00:00																	inconsistentCoordinates
