level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		CAPE HATTERAS WB BLDG	35.2667	-75.55	7.6				72304	1941.0	1994.0	True	12.9		IGRA2	0-20300-0-72304	havelock	117.7	34.8788889	-76.9016667	USM00072304																					inconsistentCoordinates
0	0	0-20000-0-72304	CAPE HATTERAS, NC.	35.266666666666666	-75.55	3.0	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), GSN, RBCN, RBSN(S)	35 16 00N	075 33 00W	72304	999.0	999.0	False	12.9		OSCAR	0-20000-0-72304	havelock	117.7	34.8788889	-76.9016667																						inconsistentCoordinates
0	0		KHAT Hatteras Village - USWB Office, 57190 Kohler Rd., Hatteras Village, Cape Hatteras, NC (WBAN=13745)	35.2202	-75.6902	-999.0				72304				0.9		SCHROEDER	0-20600-0-72304	havelock	117.7	34.8788889	-76.9016667		72304	2447.0	1943-11-22 00:00:00	1988-10-22 00:00:00																	inconsistentCoordinates
0	0		HATTERAS WB CITY	35.22	-75.68	3.048				13745	19480801.0	19480831.0		0.0		WBAN	0-20500-0-13745	havelock	117.7	34.8788889	-76.9016667																						inconsistentCoordinates
1	1		HATTERAS	35.22	-75.68	3.048				13745	19460101.0	19480801.0		0.0		WBAN	0-20500-0-13745	havelock	117.7	34.8788889	-76.9016667																						inconsistentCoordinates
2	2		HATTERAS WB CITY	35.22	-75.68	3.048				13745	19480831.0	19570228.0		0.0		WBAN	0-20500-0-13745	havelock	117.7	34.8788889	-76.9016667																						inconsistentCoordinates
3	3		HATTERAS	35.25	-75.67	7.9248				13745	19420801.0	19451231.0		3.5		WBAN	0-20500-0-13745	havelock	117.7	34.8788889	-76.9016667																						inconsistentCoordinates
4	4		HATTERAS	35.25	-75.67	3.048				13745	18930101.0	19020101.0		3.5		WBAN	0-20500-0-13745	havelock	117.7	34.8788889	-76.9016667																						inconsistentCoordinates
5	5		HATTERAS	35.25	-75.67	7.9248				13745	19020101.0	19411231.0		3.5		WBAN	0-20500-0-13745	havelock	117.7	34.8788889	-76.9016667																						inconsistentCoordinates
6	6		HATTERAS	35.25	-75.67	7.9248				13745	19411231.0	19420801.0		3.5		WBAN	0-20500-0-13745	havelock	117.7	34.8788889	-76.9016667																						inconsistentCoordinates
7	7		CAPE HATTERAS BILLY MITCHELL F	35.23	-75.62	7.62				93729	19950701.0	99991231.0		5.6		WBAN	0-20500-0-93729	havelock	117.7	34.8788889	-76.9016667		72304.0																				inconsistentCoordinates
8	8		CAPE HATTERAS WSO	35.27	-75.55	7.62				93729	19910625.0	19950701.0		13.1		WBAN	0-20500-0-93729	havelock	117.7	34.8788889	-76.9016667		72304.0																				inconsistentCoordinates
9	9		CAPE HATTERAS WSO	35.27	-75.55	7.62				93729	19700201.0	19910625.0		13.1		WBAN	0-20500-0-93729	havelock	117.7	34.8788889	-76.9016667		72304.0																				inconsistentCoordinates
10	10		CAPE HATTERAS WSO	35.27	-75.55	7.62				93729	19570301.0	19700201.0		13.1		WBAN	0-20500-0-93729	havelock	117.7	34.8788889	-76.9016667		72304.0																				inconsistentCoordinates
11	11		CAPE HATTERAS	35.25	-75.52	3.3528000000000002				13757	19310801.0	19330331.0		14.9		WBAN	0-20500-0-13757	havelock	117.7	34.8788889	-76.9016667																						inconsistentCoordinates
0	0		CAPE HATTERAS            	35.266666666666666	-75.55	-999.0				72304				12.9		WMO	0-20700-0-72304	havelock	117.7	34.8788889	-76.9016667		72304	1328.0																			inconsistentCoordinates
