level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	brunswick	11.3	31.1497222	-81.4916667																						[31.25, 31.25]	[-81.47, -81.47]	era5.conv._93836	era5_2	19570904	19590430	93836	0-20500-0-93836	[104, 105, 106, 107, 117]	identified
0	0															0-20300-0-nan	IGRA2	brunswick	11.3	31.1497222	-81.4916667																						[31.25, 31.25]	[-81.47, -81.47]	era5.conv._93836	era5_2	19570904	19590430	93836	0-20500-0-93836	[104, 105, 106, 107, 117]	identified
0	0		BRUNSWICK GLYNN CO A	31.25	-81.47	14.9352				93836.0	19460101.0	19460331.0		0.0		0-20500-0-93836	WBAN	brunswick	11.3	31.1497222	-81.4916667																						[31.25, 31.25]	[-81.47, -81.47]	era5.conv._93836	era5_2	19570904	19590430	93836	0-20500-0-93836	[104, 105, 106, 107, 117]	identified
1	1		BRUNSWICK GLYNN CO A	31.25	-81.47	14.9352				93836.0	19460331.0	19510301.0		0.0		0-20500-0-93836	WBAN	brunswick	11.3	31.1497222	-81.4916667																						[31.25, 31.25]	[-81.47, -81.47]	era5.conv._93836	era5_2	19570904	19590430	93836	0-20500-0-93836	[104, 105, 106, 107, 117]	identified
2	2		BRUNSWICK GLYNN CO A	31.25	-81.47	14.9352				93836.0	19510301.0	19550101.0		0.0		0-20500-0-93836	WBAN	brunswick	11.3	31.1497222	-81.4916667																						[31.25, 31.25]	[-81.47, -81.47]	era5.conv._93836	era5_2	19570904	19590430	93836	0-20500-0-93836	[104, 105, 106, 107, 117]	identified
3	3		BRUNSWICK GLYNN CO A	31.25	-81.47	9.144				93836.0	19550101.0	19740731.0		0.0		0-20500-0-93836	WBAN	brunswick	11.3	31.1497222	-81.4916667																						[31.25, 31.25]	[-81.47, -81.47]	era5.conv._93836	era5_2	19570904	19590430	93836	0-20500-0-93836	[104, 105, 106, 107, 117]	identified
4	4		BRUNSWICK GLYNN CO A	31.25	-81.47	9.144				93836.0	19740731.0	99991231.0		0.0		0-20500-0-93836	WBAN	brunswick	11.3	31.1497222	-81.4916667																						[31.25, 31.25]	[-81.47, -81.47]	era5.conv._93836	era5_2	19570904	19590430	93836	0-20500-0-93836	[104, 105, 106, 107, 117]	identified
5	5		BRUNSWICK GLYNN CO A	31.25	-81.47	7.9248				93836.0	19430201.0	19460101.0		0.0		0-20500-0-93836	WBAN	brunswick	11.3	31.1497222	-81.4916667																						[31.25, 31.25]	[-81.47, -81.47]	era5.conv._93836	era5_2	19570904	19590430	93836	0-20500-0-93836	[104, 105, 106, 107, 117]	identified
6	6		BRUNSWICK GLYNCO JETPORT	31.26	-81.47	7.9248				53883.0	19981001.0	99991231.0		1.1		0-20500-0-53883	WBAN	brunswick	11.3	31.1497222	-81.4916667																						[31.25, 31.25]	[-81.47, -81.47]	era5.conv._93836	era5_2	19570904	19590430	93836	0-20500-0-93836	[104, 105, 106, 107, 117]	identified
7	7		ST SIMONS IS NAS	31.17	-81.4	3.048				93840.0	19430201.0	19460101.0		11.1		0-20500-0-93840	WBAN	brunswick	11.3	31.1497222	-81.4916667																						[31.25, 31.25]	[-81.47, -81.47]	era5.conv._93836	era5_2	19570904	19590430	93836	0-20500-0-93836	[104, 105, 106, 107, 117]	identified
