level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-60190	KASBA-TADLA	32.53333333333333	-6.283333333333333	507.0	Surface land meteorological station (SYNOP), GOS, RBSN(S)	32 32 00N	006 17 00W	60190	999.0	999.0	False	7.5		OSCAR	0-20000-0-60190	mrirt	91.2	33.169833000000004	-5.5670730000000015																						[32.6, 32.6]	[-6.27, -6.27]	era5.conv._1:60190	era5_2	19570702	19700529	1:60190	0-20000-0-60191	[38, 85, 104, 105, 106, 107, 117]	identified
1	2	0-20000-0-60191	BENI-MELLAL	32.36666666666667	-6.4	472.0	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, RBSN(S)	32 22 00N	006 24 00W	60191	999.0	999.0	True	28.6		OSCAR	0-20000-0-60191	mrirt	91.2	33.169833000000004	-5.5670730000000015																						[32.6, 32.6]	[-6.27, -6.27]	era5.conv._1:60190	era5_2	19570702	19700529	1:60190	0-20000-0-60191	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		BENI-MELLAL	32.367	-6.4	468.0				60191	1986.0	2005.0	True	28.6		IGRA2	0-20300-0-60191	mrirt	91.2	33.169833000000004	-5.5670730000000015	MOM00060191																					[32.6, 32.6]	[-6.27, -6.27]	era5.conv._1:60190	era5_2	19570702	19700529	1:60190	0-20000-0-60191	[38, 85, 104, 105, 106, 107, 117]	identified
0	0															WBAN	0-20500-0-nan	mrirt	91.2	33.169833000000004	-5.5670730000000015																						[32.6, 32.6]	[-6.27, -6.27]	era5.conv._1:60190	era5_2	19570702	19700529	1:60190	0-20000-0-60191	[38, 85, 104, 105, 106, 107, 117]	identified
0	0															CHUAN	0-20400-0-nan	mrirt	91.2	33.169833000000004	-5.5670730000000015																						[32.6, 32.6]	[-6.27, -6.27]	era5.conv._1:60190	era5_2	19570702	19700529	1:60190	0-20000-0-60191	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		Beni-Mellal, Morocco	32.37	-6.4	-999.0				60191				28.3		SCHROEDER	0-20600-0-60191	mrirt	91.2	33.169833000000004	-5.5670730000000015		60191	1783.0	1987-09-18 00:00:00	1990-01-01 00:00:00																	[32.6, 32.6]	[-6.27, -6.27]	era5.conv._1:60190	era5_2	19570702	19700529	1:60190	0-20000-0-60191	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		KASBA TADLA              	32.86666666666667	-6.266666666666667	-999.0				60190				29.6		WMO	0-20700-0-60190	mrirt	91.2	33.169833000000004	-5.5670730000000015		60190	4714.0																			[32.6, 32.6]	[-6.27, -6.27]	era5.conv._1:60190	era5_2	19570702	19700529	1:60190	0-20000-0-60191	[38, 85, 104, 105, 106, 107, 117]	identified
1	1		BENI MELLAL              	32.36666666666667	-6.4	-999.0				60191				28.6		WMO	0-20700-0-60191	mrirt	91.2	33.169833000000004	-5.5670730000000015		60191	4715.0																			[32.6, 32.6]	[-6.27, -6.27]	era5.conv._1:60190	era5_2	19570702	19700529	1:60190	0-20000-0-60191	[38, 85, 104, 105, 106, 107, 117]	identified
0	0															AMMA	0-20800-0-nan	mrirt	91.2	33.169833000000004	-5.5670730000000015																						[32.6, 32.6]	[-6.27, -6.27]	era5.conv._1:60190	era5_2	19570702	19700529	1:60190	0-20000-0-60191	[38, 85, 104, 105, 106, 107, 117]	identified
0	0															HARA	0-20111-0-nan	mrirt	91.2	33.169833000000004	-5.5670730000000015																						[32.6, 32.6]	[-6.27, -6.27]	era5.conv._1:60190	era5_2	19570702	19700529	1:60190	0-20000-0-60191	[38, 85, 104, 105, 106, 107, 117]	identified
