level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		HARRISBURG	40.2167	-76.85	105.8				14751	1938.0	1947.0	True	0.4		IGRA2	0-20300-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001	USW00014751																					inconsistentCoordinates
1	2		MIDDLETOWN OLMSTED AFB	40.2	-76.7667	93.3				14711	1929.0	1944.0	True	7.4		IGRA2	0-20300-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001	USW00014711																					inconsistentCoordinates
0	0	0-20000-0-72399	HARRISBURG, PA, HARRISBURG INT. ARPT	40.193888888888885	-76.76305555555555	96.0	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	40 11 38N	076 45 47W	72399	999.0	999.0	False	7.9		OSCAR	0-20000-0-72399	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
0	0		(assigned station ID) Middletown - Three Mile Island Nuclear Power Plant, PA	40.2	-76.77	-999.0				72511				7.2		SCHROEDER	0-20600-0-72511	harrisburg	6.6	40.2736111	-76.88472220000001		72511.0	2569.0	1979-04-01 00:00:00	1979-04-01 00:00:00																	inconsistentCoordinates
0	0		HARRISBURG CAP CTYAP	40.22	-76.85	102.108				14751	19310118.0	19380101.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
1	1		HARRISBURG CAP CTYAP	40.22	-76.85	102.108				14751	19380101.0	19390101.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
2	2		HARRISBURG CAP CTYAP	40.22	-76.85	106.9848				14751	19390101.0	19470101.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
3	3		HARRISBURG CAP CTYAP	40.22	-76.85	106.0704				14751	19470101.0	19480101.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
4	4		HARRISBURG CAP CTYAP	40.22	-76.85	103.0224				14751	19911001.0	19950101.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
5	5		HARRISBURG CAP CTYAP	40.22	-76.85	103.0224				14751	19950101.0	20001011.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
6	6		HARRISBURG CAP CTYAP	40.22	-76.85	103.0224				14751	20001011.0	99991231.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
7	7		HARRISBURG CAPITAL CITY	40.22	-76.85	103.0224				14751	19870515.0	19910930.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
8	8		HARRISBURG FAA AP	40.22	-76.85	103.0224				14751	19711031.0	19870515.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
9	9		HARRISBURG FAA AP	40.22	-76.85	103.0224				14751	19710504.0	19711031.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
10	10		HARRISBURG WSO	40.22	-76.85	106.0704				14751	19480101.0	19480131.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
11	11		HARRISBURG WSO	40.22	-76.85	106.0704				14751	19480131.0	19611201.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
12	12		HARRISBURG WSO	40.22	-76.85	106.9848				14751	19691101.0	19710101.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
13	13		HARRISBURG WSO	40.22	-76.85	106.0704				14751	19611201.0	19620101.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
14	14		HARRISBURG WSO	40.22	-76.85	106.9848				14751	19620101.0	19691101.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
15	15		HARRISBURG WSO	40.22	-76.85	103.0224				14751	19710101.0	19710504.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
16	16		HARRISBURG CAP CTYAP	40.22	-76.85	102.108				14751	19310101.0	19310118.0		0.0		WBAN	0-20500-0-14751	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
17	17		HARRISBURG WSO CITY OFFICE	40.27	-76.88	102.108				54725	19820101.0	19870515.0		6.1		WBAN	0-20500-0-54725	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
18	18		HARRISBURG WSO CITY OFFICE	40.27	-76.88	103.9368				54725	19791231.0	19820101.0		6.1		WBAN	0-20500-0-54725	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
19	19		HARRISBURG WSO CITY OFFICE	40.27	-76.88	103.9368				54725	19791201.0	19791231.0		6.1		WBAN	0-20500-0-54725	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
20	20		HARRISBURG WSO CITY	40.27	-76.88	103.9368				54725	19790301.0	19791201.0		6.1		WBAN	0-20500-0-54725	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
21	21		HARRISBURG	40.27	-76.88	120.0912				94718	19400701.0	19401231.0		6.1		WBAN	0-20500-0-94718	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
22	22		HARRISBURG	40.27	-76.88	114.90960000000001				94718	18930101.0	19010101.0		6.1		WBAN	0-20500-0-94718	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
23	23		HARRISBURG	40.27	-76.88	114.90960000000001				94718	19180101.0	19391231.0		6.1		WBAN	0-20500-0-94718	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
24	24		HARRISBURG	40.27	-76.88	110.03280000000001				94718	19010101.0	19180101.0		6.1		WBAN	0-20500-0-94718	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
25	25		MIDDLETOWN 3 MILE IS	40.2	-76.77	723.9000000000001				54726	19790301.0	19790430.0		7.2		WBAN	0-20500-0-54726	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
26	26		MIDDLETOWN HARRISBRG	40.2	-76.77	92.0496				14711	19440101.0	19471231.0		7.2		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
27	27		MIDDLETOWN HARRISBRG	40.2	-76.77	113.08080000000001				14711	19590701.0	19670630.0		7.2		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
28	28		MIDDLETOWN HARRISBRG	40.2	-76.77	112.47120000000001				14711	19721201.0	19911001.0		7.2		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
29	29		MIDDLETOWN HARRISBRG	40.2	-76.77	112.47120000000001				14711	19700101.0	19721201.0		7.2		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
30	30		MIDDLETOWN HARRISBURG INTL AP	40.2	-76.77	112.47120000000001				14711	19911001.0	19950101.0		7.2		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
31	31		MIDDLETOWN HARRISBURG INTL AP	40.2	-76.77	112.47120000000001				14711	19950101.0	20001201.0		7.2		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
32	32		MIDDLETOWN OLMSTED FIELD	40.2	-76.77	92.964				14711	19530101.0	19590630.0		7.2		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
33	33		MIDDLETOWN HARRISBURG INTL AP	40.19	-76.76	112.47120000000001				14711	20001201.0	20030715.0		8.4		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
34	34		MIDDLETOWN HARRISBURG INTL AP	40.19	-76.76	112.47120000000001				14711	20030715.0	99991231.0		8.4		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
35	35		MIDDLETOWN OLMSTED FIELD	40.2	-76.75	92.0496				14711	19480501.0	19480531.0		8.8		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
36	36		MIDDLETOWN OLMSTED FIELD	40.2	-76.75	92.0496				14711	19480531.0	19521231.0		8.8		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
37	37		MIDDLETOWN HARRISBRG	40.2	-76.75	92.0496				14711	19480101.0	19480501.0		8.8		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
38	38		MIDDLETOWN HARRISBRG	40.2	-76.67	92.0496				14711	19280401.0	19341231.0		15.5		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
39	39		MIDDLETOWN HARRISBRG	40.2	-76.67	92.0496				14711	19350201.0	19350930.0		15.5		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
40	40		MIDDLETOWN HARRISBRG	40.2	-76.67	92.0496				14711	19400101.0	19431231.0		15.5		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
41	41		MIDDLETOWN HARRISBRG	40.2	-76.67	92.0496				14711	19341231.0	19350201.0		15.5		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
42	42		MIDDLETOWN HARRISBRG	40.2	-76.67	92.964				14711	19370301.0	19400101.0		15.5		WBAN	0-20500-0-14711	harrisburg	6.6	40.2736111	-76.88472220000001																						inconsistentCoordinates
