level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		ST. LOUIS/LAMBERT	38.75	-90.367	172.0				72434	1929.0	1975.0	True	6.2		IGRA2	0-20300-0-72434	hazelwood	2.5	38.7713889	-90.3708333	USM00072434																					inconsistentCoordinates
1	2		ST LOUIS	38.6333	-90.2	219.2				93963	1926.0	1929.0	True	25.4		IGRA2	0-20300-0-93963	hazelwood	2.5	38.7713889	-90.3708333	USW00093963																					inconsistentCoordinates
0	0	0-20000-0-72434	ST.LOUIS/LAMBERT,  ST.LOUIS INT., MO.	38.75	-90.36666666666666	172.0	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, RBSN(S), GOS	38 45 00N	090 22 00W	72434	999.0	999.0	False	6.3		OSCAR	0-20000-0-72434	hazelwood	2.5	38.7713889	-90.3708333																						inconsistentCoordinates
0	0		"(made up station ID) ""CLASF"" St. Louis STORM-FEST site, MO"	38.68	-90.2	-999.0				73434				21.9		SCHROEDER	0-20600-0-73434	hazelwood	2.5	38.7713889	-90.3708333		73434	2853.0	1992-02-11 00:00:00	1992-02-11 00:00:00																	inconsistentCoordinates
1	1		St. Louis, MO	38.63	-90.2	-999.0				72434				25.7		SCHROEDER	0-20600-0-72434	hazelwood	2.5	38.7713889	-90.3708333		72434	2522.0	1893-12-18 00:00:00	1973-04-11 00:00:00																	inconsistentCoordinates
0	0		ST LOUIS LAMBERT AP	38.75	-90.38	175.86960000000002				13994	19390101.0	19471101.0		5.8		WBAN	0-20500-0-13994	hazelwood	2.5	38.7713889	-90.3708333																						inconsistentCoordinates
1	1		ST LOUIS WB ARPT	38.75	-90.38	175.86960000000002				13994	19471101.0	19471130.0		5.8		WBAN	0-20500-0-13994	hazelwood	2.5	38.7713889	-90.3708333																						inconsistentCoordinates
2	2		ST LOUIS WB ARPT	38.75	-90.38	175.86960000000002				13994	19471130.0	19590101.0		5.8		WBAN	0-20500-0-13994	hazelwood	2.5	38.7713889	-90.3708333																						inconsistentCoordinates
3	3		ST LOUIS WB ARPT	38.75	-90.38	171.90720000000002				13994	19590101.0	19711201.0		5.8		WBAN	0-20500-0-13994	hazelwood	2.5	38.7713889	-90.3708333																						inconsistentCoordinates
4	4		ST LOUIS WB ARPT	38.75	-90.38	171.90720000000002				13994	19711201.0	19730101.0		5.8		WBAN	0-20500-0-13994	hazelwood	2.5	38.7713889	-90.3708333																						inconsistentCoordinates
5	5		ST LOUIS WB ARPT	38.75	-90.38	171.90720000000002				13994	19730101.0	19740611.0		5.8		WBAN	0-20500-0-13994	hazelwood	2.5	38.7713889	-90.3708333																						inconsistentCoordinates
6	6		ST LOUIS WSMO ARPT	38.75	-90.38	172.21200000000002				13994	19771129.0	19771231.0		5.8		WBAN	0-20500-0-13994	hazelwood	2.5	38.7713889	-90.3708333																						inconsistentCoordinates
7	7		ST LOUIS WSFO ARPT	38.75	-90.38	171.90720000000002				13994	19740611.0	19741017.0		5.8		WBAN	0-20500-0-13994	hazelwood	2.5	38.7713889	-90.3708333																						inconsistentCoordinates
8	8		ST LOUIS LAMBERT AP	38.75	-90.38	171.90720000000002				13994	19290901.0	19390101.0		5.8		WBAN	0-20500-0-13994	hazelwood	2.5	38.7713889	-90.3708333																						inconsistentCoordinates
9	9		ST LOUIS WSMO ARPT	38.75	-90.38	171.90720000000002				13994	19760101.0	19771129.0		5.8		WBAN	0-20500-0-13994	hazelwood	2.5	38.7713889	-90.3708333																						inconsistentCoordinates
10	10		ST LOUIS LAMBERT	38.75	-90.38	166.116				93910	19430301.0	19460731.0		5.8		WBAN	0-20500-0-93910	hazelwood	2.5	38.7713889	-90.3708333																						inconsistentCoordinates
11	11		ST LOUIS WSMO ARPT	38.75	-90.38	171.90720000000002				13994	19741017.0	19760101.0		5.8		WBAN	0-20500-0-13994	hazelwood	2.5	38.7713889	-90.3708333																						inconsistentCoordinates
