level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-40290	JERUSALEM AIRPORT	31.866666666666667	35.21666666666667	759.0	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	31 52 00N	035 13 00E	40290	999.0	999.0	False	0.5		OSCAR	0-20000-0-40290	jerusalem	10.0	31.78	35.23																						[31.87, 31.87]	[35.22, 35.22]	era5.conv._1:40290	era5_2	19611017	19670511	1:40290	0-20000-0-40290	[38, 104, 105, 106, 107]	identified
1	2	0-20000-0-40242	AL-ARROUB	31.933333333333334	35.21666666666667		Surface land meteorological station (SYNOP), GOS	31 56 00N	035 13 00E	40242	999.0	999.0	False	7.0		OSCAR	0-20000-0-40242	jerusalem	10.0	31.78	35.23																						[31.87, 31.87]	[35.22, 35.22]	era5.conv._1:40290	era5_2	19611017	19670511	1:40290	0-20000-0-40290	[38, 104, 105, 106, 107]	identified
2	3	0-20000-0-40183	JERUSALEM CENTRE	31.766666666666666	35.21666666666667	815.0	Surface land meteorological station (SYNOP), GOS, RBSN(S)	31 46 00N	035 13 00E	40183	999.0	999.0	False	11.5		OSCAR	0-20000-0-40183	jerusalem	10.0	31.78	35.23																						[31.87, 31.87]	[35.22, 35.22]	era5.conv._1:40290	era5_2	19611017	19670511	1:40290	0-20000-0-40290	[38, 104, 105, 106, 107]	identified
3	4	0-20000-0-40280	JERICHO	31.866666666666667	35.5	-275.0	Surface land meteorological station (SYNOP), GOS	31 52 00N	035 30 00E	40280	999.0	999.0	False	26.5		OSCAR	0-20000-0-40280	jerusalem	10.0	31.78	35.23																						[31.87, 31.87]	[35.22, 35.22]	era5.conv._1:40290	era5_2	19611017	19670511	1:40290	0-20000-0-40290	[38, 104, 105, 106, 107]	identified
0	0															IGRA2	0-20300-0-nan	jerusalem	10.0	31.78	35.23																						[31.87, 31.87]	[35.22, 35.22]	era5.conv._1:40290	era5_2	19611017	19670511	1:40290	0-20000-0-40290	[38, 104, 105, 106, 107]	identified
0	0															WBAN	0-20500-0-nan	jerusalem	10.0	31.78	35.23																						[31.87, 31.87]	[35.22, 35.22]	era5.conv._1:40290	era5_2	19611017	19670511	1:40290	0-20000-0-40290	[38, 104, 105, 106, 107]	identified
0	0															CHUAN	0-20400-0-nan	jerusalem	10.0	31.78	35.23																						[31.87, 31.87]	[35.22, 35.22]	era5.conv._1:40290	era5_2	19611017	19670511	1:40290	0-20000-0-40290	[38, 104, 105, 106, 107]	identified
0	0		Jerusalem - Air Quality Monitoring Site, Israel	31.8	35.2	-999.0				40183				8.0		SCHROEDER	0-20600-0-40183	jerusalem	10.0	31.78	35.23		40183	937.0	1984-01-01 00:00:00	1984-01-01 00:00:00																	[31.87, 31.87]	[35.22, 35.22]	era5.conv._1:40290	era5_2	19611017	19670511	1:40290	0-20000-0-40290	[38, 104, 105, 106, 107]	identified
1	1		(assigned station ID) Jerusalem - Mount of Olives, Palestine	31.78	35.24	-999.0				40184				10.2		SCHROEDER	0-20600-0-40184	jerusalem	10.0	31.78	35.23		40184	938.0	1918-01-01 00:00:00	1918-01-01 00:00:00																	[31.87, 31.87]	[35.22, 35.22]	era5.conv._1:40290	era5_2	19611017	19670511	1:40290	0-20000-0-40290	[38, 104, 105, 106, 107]	identified
2	2		(made up station ID) Kalia, Israel	31.77	35.5	-999.0				40194				28.7		SCHROEDER	0-20600-0-40194	jerusalem	10.0	31.78	35.23		40194	945.0	1984-07-01 00:00:00	1984-07-01 00:00:00																	[31.87, 31.87]	[35.22, 35.22]	era5.conv._1:40290	era5_2	19611017	19670511	1:40290	0-20000-0-40290	[38, 104, 105, 106, 107]	identified
0	0		JERUSALEM               0	31.78333333333333	35.21666666666667	767.0				40184				9.6		WMO	0-20700-0-40184	jerusalem	10.0	31.78	35.23		40184	936.0																			[31.87, 31.87]	[35.22, 35.22]	era5.conv._1:40290	era5_2	19611017	19670511	1:40290	0-20000-0-40290	[38, 104, 105, 106, 107]	identified
0	0															AMMA	0-20800-0-nan	jerusalem	10.0	31.78	35.23																						[31.87, 31.87]	[35.22, 35.22]	era5.conv._1:40290	era5_2	19611017	19670511	1:40290	0-20000-0-40290	[38, 104, 105, 106, 107]	identified
0	0															HARA	0-20111-0-nan	jerusalem	10.0	31.78	35.23																						[31.87, 31.87]	[35.22, 35.22]	era5.conv._1:40290	era5_2	19611017	19670511	1:40290	0-20000-0-40290	[38, 104, 105, 106, 107]	identified
