level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		SHERIDAN CO. ARPT	44.767	-106.967	1209.0				72666	1927.0	1976.0	True	0.4		IGRA2	0-20300-0-72666	sheridan	3.2	44.7972222	-106.95555559999998	USM00072666																					inconsistentCoordinates
0	0	0-20000-0-72666	SHERIDAN/COUNTY, WY.	44.766666666666666	-106.96666666666667	1209.0	Climatological station, Surface land meteorological station (SYNOP), GSN, RBCN, RBSN(S), GOS, CLIMAT(C)	44 46 00N	106 58 00W	72666	999.0	999.0	False	0.5		OSCAR	0-20000-0-72666	sheridan	3.2	44.7972222	-106.95555559999998																						inconsistentCoordinates
0	0		Sheridan - USWB Office, 405 S. Main St., Sheridan, WY (WBAN=24058)	44.7935	-106.9555	-999.0				72666				2.9		SCHROEDER	0-20600-0-72666	sheridan	3.2	44.7972222	-106.95555559999998		72666	2641.0	1927-08-01 00:00:00	1927-08-01 00:00:00																	inconsistentCoordinates
0	0		SHERIDAN COUNTY AP	44.77	-106.97	1203.0456000000001				24029	19430101.0	19471201.0		0.0		WBAN	0-20500-0-24029	sheridan	3.2	44.7972222	-106.95555559999998		72666.0																				inconsistentCoordinates
1	1		SHERIDAN WB AP	44.77	-106.97	1202.7408				24029	19480801.0	19641001.0		0.0		WBAN	0-20500-0-24029	sheridan	3.2	44.7972222	-106.95555559999998		72666.0																				inconsistentCoordinates
2	2		SHERIDAN WB AP	44.77	-106.97	1202.7408				24029	19641001.0	19700101.0		0.0		WBAN	0-20500-0-24029	sheridan	3.2	44.7972222	-106.95555559999998		72666.0																				inconsistentCoordinates
3	3		SHERIDAN WB AP 3 SW	44.77	-106.97	1202.7408				24029	19471201.0	19480801.0		0.0		WBAN	0-20500-0-24029	sheridan	3.2	44.7972222	-106.95555559999998		72666.0																				inconsistentCoordinates
4	4		SHERIDAN WSO AP	44.77	-106.97	1202.7408				24029	19700101.0	19730101.0		0.0		WBAN	0-20500-0-24029	sheridan	3.2	44.7972222	-106.95555559999998		72666.0																				inconsistentCoordinates
5	5		SHERIDAN WSO AP	44.77	-106.97	1202.7408				24029	19730101.0	19811231.0		0.0		WBAN	0-20500-0-24029	sheridan	3.2	44.7972222	-106.95555559999998		72666.0																				inconsistentCoordinates
6	6		SHERIDAN COUNTY AP	44.77	-106.97	1204.8744000000002				24029	19340701.0	19390101.0		0.0		WBAN	0-20500-0-24029	sheridan	3.2	44.7972222	-106.95555559999998																						inconsistentCoordinates
7	7		SHERIDAN WSO AP	44.77	-106.97	1202.7408				24029	19811231.0	19910422.0		0.0		WBAN	0-20500-0-24029	sheridan	3.2	44.7972222	-106.95555559999998		72666.0																				inconsistentCoordinates
8	8		SHERIDAN WSO AP	44.77	-106.97	1202.4360000000001				24029	19910422.0	19950101.0		0.0		WBAN	0-20500-0-24029	sheridan	3.2	44.7972222	-106.95555559999998		72666.0																				inconsistentCoordinates
9	9		SHERIDAN COUNTY AP	44.77	-106.97	1204.8744000000002				24029	19400419.0	19430101.0		0.0		WBAN	0-20500-0-24029	sheridan	3.2	44.7972222	-106.95555559999998																						inconsistentCoordinates
10	10		SHERIDAN AP	44.77	-106.97	1202.4360000000001				24029	19961201.0	99991231.0		0.0		WBAN	0-20500-0-24029	sheridan	3.2	44.7972222	-106.95555559999998		72666.0																				inconsistentCoordinates
11	11		SHERIDAN WSO AP	44.77	-106.97	1202.4360000000001				24029	19950101.0	19961101.0		0.0		WBAN	0-20500-0-24029	sheridan	3.2	44.7972222	-106.95555559999998		72666.0																				inconsistentCoordinates
12	12		SHERIDAN AP	44.77	-106.97	1202.4360000000001				24029	19961101.0	19961201.0		0.0		WBAN	0-20500-0-24029	sheridan	3.2	44.7972222	-106.95555559999998		72666.0																				inconsistentCoordinates
13	13		SHERIDAN COUNTY AP	44.77	-106.97	1204.8744000000002				24029	19390101.0	19400419.0		0.0		WBAN	0-20500-0-24029	sheridan	3.2	44.7972222	-106.95555559999998																						inconsistentCoordinates
14	14		SHERIDAN	44.8	-106.95	1154.8872000000001				24058	19070401.0	19070930.0		3.7		WBAN	0-20500-0-24058	sheridan	3.2	44.7972222	-106.95555559999998																						inconsistentCoordinates
15	15		SHERIDAN	44.8	-106.95	1153.0584000000001				24058	19080101.0	19331231.0		3.7		WBAN	0-20500-0-24058	sheridan	3.2	44.7972222	-106.95555559999998																						inconsistentCoordinates
16	16		SHERIDAN	44.8	-106.95	1153.0584000000001				24058	19331231.0	19340701.0		3.7		WBAN	0-20500-0-24058	sheridan	3.2	44.7972222	-106.95555559999998																						inconsistentCoordinates
17	17		SHERIDAN	44.8	-106.95	1153.0584000000001				24058	19340701.0	19350831.0		3.7		WBAN	0-20500-0-24058	sheridan	3.2	44.7972222	-106.95555559999998																						inconsistentCoordinates
18	18		SHERIDAN	44.8	-106.95	1153.0584000000001				24058	19350831.0	19360101.0		3.7		WBAN	0-20500-0-24058	sheridan	3.2	44.7972222	-106.95555559999998																						inconsistentCoordinates
19	19		SHERIDAN	44.8	-106.95	1153.0584000000001				24058	19360101.0	19401231.0		3.7		WBAN	0-20500-0-24058	sheridan	3.2	44.7972222	-106.95555559999998																						inconsistentCoordinates
0	0		SHERIDAN                 	44.766666666666666	-106.96666666666668	-999.0				72666				0.5		WMO	0-20700-0-72666	sheridan	3.2	44.7972222	-106.95555559999998		72666	1380.0																			inconsistentCoordinates
