	Unnamed: 0	press	hum	temp	datetime	sensor
58434	0	428	80.0	299.03	2005-02-08 10:00:56+00:00	Vaisala
58439	2	437	79.98	299.38	2005-02-08 10:00:56+00:00	Vaisala
58444	5	449	88.87	297.01	2005-02-08 10:00:56+00:00	Vaisala
58449	7	458	90.98	296.85	2005-02-08 10:00:56+00:00	Vaisala
58454	10	470	91.54	296.69	2005-02-08 10:00:56+00:00	Vaisala
58459	12	479	91.3	296.59	2005-02-08 10:00:56+00:00	Vaisala
58464	15	492	92.6	296.47	2005-02-08 10:00:56+00:00	Vaisala
58469	17	500	92.58	296.38	2005-02-08 10:00:56+00:00	Vaisala
58474	20	513	92.99	296.26	2005-02-08 10:00:56+00:00	Vaisala
58479	22	521	92.99	296.15	2005-02-08 10:00:56+00:00	Vaisala
58484	25	534	92.99	296.05	2005-02-08 10:00:56+00:00	Vaisala
58489	27	542	93.16	295.88	2005-02-08 10:00:56+00:00	Vaisala
58494	30	555	93.39	295.79	2005-02-08 10:00:56+00:00	Vaisala
58499	32	564	94.01	295.65	2005-02-08 10:00:56+00:00	Vaisala
58504	35	576	94.26	295.58	2005-02-08 10:00:56+00:00	Vaisala
58509	37	585	94.63	295.45	2005-02-08 10:00:56+00:00	Vaisala
58514	40	597	95.25	295.35	2005-02-08 10:00:56+00:00	Vaisala
58519	42	606	95.29	295.29	2005-02-08 10:00:56+00:00	Vaisala
58524	45	619	95.79	295.2	2005-02-08 10:00:56+00:00	Vaisala
58529	47	627	95.54	295.09	2005-02-08 10:00:56+00:00	Vaisala
58534	50	640	95.75	294.98	2005-02-08 10:00:56+00:00	Vaisala
58539	52	648	95.38	294.88	2005-02-08 10:00:56+00:00	Vaisala
58544	55	661	95.44	294.78	2005-02-08 10:00:56+00:00	Vaisala
58549	57	669	95.13	294.72	2005-02-08 10:00:56+00:00	Vaisala
58554	60	682	95.67	294.57	2005-02-08 10:00:56+00:00	Vaisala
58559	62	691	96.27	294.5	2005-02-08 10:00:56+00:00	Vaisala
58564	65	703	97.16	294.4	2005-02-08 10:00:56+00:00	Vaisala
58569	67	712	97.97	294.4	2005-02-08 10:00:56+00:00	Vaisala
58574	70	724	97.47	294.3	2005-02-08 10:00:56+00:00	Vaisala
58579	72	733	97.12	294.3	2005-02-08 10:00:56+00:00	Vaisala
58584	75	746	97.59	294.22	2005-02-08 10:00:56+00:00	Vaisala
58589	77	754	96.99	294.18	2005-02-08 10:00:56+00:00	Vaisala
58594	80	767	96.52	294.09	2005-02-08 10:00:56+00:00	Vaisala
58599	82	775	95.61	293.99	2005-02-08 10:00:56+00:00	Vaisala
58604	85	788	94.07	293.93	2005-02-08 10:00:56+00:00	Vaisala
58609	87	796	92.99	293.93	2005-02-08 10:00:56+00:00	Vaisala
58614	90	809	93.01	293.9	2005-02-08 10:00:56+00:00	Vaisala
58619	92	818	93.74	293.83	2005-02-08 10:00:56+00:00	Vaisala
58624	95	830	94.01	293.77	2005-02-08 10:00:56+00:00	Vaisala
58629	97	839	94.01	293.69	2005-02-08 10:00:56+00:00	Vaisala
58634	100	851	94.01	293.64	2005-02-08 10:00:56+00:00	Vaisala
58639	102	860	93.74	293.75	2005-02-08 10:00:56+00:00	Vaisala
58644	105	873	93.3	293.81	2005-02-08 10:00:56+00:00	Vaisala
58649	107	881	92.99	293.8	2005-02-08 10:00:56+00:00	Vaisala
58654	110	894	92.99	293.69	2005-02-08 10:00:56+00:00	Vaisala
58659	112	902	92.99	293.69	2005-02-08 10:00:56+00:00	Vaisala
58664	115	915	93.4	293.55	2005-02-08 10:00:56+00:00	Vaisala
58669	117	923	93.37	293.48	2005-02-08 10:00:56+00:00	Vaisala
