	Unnamed: 0	press	hum	temp	datetime	sensor
119408	0	428	79.68	299.38	2005-02-09 10:05:05+00:00	Vaisala
119413	2	436	79.63		2005-02-09 10:05:05+00:00	Vaisala
119418	4	445	80.88	299.08	2005-02-09 10:05:05+00:00	Vaisala
119423	4983	450		298.98	2005-02-09 10:05:05+00:00	Vaisala
119428	8	462	80.92		2005-02-09 10:05:05+00:00	Vaisala
119433	9	467	80.92	298.35	2005-02-09 10:05:05+00:00	Vaisala
119438	4985	476		298.01	2005-02-09 10:05:05+00:00	Vaisala
119443	13	484	81.2	297.79	2005-02-09 10:05:05+00:00	Vaisala
119448	15	493	81.71	297.58	2005-02-09 10:05:05+00:00	Vaisala
119453	17	501	82.49		2005-02-09 10:05:05+00:00	Vaisala
119458	19	510	83.65	297.41	2005-02-09 10:05:05+00:00	Vaisala
119463	4988	515		297.38	2005-02-09 10:05:05+00:00	Vaisala
119468	23	527	84.48		2005-02-09 10:05:05+00:00	Vaisala
119473	24	532	84.25	297.19	2005-02-09 10:05:05+00:00	Vaisala
119478	4990	541		297.12	2005-02-09 10:05:05+00:00	Vaisala
119483	28	549	85.5	297.07	2005-02-09 10:05:05+00:00	Vaisala
119488	30	558	85.59	296.94	2005-02-09 10:05:05+00:00	Vaisala
119493	32	566	85.96		2005-02-09 10:05:05+00:00	Vaisala
119498	34	575	85.96	296.71	2005-02-09 10:05:05+00:00	Vaisala
119503	4993	580		296.7	2005-02-09 10:05:05+00:00	Vaisala
119508	38	592	86.01		2005-02-09 10:05:05+00:00	Vaisala
119513	39	597	86.38	296.51	2005-02-09 10:05:05+00:00	Vaisala
119518	4995	606		296.45	2005-02-09 10:05:05+00:00	Vaisala
119523	43	614	86.93	296.4	2005-02-09 10:05:05+00:00	Vaisala
119528	45	623	86.93	296.37	2005-02-09 10:05:05+00:00	Vaisala
119533	47	631	86.93		2005-02-09 10:05:05+00:00	Vaisala
119538	49	640	86.93	296.18	2005-02-09 10:05:05+00:00	Vaisala
119543	4998	645		296.16	2005-02-09 10:05:05+00:00	Vaisala
119548	53	657	87.18		2005-02-09 10:05:05+00:00	Vaisala
119553	54	662	87.42	296.07	2005-02-09 10:05:05+00:00	Vaisala
119558	5000	671		295.91	2005-02-09 10:05:05+00:00	Vaisala
119563	58	679	87.99	295.86	2005-02-09 10:05:05+00:00	Vaisala
119568	61	692	88.55	295.72	2005-02-09 10:05:05+00:00	Vaisala
119573	63	701	89.24	295.64	2005-02-09 10:05:05+00:00	Vaisala
119578	66	714	90.02	295.6	2005-02-09 10:05:05+00:00	Vaisala
119583	68	722	90.02	295.49	2005-02-09 10:05:05+00:00	Vaisala
119588	71	735	90.44	295.4	2005-02-09 10:05:05+00:00	Vaisala
119593	73	744	91.04	295.31	2005-02-09 10:05:05+00:00	Vaisala
119598	76	757	90.58	295.24	2005-02-09 10:05:05+00:00	Vaisala
119603	78	766	90.02	295.24	2005-02-09 10:05:05+00:00	Vaisala
119608	81	779	90.02	295.22	2005-02-09 10:05:05+00:00	Vaisala
119613	83	787	90.02	295.11	2005-02-09 10:05:05+00:00	Vaisala
119618	86	800	90.02	295.05	2005-02-09 10:05:05+00:00	Vaisala
119623	88	809	90.02	294.99	2005-02-09 10:05:05+00:00	Vaisala
119628	91	822	89.78	294.93	2005-02-09 10:05:05+00:00	Vaisala
119633	93	831	89.56	294.84	2005-02-09 10:05:05+00:00	Vaisala
119638	96	844	88.41	294.79	2005-02-09 10:05:05+00:00	Vaisala
119643	98	852	88.55	294.78	2005-02-09 10:05:05+00:00	Vaisala
119648	101	865	88.32	294.66	2005-02-09 10:05:05+00:00	Vaisala
119653	103	874	88.22	294.6	2005-02-09 10:05:05+00:00	Vaisala
119658	106	887	87.95	294.49	2005-02-09 10:05:05+00:00	Vaisala
119663	108	896	87.95	294.42	2005-02-09 10:05:05+00:00	Vaisala
119668	111	909	87.95	294.38	2005-02-09 10:05:05+00:00	Vaisala
