	Unnamed: 0	press	hum	temp	datetime	sensor
87004	0	428	96.0		2005-02-08 19:33:03+00:00	Vaisala
87009	1	433	95.96	295.94	2005-02-08 19:33:03+00:00	Vaisala
87014	4	446	95.96	295.89	2005-02-08 19:33:03+00:00	Vaisala
87019	5037	451		295.84	2005-02-08 19:33:03+00:00	Vaisala
87024	8	464	95.96	295.8	2005-02-08 19:33:03+00:00	Vaisala
87029	10	472	95.96		2005-02-08 19:33:03+00:00	Vaisala
87034	12	481	95.96	295.69	2005-02-08 19:33:03+00:00	Vaisala
87039	14	490	95.96	295.58	2005-02-08 19:33:03+00:00	Vaisala
87044	17	503	96.03	295.52	2005-02-08 19:33:03+00:00	Vaisala
87049	19	512	96.18	295.47	2005-02-08 19:33:03+00:00	Vaisala
87054	22	525	96.94	295.29	2005-02-08 19:33:03+00:00	Vaisala
87059	24	534	96.98	295.28	2005-02-08 19:33:03+00:00	Vaisala
87064	27	547	97.41	295.13	2005-02-08 19:33:03+00:00	Vaisala
87069	5039	552		295.05	2005-02-08 19:33:03+00:00	Vaisala
87074	31	565	98.1	294.96	2005-02-08 19:33:03+00:00	Vaisala
87079	33	573	98.27		2005-02-08 19:33:03+00:00	Vaisala
87084	35	582	98.95	294.8	2005-02-08 19:33:03+00:00	Vaisala
87089	37	591	98.95	294.72	2005-02-08 19:33:03+00:00	Vaisala
87094	40	604	99.0	294.67	2005-02-08 19:33:03+00:00	Vaisala
87099	42	613	99.47	294.58	2005-02-08 19:33:03+00:00	Vaisala
87104	45	626	99.94	294.47	2005-02-08 19:33:03+00:00	Vaisala
87109	47	635	99.94	294.39	2005-02-08 19:33:03+00:00	Vaisala
87114	50	648	99.94	294.3	2005-02-08 19:33:03+00:00	Vaisala
87119	52	657	99.94	294.23	2005-02-08 19:33:03+00:00	Vaisala
87124	55	670	99.94	294.19	2005-02-08 19:33:03+00:00	Vaisala
87129	5041	675		294.15	2005-02-08 19:33:03+00:00	Vaisala
87134	59	688	99.94	293.99	2005-02-08 19:33:03+00:00	Vaisala
87139	61	696	99.94	293.93	2005-02-08 19:33:03+00:00	Vaisala
87144	64	710	99.94	293.89	2005-02-08 19:33:03+00:00	Vaisala
87149	66	718	99.94	293.89	2005-02-08 19:33:03+00:00	Vaisala
87154	69	732	99.94	293.78	2005-02-08 19:33:03+00:00	Vaisala
87159	71	740	99.94	293.7	2005-02-08 19:33:03+00:00	Vaisala
87164	74	754	99.94	293.63	2005-02-08 19:33:03+00:00	Vaisala
87169	76	762	99.94	293.61	2005-02-08 19:33:03+00:00	Vaisala
87174	79	775	99.94		2005-02-08 19:33:03+00:00	Vaisala
87179	80	780	99.94	293.53	2005-02-08 19:33:03+00:00	Vaisala
87184	83	793	99.94	293.53	2005-02-08 19:33:03+00:00	Vaisala
87189	85	802	99.94	293.53	2005-02-08 19:33:03+00:00	Vaisala
87194	88	815	99.94	293.49	2005-02-08 19:33:03+00:00	Vaisala
87199	90	824	99.94	293.47	2005-02-08 19:33:03+00:00	Vaisala
87204	93	837	99.94	293.37	2005-02-08 19:33:03+00:00	Vaisala
87209	95	846	99.94	293.3	2005-02-08 19:33:03+00:00	Vaisala
87214	98	859	99.94	293.21	2005-02-08 19:33:03+00:00	Vaisala
87219	100	868	99.94	293.21	2005-02-08 19:33:03+00:00	Vaisala
87224	103	881	99.94	293.12	2005-02-08 19:33:03+00:00	Vaisala
87229	105	890	99.94	293.04	2005-02-08 19:33:03+00:00	Vaisala
87234	5043	899		293.04	2005-02-08 19:33:03+00:00	Vaisala
87239	109	907	99.94	293.04	2005-02-08 19:33:03+00:00	Vaisala
87244	112	920	99.94	292.98	2005-02-08 19:33:03+00:00	Vaisala
87249	114	929	99.94	292.93	2005-02-08 19:33:03+00:00	Vaisala
87254	117	942	99.94	292.9	2005-02-08 19:33:03+00:00	Vaisala
