	Unnamed: 0	press	hum	temp	datetime	sensor
502924	0	428	93.69	297.31	2005-02-16 10:03:34+00:00	Vaisala
502929	2	437	93.92	297.32	2005-02-16 10:03:34+00:00	Vaisala
502934	5	450	86.17	297.17	2005-02-16 10:03:34+00:00	Vaisala
502939	7	458	85.51	297.21	2005-02-16 10:03:34+00:00	Vaisala
502944	10	471	86.64	297.08	2005-02-16 10:03:34+00:00	Vaisala
502949	12	480	86.49	297.0	2005-02-16 10:03:34+00:00	Vaisala
502954	15	493	87.0	296.94	2005-02-16 10:03:34+00:00	Vaisala
502959	17	502	87.03	296.85	2005-02-16 10:03:34+00:00	Vaisala
502964	20	515	87.31	296.74	2005-02-16 10:03:34+00:00	Vaisala
502969	22	524	87.97	296.64	2005-02-16 10:03:34+00:00	Vaisala
502974	25	537	88.68	296.51	2005-02-16 10:03:34+00:00	Vaisala
502979	27	546	89.15	296.37	2005-02-16 10:03:34+00:00	Vaisala
502984	30	559	89.93	296.21	2005-02-16 10:03:34+00:00	Vaisala
502989	32	567	90.75	296.11	2005-02-16 10:03:34+00:00	Vaisala
502994	35	581	91.65	295.98	2005-02-16 10:03:34+00:00	Vaisala
502999	37	589	91.89	295.89	2005-02-16 10:03:34+00:00	Vaisala
503004	40	602	92.51	295.79	2005-02-16 10:03:34+00:00	Vaisala
503009	42	611	92.43	295.69	2005-02-16 10:03:34+00:00	Vaisala
503014	45	624	92.63	295.61	2005-02-16 10:03:34+00:00	Vaisala
503019	47	633	93.22	295.5	2005-02-16 10:03:34+00:00	Vaisala
503024	50	646	93.61	295.4	2005-02-16 10:03:34+00:00	Vaisala
503029	52	655	94.74	295.3	2005-02-16 10:03:34+00:00	Vaisala
503034	55	668	95.05	295.24	2005-02-16 10:03:34+00:00	Vaisala
503039	57	677	95.05	295.09	2005-02-16 10:03:34+00:00	Vaisala
503044	60	690	95.37	294.92	2005-02-16 10:03:34+00:00	Vaisala
503049	62	698	95.95	294.89	2005-02-16 10:03:34+00:00	Vaisala
503054	65	711	95.95	294.79	2005-02-16 10:03:34+00:00	Vaisala
503059	67	720	95.95	294.75	2005-02-16 10:03:34+00:00	Vaisala
503064	70	733	95.29	294.73	2005-02-16 10:03:34+00:00	Vaisala
503069	72	742	95.29	294.69	2005-02-16 10:03:34+00:00	Vaisala
503074	75	755	95.25	294.63	2005-02-16 10:03:34+00:00	Vaisala
503079	77	764	95.05	294.62	2005-02-16 10:03:34+00:00	Vaisala
503084	80	777	95.05	294.55	2005-02-16 10:03:34+00:00	Vaisala
503089	82	786	95.05	294.49	2005-02-16 10:03:34+00:00	Vaisala
503094	85	799	95.05	294.4	2005-02-16 10:03:34+00:00	Vaisala
503099	87	807	95.13	294.29	2005-02-16 10:03:34+00:00	Vaisala
503104	90	821	95.64	294.2	2005-02-16 10:03:34+00:00	Vaisala
503109	92	829	95.95	294.22	2005-02-16 10:03:34+00:00	Vaisala
503114	95	842	95.72	294.29	2005-02-16 10:03:34+00:00	Vaisala
503119	97	851	95.09	294.32	2005-02-16 10:03:34+00:00	Vaisala
503124	100	864	95.09	294.23	2005-02-16 10:03:34+00:00	Vaisala
503129	102	873	94.86	294.13	2005-02-16 10:03:34+00:00	Vaisala
503134	105	886	94.31	294.13	2005-02-16 10:03:34+00:00	Vaisala
503139	107	895	93.96	294.09	2005-02-16 10:03:34+00:00	Vaisala
503144	110	908	93.92	294.03	2005-02-16 10:03:34+00:00	Vaisala
503149	112	917	93.61	294.03	2005-02-16 10:03:34+00:00	Vaisala
503154	115	930	92.36	294.03	2005-02-16 10:03:34+00:00	Vaisala
503159	117	938	92.24	294.03	2005-02-16 10:03:34+00:00	Vaisala
503164	120	952	91.96	293.96	2005-02-16 10:03:34+00:00	Vaisala
503169	122	960	92.0	293.88	2005-02-16 10:03:34+00:00	Vaisala
503174	125	973	92.36	293.78	2005-02-16 10:03:34+00:00	Vaisala
503179	127	982	92.86	293.69	2005-02-16 10:03:34+00:00	Vaisala
503184	130	995	93.02	293.56	2005-02-16 10:03:34+00:00	Vaisala
503189	132	1004	93.02	293.45	2005-02-16 10:03:34+00:00	Vaisala
503194	135	1017	93.69	293.35	2005-02-16 10:03:34+00:00	Vaisala
503199	137	1026	93.96	293.26	2005-02-16 10:03:34+00:00	Vaisala
503204	140	1039	94.9	293.09	2005-02-16 10:03:34+00:00	Vaisala
503209	142	1048	95.52	292.94	2005-02-16 10:03:34+00:00	Vaisala
503214	145	1061	96.42	292.81	2005-02-16 10:03:34+00:00	Vaisala
503219	147	1069	97.44	292.71	2005-02-16 10:03:34+00:00	Vaisala
503224	150	1082	97.75	292.64	2005-02-16 10:03:34+00:00	Vaisala
503229	152	1091	97.95	292.59	2005-02-16 10:03:34+00:00	Vaisala
503234	155	1104	98.46	292.54	2005-02-16 10:03:34+00:00	Vaisala
503239	157	1113	98.97	292.54	2005-02-16 10:03:34+00:00	Vaisala
503244	160	1126	98.69	292.54	2005-02-16 10:03:34+00:00	Vaisala
503249	162	1135	97.95	292.49	2005-02-16 10:03:34+00:00	Vaisala
503254	165	1148	97.95	292.44	2005-02-16 10:03:34+00:00	Vaisala
503259	167	1157	97.36	292.41	2005-02-16 10:03:34+00:00	Vaisala
