	Unnamed: 0	press	hum	temp	datetime	sensor
596232	0	427	89.98	297.75	2005-02-18 05:13:26+00:00	Vaisala
596237	2	436	90.38	297.74	2005-02-18 05:13:26+00:00	Vaisala
596242	5	450	85.98	297.63	2005-02-18 05:13:26+00:00	Vaisala
596247	7	459	86.24	297.42	2005-02-18 05:13:26+00:00	Vaisala
596252	10	472	86.67	297.2	2005-02-18 05:13:26+00:00	Vaisala
596257	12	481	87.66	297.06	2005-02-18 05:13:26+00:00	Vaisala
596262	15	495	88.42	296.78	2005-02-18 05:13:26+00:00	Vaisala
596267	17	504	88.6	296.6	2005-02-18 05:13:26+00:00	Vaisala
596272	20	518	89.69	296.51	2005-02-18 05:13:26+00:00	Vaisala
596277	22	527	90.2	296.45	2005-02-18 05:13:26+00:00	Vaisala
596282	25	540	90.97	296.27	2005-02-18 05:13:26+00:00	Vaisala
596287	27	550	90.97	296.15	2005-02-18 05:13:26+00:00	Vaisala
596292	30	563	90.97	296.01	2005-02-18 05:13:26+00:00	Vaisala
596297	32	572	91.62	295.94	2005-02-18 05:13:26+00:00	Vaisala
596302	35	586	92.28	295.8	2005-02-18 05:13:26+00:00	Vaisala
596307	37	595	92.75	295.7	2005-02-18 05:13:26+00:00	Vaisala
596312	40	609	92.97	295.59	2005-02-18 05:13:26+00:00	Vaisala
596317	42	618	92.97	295.52	2005-02-18 05:13:26+00:00	Vaisala
596322	45	631	92.97	295.41	2005-02-18 05:13:26+00:00	Vaisala
596327	47	640	92.2	295.38	2005-02-18 05:13:26+00:00	Vaisala
596332	50	654	92.35	295.25	2005-02-18 05:13:26+00:00	Vaisala
596337	52	663	92.49	295.11	2005-02-18 05:13:26+00:00	Vaisala
596342	55	677	93.37	295.01	2005-02-18 05:13:26+00:00	Vaisala
596347	57	686	94.6	294.89	2005-02-18 05:13:26+00:00	Vaisala
596352	60	700	95.04	294.8	2005-02-18 05:13:26+00:00	Vaisala
596357	62	709	95.04	294.71	2005-02-18 05:13:26+00:00	Vaisala
596362	65	722	95.66	294.63	2005-02-18 05:13:26+00:00	Vaisala
596367	67	731	95.91	294.6	2005-02-18 05:13:26+00:00	Vaisala
596372	70	745	97.08	294.5	2005-02-18 05:13:26+00:00	Vaisala
596377	72	754	97.95	294.45	2005-02-18 05:13:26+00:00	Vaisala
596382	75	768	97.0	294.3	2005-02-18 05:13:26+00:00	Vaisala
596387	77	777	97.15	294.24	2005-02-18 05:13:26+00:00	Vaisala
596392	80	790	94.75	294.24	2005-02-18 05:13:26+00:00	Vaisala
596397	82	800	93.29	294.2	2005-02-18 05:13:26+00:00	Vaisala
596402	85	813	92.97	294.14	2005-02-18 05:13:26+00:00	Vaisala
596407	87	822	92.97	294.09	2005-02-18 05:13:26+00:00	Vaisala
596412	90	836	93.51	294.0	2005-02-18 05:13:26+00:00	Vaisala
596417	92	845	93.95	293.9	2005-02-18 05:13:26+00:00	Vaisala
596422	95	859	93.95	293.85	2005-02-18 05:13:26+00:00	Vaisala
596427	97	868	93.99	293.84	2005-02-18 05:13:26+00:00	Vaisala
596432	100	881	94.64	293.79	2005-02-18 05:13:26+00:00	Vaisala
596437	102	890	94.6	293.79	2005-02-18 05:13:26+00:00	Vaisala
596442	105	904	93.99	293.79	2005-02-18 05:13:26+00:00	Vaisala
596447	107	913	94.49	293.72	2005-02-18 05:13:26+00:00	Vaisala
596452	110	927	94.82	293.6	2005-02-18 05:13:26+00:00	Vaisala
596457	112	936	95.04	293.49	2005-02-18 05:13:26+00:00	Vaisala
596462	115	950	95.04	293.43	2005-02-18 05:13:26+00:00	Vaisala
596467	117	959	95.04	293.43	2005-02-18 05:13:26+00:00	Vaisala
596472	120	972	95.04	293.42	2005-02-18 05:13:26+00:00	Vaisala
596477	122	981	95.04	293.39	2005-02-18 05:13:26+00:00	Vaisala
596482	125	995	95.0	293.31	2005-02-18 05:13:26+00:00	Vaisala
596487	127	1004	95.0	293.25	2005-02-18 05:13:26+00:00	Vaisala
596492	130	1018	94.71	293.24	2005-02-18 05:13:26+00:00	Vaisala
596497	132	1027	94.06	293.19	2005-02-18 05:13:26+00:00	Vaisala
596502	135	1040	94.42	293.12	2005-02-18 05:13:26+00:00	Vaisala
596507	137	1050	94.35	293.03	2005-02-18 05:13:26+00:00	Vaisala
596512	140	1063	93.95	293.03	2005-02-18 05:13:26+00:00	Vaisala
596517	142	1072	93.95	293.03	2005-02-18 05:13:26+00:00	Vaisala
596522	145	1086	93.95	293.03	2005-02-18 05:13:26+00:00	Vaisala
596527	147	1095	93.55	293.03	2005-02-18 05:13:26+00:00	Vaisala
596532	150	1109	93.15	292.99	2005-02-18 05:13:26+00:00	Vaisala
596537	152	1118	92.97	292.91	2005-02-18 05:13:26+00:00	Vaisala
596542	155	1131	92.97	292.79	2005-02-18 05:13:26+00:00	Vaisala
596547	157	1140	92.97	292.72	2005-02-18 05:13:26+00:00	Vaisala
596552	160	1154	92.49	292.7	2005-02-18 05:13:26+00:00	Vaisala
596557	162	1163	91.55	292.73	2005-02-18 05:13:26+00:00	Vaisala
596562	165	1177	90.97	292.73	2005-02-18 05:13:26+00:00	Vaisala
596567	167	1186	90.53	292.73	2005-02-18 05:13:26+00:00	Vaisala
596572	170	1200	90.02	292.69	2005-02-18 05:13:26+00:00	Vaisala
596577	172	1209	90.02	292.64	2005-02-18 05:13:26+00:00	Vaisala
596582	175	1222	90.02	292.6	2005-02-18 05:13:26+00:00	Vaisala
596587	177	1231	90.68	292.52	2005-02-18 05:13:26+00:00	Vaisala
596592	180	1245	90.97	292.45	2005-02-18 05:13:26+00:00	Vaisala
596597	182	1254	90.35	292.51	2005-02-18 05:13:26+00:00	Vaisala
596602	185	1268	89.62	292.54	2005-02-18 05:13:26+00:00	Vaisala
596607	187	1277	89.33	292.6	2005-02-18 05:13:26+00:00	Vaisala
596612	190	1290	87.98	292.69	2005-02-18 05:13:26+00:00	Vaisala
596617	192	1300	87.04	292.81	2005-02-18 05:13:26+00:00	Vaisala
596622	195	1313	84.38	292.94	2005-02-18 05:13:26+00:00	Vaisala
596627	197	1322	82.82	293.08	2005-02-18 05:13:26+00:00	Vaisala
596632	200	1336	81.54	293.12	2005-02-18 05:13:26+00:00	Vaisala
596637	202	1345	81.51	293.12	2005-02-18 05:13:26+00:00	Vaisala
596642	205	1359	81.33	293.03	2005-02-18 05:13:26+00:00	Vaisala
596647	207	1368	81.11	293.05	2005-02-18 05:13:26+00:00	Vaisala
596652	210	1381	79.94	293.16	2005-02-18 05:13:26+00:00	Vaisala
596657	212	1390	78.23	293.24	2005-02-18 05:13:26+00:00	Vaisala
596662	215	1404	76.67	293.34	2005-02-18 05:13:26+00:00	Vaisala
596667	217	1413	75.72	293.34	2005-02-18 05:13:26+00:00	Vaisala
596672	220	1427	74.6	293.34	2005-02-18 05:13:26+00:00	Vaisala
596677	222	1436	74.23	293.31	2005-02-18 05:13:26+00:00	Vaisala
596682	225	1450	71.76	293.24	2005-02-18 05:13:26+00:00	Vaisala
596687	227	1459	70.59	293.21	2005-02-18 05:13:26+00:00	Vaisala
596692	230	1472	70.99	293.18	2005-02-18 05:13:26+00:00	Vaisala
596697	232	1481	71.5	293.11	2005-02-18 05:13:26+00:00	Vaisala
596702	235	1495	72.01	292.97	2005-02-18 05:13:26+00:00	Vaisala
596707	237	1504	73.14	292.87	2005-02-18 05:13:26+00:00	Vaisala
596712	240	1518	74.16	292.75	2005-02-18 05:13:26+00:00	Vaisala
596717	242	1527	75.43	292.6	2005-02-18 05:13:26+00:00	Vaisala
596722	245	1540	76.41	292.49	2005-02-18 05:13:26+00:00	Vaisala
596727	247	1550	77.65	292.48	2005-02-18 05:13:26+00:00	Vaisala
596732	250	1563	78.45	292.28	2005-02-18 05:13:26+00:00	Vaisala
596737	252	1572	78.38	292.21	2005-02-18 05:13:26+00:00	Vaisala
596742	255	1586	78.96	292.28	2005-02-18 05:13:26+00:00	Vaisala
596747	257	1595	78.34	292.28	2005-02-18 05:13:26+00:00	Vaisala
596752	260	1609	77.72	292.43	2005-02-18 05:13:26+00:00	Vaisala
596757	262	1618	76.96	292.39	2005-02-18 05:13:26+00:00	Vaisala
596762	265	1631	76.96	292.28	2005-02-18 05:13:26+00:00	Vaisala
596767	267	1640	76.96	292.22	2005-02-18 05:13:26+00:00	Vaisala
596772	270	1654	76.96	292.09	2005-02-18 05:13:26+00:00	Vaisala
596777	272	1663	77.35	292.01	2005-02-18 05:13:26+00:00	Vaisala
596782	275	1677	77.87	291.91	2005-02-18 05:13:26+00:00	Vaisala
596787	277	1686	77.58	291.88	2005-02-18 05:13:26+00:00	Vaisala
596792	280	1700	76.45	291.83	2005-02-18 05:13:26+00:00	Vaisala
