	Unnamed: 0	press	hum	temp	datetime	sensor
915788	5004	429		296.93	2005-02-25 15:02:36+00:00	Vaisala
915793	5005	434		297.02	2005-02-25 15:02:36+00:00	Vaisala
915798	2	440	89.55		2005-02-25 15:02:36+00:00	Vaisala
915803	3	444	91.6		2005-02-25 15:02:36+00:00	Vaisala
915808	5009	452		297.11	2005-02-25 15:02:36+00:00	Vaisala
915813	5010	456		297.17	2005-02-25 15:02:36+00:00	Vaisala
915818	7	462	92.49		2005-02-25 15:02:36+00:00	Vaisala
915823	8	466	91.95		2005-02-25 15:02:36+00:00	Vaisala
915828	5014	474		297.11	2005-02-25 15:02:36+00:00	Vaisala
915833	5015	478		297.09	2005-02-25 15:02:36+00:00	Vaisala
915838	12	484	91.55		2005-02-25 15:02:36+00:00	Vaisala
915843	13	489	91.1		2005-02-25 15:02:36+00:00	Vaisala
915848	5019	496		297.02	2005-02-25 15:02:36+00:00	Vaisala
915853	5020	501		297.0	2005-02-25 15:02:36+00:00	Vaisala
915858	17	507	89.0		2005-02-25 15:02:36+00:00	Vaisala
915863	18	511	89.35		2005-02-25 15:02:36+00:00	Vaisala
915868	5024	518		297.11	2005-02-25 15:02:36+00:00	Vaisala
915873	5025	523		297.18	2005-02-25 15:02:36+00:00	Vaisala
915878	22	529	86.4		2005-02-25 15:02:36+00:00	Vaisala
915883	23	533	85.5		2005-02-25 15:02:36+00:00	Vaisala
915888	5029	541		297.08	2005-02-25 15:02:36+00:00	Vaisala
915893	5030	545		297.0	2005-02-25 15:02:36+00:00	Vaisala
915898	27	551	85.05		2005-02-25 15:02:36+00:00	Vaisala
915903	28	555	85.65		2005-02-25 15:02:36+00:00	Vaisala
915908	5034	563		296.88	2005-02-25 15:02:36+00:00	Vaisala
915913	5035	567		296.78	2005-02-25 15:02:36+00:00	Vaisala
915918	32	573	86.0		2005-02-25 15:02:36+00:00	Vaisala
915923	33	578	86.65		2005-02-25 15:02:36+00:00	Vaisala
915928	5039	585		296.6	2005-02-25 15:02:36+00:00	Vaisala
