	Unnamed: 0	press	hum	temp	datetime	sensor
901530	0	432	71.03	300.6	2005-02-25 10:17:06+00:00	Vaisala
901535	2	440	70.93	300.54	2005-02-25 10:17:06+00:00	Vaisala
901540	5	453	73.17	299.38	2005-02-25 10:17:06+00:00	Vaisala
901545	7	462	73.38	299.26	2005-02-25 10:17:06+00:00	Vaisala
901550	10	475	73.95	299.14	2005-02-25 10:17:06+00:00	Vaisala
901555	12	483	73.95	298.97	2005-02-25 10:17:06+00:00	Vaisala
901560	15	496	74.11	298.92	2005-02-25 10:17:06+00:00	Vaisala
901565	17	504	74.11	298.71	2005-02-25 10:17:06+00:00	Vaisala
901570	20	517	75.04	298.6	2005-02-25 10:17:06+00:00	Vaisala
901575	22	526	75.46	298.5	2005-02-25 10:17:06+00:00	Vaisala
901580	25	539	75.77	298.32	2005-02-25 10:17:06+00:00	Vaisala
901585	27	547	75.98	298.24	2005-02-25 10:17:06+00:00	Vaisala
901590	30	560	76.71	298.17	2005-02-25 10:17:06+00:00	Vaisala
901595	32	568	76.87	298.04	2005-02-25 10:17:06+00:00	Vaisala
901600	35	581	77.39	297.82	2005-02-25 10:17:06+00:00	Vaisala
901605	37	590	78.02	297.76	2005-02-25 10:17:06+00:00	Vaisala
901610	40	603	78.59	297.66	2005-02-25 10:17:06+00:00	Vaisala
901615	42	611	79.32	297.55	2005-02-25 10:17:06+00:00	Vaisala
901620	45	624	79.58	297.39	2005-02-25 10:17:06+00:00	Vaisala
901625	47	632	80.05	297.29	2005-02-25 10:17:06+00:00	Vaisala
901630	50	645	80.15	297.25	2005-02-25 10:17:06+00:00	Vaisala
901635	52	654	80.26	297.19	2005-02-25 10:17:06+00:00	Vaisala
901640	55	667	80.93	297.11	2005-02-25 10:17:06+00:00	Vaisala
901645	57	675	81.4	297.02	2005-02-25 10:17:06+00:00	Vaisala
901650	60	688	81.77	296.8	2005-02-25 10:17:06+00:00	Vaisala
901655	62	696	82.65	296.69	2005-02-25 10:17:06+00:00	Vaisala
901660	65	709	82.92	296.59	2005-02-25 10:17:06+00:00	Vaisala
901665	67	718	83.59	296.47	2005-02-25 10:17:06+00:00	Vaisala
