	Unnamed: 0	press	hum	temp	datetime	sensor
149534	0	425	96.23	296.24	2005-02-09 19:17:51+00:00	Vaisala
149535	0	425	96.23	296.24	2005-02-09 19:17:51+00:00	Vaisala
149536	1	427	96.4	296.1	2005-02-09 19:17:51+00:00	Vaisala
149537	1	427	96.4	296.1	2005-02-09 19:17:51+00:00	Vaisala
149538	2	429	96.23	296.33	2005-02-09 19:17:51+00:00	Vaisala
149539	2	429	96.23	296.33	2005-02-09 19:17:51+00:00	Vaisala
149540	3	432	96.54	296.12	2005-02-09 19:17:51+00:00	Vaisala
149541	3	432	96.54	296.12	2005-02-09 19:17:51+00:00	Vaisala
149542	4	434	96.78	295.97	2005-02-09 19:17:51+00:00	Vaisala
149543	4	434	96.78	295.97	2005-02-09 19:17:51+00:00	Vaisala
149544	5	436	96.87	295.93	2005-02-09 19:17:51+00:00	Vaisala
149545	5	436	96.87	295.93	2005-02-09 19:17:51+00:00	Vaisala
149546	6	438	96.95	295.89	2005-02-09 19:17:51+00:00	Vaisala
149547	6	438	96.95	295.89	2005-02-09 19:17:51+00:00	Vaisala
149548	7	440	96.99	295.85	2005-02-09 19:17:51+00:00	Vaisala
149549	7	440	96.99	295.85	2005-02-09 19:17:51+00:00	Vaisala
149550	8	442	96.99	295.83	2005-02-09 19:17:51+00:00	Vaisala
149551	8	442	96.99	295.83	2005-02-09 19:17:51+00:00	Vaisala
149552	9	445	96.99	295.82	2005-02-09 19:17:51+00:00	Vaisala
149553	9	445	96.99	295.82	2005-02-09 19:17:51+00:00	Vaisala
149554	10	447	96.99	295.79	2005-02-09 19:17:51+00:00	Vaisala
149555	10	447	96.99	295.79	2005-02-09 19:17:51+00:00	Vaisala
149556	11	449	96.99	295.76	2005-02-09 19:17:51+00:00	Vaisala
149557	11	449	96.99	295.76	2005-02-09 19:17:51+00:00	Vaisala
149558	12	451	96.99	295.75	2005-02-09 19:17:51+00:00	Vaisala
149559	12	451	96.99	295.75	2005-02-09 19:17:51+00:00	Vaisala
149560	13	453	96.99	295.74	2005-02-09 19:17:51+00:00	Vaisala
149561	13	453	96.99	295.74	2005-02-09 19:17:51+00:00	Vaisala
149562	14	456	96.99	295.73	2005-02-09 19:17:51+00:00	Vaisala
149563	14	456	96.99	295.73	2005-02-09 19:17:51+00:00	Vaisala
149564	15	458	96.99	295.7	2005-02-09 19:17:51+00:00	Vaisala
149565	15	458	96.99	295.7	2005-02-09 19:17:51+00:00	Vaisala
149566	16	460	96.99	295.7	2005-02-09 19:17:51+00:00	Vaisala
