	Unnamed: 0	press	hum	temp	datetime	sensor
444880	0	422	90.0		2005-02-15 10:03:06+00:00	Vaisala
444885	2	431	90.05	298.44	2005-02-15 10:03:06+00:00	Vaisala
444890	5	445	87.99	298.33	2005-02-15 10:03:06+00:00	Vaisala
444895	7	454	86.12	298.31	2005-02-15 10:03:06+00:00	Vaisala
444900	10	467	85.7	298.1	2005-02-15 10:03:06+00:00	Vaisala
444905	12	476	85.98	298.01	2005-02-15 10:03:06+00:00	Vaisala
444910	15	489	85.98	297.91	2005-02-15 10:03:06+00:00	Vaisala
444915	17	498	86.08	297.78	2005-02-15 10:03:06+00:00	Vaisala
444920	20	512	86.31	297.7	2005-02-15 10:03:06+00:00	Vaisala
444925	22	521	86.96	297.61	2005-02-15 10:03:06+00:00	Vaisala
444930	25	534	87.15	297.5	2005-02-15 10:03:06+00:00	Vaisala
444935	27	543	87.29	297.38	2005-02-15 10:03:06+00:00	Vaisala
444940	30	556	88.69	297.24	2005-02-15 10:03:06+00:00	Vaisala
444945	32	565	88.69	297.18	2005-02-15 10:03:06+00:00	Vaisala
444950	35	579	88.98	297.08	2005-02-15 10:03:06+00:00	Vaisala
444955	37	588	89.02	297.0	2005-02-15 10:03:06+00:00	Vaisala
444960	40	601	89.44	296.87	2005-02-15 10:03:06+00:00	Vaisala
444965	42	610	90.05	296.75	2005-02-15 10:03:06+00:00	Vaisala
444970	45	623	90.66	296.65	2005-02-15 10:03:06+00:00	Vaisala
444975	47	632	90.61	296.57	2005-02-15 10:03:06+00:00	Vaisala
444980	50	646	91.5	296.4	2005-02-15 10:03:06+00:00	Vaisala
444985	52	655	92.01	296.3	2005-02-15 10:03:06+00:00	Vaisala
444990	55	668	92.3	296.2	2005-02-15 10:03:06+00:00	Vaisala
444995	57	677	93.0	296.07	2005-02-15 10:03:06+00:00	Vaisala
445000	60	690	93.37	295.98	2005-02-15 10:03:06+00:00	Vaisala
445005	62	699	93.89	295.9	2005-02-15 10:03:06+00:00	Vaisala
445010	65	713	93.98	295.81	2005-02-15 10:03:06+00:00	Vaisala
445015	67	722	93.98	295.74	2005-02-15 10:03:06+00:00	Vaisala
445020	70	735	93.6	295.74	2005-02-15 10:03:06+00:00	Vaisala
445025	72	744	93.09	295.69	2005-02-15 10:03:06+00:00	Vaisala
445030	75	757	92.95	295.61	2005-02-15 10:03:06+00:00	Vaisala
445035	77	766	92.95	295.55	2005-02-15 10:03:06+00:00	Vaisala
445040	80	780	92.95	295.54	2005-02-15 10:03:06+00:00	Vaisala
445045	82	789	92.34	295.52	2005-02-15 10:03:06+00:00	Vaisala
445050	85	802	91.97	295.47	2005-02-15 10:03:06+00:00	Vaisala
445055	87	811	91.97	295.38	2005-02-15 10:03:06+00:00	Vaisala
445060	90	825	91.97	295.29	2005-02-15 10:03:06+00:00	Vaisala
445065	92	833	92.11	295.22	2005-02-15 10:03:06+00:00	Vaisala
445070	95	847	92.76	295.02	2005-02-15 10:03:06+00:00	Vaisala
445075	97	856	93.56	294.88	2005-02-15 10:03:06+00:00	Vaisala
445080	100	869	94.77	294.71	2005-02-15 10:03:06+00:00	Vaisala
445085	102	878	95.52	294.64	2005-02-15 10:03:06+00:00	Vaisala
445090	105	892	97.11	294.47	2005-02-15 10:03:06+00:00	Vaisala
445095	107	901	97.16	294.41	2005-02-15 10:03:06+00:00	Vaisala
445100	110	914	97.95	294.27	2005-02-15 10:03:06+00:00	Vaisala
445105	112	923	98.0	294.19	2005-02-15 10:03:06+00:00	Vaisala
445110	115	936	98.56	294.09	2005-02-15 10:03:06+00:00	Vaisala
445115	117	945	99.22	294.07	2005-02-15 10:03:06+00:00	Vaisala
445120	120	959	99.96	294.01	2005-02-15 10:03:06+00:00	Vaisala
445125	122	968	99.87	293.94	2005-02-15 10:03:06+00:00	Vaisala
445130	125	981	99.5	293.89	2005-02-15 10:03:06+00:00	Vaisala
445135	127	990	98.98	293.82	2005-02-15 10:03:06+00:00	Vaisala
445140	130	1003	98.37	293.75	2005-02-15 10:03:06+00:00	Vaisala
445145	132	1012	98.28	293.72	2005-02-15 10:03:06+00:00	Vaisala
445150	135	1026	97.35	293.64	2005-02-15 10:03:06+00:00	Vaisala
445155	137	1035	97.35	293.64	2005-02-15 10:03:06+00:00	Vaisala
445160	140	1048	96.97	293.61	2005-02-15 10:03:06+00:00	Vaisala
445165	142	1057	96.36	293.55	2005-02-15 10:03:06+00:00	Vaisala
445170	145	1070	95.38	293.65	2005-02-15 10:03:06+00:00	Vaisala
445175	147	1079	93.79	293.78	2005-02-15 10:03:06+00:00	Vaisala
445180	150	1093	92.95	293.76	2005-02-15 10:03:06+00:00	Vaisala
445185	152	1102	92.95	293.74	2005-02-15 10:03:06+00:00	Vaisala
445190	155	1115	92.95	293.58	2005-02-15 10:03:06+00:00	Vaisala
445195	157	1124	92.95	293.48	2005-02-15 10:03:06+00:00	Vaisala
