	Unnamed: 0	press	hum	temp	datetime	sensor
563998	5946	421		297.15	2005-02-17 14:59:11+00:00	Vaisala
564003	1	428	95.87	296.94	2005-02-17 14:59:11+00:00	Vaisala
564008	4	438	97.12	296.48	2005-02-17 14:59:11+00:00	Vaisala
564013	6	446	98.4	296.34	2005-02-17 14:59:11+00:00	Vaisala
564018	9	456	98.94	296.29	2005-02-17 14:59:11+00:00	Vaisala
564023	11	463	98.94	296.2	2005-02-17 14:59:11+00:00	Vaisala
564028	14	474	98.94	296.17	2005-02-17 14:59:11+00:00	Vaisala
564033	16	481	98.94	296.09	2005-02-17 14:59:11+00:00	Vaisala
564038	19	491	98.94	296.05	2005-02-17 14:59:11+00:00	Vaisala
564043	21	498	98.94	296.06	2005-02-17 14:59:11+00:00	Vaisala
564048	24	509	98.94	296.01	2005-02-17 14:59:11+00:00	Vaisala
564053	26	516	98.94	295.96	2005-02-17 14:59:11+00:00	Vaisala
564058	29	526	98.94	295.94	2005-02-17 14:59:11+00:00	Vaisala
564063	31	533	98.94	295.94	2005-02-17 14:59:11+00:00	Vaisala
564068	34	544	98.94	295.89	2005-02-17 14:59:11+00:00	Vaisala
564073	36	551	98.94	295.85	2005-02-17 14:59:11+00:00	Vaisala
564078	39	561	98.94	295.76	2005-02-17 14:59:11+00:00	Vaisala
564083	41	568	98.94	295.71	2005-02-17 14:59:11+00:00	Vaisala
564088	44	579	98.94	295.6	2005-02-17 14:59:11+00:00	Vaisala
564093	46	586	98.94	295.58	2005-02-17 14:59:11+00:00	Vaisala
564098	49	596	98.94	295.54	2005-02-17 14:59:11+00:00	Vaisala
564103	51	603	98.94	295.51	2005-02-17 14:59:11+00:00	Vaisala
564108	54	614	98.94	295.45	2005-02-17 14:59:11+00:00	Vaisala
564113	56	621	98.94	295.4	2005-02-17 14:59:11+00:00	Vaisala
564118	59	631	98.94	295.33	2005-02-17 14:59:11+00:00	Vaisala
564123	61	638	98.94	295.3	2005-02-17 14:59:11+00:00	Vaisala
564128	64	649	98.94	295.22	2005-02-17 14:59:11+00:00	Vaisala
564133	66	656	98.94	295.22	2005-02-17 14:59:11+00:00	Vaisala
564138	69	666	98.94	295.11	2005-02-17 14:59:11+00:00	Vaisala
564143	71	673	98.94	295.07	2005-02-17 14:59:11+00:00	Vaisala
564148	74	684	98.94	295.0	2005-02-17 14:59:11+00:00	Vaisala
564153	76	691	98.74	294.96	2005-02-17 14:59:11+00:00	Vaisala
564158	79	701	98.33	294.95	2005-02-17 14:59:11+00:00	Vaisala
564163	81	708	96.88	295.02	2005-02-17 14:59:11+00:00	Vaisala
564168	84	719	95.8	295.1	2005-02-17 14:59:11+00:00	Vaisala
564173	86	726	95.03	295.09	2005-02-17 14:59:11+00:00	Vaisala
564178	89	737	95.03	295.01	2005-02-17 14:59:11+00:00	Vaisala
564183	91	744	95.03	294.98	2005-02-17 14:59:11+00:00	Vaisala
564188	94	754	94.86	294.9	2005-02-17 14:59:11+00:00	Vaisala
564193	96	761	94.59	294.87	2005-02-17 14:59:11+00:00	Vaisala
564198	99	772	93.47	294.84	2005-02-17 14:59:11+00:00	Vaisala
564203	101	779	93.41	294.84	2005-02-17 14:59:11+00:00	Vaisala
564208	104	789	92.7	294.81	2005-02-17 14:59:11+00:00	Vaisala
564213	106	796	91.95	294.79	2005-02-17 14:59:11+00:00	Vaisala
564218	109	807	91.95	294.75	2005-02-17 14:59:11+00:00	Vaisala
