	Unnamed: 0	press	hum	temp	datetime	sensor
517170	0	424	96.25	297.16	2005-02-16 15:07:48+00:00	Vaisala
517175	2	429	96.71	296.93	2005-02-16 15:07:48+00:00	Vaisala
517180	5	438	97.84	296.24	2005-02-16 15:07:48+00:00	Vaisala
517185	7	443	98.75	296.19	2005-02-16 15:07:48+00:00	Vaisala
517190	10	451	99.0	296.11	2005-02-16 15:07:48+00:00	Vaisala
517195	12	457	99.0	296.07	2005-02-16 15:07:48+00:00	Vaisala
517200	15	465	99.0	296.02	2005-02-16 15:07:48+00:00	Vaisala
517205	17	471	99.0	295.95	2005-02-16 15:07:48+00:00	Vaisala
517210	20	479	99.23	295.9	2005-02-16 15:07:48+00:00	Vaisala
517215	22	484	99.69	295.84	2005-02-16 15:07:48+00:00	Vaisala
517220	25	493	99.19	295.76	2005-02-16 15:07:48+00:00	Vaisala
517225	27	498	99.31	295.77	2005-02-16 15:07:48+00:00	Vaisala
517230	30	506	99.1	295.71	2005-02-16 15:07:48+00:00	Vaisala
517235	32	512	99.62	295.59	2005-02-16 15:07:48+00:00	Vaisala
517240	35	520	100.0	295.54	2005-02-16 15:07:48+00:00	Vaisala
517245	37	526	100.0	295.52	2005-02-16 15:07:48+00:00	Vaisala
517250	40	534	100.0	295.45	2005-02-16 15:07:48+00:00	Vaisala
517255	42	539	100.0	295.42	2005-02-16 15:07:48+00:00	Vaisala
517260	45	548	100.0	295.36	2005-02-16 15:07:48+00:00	Vaisala
517265	47	553	100.0	295.29	2005-02-16 15:07:48+00:00	Vaisala
517270	50	561	100.0	295.19	2005-02-16 15:07:48+00:00	Vaisala
517275	52	567	100.0	295.2	2005-02-16 15:07:48+00:00	Vaisala
517280	55	575	100.0	295.14	2005-02-16 15:07:48+00:00	Vaisala
517285	57	581	100.0	295.12	2005-02-16 15:07:48+00:00	Vaisala
517290	60	589	100.0	295.04	2005-02-16 15:07:48+00:00	Vaisala
517295	62	595	100.0	294.99	2005-02-16 15:07:48+00:00	Vaisala
517300	65	603	100.0	294.94	2005-02-16 15:07:48+00:00	Vaisala
517305	67	608	100.0	294.94	2005-02-16 15:07:48+00:00	Vaisala
517310	70	617	100.0	294.94	2005-02-16 15:07:48+00:00	Vaisala
517315	72	622	100.0	294.94	2005-02-16 15:07:48+00:00	Vaisala
517320	75	630	100.0	294.94	2005-02-16 15:07:48+00:00	Vaisala
517325	77	636	100.0	294.94	2005-02-16 15:07:48+00:00	Vaisala
517330	80	644	100.0	294.89	2005-02-16 15:07:48+00:00	Vaisala
517335	82	650	100.0	294.86	2005-02-16 15:07:48+00:00	Vaisala
517340	85	658	100.0	294.79	2005-02-16 15:07:48+00:00	Vaisala
517345	87	663	100.0	294.78	2005-02-16 15:07:48+00:00	Vaisala
517350	90	672	100.0	294.75	2005-02-16 15:07:48+00:00	Vaisala
517355	92	677	100.0	294.75	2005-02-16 15:07:48+00:00	Vaisala
