	Unnamed: 0	press	hum	temp	datetime	sensor
357798	5055	427		296.05	2005-02-12 18:36:55+00:00	Vaisala
357803	5056	431		296.04	2005-02-12 18:36:55+00:00	Vaisala
357808	2	436	94.97		2005-02-12 18:36:55+00:00	Vaisala
357813	3	440	94.97		2005-02-12 18:36:55+00:00	Vaisala
357818	5060	447		296.04	2005-02-12 18:36:55+00:00	Vaisala
357823	5061	451		296.02	2005-02-12 18:36:55+00:00	Vaisala
357828	8	460	94.51	295.98	2005-02-12 18:36:55+00:00	Vaisala
357833	10	468	94.02	296.02	2005-02-12 18:36:55+00:00	Vaisala
357838	13	480	94.02	296.0	2005-02-12 18:36:55+00:00	Vaisala
357843	15	488	93.62	295.99	2005-02-12 18:36:55+00:00	Vaisala
357848	5063	496		295.98	2005-02-12 18:36:55+00:00	Vaisala
357853	5064	500		296.03	2005-02-12 18:36:55+00:00	Vaisala
357858	19	505	92.72		2005-02-12 18:36:55+00:00	Vaisala
357863	20	509	92.25		2005-02-12 18:36:55+00:00	Vaisala
357868	5068	516		296.25	2005-02-12 18:36:55+00:00	Vaisala
357873	5069	520		296.4	2005-02-12 18:36:55+00:00	Vaisala
357878	25	529	88.16	296.54	2005-02-12 18:36:55+00:00	Vaisala
357883	27	537	85.51	296.77	2005-02-12 18:36:55+00:00	Vaisala
357888	30	549	83.91		2005-02-12 18:36:55+00:00	Vaisala
357893	32	557	83.36	296.76	2005-02-12 18:36:55+00:00	Vaisala
357898	34	566	82.99		2005-02-12 18:36:55+00:00	Vaisala
357903	35	570	82.99		2005-02-12 18:36:55+00:00	Vaisala
357908	5073	577		296.65	2005-02-12 18:36:55+00:00	Vaisala
357913	5074	581		296.6	2005-02-12 18:36:55+00:00	Vaisala
357918	39	586	83.27		2005-02-12 18:36:55+00:00	Vaisala
357923	40	590	83.74		2005-02-12 18:36:55+00:00	Vaisala
357928	43	602	84.29	296.41	2005-02-12 18:36:55+00:00	Vaisala
357933	45	610	84.31	296.34	2005-02-12 18:36:55+00:00	Vaisala
357938	48	622	85.51	296.34	2005-02-12 18:36:55+00:00	Vaisala
357943	50	630	85.57	296.34	2005-02-12 18:36:55+00:00	Vaisala
357948	52	639	85.64		2005-02-12 18:36:55+00:00	Vaisala
357953	53	643	85.15		2005-02-12 18:36:55+00:00	Vaisala
357958	5080	650		296.34	2005-02-12 18:36:55+00:00	Vaisala
357963	5081	654		296.34	2005-02-12 18:36:55+00:00	Vaisala
357968	58	663	84.02	296.29	2005-02-12 18:36:55+00:00	Vaisala
357973	60	671	84.02	296.3	2005-02-12 18:36:55+00:00	Vaisala
357978	63	683	84.02	296.24	2005-02-12 18:36:55+00:00	Vaisala
357983	65	691	84.03	296.25	2005-02-12 18:36:55+00:00	Vaisala
357988	68	703	83.67	296.3	2005-02-12 18:36:55+00:00	Vaisala
357993	69	708	83.18		2005-02-12 18:36:55+00:00	Vaisala
357998	5084	715		296.34	2005-02-12 18:36:55+00:00	Vaisala
358003	5085	719		296.33	2005-02-12 18:36:55+00:00	Vaisala
358008	73	724	82.99		2005-02-12 18:36:55+00:00	Vaisala
358013	75	732	82.99	296.25	2005-02-12 18:36:55+00:00	Vaisala
358018	78	744	82.99	296.15	2005-02-12 18:36:55+00:00	Vaisala
358023	80	752	82.99	296.09	2005-02-12 18:36:55+00:00	Vaisala
358028	83	764	83.51	296.0	2005-02-12 18:36:55+00:00	Vaisala
358033	85	772	83.6	295.93	2005-02-12 18:36:55+00:00	Vaisala
358038	87	781	84.02		2005-02-12 18:36:55+00:00	Vaisala
358043	88	785	84.02		2005-02-12 18:36:55+00:00	Vaisala
358048	5090	792		295.8	2005-02-12 18:36:55+00:00	Vaisala
358053	91	797	84.02	295.8	2005-02-12 18:36:55+00:00	Vaisala
358058	94	809	84.03	295.73	2005-02-12 18:36:55+00:00	Vaisala
358063	96	817	83.76	295.7	2005-02-12 18:36:55+00:00	Vaisala
358068	99	829	83.01	295.63	2005-02-12 18:36:55+00:00	Vaisala
358073	101	837	83.63	295.59	2005-02-12 18:36:55+00:00	Vaisala
358078	104	849	83.91	295.51	2005-02-12 18:36:55+00:00	Vaisala
358083	105	854	83.98		2005-02-12 18:36:55+00:00	Vaisala
358088	5093	861		295.46	2005-02-12 18:36:55+00:00	Vaisala
358093	108	866	84.02	295.43	2005-02-12 18:36:55+00:00	Vaisala
358098	111	878	84.02	295.43	2005-02-12 18:36:55+00:00	Vaisala
358103	113	886	84.02	295.39	2005-02-12 18:36:55+00:00	Vaisala
358108	116	898	84.02	295.35	2005-02-12 18:36:55+00:00	Vaisala
358113	118	906	84.02	295.31	2005-02-12 18:36:55+00:00	Vaisala
358118	121	918	84.02	295.25	2005-02-12 18:36:55+00:00	Vaisala
358123	5094	926		295.21	2005-02-12 18:36:55+00:00	Vaisala
358128	124	931	84.02		2005-02-12 18:36:55+00:00	Vaisala
358133	126	939	84.02	295.12	2005-02-12 18:36:55+00:00	Vaisala
358138	129	951	84.16	295.01	2005-02-12 18:36:55+00:00	Vaisala
358143	131	959	84.55	294.97	2005-02-12 18:36:55+00:00	Vaisala
358148	134	971	84.98	294.87	2005-02-12 18:36:55+00:00	Vaisala
358153	136	979	84.98	294.79	2005-02-12 18:36:55+00:00	Vaisala
358158	139	991	84.98	294.71	2005-02-12 18:36:55+00:00	Vaisala
358163	141	1000	85.02	294.7	2005-02-12 18:36:55+00:00	Vaisala
358168	144	1012	84.98	294.61	2005-02-12 18:36:55+00:00	Vaisala
358173	146	1020	84.98	294.5	2005-02-12 18:36:55+00:00	Vaisala
358178	149	1032	84.98	294.43	2005-02-12 18:36:55+00:00	Vaisala
358183	151	1040	84.98	294.4	2005-02-12 18:36:55+00:00	Vaisala
358188	154	1052	85.18	294.29	2005-02-12 18:36:55+00:00	Vaisala
358193	156	1060	85.71	294.25	2005-02-12 18:36:55+00:00	Vaisala
358198	5096	1069		294.19	2005-02-12 18:36:55+00:00	Vaisala
358203	160	1077	86.02	294.09	2005-02-12 18:36:55+00:00	Vaisala
358208	163	1089	86.02	294.04	2005-02-12 18:36:55+00:00	Vaisala
358213	165	1097	86.02	294.03	2005-02-12 18:36:55+00:00	Vaisala
358218	168	1109	86.02	294.02	2005-02-12 18:36:55+00:00	Vaisala
358223	170	1117	86.02	293.99	2005-02-12 18:36:55+00:00	Vaisala
358228	173	1129	86.02	293.89	2005-02-12 18:36:55+00:00	Vaisala
358233	175	1137	86.02		2005-02-12 18:36:55+00:00	Vaisala
358238	5098	1142		293.78	2005-02-12 18:36:55+00:00	Vaisala
358243	178	1150	86.23	293.71	2005-02-12 18:36:55+00:00	Vaisala
358248	181	1162	86.97	293.57	2005-02-12 18:36:55+00:00	Vaisala
358253	183	1170	86.97	293.5	2005-02-12 18:36:55+00:00	Vaisala
358258	186	1182	87.74	293.38	2005-02-12 18:36:55+00:00	Vaisala
358263	188	1190	87.87	293.35	2005-02-12 18:36:55+00:00	Vaisala
358268	191	1202	88.21	293.27	2005-02-12 18:36:55+00:00	Vaisala
358273	5099	1207		293.21	2005-02-12 18:36:55+00:00	Vaisala
358278	194	1214	88.63		2005-02-12 18:36:55+00:00	Vaisala
358283	195	1219	88.98	293.06	2005-02-12 18:36:55+00:00	Vaisala
358288	198	1231	89.2	292.96	2005-02-12 18:36:55+00:00	Vaisala
358293	200	1239	89.27	292.88	2005-02-12 18:36:55+00:00	Vaisala
358298	203	1251	90.19	292.75	2005-02-12 18:36:55+00:00	Vaisala
358303	205	1259	90.26	292.65	2005-02-12 18:36:55+00:00	Vaisala
358308	208	1271	91.79	292.55	2005-02-12 18:36:55+00:00	Vaisala
358313	5102	1276		292.49	2005-02-12 18:36:55+00:00	Vaisala
358318	211	1283	92.25		2005-02-12 18:36:55+00:00	Vaisala
358323	212	1287	92.43		2005-02-12 18:36:55+00:00	Vaisala
358328	214	1296	92.98	292.35	2005-02-12 18:36:55+00:00	Vaisala
358333	216	1304	93.0	292.19	2005-02-12 18:36:55+00:00	Vaisala
358338	219	1316	93.42	292.11	2005-02-12 18:36:55+00:00	Vaisala
358343	221	1324	94.02	292.07	2005-02-12 18:36:55+00:00	Vaisala
358348	224	1336	94.2	291.98	2005-02-12 18:36:55+00:00	Vaisala
358353	5106	1341		291.97	2005-02-12 18:36:55+00:00	Vaisala
358358	227	1348	94.97		2005-02-12 18:36:55+00:00	Vaisala
358363	228	1352	94.97		2005-02-12 18:36:55+00:00	Vaisala
358368	5110	1357		291.81	2005-02-12 18:36:55+00:00	Vaisala
358373	5111	1361		291.78	2005-02-12 18:36:55+00:00	Vaisala
358378	233	1373	95.35	291.68	2005-02-12 18:36:55+00:00	Vaisala
358383	235	1381	96.01	291.61	2005-02-12 18:36:55+00:00	Vaisala
358388	238	1393	96.3	291.51	2005-02-12 18:36:55+00:00	Vaisala
358393	240	1401	96.21	291.46	2005-02-12 18:36:55+00:00	Vaisala
358398	5112	1410		291.4	2005-02-12 18:36:55+00:00	Vaisala
358403	5113	1414		291.37	2005-02-12 18:36:55+00:00	Vaisala
358408	245	1421	97.61		2005-02-12 18:36:55+00:00	Vaisala
358413	246	1425	97.7		2005-02-12 18:36:55+00:00	Vaisala
358418	5117	1430		291.2	2005-02-12 18:36:55+00:00	Vaisala
358423	5118	1434		291.2	2005-02-12 18:36:55+00:00	Vaisala
358428	251	1446	98.07	291.16	2005-02-12 18:36:55+00:00	Vaisala
358433	253	1454	98.33	291.17	2005-02-12 18:36:55+00:00	Vaisala
358438	256	1466	98.96	291.1	2005-02-12 18:36:55+00:00	Vaisala
358443	258	1474	98.96	291.03	2005-02-12 18:36:55+00:00	Vaisala
358448	260	1482	98.96		2005-02-12 18:36:55+00:00	Vaisala
358453	261	1486	98.96		2005-02-12 18:36:55+00:00	Vaisala
