level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	winchester	27.7	39.1855556	-78.1636111						[39.07, 39.07]	[-77.88, -77.88]	era5.3188.conv.C:4845	era5_3188	19070605	19121216	C:4845	0-20500-0-3717	[38, 85, 106, 107]
0	0															0-20300-0-nan	IGRA2	winchester	27.7	39.1855556	-78.1636111						[39.07, 39.07]	[-77.88, -77.88]	era5.3188.conv.C:4845	era5_3188	19070605	19121216	C:4845	0-20500-0-3717	[38, 85, 106, 107]
0	0		WINCHESTER REGIONAL AIRPORT	39.14	-78.14	221.58960000000002				3717.0	19911101	99991231		23.8		0-20500-0-3717	WBAN	winchester	27.7	39.1855556	-78.1636111						[39.07, 39.07]	[-77.88, -77.88]	era5.3188.conv.C:4845	era5_3188	19070605	19121216	C:4845	0-20500-0-3717	[38, 85, 106, 107]
1	1			39.08	-77.56	118.5672				3714.0	10101	99991231		27.7		0-20500-0-3714	WBAN	winchester	27.7	39.1855556	-78.1636111						[39.07, 39.07]	[-77.88, -77.88]	era5.3188.conv.C:4845	era5_3188	19070605	19121216	C:4845	0-20500-0-3717	[38, 85, 106, 107]
0	0		Mount Weather	39.07	-77.88	526				4845.0	-999-999	-999-999		0.0		0-20400-0-4845	CHUAN	winchester	27.7	39.1855556	-78.1636111		-999				[39.07, 39.07]	[-77.88, -77.88]	era5.3188.conv.C:4845	era5_3188	19070605	19121216	C:4845	0-20500-0-3717	[38, 85, 106, 107]
1	1		Mount Weather	39.07	-77.88	526				4846.0	-999-999	-999-999		0.0		0-20400-0-4846	CHUAN	winchester	27.7	39.1855556	-78.1636111		-999				[39.07, 39.07]	[-77.88, -77.88]	era5.3188.conv.C:4845	era5_3188	19070605	19121216	C:4845	0-20500-0-3717	[38, 85, 106, 107]
2	2		Mount Weather	39.07	-77.88	526				4847.0	-999-999	-999-999		0.0		0-20400-0-4847	CHUAN	winchester	27.7	39.1855556	-78.1636111		-999				[39.07, 39.07]	[-77.88, -77.88]	era5.3188.conv.C:4845	era5_3188	19070605	19121216	C:4845	0-20500-0-3717	[38, 85, 106, 107]
3	3		Mount Weather	39.07	-77.88	526				4851.0	-999-999	-999-999		0.0		0-20400-0-4851	CHUAN	winchester	27.7	39.1855556	-78.1636111		-999				[39.07, 39.07]	[-77.88, -77.88]	era5.3188.conv.C:4845	era5_3188	19070605	19121216	C:4845	0-20500-0-3717	[38, 85, 106, 107]
0	0		(made up station ID) Mount Weather Research Observatory, VA	39.07	-77.88	-999				74599.0				0.0		0-20600-0-74599	SCHROEDER	winchester	27.7	39.1855556	-78.1636111		74599	3083.0	1905-10-01 00:00:00	1905-10-01 00:00:00	[39.07, 39.07]	[-77.88, -77.88]	era5.3188.conv.C:4845	era5_3188	19070605	19121216	C:4845	0-20500-0-3717	[38, 85, 106, 107]
0	0															0-20700-0-nan	WMO	winchester	27.7	39.1855556	-78.1636111						[39.07, 39.07]	[-77.88, -77.88]	era5.3188.conv.C:4845	era5_3188	19070605	19121216	C:4845	0-20500-0-3717	[38, 85, 106, 107]
