primary_id	station_name	files
0-20000-0-02540	KROPPEFJALL-GRANAN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._02502']
0-20000-0-02544	KARLSBORG	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._02544']
0-20000-0-02591	VISBY AEROLOGISKA STATION	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._02591']
0-20000-0-02595	ROMA	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._02594']
0-20000-0-02665	KARLSKRONA, SOL	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._02668']
0-20000-0-02679	HOBURG A	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._02599']
0-20000-0-02836	SODANKYLA ARCTIC RESEARCH CENTRE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._02836']
0-20000-0-02917	SIILINJARVI KUOPIO AIRPORT	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._02917']
0-20000-0-02935	JYVASKYLA AIRPORT	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._02935']
0-20000-0-02963	JOKIOINEN OBSERVATORY	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._02963']
0-20000-0-02970	JOMALA MARIEHAMN AIRPORT	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._02971']
0-20000-0-02981	PARAINEN UTO	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._02981']
0-20000-0-02982	HANKO RUSSARO	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._02982']
0-20000-0-03002	BALTASOUND NO 2	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._02001', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03001', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03007', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03004']
0-20000-0-03005	LERWICK	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03003', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03005']
0-20000-0-03023	SOUTH UIST RANGE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03023']
0-20000-0-03026	STORNOWAY AIRPORT	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03026']
0-20000-0-03065	CAIRNGORM SUMMIT	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03070']
0-20000-0-03066	KINLOSS	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03066']
0-20000-0-03091	DYCE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03091']
0-20000-0-03092	PETERHEAD HARBOUR	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03092']
0-20000-0-03100	TIREE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03039', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03024']
0-20000-0-03111	MACHRIHANISH	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03120']
0-20000-0-03132	WEST FREUGH	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03130', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03132']
0-20000-0-03136	PRESTWICK, GANNET	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03121']
0-20000-0-03162	ESKDALEMUIR	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03162']
0-20000-0-03171	LEUCHARS	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03171', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03170']
0-20000-0-03204	RONALDSWAY	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03204']
0-20000-0-03214	WALNEY ISLAND	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03213']
0-20000-0-03238	ALBEMARLE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03238']
0-20000-0-03240	BOULMER	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03240']
0-20000-0-03257	LEEMING	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03257']
0-20000-0-03266	LINTON-ON-OUSE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03266']
0-20000-0-03302	VALLEY	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03302']
0-20000-0-03305	CAPEL CURIG NO 3	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03406']
0-20000-0-03316	CROSBY	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03322']
0-20000-0-03321	HAWARDEN AIRPORT	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03321']
0-20000-0-03344	BINGLEY NO 2	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03339']
0-20000-0-03351	ROSTHERNE NO 2	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03329']
0-20000-0-03354	NOTTINGHAM, WATNALL	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03354']
0-20000-0-03373	SCAMPTON	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03373']
0-20000-0-03377	WADDINGTON	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03377']
0-20000-0-03379	CRANWELL	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03379']
0-20000-0-03385	DONNA NOOK NO 2	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03388', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03396']
0-20000-0-03410	LAKE VYRNWY NO 2	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03317']
0-20000-0-03414	SHAWBURY	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03414']
0-20000-0-03469	HOLBEACH NO 2	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03470']
0-20000-0-03482	MARHAM	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03482']
0-20000-0-03488	WEYBOURNE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03493', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03495', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03498', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03496']
0-20000-0-03502	ABERPORTH	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03502']
0-20000-0-03503	TRAWSGOED	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03501']
0-20000-0-03529	PERSHORE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03525']
0-20000-0-03559	CARDINGTON	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03559']
0-20000-0-03590	WATTISHAM	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03586', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03590', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03696']
0-20000-0-03605	PEMBREY SANDS	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03607']
0-20000-0-03649	BRIZE NORTON	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03649']
0-20000-0-03684	ANDREWSFIELD	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03683']
0-20000-0-03693	SHOEBURYNESS, LANDWICK	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03693']
0-20000-0-03707	CHIVENOR	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03707']
0-20000-0-03716	ST. ATHAN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03715']
0-20000-0-03743	LARKHILL	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03743']
0-20000-0-03746	BOSCOMBE DOWN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03746']
0-20000-0-03749	MIDDLE WALLOP	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03749']
0-20000-0-03761	ODIHAM	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03761']
0-20000-0-03768	SOUTH FARNBOROUGH	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03763']
0-20000-0-03769	CHARLWOOD	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03774']
0-20000-0-03770	LONDON, ST JAMES PARK	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03778']
0-20000-0-03803	SCILLY: ST MARY'S AIRPORT	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03805']
0-20000-0-03808	CAMBORNE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03808', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03814']
0-20000-0-03809	CULDROSE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03810']
0-20000-0-03853	YEOVILTON	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03853']
0-20000-0-03857	ISLE OF PORTLAND	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03856']
0-20000-0-03872	THORNEY ISLAND	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03874']
0-20000-0-03882	HERSTMONCEUX, WEST END	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03880', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03532', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03882']
0-20000-0-03917	ALDERGROVE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03928']
0-20000-0-03918	CASTOR BAY	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03920', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03918']
0-20000-0-03953	VALENTIA OBSERVATORY (3953-0)	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03953']
0-20000-0-03956	JOHNSTOWN CASTLE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03957']
0-20000-0-03966	GURTEEN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03965']
0-20000-0-03970	CLAREMORRIS	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03970']
0-20000-0-03978	FINNER	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03900']
0-20000-0-03980	MALIN HEAD	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._03980']
0-20000-0-04007	HOLAR I DYRAFIRDI	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04007']
0-20000-0-04013	STYKKISHOLMUR	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04013']
0-20000-0-04017	AEDEY	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04017']
0-20000-0-04018	KEFLAVIKURFLUGVOLLUR	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._16201', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04018']
0-20000-0-04027	ASGARDUR	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04027']
0-20000-0-04058	VATNSSKARDSHOLAR	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04058']
0-20000-0-04069	STADARHOLL	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04069']
0-20000-0-04085	SKJALDTHINGSSTADIR	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04087']
0-20000-0-04089	EGILSSTADIR	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04089']
0-20000-0-04101	BJARGTANGAR	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04001', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04003']
0-20000-0-04109	THVERFJALL	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04005']
0-20000-0-04130	REYKJAVIK (4130-0)	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04099']
0-20000-0-04196	KAMBANES	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04096']
0-20000-0-04202	PITUFFIK (THULE AIR BASE)	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04202']
0-20000-0-04203	KITSISSUT (CAREY OEER)	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04203']
0-20000-0-04211	MITTARFIK UPERNAVIK (UPERNAVIK LUFTHAVN)	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04210']
0-20000-0-04213	MITTARFIK QAARSUT (UUMMANNAQ LUFTHAVN)	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04212']
0-20000-0-04224	MITTARFIK AASIAAT (EGEDESMINDE LUFTHAVN)	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04220']
0-20000-0-04228	KITSISSUT/ATTU	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04228']
0-20000-0-04231	MITTARFIK KANGERLUSSUAQ (SDR. STROEMFJORD LUFTHAVN)	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04231']
0-20000-0-04234	MITTARFIK SISIMIUT (HOLSTEINSBORG LUFTHAVN)	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04230']
0-20000-0-04241	MITTARFIK MANIITSOQ (SUKKERTOPPEN LUFTHAVN)	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04240']
0-20000-0-04242	SIORALIK	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04242']
0-20000-0-04270	MITTARFIK NARSARSUAQ (4270-0)	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04270']
0-20000-0-04282	ALLUITSUP PAA HELIPORT	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04282']
0-20000-0-04312	STATION NORD	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04310']
0-20000-0-04320	DANMARKSHAVN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04320']
0-20000-0-04330	DANEBORG	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04330']
0-20000-0-04339	ITTOQQORTOORMIIT (SCORESBYSUND)	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04339', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04340']
0-20000-0-04351	APUTITEEQ	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04350']
0-20000-0-04360	TASIILAQ (AMMASSALIK)	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04360']
0-20000-0-04361	MITTARFIK KULUSUK	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._04361']
0-20000-0-06010	VAGA FLOGHAVN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06010']
0-20000-0-06011	TORSHAVN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06011']
0-20000-0-06030	FLYVESTATION AALBORG	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06030']
0-20000-0-06034	SINDAL FLYVEPLADS	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06034']
0-20000-0-06042	FREDERIKSHAVN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06044']
0-20000-0-06060	FLYVESTATION KARUP	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06060']
0-20000-0-06069	FOULUM	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06062']
0-20000-0-06073	SLETTERHAGE FYR	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06073']
0-20000-0-06079	ANHOLT HAVN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06078']
0-20000-0-06080	ESBJERG LUFTHAVN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06080']
0-20000-0-06081	BLAAVANDSHUK FYR	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06081']
0-20000-0-06082	BORRIS	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06082']
0-20000-0-06096	ROEMOE/JUVRE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06096']
0-20000-0-06147	VINDEBAEK KYST	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06179']
0-20000-0-06180	KOEBENHAVNS LUFTHAVN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06180']
0-20000-0-06181	JAEGERSBORG	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06181']
0-20000-0-06215	VOORSCHOTEN AWS	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06210']
0-20000-0-06235	DE KOOIJ VK	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06235']
0-20000-0-06242	VLIELAND	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06242']
0-20000-0-06251	TERSCHELLING HOORN AWS	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06250']
0-20000-0-06260	DE BILT AWS	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06260']
0-20000-0-06285	HUIBERTGAT WP	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._10002']
0-20000-0-06290	TWENTE AWS	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06290']
0-20000-0-06315	HANSWEERT	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06315']
0-20000-0-06344	ROTTERDAM THE HAGUE AP	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06200']
0-20000-0-06350	GILZE RIJEN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06350']
0-20000-0-06377	ELL AWS	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._10401']
0-20000-0-06391	ARCEN AWS	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._10404']
0-20000-0-06400	KOKSIJDE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06400']
0-20000-0-06447	UCCLE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06447']
0-20000-0-06450	ANTWERPEN/DEURNE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06450']
0-20000-0-06458	BEAUVECHAIN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06458', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._64063']
0-20000-0-06465	SCHAFFEN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06465']
0-20000-0-06476	ST-HUBERT	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06476']
0-20000-0-06477	DIEPENBEEK	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06470']
0-20000-0-06479	KLEINE BROGEL	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06479']
0-20000-0-06481	GENK	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06481']
0-20000-0-06496	ELSENBORN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06496']
0-20000-0-06610	PAYERNE (6610-0)	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06610']
0-20000-0-06649	OBERRIET / KRIESSERN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06842']
0-20000-0-06672	ALTDORF	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06795']
0-20000-0-06700	GENEVE / COINTRIN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06700']
0-20000-0-06717	COL DU GRAND ST-BERNARD	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06719']
0-20000-0-06750	GUETSCH, ANDERMATT	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06750']
0-20000-0-06846	SCALOTTAS	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._06843']
0-20000-0-06910	BEROMUENSTER	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._66053']
0-20000-0-07002	BOULOGNE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._07002']
0-20000-0-07003	LE TOUQUET	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._07003']
0-20000-0-07005	ABBEVILLE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._07005']
0-20000-0-07010	DUNKERQUE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._07010']
0-20000-0-07024	MAUPERTUS GONNEVILLE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._07024']
0-20000-0-07027	CAEN-CARPIQUET	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._07027']
0-20000-0-07028	CAP-DE-LA HEVE	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._07028']
0-20000-0-07037	ROUEN-BOOS	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._07037']
0-20000-0-07061	SAINT-QUENTIN	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._07061']
0-20000-0-07072	REIMS-PRUNAY	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._07070']
0-20000-0-07108	PLABENNEC-RADAR	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._07110']
0-20000-0-07120	TREMUSON-ST-BRIEUC	['/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._07119', '/raid60/scratch/leo/scratch/era5/odbs/1/era5.conv._07120']
