primary_id	station_name	files
0-20000-0-02978	HELSINKI KAISANIEMI	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4987', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5502', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5503', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5504']
0-20000-0-02981	PARAINEN UTO	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5525']
0-20000-0-03091	DYCE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5021']
0-20000-0-03134	GLASGOW BISHOPTON	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5731']
0-20000-0-03162	ESKDALEMUIR	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5128']
0-20000-0-03171	LEUCHARS	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5134', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5699', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5208']
0-20000-0-03302	VALLEY	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5597']
0-20000-0-03321	HAWARDEN AIRPORT	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5326', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5738', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5622']
0-20000-0-03379	CRANWELL	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5660']
0-20000-0-03482	MARHAM	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5066']
0-20000-0-03535	COLESHILL	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5291']
0-20000-0-03590	WATTISHAM	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5591', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5132']
0-20000-0-03649	BRIZE NORTON	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5754', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5373']
0-20000-0-03684	ANDREWSFIELD	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5588']
0-20000-0-03693	SHOEBURYNESS, LANDWICK	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5334', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6083']
0-20000-0-03749	MIDDLE WALLOP	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6123', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5399', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5398', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5578']
0-20000-0-03768	SOUTH FARNBOROUGH	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5670', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5131', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5671']
0-20000-0-03772	HEATHROW	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5179']
0-20000-0-03781	KENLEY AIRFIELD	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5584', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5064', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5229']
0-20000-0-03796	LANGDON BAY	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5706', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5603', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5218']
0-20000-0-03827	PLYMOUTH, MOUNT BATTEN	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5091', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5618']
0-20000-0-03866	WIGHT: ST. CATHERINES POINT	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5654']
0-20000-0-03872	THORNEY ISLAND	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5288']
0-20000-0-03917	ALDERGROVE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5632', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5030']
0-20000-0-03953	VALENTIA OBSERVATORY (3953-0)	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5756']
0-20000-0-03967	CASEMENT AERODROME	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6085']
0-20000-0-04030	REYKJAVIK (4030-0)	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5425']
0-20000-0-04063	AKUREYRI	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5555', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5424']
0-20000-0-04109	THVERFJALL	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5423']
0-20000-0-04219	QEQERTARSUAQ HELIPORT	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5422', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5418']
0-20000-0-04231	MITTARFIK KANGERLUSSUAQ (SDR. STROEMFJORD LUFTHAVN)	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5563']
0-20000-0-04234	MITTARFIK SISIMIUT (HOLSTEINSBORG LUFTHAVN)	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5416', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5419', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5561']
0-20000-0-04320	DANMARKSHAVN	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4998', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4997']
0-20000-0-04360	TASIILAQ (AMMASSALIK)	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5014']
0-20000-0-04452	JAR 1	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5415']
0-20000-0-06215	VOORSCHOTEN AWS	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5017', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5004', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5019', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5968', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5016', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5967', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5008']
0-20000-0-06235	DE KOOIJ VK	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6091', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6090', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6092', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5006', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5005']
0-20000-0-06240	AMSTERDAM AP SCHIPHOL	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5015', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5966', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5002']
0-20000-0-06260	DE BILT AWS	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5018', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5013', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5662', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6129', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5969', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5012', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5663', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5003', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6087', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5986', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5007']
0-20000-0-06285	HUIBERTGAT WP	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5645', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5646']
0-20000-0-06310	VLISSINGEN AWS	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5759']
0-20000-0-06408	OOSTENDE (PIER)	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4983', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4984']
0-20000-0-06418	ZEEBRUGGE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4985']
0-20000-0-06434	MELLE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6073']
0-20000-0-06451	BRUSSELS NATIONAL (AIRPORT)	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5650']
0-20000-0-06496	ELSENBORN	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5586']
0-20000-0-06590	LUXEMBOURG/LUXEMBOURG	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5664', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5625']
0-20000-0-06621	GUETTINGEN	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5557', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5673', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5672', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5674']
0-20000-0-06785	AROSA	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5556']
0-20000-0-07002	BOULOGNE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5344', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5653', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4500', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6048']
0-20000-0-07005	ABBEVILLE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5020', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5631']
0-20000-0-07015	LILLE-LESQUIN	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6095']
0-20000-0-07024	MAUPERTUS GONNEVILLE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5656', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5099', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4344']
0-20000-0-07028	CAP-DE-LA HEVE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5600', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4507', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5203']
0-20000-0-07057	CREIL	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5105']
0-20000-0-07059	MEAULTE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5576']
0-20000-0-07072	REIMS-PRUNAY	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5730', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5248']
0-20000-0-07083	AVESNES RADAR	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5380', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5629']
0-20000-0-07093	GOIN AEROPORT M.N.L.	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5238', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5610']
0-20000-0-07108	PLABENNEC-RADAR	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5649', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4497', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4342']
0-20000-0-07129	FALAISE-RADAR	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4398', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4397', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6037']
0-20000-0-07130	RENNES-SAINT JACQUES	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5297', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5732']
0-20000-0-07143	CHARTRES	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5096']
0-20000-0-07145	TRAPPES	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5412', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5368', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5367']
0-20000-0-07147	VILLACOUBLAY	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5389', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5343']
0-20000-0-07150	LE BOURGET	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5202']
0-20000-0-07156	PARIS-MONTSOURIS	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5723', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5724']
0-20000-0-07166	VATRY-AERO	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6105']
0-20000-0-07168	TROYES-BARBEREY	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5302']
0-20000-0-07180	NANCY-ESSEY	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5717']
0-20000-0-07190	STRASBOURG-ENTZHEIM	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5746', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5345']
0-20000-0-07205	LORIENT LANN BIHOUE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4498', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6097', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4499']
0-20000-0-07207	BELLE ILE-LE TALUT	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5743']
0-20000-0-07230	BEAUCOUZE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5637', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5040']
0-20000-0-07240	TOURS	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5627', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4519']
0-20000-0-07249	ORLEANS	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5267', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4511', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5722']
0-20000-0-07257	AVORD	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6082', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6084', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5048']
0-20000-0-07292	LUXEUIL	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5590']
0-20000-0-07296	DORANS	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5059']
0-20000-0-07299	BALE-MULHOUSE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6101']
0-20000-0-07316	LA ROCHELLE AEROPORT ILE DE RE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5735', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5301']
0-20000-0-07335	POITIERS-BIARD	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5285', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:8040', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6104']
0-20000-0-07354	CHATEAUROUX DEOLS	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5097', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5655']
0-20000-0-07412	COGNAC	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6063', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6064', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5041', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4503', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5638', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6066']
0-20000-0-07434	LIMOGES-BELLEGARDE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5211', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6096']
0-20000-0-07460	CLERMONT-FERRAND	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5657']
0-20000-0-07471	LE PUY-LOUDES	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5204']
0-20000-0-07480	LYON-BRON	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5604']
0-20000-0-07502	CAZAUX	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5092']
0-20000-0-07510	BORDEAUX MERIGNAC	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5644', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5071']
0-20000-0-07577	MONTELIMAR	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5612', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5244']
0-20000-0-07602	BIARRITZ-ANGLET	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6086', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5579']
0-20000-0-07610	PAU-UZEIN	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5271']
0-20000-0-07629	TOULOUSE RADAR	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4518']
0-20000-0-07643	MONTPELLIER	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6100']
0-20000-0-07650	MARIGNANE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5712', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5230', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5713']
0-20000-0-07661	CAP CEPET	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:6106', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5366']
0-20000-0-07667	HYERES	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5106']
0-20000-0-07684	CANNES	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4516', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5744']
0-20000-0-07690	NICE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4504', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4387', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4386']
0-20000-0-07747	PERPIGNAN	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:8022', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5617', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4347', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5276', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4513']
0-20000-0-07761	AJACCIO	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4354', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4352', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5027', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4502', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5574', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4351', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4355']
0-20000-0-07770	CAP PERTUSATO	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5605', '/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5152']
0-20000-0-07785	CAP CORSE	['/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:5084']
