	date_time	sensor_id	value
0	1910-01-06 14:22:00	Z4? 	1
1	1910-01-28 11:19:00	Z4? 	1
2	1910-01-28 14:36:00	Z4? 	1
3	1910-03-02 10:24:00	Z4? 	1
4	1910-03-03 10:49:00	Z4? 	1
5	1910-03-03 13:54:00	Z4? 	1
6	1910-03-04 10:29:00	Z4? 	1
7	1910-03-05 09:26:00	Z4? 	1
8	1910-04-12 08:29:00	Z4? 	1
9	1910-04-13 10:12:00	Z4? 	1
10	1910-04-14 11:14:00	Z4? 	1
11	1910-04-15 11:09:00	Z4? 	1
12	1910-04-19 10:26:00	Z4? 	1
13	1910-05-17 10:02:00	Z4? 	1
14	1910-05-18 10:14:00	Z4? 	1
15	1910-05-18 14:00:00	Z4? 	1
16	1910-05-19 10:09:00	Z4? 	1
17	1910-05-19 14:00:00	Z4? 	1
18	1910-05-20 10:00:00	Z4? 	1
19	1910-05-20 14:00:00	Z4? 	1
20	1910-05-21 10:05:00	Z4? 	1
21	1910-06-01 10:00:00	Z4? 	1
22	1910-06-02 10:00:00	Z4? 	1
23	1910-06-02 14:00:00	Z4? 	1
24	1910-07-01 06:44:00	Z4? 	1
25	1910-07-02 06:42:00	Z4? 	1
26	1910-07-03 06:37:00	Z4? 	1
27	1910-07-04 07:32:00	Z4? 	1
28	1910-07-05 06:45:00	Z4? 	1
29	1910-07-06 06:46:00	Z4? 	1
30	1910-07-07 10:00:00	Z4? 	1
31	1910-07-07 13:45:00	Z4? 	1
32	1910-07-08 07:08:00	Z4? 	1
33	1910-07-10 07:23:00	Z4? 	1
34	1910-07-11 07:30:00	Z4? 	1
35	1910-07-12 06:50:00	Z4? 	1
36	1910-07-13 06:44:00	Z4? 	1
37	1910-07-14 06:37:00	Z4? 	1
38	1910-07-16 06:51:00	Z4? 	1
39	1910-07-17 06:43:00	Z4? 	1
40	1910-07-18 06:40:00	Z4? 	1
41	1910-07-19 07:07:00	Z4? 	1
42	1910-07-20 06:35:00	Z4? 	1
43	1910-07-21 06:40:00	Z4? 	1
44	1910-07-22 07:30:00	Z4? 	1
45	1910-07-23 06:54:00	Z4? 	1
46	1910-07-26 06:35:00	Z4? 	1
47	1910-07-27 06:35:00	Z4? 	1
48	1910-07-28 06:32:00	Z4? 	1
49	1910-07-29 06:59:00	Z4? 	1
50	1910-07-30 06:50:00	Z4? 	1
51	1910-07-31 06:37:00	Z4? 	1
52	1910-08-01 06:29:00	Z4? 	1
53	1910-08-02 06:42:00	Z4? 	1
54	1910-08-03 06:45:00	Z4? 	1
55	1910-08-04 06:36:00	Z4? 	1
56	1910-08-05 06:30:00	Z4? 	1
57	1910-08-06 08:37:00	Z4? 	1
58	1910-08-07 06:42:00	Z4? 	1
59	1910-08-09 11:18:00	Z4? 	1
60	1910-08-12 10:52:00	Z4? 	1
61	1910-08-14 06:55:00	Z4? 	1
62	1910-08-15 06:55:00	Z4? 	1
63	1910-08-16 06:54:00	Z4? 	1
64	1910-08-17 06:51:00	Z4? 	1
65	1910-08-18 06:40:00	Z4? 	1
66	1910-08-19 06:37:00	Z4? 	1
67	1910-08-20 09:27:00	Z4? 	1
68	1910-08-21 06:37:00	Z4? 	1
69	1910-08-22 06:45:00	Z4? 	1
70	1910-08-23 06:36:00	Z4? 	1
71	1910-08-24 06:37:00	Z4? 	1
72	1910-08-25 06:37:00	Z4? 	1
73	1910-08-26 06:30:00	Z4? 	1
74	1910-08-27 06:33:00	Z4? 	1
75	1910-08-28 06:52:00	Z4? 	1
76	1910-08-29 06:51:00	Z4? 	1
77	1910-08-30 06:30:00	Z4? 	1
78	1910-09-08 06:40:00	Z4? 	1
79	1910-09-09 06:58:00	Z4? 	1
80	1910-09-10 06:31:00	Z4? 	1
81	1910-09-12 06:33:00	Z4? 	1
82	1910-09-13 07:10:00	Z4? 	1
83	1910-09-14 07:13:00	Z4? 	1
84	1910-09-15 07:23:00	Z4? 	1
85	1910-09-16 09:11:00	Z4? 	1
86	1910-09-17 09:02:00	Z4? 	1
87	1910-09-19 09:08:00	Z4? 	1
88	1910-09-24 09:07:00	Z4? 	1
89	1910-09-26 09:08:00	Z4? 	1
90	1910-09-27 09:10:00	Z4? 	1
91	1910-09-28 08:59:00	Z4? 	1
92	1910-09-29 10:30:00	Z4? 	1
93	1910-10-01 09:30:00	Z4? 	1
94	1910-10-03 09:00:00	Z4? 	1
95	1910-10-06 09:04:00	Z4? 	1
96	1910-10-07 09:32:00	Z4? 	1
97	1910-10-08 09:10:00	Z4? 	1
98	1910-10-10 09:17:00	Z4? 	1
99	1910-10-11 10:00:00	Z4? 	1
100	1910-10-12 11:35:00	Z4? 	1
101	1910-10-14 10:56:00	Z4? 	1
102	1910-10-15 09:14:00	Z4? 	1
103	1910-10-17 10:00:00	Z4? 	1
104	1910-10-19 09:00:00	Z4? 	1
105	1910-10-21 09:00:00	Z4? 	1
106	1910-10-22 09:14:00	Z4? 	1
107	1910-10-24 09:00:00	Z4? 	1
108	1910-10-25 09:00:00	Z4? 	1
109	1910-10-27 09:45:00	Z4? 	1
110	1910-10-31 11:08:00	Z4? 	1
111	1910-11-02 11:20:00	Z4? 	1
112	1910-11-07 09:46:00	Z4? 	1
113	1910-11-11 09:45:00	Z4? 	1
114	1910-11-14 10:06:00	Z4? 	1
115	1910-11-17 09:26:00	Z4? 	1
116	1910-11-19 09:40:00	Z4? 	1
117	1910-11-21 11:33:00	Z4? 	1
118	1910-11-22 09:15:00	Z4? 	1
119	1910-11-25 09:10:00	Z4? 	1
120	1910-12-12 09:03:00	Z4? 	1
121	1910-12-13 09:15:00	Z4? 	1
122	1910-12-14 09:02:00	Z4? 	1
123	1910-12-15 10:20:00	Z4? 	1
124	1910-12-21 10:30:00	Z4? 	1
125	1910-12-22 11:30:00	Z4? 	1
126	1910-12-29 09:18:00	Z4? 	1
127	1910-12-31 09:50:00	Z4? 	1
128	1911-01-09 09:00:00	Z4? 	1
129	1911-01-11 10:15:00	Z4? 	1
130	1911-01-12 09:15:00	Z4? 	1
131	1911-01-13 09:00:00	Z4? 	1
132	1911-01-14 09:30:00	Z4? 	1
133	1911-01-16 09:15:00	Z4? 	1
134	1911-01-17 09:15:00	Z4? 	1
135	1911-01-23 09:45:00	Z4? 	1
136	1911-01-24 09:23:00	Z4? 	1
