1759/era5.1759.conv.2:80702,80702,   8.52, 179.22,  -8.52, 179.22,19430701,19431031
1759/era5.1759.conv.2:81301,81301,  13.30, 131.13, -13.30, 131.13,19430301,19441130
1759/era5.1759.conv.2:81304,81304,  13.05, 131.07, -13.05, 131.07,19430101,19430630
1759/era5.1759.conv.2:81409,81409,  19.60, 146.83, -19.60, 146.83,19430201,19431031
1759/era5.1759.conv.2:81601,81601,  15.50, 167.25, -15.50, 167.25,19430101,19470131
1759/era5.1759.conv.2:80425,80425,   9.45, 147.22,  -9.45, 147.22,19430901,19450731
1759/era5.1759.conv.2:81603,81603,  17.68, 168.30, -17.68, 168.30,19430301,19441031
1759/era5.1759.conv.2:80426,80426,   6.13, 149.02,  -6.13, 149.03,19431201,19440930
1759/era5.1759.conv.2:80427,80427,   5.20, 145.82,  -5.20, 145.82,19440801,19450131
1759/era5.1759.conv.2:81606,81606,  15.33, 167.17, -15.33, 167.17,19421201,19440630
1759/era5.1759.conv.2:81609,81609,  15.52, 167.25, -15.52, 167.25,19431001,19431031
1759/era5.1759.conv.2:80429,80429,   1.65, 149.97,  -1.65, 149.97,19440501,19450831
1759/era5.1759.conv.2:80430,80430,   1.68, 149.97,  -1.68, 149.97,19441001,19450731
1759/era5.1759.conv.2:82403,82403,  20.68, 140.50, -20.68, 140.50,19420601,19441031
1759/era5.1759.conv.2:80431,80431,   2.02, 147.43,  -2.02, 147.43,19440901,19470131
1759/era5.1759.conv.2:82405,82405,  21.17, 149.17, -21.17, 149.17,19430401,19450831
1759/era5.1759.conv.2:80433,80433,   7.75, 147.62,  -7.75, 147.62,19430801,19440430
1759/era5.1759.conv.2:80505,80505,   6.25, 155.12,  -6.25, 155.12,19440301,19440430
1759/era5.1759.conv.2:82501,82501,  27.58, 153.00, -27.58, 153.02,19430501,19440930
1759/era5.1759.conv.2:80506,80506,   4.30, 154.12,  -4.30, 154.12,19440301,19450731
1759/era5.1759.conv.2:82503,82503,  23.40, 150.50, -23.40, 150.50,19430501,19450930
1759/era5.1759.conv.2:82507,82507,  27.45, 153.08, -27.45, 153.08,19431001,19441031
1759/era5.1759.conv.2:80509,80509,   6.23, 155.12,  -6.23, 155.12,19440401,19450930
1759/era5.1759.conv.2:82606,82606,  21.27, 164.92, -21.27, 164.92,19421101,19451130
1759/era5.1759.conv.2:80510,80510,   9.07, 159.23,  -9.07, 159.23,19440701,19450930
1759/era5.1759.conv.2:82607,82607,  22.02, 166.20, -22.02, 166.20,19451101,19460131
1759/era5.1759.conv.6:30712,30712,   7.23,  72.43,,,,
1759/era5.1759.conv.2:80704,80704,   8.07, 178.38,  -8.07, 178.38,19431201,19440131
1759/era5.1759.conv.2:82608,82608,  22.27, 166.43, -22.27, 166.43,19421101,19460430
1759/era5.1759.conv.2:81302,81302,  12.43, 130.87, -12.43, 130.87,19440801,19450131
1759/era5.1759.conv.2:81404,81404,  10.60, 142.30, -10.60, 142.30,19420601,19440930
1759/era5.1759.conv.2:81408,81408,  19.27, 146.75, -19.27, 146.75,19430101,19450930
1759/era5.1759.conv.2:81410,81410,  10.93, 142.48, -10.93, 142.48,19440901,19450131
1759/era5.1759.conv.2:81502,81502,  10.62, 150.67, -10.62, 150.67,19440501,19440930
1759/era5.1759.conv.2:81605,81605,  17.53, 167.30, -17.53, 167.30,19430501,19440630
1759/era5.1759.conv.2:50302,50302,   3.77, -38.55,  -3.77, -38.55,19430401,19460930
1759/era5.1759.conv.2:50304,50304,   5.90, -35.25,  -5.90, -35.25,19430801,19460930
1759/era5.1759.conv.2:50305,50305,   3.85, -32.42,  -3.85, -32.42,19440801,19450531
1759/era5.1759.conv.2:50306,50306,   3.73, -38.57,  -3.73, -38.57,19440101,19450531
1759/era5.1759.conv.2:51301,51301,  12.90, -38.35, -12.90, -38.35,19430801,19460331
1759/era5.1759.conv.2:50801,50801,   2.20, -81.00,  -2.20, -81.00,19420401,19460131
1759/era5.1759.conv.2:50307,50307,   9.52, -35.82,  -9.52, -35.82,19431201,19450630
1759/era5.1759.conv.2:51302,51302,  12.90, -38.35, -12.90, -38.35,19431001,19450430
1759/era5.1759.conv.2:50309,50309,   8.12, -34.92,  -8.12, -34.92,19431201,19440731
