rda/UADB_windc_010828.nc,10828,0-20000-0-10827
rda/UADB_windc_010307.nc,10307,0-20000-0-10315
rda/UADB_windc_012580.nc,12580,0-20000-0-12580
rda/UADB_trhc_001005.nc,01005,0-20000-0-01013
rda/UADB_windc_015480.nc,15480,0-20000-0-15480
rda/UADB_windc_006030.nc,06030,0-20000-0-06030
rda/UADB_windc_002527.nc,02527,0-20000-0-02527
rda/UADB_windc_010307.nc,,0-20000-0-10315
rda/UADB_windc_010828.nc,,0-20000-0-10827
rda/UADB_trhc_076491.nc,76491,0-20000-0-76491
rda/UADB_windc_008238.nc,08238,0-20000-0-08238
rda/UADB_windc_015480.nc,,0-20000-0-15480
rda/UADB_windc_003590.nc,03590,0-20000-0-03590
rda/UADB_windc_007577.nc,07577,0-20000-0-07577
rda/UADB_windc_007021.nc,07021,0-20000-0-07024
rda/UADB_windc_013586.nc,13586,0-20000-0-13586
rda/UADB_windc_016734.nc,16734,0-20000-0-16734
rda/UADB_windc_028901.nc,28901,0-20000-0-28900
rda/UADB_windc_026851.nc,26851,0-20000-0-26850
rda/UADB_windc_010307.nc,,0-20000-0-10315
rda/UADB_windc_017609.nc,17609,0-20000-0-17609
rda/UADB_windc_010307.nc,,0-20000-0-10315
rda/UADB_windc_010307.nc,,0-20000-0-10315
rda/UADB_windc_010307.nc,,0-20000-0-10315
rda/UADB_windc_010828.nc,,0-20000-0-10827
rda/UADB_windc_023921.nc,23921,0-20000-0-23921
rda/UADB_windc_028901.nc,,0-20000-0-28900
rda/UADB_windc_015480.nc,,0-20000-0-15480
rda/UADB_windc_010828.nc,,0-20000-0-10827
rda/UADB_windc_028901.nc,,0-20000-0-28900
rda/UADB_windc_010828.nc,,0-20000-0-10827
rda/UADB_windc_026851.nc,,0-20000-0-26850
rda/UADB_windc_006030.nc,,0-20000-0-06030
rda/UADB_windc_028901.nc,,0-20000-0-28900
rda/UADB_windc_015480.nc,,0-20000-0-15480
rda/UADB_windc_017609.nc,,0-20000-0-17609
rda/UADB_windc_026851.nc,,0-20000-0-26850
rda/UADB_windc_010828.nc,,0-20000-0-10827
rda/UADB_windc_006030.nc,,0-20000-0-06030
rda/UADB_windc_028901.nc,,0-20000-0-28900
rda/UADB_windc_017609.nc,,0-20000-0-17609
rda/UADB_windc_015480.nc,,0-20000-0-15480
rda/UADB_windc_002527.nc,,0-20000-0-02527
rda/UADB_windc_026851.nc,,0-20000-0-26850
rda/UADB_windc_007021.nc,,0-20000-0-07024
rda/UADB_windc_017609.nc,,0-20000-0-17609
rda/UADB_windc_006030.nc,,0-20000-0-06030
rda/UADB_windc_003590.nc,,0-20000-0-03590
rda/UADB_windc_016734.nc,,0-20000-0-16734
rda/UADB_windc_002527.nc,,0-20000-0-02527
rda/UADB_windc_013586.nc,,0-20000-0-13586
rda/UADB_windc_007577.nc,,0-20000-0-07577
rda/UADB_windc_012580.nc,,0-20000-0-12580
rda/UADB_trhc_001005.nc,,0-20000-0-01013
rda/UADB_trhc_076491.nc,,0-20000-0-76491
rda/UADB_windc_015480.nc,,0-20000-0-15480
rda/UADB_windc_023921.nc,,0-20000-0-23921
rda/UADB_windc_040980.nc,40980,0-20000-0-40980
rda/UADB_windc_008238.nc,,0-20000-0-08238
rda/UADB_windc_033837.nc,33837,0-20000-0-33837
rda/UADB_windc_026851.nc,,0-20000-0-26850
rda/UADB_windc_028901.nc,,0-20000-0-28900
rda/UADB_windc_006030.nc,,0-20000-0-06030
rda/UADB_windc_007021.nc,,0-20000-0-07024
rda/UADB_windc_003590.nc,,0-20000-0-03590
rda/UADB_windc_013586.nc,,0-20000-0-13586
rda/UADB_windc_017609.nc,,0-20000-0-17609
rda/UADB_windc_012580.nc,,0-20000-0-12580
rda/UADB_windc_016734.nc,,0-20000-0-16734
rda/UADB_windc_002527.nc,,0-20000-0-02527
rda/UADB_trhc_001005.nc,,0-20000-0-01013
rda/UADB_windc_023921.nc,,0-20000-0-23921
rda/UADB_trhc_076491.nc,,0-20000-0-76491
rda/UADB_windc_007577.nc,,0-20000-0-07577
rda/UADB_windc_006030.nc,,0-20000-0-06030
rda/UADB_windc_017609.nc,,0-20000-0-17609
rda/UADB_windc_012580.nc,,0-20000-0-12580
rda/UADB_windc_002527.nc,,0-20000-0-02527
rda/UADB_windc_008238.nc,,0-20000-0-08238
rda/UADB_trhc_001005.nc,,0-20000-0-01013
rda/UADB_windc_040621.nc,40621,0-20000-0-40621
rda/UADB_windc_023921.nc,,0-20000-0-23921
rda/UADB_windc_026851.nc,,0-20000-0-26850
rda/UADB_trhc_076491.nc,,0-20000-0-76491
rda/UADB_windc_007577.nc,,0-20000-0-07577
rda/UADB_windc_007021.nc,,0-20000-0-07024
rda/UADB_windc_013586.nc,,0-20000-0-13586
rda/UADB_windc_003590.nc,,0-20000-0-03590
rda/UADB_windc_016734.nc,,0-20000-0-16734
rda/UADB_windc_002527.nc,,0-20000-0-02527
rda/UADB_windc_008238.nc,,0-20000-0-08238
rda/UADB_windc_023921.nc,,0-20000-0-23921
rda/UADB_windc_040980.nc,,0-20000-0-40980
rda/UADB_windc_007577.nc,,0-20000-0-07577
rda/UADB_windc_013586.nc,,0-20000-0-13586
rda/UADB_windc_003590.nc,,0-20000-0-03590
rda/UADB_windc_012580.nc,,0-20000-0-12580
rda/UADB_windc_016734.nc,,0-20000-0-16734
rda/UADB_trhc_001005.nc,,0-20000-0-01013
rda/UADB_windc_008238.nc,,0-20000-0-08238
rda/UADB_windc_033837.nc,,0-20000-0-33837
rda/UADB_trhc_076491.nc,,0-20000-0-76491
rda/UADB_windc_023921.nc,,0-20000-0-23921
rda/UADB_windc_007021.nc,,0-20000-0-07024
rda/UADB_windc_038392.nc,38392,0-20000-0-38392
rda/UADB_windc_007577.nc,,0-20000-0-07577
rda/UADB_windc_040980.nc,,0-20000-0-40980
rda/UADB_windc_032152.nc,32152,0-20000-0-32150
rda/UADB_windc_022217.nc,22217,0-20000-0-22217
rda/UADB_windc_037260.nc,37260,37260
rda/UADB_windc_030636.nc,30636,0-20000-0-30636
rda/UADB_windc_040165.nc,40165,0-20000-0-40226
rda/UADB_windc_025551.nc,25551,0-20000-0-25551
rda/UADB_windc_040621.nc,,0-20000-0-40621
rda/UADB_windc_035671.nc,35671,35671
rda/UADB_windc_010338.nc,10338,0-20000-0-10338
rda/UADB_windc_003590.nc,,0-20000-0-03590
rda/UADB_windc_013586.nc,,0-20000-0-13586
rda/UADB_windc_012580.nc,,0-20000-0-12580
rda/UADB_windc_016734.nc,,0-20000-0-16734
rda/UADB_trhc_001005.nc,,0-20000-0-01013
rda/UADB_windc_008238.nc,,0-20000-0-08238
rda/UADB_windc_033837.nc,,0-20000-0-33837
rda/UADB_windc_040980.nc,,0-20000-0-40980
rda/UADB_trhc_076491.nc,,0-20000-0-76491
rda/UADB_windc_007021.nc,,0-20000-0-07024
rda/UADB_windc_010338.nc,,0-20000-0-10338
rda/UADB_windc_030969.nc,30969,
rda/UADB_windc_027038.nc,27038,0-20000-0-27038
