1761/era5.1761.conv.1:94974,94974, -42.42, 147.53,  45.15, -93.22,19890316,19950101
1761/era5.1761.conv.2:12904,12904,  26.22, -96.35,  26.23, -97.67,19420301,19460131
1761/era5.1761.conv.2:13712,13712,  34.27, -76.10,  34.27, -77.90,19420601,19451031
1761/era5.1761.conv.2:13715,13715,  39.83, -78.33,  39.83, -79.67,19260301,19260401
1761/era5.1761.conv.2:13836,13836,  32.70, -82.35,  32.70, -83.65,19410801,19411001
1761/era5.1761.conv.2:13817,13817,  32.35, -87.35,  32.35, -88.65,19420301,19441031
1761/era5.1761.conv.2:11807,11807,  17.40, -82.07,  17.40, -83.93,19290801,19800331
1761/era5.1761.conv.2:13745,13745,  35.22, -74.32,  35.25, -75.67,18930101,19020101
1761/era5.1761.conv.2:12858,12858,  24.55, -80.20,  24.57, -81.80,19631118,19741231
1761/era5.1761.conv.2:13784,13784,  35.78, -77.37,  35.78, -78.62,18930101,18960101
1761/era5.1761.conv.1:72206,72206,  30.50, -80.30,,,,
1761/era5.1761.conv.2:13860,13860,  32.63, -82.40,  32.63, -83.60,19420801,19480101
1761/era5.1761.conv.2:13944,13944,  32.50, -92.33,  32.50, -93.68,19320301,19330101
1761/era5.1761.conv.2:14762,14762,  40.35, -78.08,  40.35, -79.90,19310131,19311231
1761/era5.1761.conv.2:14718,14718,  40.83, -71.38,  41.17, -73.13,19421201,19421231
1761/era5.1761.conv.2:23177,23177,  37.80,-112.10,  37.80,-113.90,19480620,19481231
1761/era5.1761.conv.2:22512,22512,  21.37,-156.03,  21.37,-157.97,19310801,19311201
1761/era5.1761.conv.2:22513,22513,  19.08,-154.43,  19.09,-155.57,19980308,99991231
1761/era5.1761.conv.2:13923,13923,  33.72, -95.33,  33.72, -96.67,19420101,19461130
1761/era5.1761.conv.2:23022,23022,  30.27,-102.10,  30.27,-103.90,19280401,19341231
1761/era5.1761.conv.2:24101,24101,  41.12,-110.03,  41.12,-111.98,19411001,19440101
1761/era5.1761.conv.2:23031,23031,  32.33,-107.30,  32.33,-108.70,19280401,19341231
1761/era5.1761.conv.1:72666,72666,  44.77,-105.03,,,,
1761/era5.1761.conv.2:21502,21502,  18.92,-154.32,  18.92,-155.68,19400101,19411231
1761/era5.1761.conv.9:1296,1296,  15.45, 145.18,,,,
1761/era5.1761.conv.2:93170,93170,  34.83,-117.13,  34.83,-118.87,19290601,19290701
1761/era5.1761.conv.9:1397,1397,  53.92,  14.23,,,,
1761/era5.1761.conv.2:25602,25602,  53.38,-166.10,  53.38,-167.90,19480101,19500301
1761/era5.1761.conv.9:1326,1326, -26.83, -65.20,,,,
1761/era5.1761.conv.9:1406,1406,  39.70,  76.35,,,,
1761/era5.1761.conv.9:1329,1329, -29.22, -58.10,,,,
1761/era5.1761.conv.9:1427,1427,  37.55, 121.37,,,,
1761/era5.1761.conv.9:1338,1338, -36.73, -59.83,,,,
1761/era5.1761.conv.9:1429,1429,  32.00,  89.50,,,,
1761/era5.1761.conv.9:1339,1339, -38.13, -65.92,,,,
1761/era5.1761.conv.9:1430,1430,  32.00,  92.12,,,,
1761/era5.1761.conv.2:93804,93804,  34.92, -80.05,  34.92, -81.95,19300601,19320101
1761/era5.1761.conv.9:1443,1443,  29.43, 102.23,,,,
1761/era5.1761.conv.9:1212,1212,  44.38,  84.50,,,,
1761/era5.1761.conv.9:1217,1217,  38.13,  85.53,,,,
1761/era5.1761.conv.9:1485,1485, -32.83, -70.08,,,,
1761/era5.1761.conv.9:1772,1772,  29.35,  74.00,,,,
1761/era5.1761.conv.9:1486,1486, -41.15, -71.30,,,,
1761/era5.1761.conv.9:1223,1223,  40.57, 109.83,,,,
1761/era5.1761.conv.9:1244,1244,  34.02, 113.83,,,,
1761/era5.1761.conv.9:1245,1245,  32.43, 105.80,,,,
1761/era5.1761.conv.2:60701,60701,   2.77,-171.72,  -2.77,-171.72,19420501,19711101
1761/era5.1761.conv.9:1259,1259,  28.28, 117.10,,,,
1761/era5.1761.conv.9:1260,1260,  28.10, 119.12,,,,
1761/era5.1761.conv.9:1392,1392,  58.20,   8.08,,,,
1761/era5.1761.conv.9:1393,1393,  54.18,   7.90,,,,
1761/era5.1761.conv.9:2040,2040,  34.02, 113.83,,,,
1761/era5.1761.conv.9:2041,2041,  32.43, 105.80,,,,
1761/era5.1761.conv.9:2163,2163,  15.55,  37.88,,,,
1761/era5.1761.conv.2:93852,93852,  30.33, -80.35,  30.33, -81.65,18711001,18800101
1761/era5.1761.conv.9:3354,3354,  68.26,  18.80,,,,
1761/era5.1761.conv.9:2068,2068,  28.28, 117.10,,,,
1761/era5.1761.conv.9:4170,4170,  61.17,  28.78,,,,
1761/era5.1761.conv.9:2070,2070,  28.10, 119.12,,,,
1761/era5.1761.conv.9:2071,2071,  28.02, 120.67,,,,
1761/era5.1761.conv.9:4116,4116, -72.13,  95.05,,,,
1761/era5.1761.conv.9:4117,4117, -74.08,  97.48,,,,
1761/era5.1761.conv.9:3783,3783,  76.65, 148.58,,,,
1761/era5.1761.conv.9:3704,3704,  27.67,-145.00,,,,
1761/era5.1761.conv.9:3705,3705,  43.00,-167.00,,,,
1761/era5.1761.conv.9:4168,4168,  65.73,  24.58,,,,
1761/era5.1761.conv.9:3708,3708,  39.00, 153.00,,,,
1761/era5.1761.conv.9:3114,3114,   3.85,   3.85,,,,
1761/era5.1761.conv.9:3131,3131,  37.55, 121.37,,,,
