station_id	source_uid	source_name	descriptionDataset	data_repository_ftp	wmo_id	station name	lat	lon	elev	fips_code	country	continent	station_data_policy	station_data_type	data_update_status	station_metadata_link	timestep	ver	obs_freq	obs_time_GMT	Temperature_start_year	Temperature_end_year	Wind_speed_start_year	Wind_speed_end_year	Wind_direction_start_year	Wind_direction_end_year	Dew_Point_Temperature_start_year	Dew_Point_Temperature_end_year	Frost_Point_Temperature_start_year	Frost_Point_Temperature_end_year	Relative_humidity_start_year	Relative_humidity_end_year	Ozone_concentration_start_year	Ozone_concentration_end_year	Geopotential_height_start_year	Geopotential_height_end_year	Obs_altitude_start_year	Obs_altitude_end_year	Air_pressure_start_year	Air_pressure_end_year	pointOfContact_Organisation	pointOfContact_ContactName	pointOfContact_Position	pointOfContact_MailAddress	principalInvestigator_Name	principalInvestigator_MailAddress	principalInvestigator_OnlineResource	revisionDate	creationDate	metadataStandard	alternativeMetadataReference_Title	alternativeMetadataReference_OnlineResource	referenceSystem	data_Identification	abstract	purpose	originator_Organisation	originator_Name	originator_Position	originator_MailAddress	applicationArea	stationDescription	startOfOperation	spatialExtent	spatialExtent	maintenanceAndUpdateFrequency	dataCentre	observedVariable-measurand_domain	stationPlatformModel	observedVariable-measurand_variable	stationPlatformType	temporal	featureType	useConstraints	otherConstraints	LanguageCode	characterEncoding	observedVariable-measurand_subdomain	measurementUnit_name	measurementUnit_abbreviation	temporalExtent	representativenessOfObservation	programmeNetworkAffiliation_Definition	regionOfOriginOfData	territoryOfOriginOfData_Name	territoryOfOriginOfData_ISO3CountryCode	stationPlatformUniqueIdentifier	coordinatesSourceDevice	stationStatus	sourceOfObservation	measurementObservingMethod	instrumentSpecifications	instrumentOperatingStatus	coordinatesSourceDevice	statusOfObservation	dataFormat	versionOfDataFormat	aggregationPeriod	referenceTime	qualityFlag_BUFR	qualityFlag_OGC	qualityFlaggingSystem	traceability	network_Names	network_IDs	measurementOriginalUnit_name
64401	IGRA	IGRA		IGRA			-4.217	12.667	329.0														1949-01-01	1994-12-31																																	x												35		101																																			
64450	IGRA	IGRA		IGRA			-4.250	15.250	319.0														1973-01-01	2018-12-31																																	x												35		101																																			
64453	IGRA	IGRA		IGRA			-2.533	14.767	791.0														1973-01-01	1986-12-31																																	x												35		101																																			
64458	IGRA	IGRA		IGRA			1.617	16.050	352.0														1963-01-01	2018-12-31																																	x												35		101																																			
64459	IGRA	IGRA		IGRA			1.617	18.067	335.0														1973-01-01	1982-12-31																																	x												35		101																																			
64210	IGRA	IGRA		IGRA			-4.383	15.433	313.0														1967-01-01	1990-12-31																																	x												35		101																																			
64220	IGRA	IGRA		IGRA			-4.367	15.250	445.0														1980-01-01	1983-12-31																																	x												35		101																																			
50353	IGRA	IGRA		IGRA			51.717	126.650	179.0														1973-01-01	1987-12-31																																	x												35		101																																			
50527	IGRA	IGRA		IGRA			49.250	119.700	653.3														1956-01-01	2019-12-31																																	x												35		101																																			
50557	IGRA	IGRA		IGRA			49.167	125.233	243.0														1956-01-01	2019-12-31																																	x												35		101																																			
50603	IGRA	IGRA		IGRA			48.667	116.817	556.0														1973-01-01	1997-12-31																																	x												35		101																																			
50745	IGRA	IGRA		IGRA			47.383	123.917	148.0														1973-01-01	2000-12-31																																	x												35		101																																			
50774	IGRA	IGRA		IGRA			47.717	128.833	264.8														1973-01-01	2019-12-31																																	x												35		101																																			
50834	IGRA	IGRA		IGRA			46.500	121.360	427.0														1982-01-01	2000-12-31																																	x												35		101																																			
50873	IGRA	IGRA		IGRA			46.817	130.333	80.0														1956-01-01	1961-12-31																																	x												35		101																																			
50953	IGRA	IGRA		IGRA			45.933	126.567	118.3														1958-01-01	2019-12-31																																	x												35		101																																			
51076	IGRA	IGRA		IGRA			47.733	88.083	737.0														1958-01-01	2019-12-31																																	x												35		101																																			
51133	IGRA	IGRA		IGRA			46.733	83.000	549.0														1964-01-01	2002-12-31																																	x												35		101																																			
51156	IGRA	IGRA		IGRA			46.810	85.749	1323.2														1973-01-01	2017-12-31																																	x												35		101																																			
51243	IGRA	IGRA		IGRA			45.600	84.850	428.0														1973-01-01	2002-12-31																																	x												35		101																																			
51288	IGRA	IGRA		IGRA			45.367	90.533	1651.0														1959-01-01	2002-12-31																																	x												35		101																																			
51334	IGRA	IGRA		IGRA			44.617	82.900	321.0														1973-01-01	1998-12-31																																	x												35		101																																			
51379	IGRA	IGRA		IGRA			44.017	89.567	794.0														1973-01-01	1998-12-31																																	x												35		101																																			
51431	IGRA	IGRA		IGRA			43.950	81.333	664.0														1956-01-01	2019-12-31																																	x												35		101																																			
51463	IGRA	IGRA		IGRA			43.783	87.617	919.0														1956-01-01	2019-12-31																																	x												35		101																																			
51495	IGRA	IGRA		IGRA			43.483	91.633	874.0														1973-01-01	1998-12-31																																	x												35		101																																			
51573	IGRA	IGRA		IGRA			42.933	89.200	37.0														1973-01-01	1998-12-31																																	x												35		101																																			
51628	IGRA	IGRA		IGRA			41.260	80.300	1286.0														1959-01-01	1999-12-31																																	x												35		101																																			
51644	IGRA	IGRA		IGRA			41.717	82.950	1083.5														1957-01-01	2019-12-31																																	x												35		101																																			
51656	IGRA	IGRA		IGRA			41.750	86.133	933.0														1964-01-01	2002-12-31																																	x												35		101																																			
51709	IGRA	IGRA		IGRA			39.483	75.750	1386.7														1956-01-01	2019-12-31																																	x												35		101																																			
51711	IGRA	IGRA		IGRA			40.933	78.450	1986.0														1973-01-01	1987-12-31																																	x												35		101																																			
51716	IGRA	IGRA		IGRA			39.800	78.567	1117.0														1973-01-01	1998-12-31																																	x												35		101																																			
51765	IGRA	IGRA		IGRA			40.633	87.700	847.0														1973-01-01	1998-12-31																																	x												35		101																																			
51777	IGRA	IGRA		IGRA			39.033	88.167	889.0														1956-01-01	2019-12-31																																	x												35		101																																			
51811	IGRA	IGRA		IGRA			38.433	77.267	1232.0														1973-01-01	1998-12-31																																	x												35		101																																			
51828	IGRA	IGRA		IGRA			37.133	79.933	1375.0														1957-01-01	2019-12-31																																	x												35		101																																			
51839	IGRA	IGRA		IGRA			37.067	82.717	1409.0														1973-01-01	2019-12-31																																	x												35		101																																			
51848	IGRA	IGRA		IGRA			37.930	83.650	1264.0														1979-01-01	1998-12-31																																	x												35		101																																			
51886	IGRA	IGRA		IGRA			38.250	90.850	3139.0														1973-01-01	2002-12-31																																	x												35		101																																			
51895	IGRA	IGRA		IGRA			37.850	91.650	3060.0														1957-01-01	1961-12-31																																	x												35		101																																			
52203	IGRA	IGRA		IGRA			42.817	93.517	739.0														1957-01-01	2019-12-31																																	x												35		101																																			
52267	IGRA	IGRA		IGRA			41.950	101.067	941.0														1957-01-01	2019-12-31																																	x												35		101																																			
52313	IGRA	IGRA		IGRA			41.783	95.133	1935.0														1959-01-01	1959-12-31																																	x												35		101																																			
52323	IGRA	IGRA		IGRA			41.800	97.033	1770.0														1963-01-01	2019-12-31																																	x												35		101																																			
52391	IGRA	IGRA		IGRA			41.750	103.967	1463.0														1963-01-01	1970-12-31																																	x												35		101																																			
52418	IGRA	IGRA		IGRA			40.150	94.683	1140.0														1957-01-01	2019-12-31																																	x												35		101																																			
52436	IGRA	IGRA		IGRA			40.267	97.033	1527.0														1973-01-01	1982-12-31																																	x												35		101																																			
52495	IGRA	IGRA		IGRA			40.750	104.500	1329.0														1971-01-01	2002-12-31																																	x												35		101																																			
52533	IGRA	IGRA		IGRA			39.767	98.483	1478.0														1956-01-01	2019-12-31																																	x												35		101																																			
52602	IGRA	IGRA		IGRA			38.833	93.383	2771.0														1959-01-01	1993-12-31																																	x												35		101																																			
52681	IGRA	IGRA		IGRA			38.633	103.083	1367.0														1957-01-01	2019-12-31																																	x												35		101																																			
52713	IGRA	IGRA		IGRA			37.850	95.367	3174.0														1973-01-01	1987-12-31																																	x												35		101																																			
52737	IGRA	IGRA		IGRA			37.317	97.217	2982.0														1973-01-01	1998-12-31																																	x												35		101																																			
52818	IGRA	IGRA		IGRA			36.417	94.900	2809.0														1957-01-01	2019-12-31																																	x												35		101																																			
52836	IGRA	IGRA		IGRA			36.300	98.100	3190.0														1956-01-01	2019-12-31																																	x												35		101																																			
52866	IGRA	IGRA		IGRA			36.717	101.750	2296.0														1958-01-01	2019-12-31																																	x												35		101																																			
52889	IGRA	IGRA		IGRA			36.050	103.883	1518.0														1956-01-01	2001-12-31																																	x												35		101																																			
52908	IGRA	IGRA		IGRA			35.217	93.083	4613.0														1973-01-01	1987-12-31																																	x												35		101																																			
52983	IGRA	IGRA		IGRA			35.867	104.150	1875.0														2001-01-01	2019-12-31																																	x												35		101																																			
53068	IGRA	IGRA		IGRA			43.633	111.950	966.0														1973-01-01	2019-12-31																																	x												35		101																																			
53083	IGRA	IGRA		IGRA			44.617	114.150	1183.0														1973-01-01	1997-12-31																																	x												35		101																																			
53231	IGRA	IGRA		IGRA			41.450	106.383	1510.0														1973-01-01	1988-12-31																																	x												35		101																																			
53276	IGRA	IGRA		IGRA			42.400	112.900	1152.0														1956-01-01	1988-12-31																																	x												35		101																																			
53336	IGRA	IGRA		IGRA			41.567	108.517	1290.0														1973-01-01	2019-12-31																																	x												35		101																																			
53420	IGRA	IGRA		IGRA			40.970	107.170	1057.0														1956-01-01	1958-12-31																																	x												35		101																																			
53463	IGRA	IGRA		IGRA			40.850	111.567	1153.5														1956-01-01	2019-12-31																																	x												35		101																																			
53487	IGRA	IGRA		IGRA			40.100	113.333	1069.0														1973-01-01	1988-12-31																																	x												35		101																																			
53502	IGRA	IGRA		IGRA			39.783	105.750	1143.0														1973-01-01	1987-12-31																																	x												35		101																																			
53513	IGRA	IGRA		IGRA			40.733	107.367	1041.0														1973-01-01	2019-12-31																																	x												35		101																																			
53529	IGRA	IGRA		IGRA			39.100	107.983	1381.0														1973-01-01	1988-12-31																																	x												35		101																																			
53543	IGRA	IGRA		IGRA			39.833	109.983	1459.0														1963-01-01	2019-12-31																																	x												35		101																																			
53546	IGRA	IGRA		IGRA			39.283	109.750	1310.0														1957-01-01	1962-12-31																																	x												35		101																																			
53564	IGRA	IGRA		IGRA			39.383	111.150	861.0														1973-01-01	1988-12-31																																	x												35		101																																			
53614	IGRA	IGRA		IGRA			38.467	106.200	1112.0														1957-01-01	2019-12-31																																	x												35		101																																			
53772	IGRA	IGRA		IGRA			37.621	112.577	776.0														1956-01-01	2019-12-31																																	x												35		101																																			
53798	IGRA	IGRA		IGRA			37.181	114.359	184.0														1967-01-01	2019-12-31																																	x												35		101																																			
53845	IGRA	IGRA		IGRA			36.567	109.450	958.9														1956-01-01	2019-12-31																																	x												35		101																																			
53898	IGRA	IGRA		IGRA			36.050	114.400	64.0														1973-01-01	1987-12-31																																	x												35		101																																			
53915	IGRA	IGRA		IGRA			35.550	106.667	1348.0														1959-01-01	2019-12-31																																	x												35		101																																			
54012	IGRA	IGRA		IGRA			44.583	117.600	997.0														1973-01-01	1988-12-31																																	x												35		101																																			
54027	IGRA	IGRA		IGRA			43.983	119.400	485.0														1979-01-01	1987-12-31																																	x												35		101																																			
54094	IGRA	IGRA		IGRA			44.567	129.600	242.0														1973-01-01	1987-12-31																																	x												35		101																																			
54102	IGRA	IGRA		IGRA			43.950	116.117	1004.0														1956-01-01	2019-12-31																																	x												35		101																																			
54115	IGRA	IGRA		IGRA			43.600	118.067	800.0														1973-01-01	1978-12-31																																	x												35		101																																			
54135	IGRA	IGRA		IGRA			43.600	122.267	180.0														1959-01-01	2019-12-31																																	x												35		101																																			
54161	IGRA	IGRA		IGRA			43.900	125.217	238.0														1956-01-01	2019-12-31																																	x												35		101																																			
54218	IGRA	IGRA		IGRA			42.300	118.833	668.6														1956-01-01	2019-12-31																																	x												35		101																																			
54292	IGRA	IGRA		IGRA			42.867	129.500	258.0														1956-01-01	2019-12-31																																	x												35		101																																			
54337	IGRA	IGRA		IGRA			41.117	121.067	30.0														1960-01-01	2007-12-31																																	x												35		101																																			
54339	IGRA	IGRA		IGRA			41.117	122.950	122.0														1960-01-01	1961-12-31																																	x												35		101																																			
54342	IGRA	IGRA		IGRA			41.733	123.517	49.0														1956-01-01	2019-12-31																																	x												35		101																																			
54374	IGRA	IGRA		IGRA			41.800	126.883	385.0														1959-01-01	2019-12-31																																	x												35		101																																			
54401	IGRA	IGRA		IGRA			40.783	114.883	774.1														1973-01-01	2019-12-31																																	x												35		101																																			
54423	IGRA	IGRA		IGRA			40.967	117.917	423.0														1973-01-01	1989-12-31																																	x												35		101																																			
54497	IGRA	IGRA		IGRA			40.083	124.333	13.0														1960-01-01	2007-12-31																																	x												35		101																																			
54511	IGRA	IGRA		IGRA			39.933	116.283	32.5														1956-01-01	2019-12-31																																	x												35		101																																			
54534	IGRA	IGRA		IGRA			39.667	118.117	57.0														1960-01-01	1961-12-31																																	x												35		101																																			
54539	IGRA	IGRA		IGRA			39.433	118.900	12.0														1973-01-01	2010-12-31																																	x												35		101																																			
54602	IGRA	IGRA		IGRA			38.733	115.483	17.0														1973-01-01	1990-12-31																																	x												35		101																																			
54662	IGRA	IGRA		IGRA			38.900	121.633	97.0														1944-01-01	2019-12-31																																	x												35		101																																			
54714	IGRA	IGRA		IGRA			37.483	116.367	23.0														1959-01-01	1961-12-31																																	x												35		101																																			
54727	IGRA	IGRA		IGRA			36.700	117.550	123.0														2003-01-01	2019-12-31																																	x												35		101																																			
54753	IGRA	IGRA		IGRA			37.617	120.317	5.0														1973-01-01	1990-12-31																																	x												35		101																																			
54776	IGRA	IGRA		IGRA			37.400	122.683	47.0														1973-01-01	2000-12-31																																	x												35		101																																			
54823	IGRA	IGRA		IGRA			36.683	116.983	58.0														1956-01-01	2003-12-31																																	x												35		101																																			
54836	IGRA	IGRA		IGRA			36.183	118.150	302.0														1973-01-01	1987-12-31																																	x												35		101																																			
54843	IGRA	IGRA		IGRA			36.700	119.117	38.0														1960-01-01	1961-12-31																																	x												35		101																																			
54857	IGRA	IGRA		IGRA			36.067	120.333	77.0														1956-01-01	2019-12-31																																	x												35		101																																			
55228	IGRA	IGRA		IGRA			32.500	80.067	4279.0														1973-01-01	2000-12-31																																	x												35		101																																			
55279	IGRA	IGRA		IGRA			31.367	90.017	4701.0														1973-01-01	1999-12-31																																	x												35		101																																			
55299	IGRA	IGRA		IGRA			31.483	92.067	4508.0														1957-01-01	2019-12-31																																	x												35		101																																			
55472	IGRA	IGRA		IGRA			30.950	88.633	4671.0														1973-01-01	2002-12-31																																	x												35		101																																			
55578	IGRA	IGRA		IGRA			29.217	88.917	3837.0														1973-01-01	2002-12-31																																	x												35		101																																			
55591	IGRA	IGRA		IGRA			29.667	91.133	3650.0														1957-01-01	2019-12-31																																	x												35		101																																			
55664	IGRA	IGRA		IGRA			28.633	87.083	4302.0														1973-01-01	2000-12-31																																	x												35		101																																			
55696	IGRA	IGRA		IGRA			28.417	92.467	3900.0														1973-01-01	2002-12-31																																	x												35		101																																			
55773	IGRA	IGRA		IGRA			27.750	89.167	4301.0														1973-01-01	2002-12-31																																	x												35		101																																			
56004	IGRA	IGRA		IGRA			33.950	92.617	4535.0														1973-01-01	1999-12-31																																	x												35		101																																			
56029	IGRA	IGRA		IGRA			33.000	96.950	3716.9														1959-01-01	2019-12-31																																	x												35		101																																			
56033	IGRA	IGRA		IGRA			34.917	98.217	4273.0														1973-01-01	1987-12-31																																	x												35		101																																			
56046	IGRA	IGRA		IGRA			33.800	99.800	3968.0														1967-01-01	1999-12-31																																	x												35		101																																			
56079	IGRA	IGRA		IGRA			33.583	102.967	3441.0														1973-01-01	1982-12-31																																	x												35		101																																			
56080	IGRA	IGRA		IGRA			35.000	102.900	2910.0														1960-01-01	2019-12-31																																	x												35		101																																			
56096	IGRA	IGRA		IGRA			33.383	104.917	1079.0														1957-01-01	2002-12-31																																	x												35		101																																			
56106	IGRA	IGRA		IGRA			31.867	93.767	4024.0														1973-01-01	1999-12-31																																	x												35		101																																			
56116	IGRA	IGRA		IGRA			31.417	95.600	3874.0														1973-01-01	2002-12-31																																	x												35		101																																			
56137	IGRA	IGRA		IGRA			31.150	97.167	3307.0														1957-01-01	2019-12-31																																	x												35		101																																			
56146	IGRA	IGRA		IGRA			31.617	100.000	3394.0														1957-01-01	2019-12-31																																	x												35		101																																			
56172	IGRA	IGRA		IGRA			31.900	102.233	2666.0														1960-01-01	1987-12-31																																	x												35		101																																			
56187	IGRA	IGRA		IGRA			30.750	103.867	549.0														2004-01-01	2019-12-31																																	x												35		101																																			
56247	IGRA	IGRA		IGRA			29.967	99.067	2589.0														1972-01-01	2002-12-31																																	x												35		101																																			
56294	IGRA	IGRA		IGRA			30.667	104.017	508.0														1956-01-01	2004-12-31																																	x												35		101																																			
56312	IGRA	IGRA		IGRA			29.567	94.467	3001.0														1973-01-01	2000-12-31																																	x												35		101																																			
56374	IGRA	IGRA		IGRA			30.050	101.967	2617.0														1973-01-01	1990-12-31																																	x												35		101																																			
56444	IGRA	IGRA		IGRA			28.450	98.883	3320.0														1967-01-01	1988-12-31																																	x												35		101																																			
56462	IGRA	IGRA		IGRA			29.033	101.500	2994.0														1973-01-01	1987-12-31																																	x												35		101																																			
56492	IGRA	IGRA		IGRA			28.817	104.533	342.0														1957-01-01	2002-12-31																																	x												35		101																																			
56533	IGRA	IGRA		IGRA			27.667	98.383	2051.0														1959-01-01	1961-12-31																																	x												35		101																																			
56571	IGRA	IGRA		IGRA			27.900	102.267	1599.0														1956-01-01	2019-12-31																																	x												35		101																																			
56651	IGRA	IGRA		IGRA			26.867	100.233	2394.0														1964-01-01	2002-12-31																																	x												35		101																																			
56691	IGRA	IGRA		IGRA			26.867	104.283	2236.0														1960-01-01	2019-12-31																																	x												35		101																																			
56739	IGRA	IGRA		IGRA			24.984	98.506	1696.9														1956-01-01	2019-12-31																																	x												35		101																																			
56778	IGRA	IGRA		IGRA			25.017	102.683	1892.0														1956-01-01	2019-12-31																																	x												35		101																																			
56779	IGRA	IGRA		IGRA			25.017	102.833	1982.0														1960-01-01	1961-12-31																																	x												35		101																																			
56951	IGRA	IGRA		IGRA			23.883	100.083	1502.4														1973-01-01	1987-12-31																																	x												35		101																																			
56964	IGRA	IGRA		IGRA			22.767	100.983	1303.0														1957-01-01	2019-12-31																																	x												35		101																																			
56985	IGRA	IGRA		IGRA			23.444	103.328	1313.6														1973-01-01	2019-12-31																																	x												35		101																																			
56989	IGRA	IGRA		IGRA			22.500	103.950	138.0														1957-01-01	1979-12-31																																	x												35		101																																			
57006	IGRA	IGRA		IGRA			34.583	105.750	1143.0														1973-01-01	1987-12-31																																	x												35		101																																			
57036	IGRA	IGRA		IGRA			34.300	108.933	398.0														1956-01-01	2006-12-31																																	x												35		101																																			
57067	IGRA	IGRA		IGRA			34.080	111.073	659.5														1973-01-01	2017-12-31																																	x												35		101																																			
57083	IGRA	IGRA		IGRA			34.717	113.650	111.0														1956-01-01	2019-12-31																																	x												35		101																																			
57127	IGRA	IGRA		IGRA			33.067	107.033	509.0														1959-01-01	2019-12-31																																	x												35		101																																			
57131	IGRA	IGRA		IGRA			34.433	108.967	411.0														2007-01-01	2019-12-31																																	x												35		101																																			
57178	IGRA	IGRA		IGRA			33.100	112.483	181.6														1967-01-01	2019-12-31																																	x												35		101																																			
57193	IGRA	IGRA		IGRA			33.783	114.517	53.0														1973-01-01	1987-12-31																																	x												35		101																																			
57237	IGRA	IGRA		IGRA			32.067	108.033	674.0														1973-01-01	1982-12-31																																	x												35		101																																			
57245	IGRA	IGRA		IGRA			32.430	109.020	291.2														1960-01-01	2002-12-31																																	x												35		101																																			
57265	IGRA	IGRA		IGRA			32.383	111.667	91.0														1973-01-01	1980-12-31																																	x												35		101																																			
57290	IGRA	IGRA		IGRA			32.967	114.050	85.0														1973-01-01	1996-12-31																																	x												35		101																																			
57297	IGRA	IGRA		IGRA			32.133	114.050	115.0														1973-01-01	1989-12-31																																	x												35		101																																			
57328	IGRA	IGRA		IGRA			31.217	107.500	342.0														1960-01-01	2002-12-31																																	x												35		101																																			
57411	IGRA	IGRA		IGRA			30.800	106.083	310.0														1972-01-01	1983-12-31																																	x												35		101																																			
57447	IGRA	IGRA		IGRA			30.283	109.467	458.0														1959-01-01	2019-12-31																																	x												35		101																																			
57461	IGRA	IGRA		IGRA			30.733	111.367	257.7														1956-01-01	2019-12-31																																	x												35		101																																			
57494	IGRA	IGRA		IGRA			30.600	114.050	24.0														1946-01-01	2019-12-31																																	x												35		101																																			
57516	IGRA	IGRA		IGRA			29.600	106.400	541.1														1957-01-01	2019-12-31																																	x												35		101																																			
57584	IGRA	IGRA		IGRA			29.383	113.083	52.0														1973-01-01	1987-12-31																																	x												35		101																																			
57633	IGRA	IGRA		IGRA			28.833	108.767	665.0														1980-01-01	1981-12-31																																	x												35		101																																			
57662	IGRA	IGRA		IGRA			29.050	111.683	35.0														1973-01-01	1987-12-31																																	x												35		101																																			
57679	IGRA	IGRA		IGRA			28.200	113.083	46.0														1956-01-01	2018-12-31																																	x												35		101																																			
57707	IGRA	IGRA		IGRA			27.300	105.233	1511.0														1973-01-01	1986-12-31																																	x												35		101																																			
57731	IGRA	IGRA		IGRA			27.950	108.250	418.0														1973-01-01	1987-12-31																																	x												35		101																																			
57749	IGRA	IGRA		IGRA			27.567	110.000	261.0														1956-01-01	2019-12-31																																	x												35		101																																			
57799	IGRA	IGRA		IGRA			27.117	114.967	78.0														1973-01-01	1987-12-31																																	x												35		101																																			
57816	IGRA	IGRA		IGRA			26.483	106.650	1223.0														1956-01-01	2019-12-31																																	x												35		101																																			
57902	IGRA	IGRA		IGRA			25.433	105.183	1379.0														1973-01-01	1989-12-31																																	x												35		101																																			
57916	IGRA	IGRA		IGRA			25.433	106.767	441.0														1973-01-01	1987-12-31																																	x												35		101																																			
57932	IGRA	IGRA		IGRA			25.967	108.533	287.0														1973-01-01	1987-12-31																																	x												35		101																																			
57957	IGRA	IGRA		IGRA			25.333	110.300	166.0														1957-01-01	2019-12-31																																	x												35		101																																			
57972	IGRA	IGRA		IGRA			25.735	112.974	368.8														1956-01-01	2019-12-31																																	x												35		101																																			
57993	IGRA	IGRA		IGRA			25.867	115.000	134.0														1956-01-01	2019-12-31																																	x												35		101																																			
58027	IGRA	IGRA		IGRA			34.283	117.150	42.0														1956-01-01	2019-12-31																																	x												35		101																																			
58040	IGRA	IGRA		IGRA			34.850	119.133	10.0														1973-01-01	1987-12-31																																	x												35		101																																			
58150	IGRA	IGRA		IGRA			33.750	120.300	3.0														1964-01-01	2019-12-31																																	x												35		101																																			
58203	IGRA	IGRA		IGRA			32.867	115.733	33.0														1957-01-01	2019-12-31																																	x												35		101																																			
58238	IGRA	IGRA		IGRA			31.933	118.900	32.0														1930-01-01	2019-12-31																																	x												35		101																																			
58321	IGRA	IGRA		IGRA			31.867	117.233	36.0														1960-01-01	1987-12-31																																	x												35		101																																			
58362	IGRA	IGRA		IGRA			31.417	121.450	9.0														1956-01-01	2019-12-31																																	x												35		101																																			
58424	IGRA	IGRA		IGRA			30.617	116.967	62.0														1960-01-01	2019-12-31																																	x												35		101																																			
58457	IGRA	IGRA		IGRA			30.233	120.167	43.0														1960-01-01	2019-12-31																																	x												35		101																																			
58477	IGRA	IGRA		IGRA			30.033	122.117	37.0														1973-01-01	1985-12-31																																	x												35		101																																			
58527	IGRA	IGRA		IGRA			29.300	117.200	60.0														1973-01-01	1987-12-31																																	x												35		101																																			
58606	IGRA	IGRA		IGRA			28.600	115.917	50.0														1957-01-01	2019-12-31																																	x												35		101																																			
58633	IGRA	IGRA		IGRA			28.967	118.867	82.9														1956-01-01	2019-12-31																																	x												35		101																																			
58665	IGRA	IGRA		IGRA			28.617	121.417	2.0														1991-01-01	2019-12-31																																	x												35		101																																			
58666	IGRA	IGRA		IGRA			28.450	121.883	84.0														1958-01-01	1991-12-31																																	x												35		101																																			
58725	IGRA	IGRA		IGRA			27.333	117.467	219.0														1958-01-01	2019-12-31																																	x												35		101																																			
58754	IGRA	IGRA		IGRA			27.333	120.200	38.0														1973-01-01	1987-12-31																																	x												35		101																																			
58847	IGRA	IGRA		IGRA			26.083	119.283	85.0														1956-01-01	2019-12-31																																	x												35		101																																			
58911	IGRA	IGRA		IGRA			25.850	116.367	311.0														1973-01-01	1987-12-31																																	x												35		101																																			
58944	IGRA	IGRA		IGRA			25.517	119.783	31.0														1973-01-01	1987-12-31																																	x												35		101																																			
59007	IGRA	IGRA		IGRA			24.067	105.067	1251.0														1973-01-01	1987-12-31																																	x												35		101																																			
59023	IGRA	IGRA		IGRA			24.700	108.033	261.0														1973-01-01	2019-12-31																																	x												35		101																																			
59046	IGRA	IGRA		IGRA			24.350	109.400	97.0														1973-01-01	1987-12-31																																	x												35		101																																			
59082	IGRA	IGRA		IGRA			24.833	113.500	87.0														1958-01-01	1961-12-31																																	x												35		101																																			
59096	IGRA	IGRA		IGRA			24.367	114.483	214.0														1967-01-01	2002-12-31																																	x												35		101																																			
59134	IGRA	IGRA		IGRA			24.483	118.083	139.0														1958-01-01	2019-12-31																																	x												35		101																																			
59137	IGRA	IGRA		IGRA			24.300	118.083	12.0														1960-01-01	1960-12-31																																	x												35		101																																			
59211	IGRA	IGRA		IGRA			23.900	106.600	177.0														1957-01-01	2019-12-31																																	x												35		101																																			
59265	IGRA	IGRA		IGRA			23.483	111.300	120.0														1957-01-01	2019-12-31																																	x												35		101																																			
59280	IGRA	IGRA		IGRA			23.700	113.083	78.0														1997-01-01	2019-12-31																																	x												35		101																																			
59287	IGRA	IGRA		IGRA			23.217	113.483	71.0														1956-01-01	1995-12-31																																	x												35		101																																			
59293	IGRA	IGRA		IGRA			23.800	114.733	61.0														2015-01-01	2019-12-31																																	x												35		101																																			
59316	IGRA	IGRA		IGRA			23.350	116.667	4.0														1957-01-01	2019-12-31																																	x												35		101																																			
59417	IGRA	IGRA		IGRA			22.367	106.750	129.0														1973-01-01	1987-12-31																																	x												35		101																																			
59431	IGRA	IGRA		IGRA			22.633	108.217	126.0														1956-01-01	2019-12-31																																	x												35		101																																			
59501	IGRA	IGRA		IGRA			22.783	115.367	5.0														1973-01-01	1989-12-31																																	x												35		101																																			
59644	IGRA	IGRA		IGRA			21.483	109.100	16.0														1973-01-01	2015-12-31																																	x												35		101																																			
59658	IGRA	IGRA		IGRA			21.217	110.400	28.0														1973-01-01	1987-12-31																																	x												35		101																																			
59663	IGRA	IGRA		IGRA			21.833	111.967	91.0														1966-01-01	2019-12-31																																	x												35		101																																			
59758	IGRA	IGRA		IGRA			20.000	110.250	64.0														1956-01-01	2019-12-31																																	x												35		101																																			
59838	IGRA	IGRA		IGRA			19.100	108.617	8.0														1973-01-01	1990-12-31																																	x												35		101																																			
59948	IGRA	IGRA		IGRA			18.217	109.583	420.0														1973-01-01	2019-12-31																																	x												35		101																																			
03995	IGRA	IGRA		IGRA			46.220	122.050	274.0														1957-01-01	1960-12-31																																	x												35		101																																			
04856	IGRA	IGRA		IGRA			39.900	116.470	64.0														1932-01-01	1935-12-31																																	x												35		101																																			
04858	IGRA	IGRA		IGRA			34.250	108.930	400.0														1934-01-01	1935-12-31																																	x												35		101																																			
85442	IGRA	IGRA		IGRA			-23.450	-70.441	113.0														1957-01-01	2019-12-31																																	x												35		101																																			
85469	IGRA	IGRA		IGRA			-27.161	-109.427	172.0														1966-01-01	2019-12-31																																	x												35		101																																			
85543	IGRA	IGRA		IGRA			-32.780	-71.510	8.0														1957-01-01	1999-12-31																																	x												35		101																																			
85586	IGRA	IGRA		IGRA			-33.655	-71.614	73.0														1999-01-01	2019-12-31																																	x												35		101																																			
85799	IGRA	IGRA		IGRA			-41.435	-73.097	84.0														1957-01-01	2019-12-31																																	x												35		101																																			
85934	IGRA	IGRA		IGRA			-53.003	-70.845	38.0														1975-01-01	2019-12-31																																	x												35		101																																			
