	file	kind	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
0	era5.1759.conv.6:100954	ORPHAN	0-20888-0-6:100954	 	1	6:100954	 	 	 	 	 	95.4	-28.5	 	19710720	19710720	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[85, 117]	 	 	 	 	 	 	 	 
1	era5.1759.conv.6:109310	ORPHAN	0-20888-0-6:109310	 	2	6:109310	 	 	 	 	 	-45.0	31.0	 	19720922	19720922	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85]	 	 	 	 	 	 	 	 
2	era5.1759.conv.6:102317	ORPHAN	0-20888-0-6:102317	 	3	6:102317	 	 	 	 	 	108.3	2.8	 	19720704	19720704	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[85, 117]	 	 	 	 	 	 	 	 
3	era5.1759.conv.6:102716	ORPHAN	0-20888-0-6:102716	 	4	6:102716	 	 	 	 	 	156.0	29.4	 	19720821	19720821	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85]	 	 	 	 	 	 	 	 
4	era5.1759.conv.6:104833	ORPHAN	0-20888-0-6:104833	 	5	6:104833	 	 	 	 	 	-34.9	43.7	 	19710529	19710529	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85, 106, 107]	 	 	 	 	 	 	 	 
5	era5.1759.conv.6:105555	ORPHAN	0-20888-0-6:105555	 	6	6:105555	 	 	 	 	 	165.1	-25.6	 	19710710	19710710	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85, 106, 107, 117]	 	 	 	 	 	 	 	 
6	era5.1759.conv.6:100203	ORPHAN	0-20888-0-6:100203	 	7	6:100203	 	 	 	 	 	-20.3	52.7	 	19711124	19711124	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85, 106, 107, 117]	 	 	 	 	 	 	 	 
7	era5.1759.conv.6:100154	ORPHAN	0-20888-0-6:100154	 	8	6:100154	 	 	 	 	 	-15.4	45.2	 	19710423	19710423	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85, 106, 107, 117]	 	 	 	 	 	 	 	 
8	era5.1759.conv.6:102933	ORPHAN	0-20888-0-6:102933	 	9	6:102933	 	 	 	 	 	-128.3	29.2	 	19730226	19730226	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85]	 	 	 	 	 	 	 	 
9	era5.1759.conv.6:100325	ORPHAN	0-20888-0-6:100325	 	10	6:100325	 	 	 	 	 	-32.5	62.2	 	19710614	19710614	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[38, 85, 106, 107, 117]	 	 	 	 	 	 	 	 
