	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	file
0	0-20400-0-5415	0	1	C:5415	3	De Quervain Havn			0	-50.37	69.78		19120803	19120810	1	0	63	NMS	0	None									[106, 107]							L.Haimberger	0	0.0		None	era5.3188.conv.C:5415
1	0-20000-0-20107	0	2	C:4707	3	BARENTSBURG			0	14.221111111111114	78.05555555555556		19350625	19350625	1	0	63	NMS	0	None									[85, 117]							L.Haimberger	0	0.9		None	era5.3188.conv.C:4707
2	0-20000-0-38064	0	3	C:5182	3	Tasboget AMS			0	65.52638888888889	44.768888888888895		19270615	19280316	1	0	63	NMS	0	Tasbuget									[106, 107, 117]							L.Haimberger	0	10.9		11.8	era5.3188.conv.C:5182
3	0-20000-0-71271	0	4	C:4878	3	ATHABASCA AGCM, ALTA			0	-113.38194444444444	54.63472222222222		19320901	19330720	1	0	63	NMS	0	Edmonton									[106, 107]							L.Haimberger	0	3.7		119.6	era5.3188.conv.C:4878
4	0-20000-0-62053	0	5	C:5052	3	BENINA			0	20.266666666666666	32.1		19260507	19281117	1	0	63	NMS	0	Benghazi									[106, 107, 117]							L.Haimberger	0	18.9		5.2	era5.3188.conv.C:5052
5	0-20000-0-62414	0	6	C:5774	3	ASSWAN			0	32.82	23.964444444444442		19071214	19090427	1	0	63	NMS	0	Aswan									[106, 107]							L.Haimberger	0	15.2		0.8	era5.3188.conv.C:5774
6	0-20400-0-4794	0	7	C:4794	3	Alauostari (Petsamo)			0	31.25	69.53		19370628	19370628	1	0	63	NMS	0	Zapolyarnyy									[38, 85, 117]							L.Haimberger	0	0.0		21.3	era5.3188.conv.C:4794
7	0-20000-0-67323	0	8	C:4813	3	INHAMBANE			0	35.38333333333333	-23.86666666666667		19081028	19081030	1	0	63	NMS	0	Inhambane									[38, 85, 106, 107]							L.Haimberger	0	0.8		0.6	era5.3188.conv.C:4813
8	0-20000-0-38457	0	9	C:5354	3	TASHKENT			0	69.3	41.333333333333336		19280302	19281117	1	0	63	NMS	0	Tashkent									[106, 107, 117]							L.Haimberger	0	0.4		4.4	era5.3188.conv.C:5354
9	0-20000-0-63894	0	10	C:4811	3	DAR ES SALAAM INT			0	39.2075	-6.876111111111111		19081011	19081124	1	0	63	NMS	0	Dar Es Salaam									[106, 107]							L.Haimberger	0	8.6		3.6	era5.3188.conv.C:4811
10	0-20000-0-72268	0	11	C:5306	3	ROSWELL/INDUSTRIAL AIR CENTER, NM			0	-104.53333333333332	33.3		19280315	19280315	1	0	63	NMS	0	Roswell									[38, 85, 117]							L.Haimberger	0	13.5		6.8	era5.3188.conv.C:5306
11	0-300-0-16768	0	12	C:5207	3	Leros (Airport)			0	26.80305555555556	37.1825		19270617	19281112	1	0	63	NMS	0	Kalimnos									[106, 107, 117]							L.Haimberger	0	9.7		21.0	era5.3188.conv.C:5207
12	0-20400-0-5559	0	13	C:5559	3	Shaibah (near Basrah)			0	47.0	30.5		19250921	19250921	1	0	63	NMS	0	Khorramshahr									[106, 107]							L.Haimberger	0	0.0		112.2	era5.3188.conv.C:5559
13	0-20400-0-4996	0	14	C:4996	3	Alexandrovsk			0	57.6	59.16		19310113	19310116	1	0	63	NMS	0	Aleksandrovsk									[85]							L.Haimberger	0	0.0		2.2	era5.3188.conv.C:4996
14	0-20000-0-63820	0	15	C:4814	3	MOMBASA INTERNATIONAL AIRPORT			0	39.56305555555555	-4.046388888888889		19080927	19081003	1	0	63	NMS	0	Mombasa									[106, 107]							L.Haimberger	0	11.9		0.4	era5.3188.conv.C:4814
15	0-20000-0-62680	0	16	C:4957	3	ATBARA			0	33.96666666666667	17.7		19540505	19540914	1	0	63	NMS	0	Barbar									[106, 107]							L.Haimberger	0	1.4		35.1	era5.3188.conv.C:4957
16	0-20000-0-40270	0	17	C:5037	3	AMMAN AIRPORT			0	35.98333333333333	31.98333333333333		19250124	19250124	1	0	63	NMS	0	Jawa									[106, 107, 117]							L.Haimberger	0	4.9		10.9	era5.3188.conv.C:5037
17	0-246-0-101636	0	18	C:5210	3	LIEKSA LAMPELA			0	30.04583333333333	63.321111111111115		19270613	19281113	1	0	63	NMS	0	Lieksa									[106, 107, 117]							L.Haimberger	0	22.8		24.2	era5.3188.conv.C:5210
18	0-20000-0-72777	0	19	C:5153	3	HAVRE/CITY COUNTY,  MT.			0	-109.76666666666668	48.55		19271015	19280317	1	0	63	NMS	0	Great Falls									[106, 107, 117]							L.Haimberger	0	6.4		168.0	era5.3188.conv.C:5153
19	0-20000-0-02562	0	20	C:5226	3	LINKOPING/MALMSLATT			0	15.525833333333335	58.398055555555565		19260507	19260507	1	0	63	NMS	0	Linkoping									[106, 107, 117]							L.Haimberger	0	2.5		5.7	era5.3188.conv.C:5226
20	0-20000-0-02562	0	21	C:6098	3	LINKOPING/MALMSLATT			0	15.525833333333335	58.398055555555565		19231119	19240828	1	0	63	NMS	0	Linkoping									[38, 85]							L.Haimberger	0	2.5		5.7	era5.3188.conv.C:6098
21	0-20000-0-96749	0	22	C:5487	3	JAKARTA/SOEKARNO-HATTA			0	106.65472222222223	-6.122222222222222		19100801	19100820	1	0	63	NMS	0	Jakarta									[38, 85]							L.Haimberger	0	20.4		0.6	era5.3188.conv.C:5487
22	0-20001-0-37259	0	23	C:5282	3	MAHACHKALA (37259-1)			0	47.5	43.0		19271018	19280310	1	0	63	NMS	0	Makhachkala									[106, 107]							L.Haimberger	0	2.2		0.4	era5.3188.conv.C:5282
23	0-20000-0-43476	0	24	C:5116	3	BANDARAWELA			0	80.98333333333333	6.833333333333332		19270613	19270618	1	0	63	NMS	0	Badulla									[106, 107]							L.Haimberger	0	4.0		22.1	era5.3188.conv.C:5116
24	0-20000-0-62375	0	25	C:5984	3	GIZA - AGRIMET			0	31.216666666666665	30.05		19510311	19520321	1	0	63	NMS	0	Madinat Sittah Uktubar									[85, 106, 107]							L.Haimberger	0	26.1		7.3	era5.3188.conv.C:5984
25	0-20000-0-72357	0	26	C:5261	3	NORMAN/MAX WESTHEIMER A, OK.			0	-97.43777777777778	35.18083333333333		19280315	19280316	1	0	63	NMS	0	Oklahoma City									[38, 85, 117]							L.Haimberger	0	29.5		5.2	era5.3188.conv.C:5261
26	0-20000-0-43476	0	27	C:4897	3	BANDARAWELA			0	80.98333333333333	6.833333333333332		19230612	19231020	1	0	63	NMS	0	Badulla									[106, 107]							L.Haimberger	0	2.1		20.1	era5.3188.conv.C:4897
27	0-20300-0-00073	0	28	C:4924	3	SLUTSK			0	30.45	59.68		19230104	19231017	1	0	63	NMS	0	Pavlovsk									[38, 85]							L.Haimberger	0	1.7		2.6	era5.3188.conv.C:4924
28	0-620-2001-08522	0	29	C:6125	3	FUNCHAL			0	-16.8925	32.6475		19350608	19350613	1	0	63	NMS	0	Funchal									[85]							L.Haimberger	0	0.8		1.8	era5.3188.conv.C:6125
29	0-20000-0-02966	0	30	C:5528	3	KOUVOLA UTTI AIRFIELD			0	26.948888888888888	60.89833333333333		19340803	19350813	1	0	63	NMS	0	Valkeala									[38, 85, 117]							L.Haimberger	0	2.3		12.1	era5.3188.conv.C:5528
30	0-20000-0-82900	0	31	C:5262	3	RECIFE (82900-0)			0	-34.916666666666664	-8.05		19280717	19281117	1	0	63	NMS	0	Olinda									[106, 107, 117]							L.Haimberger	0	8.1		0.4	era5.3188.conv.C:5262
31	0-20000-0-34523	0	32	C:5216	3	Luhansk			0	39.23388888888889	48.56555555555556		19271014	19271015	1	0	63	NMS	0	Krasnodon									[106, 107]							L.Haimberger	0	7.3		44.0	era5.3188.conv.C:5216
32	0-20300-0-21965	0	33	C:4718	3	OSTROV CHETYREKHSTOLBO			0	162.4	70.63		19361123	19361203	1	0	63	NMS	0	None									[85, 117]							L.Haimberger	0	0.0		None	era5.3188.conv.C:4718
33	0-246-0-101103	0	34	C:5512	3	KOKEMAKI TULKKILA			0	22.34611111111111	61.25305555555556		19350215	19350217	1	0	63	NMS	0	Vammala									[38, 85, 117]							L.Haimberger	0	16.8		22.8	era5.3188.conv.C:5512
34	0-20000-0-04219	0	35	C:5422	3	QEQERTARSUAQ HELIPORT			0	-53.53333333333333	69.25		19130310	19130529	1	0	63	NMS	0	None									[85]							L.Haimberger	0	2.3		None	era5.3188.conv.C:5422
35	0-20000-0-41533	0	36	C:5300	3	RISALPUR			0	71.98333333333333	34.06666666666667		19271021	19271027	1	0	63	NMS	0	Risalpur									[38, 85, 117]							L.Haimberger	0	0.5		1.4	era5.3188.conv.C:5300
36	0-20000-0-83649	0	37	C:5390	3	VITORIA (AERO)			0	-40.28333333333333	-20.266666666666666		19280717	19281117	1	0	63	NMS	0	Serra									[106, 107, 117]							L.Haimberger	0	10.8		5.9	era5.3188.conv.C:5390
37	0-20300-0-94937	0	38	C:5126	3	ELLENDALE			0	-98.5667	45.9833		19271014	19271015	1	0	63	NMS	0	Aberdeen									[38, 85, 117]							L.Haimberger	0	0.4		57.6	era5.3188.conv.C:5126
38	0-20000-0-41564	0	39	C:5185	3	KOHAT			0	71.43333333333334	33.56666666666667		19271015	19271015	1	0	63	NMS	0	Kohat									[38, 85, 117]							L.Haimberger	0	3.7		2.7	era5.3188.conv.C:5185
39	0-20000-0-21824	0	40	C:4767	3	TIKSI			0	128.91666666666666	71.58333333333333		19480312	19480424	1	0	63	NMS	0	None									[38, 85, 117]							L.Haimberger	0	0.4		None	era5.3188.conv.C:4767
40	0-20000-0-07747	0	41	C:8022	3	PERPIGNAN			0	2.8727777777777783	42.73722222222222		19230513	19231013	1	0	63	NMS	0	Perpignan									[106, 107]							L.Haimberger	0	4.1		1.1	era5.3188.conv.C:8022
41	0-20000-0-20292	0	42	C:4734	3	GMO IM.E.K. FEDOROVA			0	104.29194444444445	77.71305555555556		19380718	19380724	1	0	63	NMS	0	None									[85, 117]							L.Haimberger	0	0.8		None	era5.3188.conv.C:4734
42	0-20000-0-63820	0	43	C:4815	3	MOMBASA INTERNATIONAL AIRPORT			0	39.56305555555555	-4.046388888888889		19080930	19081003	1	0	63	NMS	0	Mombasa									[38, 85, 106, 107]							L.Haimberger	0	11.9		0.4	era5.3188.conv.C:4815
43	0-20000-0-45004	0	44	C:4905	3	KOWLOON (45004-0)			0	114.17277777777778	22.31194444444445		19230907	19231020	1	0	63	NMS	0	Shenzhen									[106, 107]							L.Haimberger	0	12.7		37.5	era5.3188.conv.C:4905
44	0-20000-0-28445	0	45	C:5347	3	EKATERINBURG (VERHNEE DUBROVO)			0	61.06666666666667	56.73333333333333		19250415	19250822	1	0	63	NMS	0	Yekaterinburg									[106, 107, 117]							L.Haimberger	0	28.8		2.7	era5.3188.conv.C:5347
45	0-20000-0-07024	0	46	C:5099	3	MAUPERTUS GONNEVILLE			0	-1.4636111111111108	49.65277777777778		19270613	19281114	1	0	63	NMS	0	Octeville									[106, 107]							L.Haimberger	0	13.7		0.6	era5.3188.conv.C:5099
46	0-20300-0-21965	0	47	C:4761	3	OSTROV CHETYREKHSTOLBO			0	162.4	70.63		19470619	19470619	1	0	63	NMS	0	None									[38, 39, 85, 117]							L.Haimberger	0	0.0		None	era5.3188.conv.C:4761
47	0-20000-0-07747	0	48	C:4347	3	PERPIGNAN			0	2.8727777777777783	42.73722222222222		19230513	19240727	1	0	63	NMS	0	Perpignan									[106, 107]							L.Haimberger	0	4.1		1.1	era5.3188.conv.C:4347
48	0-20000-0-66305	0	49	C:5971	3	LOBITO			0	13.533333333333333	-12.366666666666667		19521007	19521129	1	0	63	NMS	0	Catumbela									[106, 107]							L.Haimberger	0	0.5		7.0	era5.3188.conv.C:5971
49	0-20300-0-93871	0	50	C:4899	3	DUE WEST			0	-82.3667	34.35		19230212	19231108	1	0	63	NMS	0	Greenwood									[38, 85]							L.Haimberger	0	0.3		25.7	era5.3188.conv.C:4899
50	0-20000-0-83722	0	51	C:4879	3	BAURU AERO			0	-49.05	-22.33333333333333		19230612	19231019	1	0	63	NMS	0	Agudos									[106, 107]							L.Haimberger	0	16.0		0.4	era5.3188.conv.C:4879
