	file	kind	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
0	era5.1761.conv.2:26440	ORPHAN	0-20888-0-2:26440	 	1	2:26440	 	 	 	 	 	-142.67	63.38	 	19410602	19420329	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
1	era5.1761.conv.2:22513	ORPHAN	0-20888-0-2:22513	 	2	2:22513	 	 	 	 	 	-154.43	19.08	 	19290130	19350623	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
2	era5.1761.conv.9:1260	ORPHAN	0-20888-0-9:1260	 	3	9:1260	 	 	 	 	 	119.12	28.1	 	19570302	19591231	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
3	era5.1761.conv.9:3783	ORPHAN	0-20888-0-9:3783	 	4	9:3783	 	 	 	 	 	148.58	76.65	 	19570202	19570618	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[85, 117]	 	 	 	 	 	 	 	 
4	era5.1761.conv.2:13715	MATCHING_ID_NONMATCHING_COORD	0-20777-0-2:13715	 	5	2:13715	 	 	 	 	 	[-78.33, -78.33]	[39.83, 39.83]	 	19270130	19320922	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
5	era5.1761.conv.2:25610	ORPHAN	0-20888-0-2:25610	 	6	2:25610	 	 	 	 	 	-166.22	53.53	 	19430701	19450916	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
6	era5.1761.conv.9:1279	ORPHAN	0-20888-0-9:1279	 	7	9:1279	 	 	 	 	 	-14.73	-7.97	 	19441020	19461028	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
7	era5.1761.conv.2:22512	ORPHAN	0-20888-0-2:22512	 	8	2:22512	 	 	 	 	 	-156.03	21.37	 	19310831	19331220	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
8	era5.1761.conv.2:14718	ORPHAN	0-20888-0-2:14718	 	9	2:14718	 	 	 	 	 	-71.38	40.83	 	19440506	19440614	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[106, 107]	 	 	 	 	 	 	 	 
9	era5.1761.conv.9:4116	ORPHAN	0-20888-0-9:4116	 	10	9:4116	 	 	 	 	 	95.05	-72.13	 	19570701	19571119	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[85, 117]	 	 	 	 	 	 	 	 
