	file	kind	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
0	AYM00089009	MOBILE	0-20999-0-89009	 	1	89009	 	 	 	 	 	-0.0	-90.0	 	1961	2024	 	 	 	 	 	 	 	 	 	 	 	 	 	 	['85', '38', '106', '107']	 	 	 	 	 	 	 	 
1	ZZV00ASDK03	MOBILE	0-20999-0-SDK03	 	2	SDK03	 	 	 	 	 	nan	nan	 	2015	2017	 	 	 	 	 	 	 	 	 	 	 	 	 	 	['85', '38', '106', '107']	 	 	 	 	 	 	 	 
2	ZZV00ASES01	MOBILE	0-20999-0-SES01	 	3	SES01	 	 	 	 	 	nan	nan	 	2008	2017	 	 	 	 	 	 	 	 	 	 	 	 	 	 	['85', '38', '106', '107']	 	 	 	 	 	 	 	 
3	ZZV00ASEU01	MOBILE	0-20999-0-SEU01	 	4	SEU01	 	 	 	 	 	nan	nan	 	2006	2017	 	 	 	 	 	 	 	 	 	 	 	 	 	 	['85', '38', '106', '107']	 	 	 	 	 	 	 	 
4	ZZV00ASEU02	MOBILE	0-20999-0-SEU02	 	5	SEU02	 	 	 	 	 	nan	nan	 	2007	2017	 	 	 	 	 	 	 	 	 	 	 	 	 	 	['85', '38', '106', '107']	 	 	 	 	 	 	 	 
5	ZZV00ASEU03	MOBILE	0-20999-0-SEU03	 	6	SEU03	 	 	 	 	 	nan	nan	 	2007	2017	 	 	 	 	 	 	 	 	 	 	 	 	 	 	['85', '38', '106', '107']	 	 	 	 	 	 	 	 
6	ZZV00ASEU04	MOBILE	0-20999-0-SEU04	 	7	SEU04	 	 	 	 	 	nan	nan	 	2006	2017	 	 	 	 	 	 	 	 	 	 	 	 	 	 	['85', '38', '106', '107']	 	 	 	 	 	 	 	 
7	ZZV00ASEU05	MOBILE	0-20999-0-SEU05	 	8	SEU05	 	 	 	 	 	nan	nan	 	2006	2017	 	 	 	 	 	 	 	 	 	 	 	 	 	 	['85', '38', '106', '107']	 	 	 	 	 	 	 	 
8	ZZV00ASEU06	MOBILE	0-20999-0-SEU06	 	9	SEU06	 	 	 	 	 	nan	nan	 	2011	2017	 	 	 	 	 	 	 	 	 	 	 	 	 	 	['85', '38', '106', '107']	 	 	 	 	 	 	 	 
9	ZZV00ASGB01	MOBILE	0-20999-0-SGB01	 	10	SGB01	 	 	 	 	 	nan	nan	 	2007	2011	 	 	 	 	 	 	 	 	 	 	 	 	 	 	['85', '38', '106', '107']	 	 	 	 	 	 	 	 
10	ZZXUAICE002	MOBILE	0-20999-0-CE002	 	11	CE002	 	 	 	 	 	nan	nan	 	1950	1950	 	 	 	 	 	 	 	 	 	 	 	 	 	 	['85', '38', '106', '107']	 	 	 	 	 	 	 	 
11	ZZXUAICE003	MOBILE	0-20999-0-CE003	 	12	CE003	 	 	 	 	 	nan	nan	 	1954	1955	 	 	 	 	 	 	 	 	 	 	 	 	 	 	['85', '38', '106', '107']	 	 	 	 	 	 	 	 
