primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	station_configuration_code
[]	[]	0	00009	-1		[]	[]	0	-11.199999809265137	24.200000762939453	NA	1969-06-12	1969-06-12	1	0	63	NMS	[]	Atâr	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	-11.748173228672263	-10.65182638985801	23.700000762939453	24.700000762939453	S. Schroeder	0	13
0-20000-0-01001	5	1	[]	[]	JAN MAYEN (1001-0)	[]	[]	0	-8.670000076293945	70.94999694824219	NA	1957-09-01	1978-12-31	1	0	63	NMS	[]	Akureyri	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	-10.201894729548451	-7.1381054230394385	70.44999694824219	71.44999694824219	S. Schroeder	0	13
0-20000-0-01005	5	2	[]	[]	ISFJORD RADIO	[]	[]	0	13.630000114440918	78.06999969482422	NA	1957-09-19	1961-06-18	1	0	63	NMS	[]	Alta	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	11.211228610367051	16.048771618514785	77.56999969482422	78.56999969482422	S. Schroeder	0	13
0-20000-0-01020	5	3	[]	[]	KINNVIKA STATION	[]	[]	0	18.299999237060547	80.05001068115234	NA	1957-09-18	1958-08-15	1	0	63	NMS	[]	Alta	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	15.40628849357285	21.193709980548242	79.55001068115234	80.55001068115234	S. Schroeder	0	13
0-20000-0-01028	5	4	[]	[]	BJORNOYA (1028-0)	[]	[]	0	19.020000457763672	74.5199966430664	NA	1957-09-01	1978-12-31	1	0	63	NMS	[]	Alta	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	17.146654007644308	20.893346907883036	74.0199966430664	75.0199966430664	S. Schroeder	0	13
0-20000-0-01030	5	5	[]	[]	KISTEFJELL	[]	[]	0	19.020000457763672	69.69999694824219	NA	1957-09-01	1961-06-30	1	0	63	NMS	[]	Tromsø	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	17.578811217805043	20.4611896977223	69.19999694824219	70.19999694824219	S. Schroeder	0	13
0-20000-0-01152	5	6	[]	[]	BODO VI	[]	[]	0	14.369999885559082	67.2699966430664	NA	1957-09-01	1978-12-31	1	0	63	NMS	[]	Bodø	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	13.07596746676995	15.664032304348215	66.7699966430664	67.7699966430664	S. Schroeder	0	13
0-20000-0-01241	5	7	[]	[]	ORLAND III (1241-0)	[]	[]	0	9.399999618530273	63.70000076293945	NA	1959-01-01	1978-12-31	1	0	63	NMS	[]	Trondheim	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	8.271512766245504	10.528486470815043	63.20000076293945	64.20000076293945	S. Schroeder	0	13
0-20000-0-01384	5	8	[]	[]	OSLO/GARDERMOEN	[]	[]	0	11.079999923706055	60.20000076293945	NA	1957-09-01	1978-12-31	1	0	63	NMS	[]	Jessheim	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	10.073910971698304	12.086088875713806	59.70000076293945	60.70000076293945	S. Schroeder	0	13
0-20000-0-01415	5	9	[]	[]	STAVANGER/SOLA (1415-0)	[]	[]	0	5.630000114440918	58.880001068115234	NA	1957-09-01	1978-12-31	1	0	63	NMS	[]	Stavanger	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	4.662568084941885	6.597432143939951	58.380001068115234	59.380001068115234	S. Schroeder	0	13
0-20000-0-02057	5	10	[]	[]	LULEA-KALLAX (2186-0)	[]	[]	0	22.1299991607666	65.55001068115234	NA	1966-10-28	1977-06-30	1	0	63	NMS	[]	Luleå	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	20.92197446767535	23.33802385385785	65.05001068115234	66.05001068115234	S. Schroeder	0	13
0-20000-0-02062	5	11	[]	[]	OSTERSUND FROSON	[]	[]	0	14.5	63.18000030517578	NA	1957-09-01	1977-06-30	1	0	63	NMS	[]	Östersund	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	13.391817150483304	15.608182849516696	62.68000030517578	63.68000030517578	S. Schroeder	0	13
0-20000-0-02066	5	12	[]	[]	SUNDSVALL HARNOSAND (2365-0)	[]	[]	0	17.450000762939453	62.529998779296875	NA	1966-12-15	1977-06-30	1	0	63	NMS	[]	Timrå	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	16.36607013035555	18.533931395523357	62.029998779296875	63.029998779296875	S. Schroeder	0	13
0-20000-0-02077	5	13	[]	[]	STOCKHOLM/BROMMA	[]	[]	0	17.950000762939453	59.349998474121094	NA	1957-09-01	1977-06-30	1	0	63	NMS	[]	Solna	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	16.969209335226363	18.930792190652543	58.849998474121094	59.849998474121094	S. Schroeder	0	13
0-20000-0-02084	5	14	[]	[]	GOTEBORG, SOL	[]	[]	0	11.779999732971191	57.720001220703125	NA	1957-09-01	1977-06-30	1	0	63	NMS	[]	Göteborg	NA	NA	0	63	29	1	NA	NA	[111, 112, 1, 2, 59, 29]	NA	[]	10.843770512214233	12.71622895372815	57.220001220703125	58.220001220703125	S. Schroeder	0	13
