	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	file
0	0-20300-0-99016	0	1	['6:100161']	3	OCEAN WEATHER SHIP K			0	-16.0	45.0		19710417	19711109	1	0	63	NMS		None									[38, 85, 106, 107, 117]							L.Haimberger	0	23.6		None	era5.1759.conv.6:100161
1	0-20300-0-99015	0	2	['6:100197']	3	OCEAN WEATHER SHIP J			0	-20.0	52.5		19710521	19710521	1	0	63	NMS		None									[38, 85, 106, 107, 117]							L.Haimberger	0	23.2		None	era5.1759.conv.6:100197
2	0-20000-0-29122	0	3	['1:29122']	3	KARGASOK			0	80.85	59.07		19650902	19670316	1	0	63	NMS	190	Kolpashevo									[106, 107]							L.Haimberger	0	6.2		140.2	era5.1759.conv.1:29122
3	0-20000-0-67441	0	4	['1:67441']	3	MWINILUNGA			0	24.43	-11.75		19701007	19701216	1	0	63	NMS	247	Mwinilunga									[106, 107]							L.Haimberger	0	0.0		1.9	era5.1759.conv.1:67441
4	0-20000-0-31174	0	5	['1:31174']	3	BOL'SHOJ SHANTAR			0	137.53	54.83		19620606	19621010	1	0	63	NMS	190	Nikolayevsk-Na-Amure									[106, 107]							L.Haimberger	0	3.9		281.1	era5.1759.conv.1:31174
5	0-20500-0-17503	0	6	['2:17503']	3	CAMP TUTO SITE 2			0	-55.93	76.98		19580706	19580829	1	0	63	NMS	83	None									[106, 107]							L.Haimberger	0	3.5	17095.9	None	era5.1759.conv.2:17503
6	0-20000-0-67765	0	7	['1:67765']	3	KAROI			0	29.62	-16.83		19710810	19720423	1	0	63	NMS	248	Karoi									[106, 107]							L.Haimberger	0	1.1		8.0	era5.1759.conv.1:67765
7	0-20500-0-26105	0	8	['2:26105']	3	MILLS LAKE			0	-117.37	61.25		19440510	19440815	1	0	63	NMS	37	Yellowknife									[106, 107]							L.Haimberger	0	67.6	13587.1	262.0	era5.1759.conv.2:26105
8	0-20500-0-25505	0	9	['2:25505']	3	CHIRIKOF NS			0	-154.42	55.92		19450501	19451031	1	0	63	NMS		None									[106, 107]							L.Haimberger	0	72.5	12399.8	None	era5.1759.conv.2:25505
9	0-20000-0-16101	0	10	['2:16101']	3	VENEZIA LIDO			0	12.38	45.43		19440206	19440731	1	0	63	NMS		Akureyri									[106, 107]							L.Haimberger	0	2903.5		1.0	era5.1759.conv.2:16101
