	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
0		0	1	['2:26106']	1				0						1	0	63			Yellowknife									[106, 107]							L.Haimberger	0
1		0	2	['2:26201']	1				0						1	0	63			None									[106, 107]							L.Haimberger	0
2		0	3	['9:479']	1				0						1	0	63			Takoradi									[106, 107]							L.Haimberger	0
3	0-20000-0-16101	0	4	['2:16101']	1	VENEZIA LIDO			0	12.38	45.43				1	0	63			Akureyri									[106, 107]							L.Haimberger	0
4		0	5	['9:1415']	1				0						1	0	63			Lanzhou									[106, 107]							L.Haimberger	0
5	0-20000-0-91246	0	6	['2:41602']	1	WAKE ISLAND WQ, WAKE ISLAND AIRFIELD ARPT			0	166.64	19.28				1	0	63			None									[106, 107]							L.Haimberger	0
6		0	7	['2:45710']	1				0						1	0	63			None									[106, 107]							L.Haimberger	0
7		0	8	['2:21502']	1				0						1	0	63			Hilo									[106, 107]							L.Haimberger	0
8		0	9	['2:16408']	1				0						1	0	63			None									[106, 107]							L.Haimberger	0
9		0	10	['2:45703']	1				0						1	0	63			None									[106, 107]							L.Haimberger	0
10	0-20000-0-31736	0	11	['2:44301']	1	HABAROVSK (31736-0)			0	135.23	48.53				1	0	63			Khabarovsk									[106, 107]							L.Haimberger	0
11	0-20000-0-04219	0	12	['2:16505']	1	QEQERTARSUAQ HELIPORT			0	-53.53	69.25				1	0	63			None									[106, 107]							L.Haimberger	0
12	0-20001-0-51463	0	13	['9:1405']	1	WU LU MU QI (51463-1)			0	87.62	43.78				1	0	63			Urumqi									[106, 107]							L.Haimberger	0
13	0-20000-0-43001	0	14	['2:43001']	1	DAHANU			0	72.72	19.97				1	0	63			Huayang									[106, 107]							L.Haimberger	0
14	0-20000-0-41301	0	15	['2:41301']	1	HAIMA			0	56.38	20.06				1	0	63			None									[106, 107]							L.Haimberger	0
15	0-620-3001-08508	0	16	['2:13204']	1	LAJES (ACORES) (8508-0)			0	-27.09	38.77				1	0	63			Angra									[106, 107]							L.Haimberger	0
16	0-20000-0-91212	0	17	['2:41411']	1	WEATHER FORECAST OFFICE, GUAM, MARIANA IS.			0	144.79	13.48				1	0	63			None									[106, 107]							L.Haimberger	0
17	0-20000-0-43226	0	18	['2:43226']	1	BAENGNYEONGDO			0	124.71	37.97				1	0	63			Seoul									[106, 107]							L.Haimberger	0
18	0-20000-0-02832	0	19	['9:4171']	1	TOHMAJARVI KEMIE			0	30.35	62.24				1	0	63			Joensuu									[85, 117]							L.Haimberger	0
19	0-20000-0-43243	0	20	['2:43243']	1	KAVALI			0	80.0	14.92				1	0	63			Seoul									[106, 107]							L.Haimberger	0
20	0-20000-0-61903	0	21	['2:51004']	1	ST. HELENA IS.			0	-5.67	-15.94				1	0	63			None									[106, 107]							L.Haimberger	0
