	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	file
0	0-20300-0-99009	0	1	6:100411	3	OCEAN WEATHER SHIP D			0	-41.0	44.0		19710519	19710519	1	0	63	NMS	37	None									[38, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	13.7		None	era5.conv._6:100411
1	0-20300-0-99014	0	2	6:100194	3	OCEAN WEATHER SHIP I			0	-19.0	59.0		19710529	19710731	1	0	63	NMS	108	None									[38, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	25.5		None	era5.conv._6:100194
2	0-20300-0-71968	0	3	1:72968	3	AKLAVIK			0	-135.0	68.23		19540101	19560213	1	0	63	NMS	37	None									[38, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	0.0		None	era5.conv._1:72968
3	0-20000-0-91690	0	4	91690	3	LAUTHALA BAY			0	178.45	-18.15		19690309	19710813	1	0	63	NMS	70	None									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	0.0		None	era5.conv._91690
4	0-20500-0-82409	0	5	82409	3	RICHMOND			0	143.38	-20.92		19640602	19640720	1	0	63	NMS	13	Townsville									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	0.0		402.3	era5.conv._82409
5	0-20500-0-80518	0	6	80518	3	LOSUIA FLT J			0	151.07	-8.53		19630513	19631014	1	0	63	NMS	175	Alotau									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	0.0		208.5	era5.conv._80518
6	0-20000-0-96581	0	7	96583	3	PONTIANAK/SUPADIO			0	109.4	-0.15		19570901	19581231	1	0	63	NMS	100	Pontianak									[104, 105, 106, 107, 117]							L.Haimberger	0	18.3		3.7	era5.conv._96583
7	0-20000-0-63450	0	8	2:30302	3	ADDIS ABABA-BOLE			0	38.75	9.033333333333333		19650603	19670222	1	0	63	NMS	68	Addis Abeba									[38, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	4.3		3.4	era5.conv._2:30302
8	0-20000-0-62680	0	9	C:4957	3	ATBARA			0	33.96666666666667	17.7		19530502	19550401	1	0	63	NMS	195	Barbar									[104, 105, 106, 107]							L.Haimberger	0	1.4		35.1	era5.conv._C:4957
9	0-20000-0-68024	0	10	68024	3	GHANZI			0	21.65	-21.7		19730704	19740320	1	0	63	NMS	34	Ghanzi									[104, 105, 106, 107, 117]							L.Haimberger	0	3.0		17.2	era5.conv._68024
10	0-20000-0-74630	0	11	1:74630	3	STALLION AAF, NM			0	-106.66666666666669	33.81666666666667		19560119	19610127	1	0	63	NMS	231	Los Lunas									[85, 117]							L.Haimberger	0	1.9		111.8	era5.conv._1:74630
11	0-20500-0-88701	0	12	2:88701	3	LIV			0	175.75	-83.28		19571113	19581010	1	0	63	NMS	9	None									[104, 105, 106, 107]							L.Haimberger	0	0.0		None	era5.conv._2:88701
12	0-20300-0-99015	0	13	6:100197	3	OCEAN WEATHER SHIP J			0	-20.0	52.5		19710521	19710521	1	0	63	NMS	101	None									[38, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	23.2		None	era5.conv._6:100197
13	0-20000-0-35746	0	14	C:4604	3	ARAL TENIZI			0	61.66	46.78		19541019	19550422	1	0	63	NMS	124	Dzhusaly									[38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	17.8		226.1	era5.conv._C:4604
14	0-20300-0-W5331	0	15	65333	3	TCHAOUROU			0	2.6	8.8667		19640109	19641228	1	0	63	NMS	25	Tchaourou									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	7.4		9.2	era5.conv._65333
15	0-20000-0-87828	0	16	1:87828	3	TRELEW AERO			0	-65.28222222222222	-43.20888888888889		19500310	19570824	1	0	63	NMS	10	Trelew									[38, 104, 105, 106, 107]							L.Haimberger	0	3.9		2.3	era5.conv._1:87828
16	0-20000-0-35188	0	17	1:35188	3	ASTANA			0	71.39416666666669	51.17027777777778		19550102	19771130	1	0	63	NMS	124	Astana									[38, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	4.8		7.0	era5.conv._1:35188
