	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
0	0-20400-0-5415	0	1	['C:5415']	3	De Quervain Havn			0	-50.37	69.78		19120803	19120810	1	0	63	NMS		None									[106, 107]							L.Haimberger	0
1	0-20000-0-20107	0	2	['C:4707']	3	BARENTSBURG			0	14.22	78.06		19350625	19350625	1	0	63	NMS	104	None									[85, 117]							L.Haimberger	0
2	0-20500-0-4794	0	3	['C:4794']	3	HIGH WATER			0	-71.53	45.03		19370628	19370628	1	0	63	NMS	9	Zapolyarnyy									[38, 85, 117]							L.Haimberger	0
3	0-20400-0-4996	0	4	['C:4996']	3	Alexandrovsk			0	57.6	59.16		19310113	19310116	1	0	63	NMS	190	Aleksandrovsk									[85]							L.Haimberger	0
4	0-20000-0-62414	0	5	['C:5774']	3	ASSWAN			0	32.82	23.96		19071214	19090427	1	0	63	NMS		Aswan									[106, 107]							L.Haimberger	0
5	0-20000-0-62053	0	6	['C:5052']	3	BENINA			0	20.27	32.1		19260507	19281117	1	0	63	NMS	195	Benghazi									[106, 107, 117]							L.Haimberger	0
6	0-20000-0-71271	0	7	['C:4878']	3	ATHABASCA AGCM, ALTA			0	-113.38	54.63		19320901	19330720	1	0	63	NMS		Edmonton									[106, 107]							L.Haimberger	0
7	0-20000-0-67323	0	8	['C:4813']	3	INHAMBANE			0	35.38	-23.87		19081028	19081030	1	0	63	NMS		Inhambane									[38, 85, 106, 107]							L.Haimberger	0
8	0-20000-0-38064	0	9	['C:5182']	3	Tasboget AMS			0	65.53	44.77		19270615	19280316	1	0	63	NMS	190	Tasbuget									[106, 107, 117]							L.Haimberger	0
9	0-20000-0-43476	0	10	['C:4897']	3	BANDARAWELA			0	80.98	6.83		19230612	19231020	1	0	63	NMS		Badulla									[106, 107]							L.Haimberger	0
10	0-20001-0-37259	0	11	['C:5282']	3	MAHACHKALA (37259-1)			0	47.5	43.0		19271018	19280310	1	0	63	NMS	190	Makhachkala									[106, 107]							L.Haimberger	0
11	0-20400-0-5559	0	12	['C:5559']	3	Shaibah (near Basrah)			0	47.0	30.5		19250921	19250921	1	0	63	NMS	228	Khorramshahr									[106, 107]							L.Haimberger	0
12	0-20000-0-62680	0	13	['C:4957']	3	ATBARA			0	33.97	17.7		19540505	19540914	1	0	63	NMS		Barbar									[106, 107]							L.Haimberger	0
13	0-20000-0-38457	0	14	['C:5354']	3	TASHKENT			0	69.3	41.33		19280302	19281117	1	0	63	NMS		Tashkent									[106, 107, 117]							L.Haimberger	0
14	0-20000-0-72268	0	15	['C:5306']	3	ROSWELL/INDUSTRIAL AIR CENTER, NM			0	-104.53	33.3		19280315	19280315	1	0	63	NMS		Roswell									[38, 85, 117]							L.Haimberger	0
15	0-20000-0-40270	0	16	['C:5037']	3	AMMAN AIRPORT			0	35.98	31.98		19250124	19250124	1	0	63	NMS		Jawa									[106, 107, 117]							L.Haimberger	0
16	0-20000-0-63894	0	17	['C:4811']	3	DAR ES SALAAM INT			0	39.21	-6.88		19081011	19081124	1	0	63	NMS	67	Dar Es Salaam									[106, 107]							L.Haimberger	0
