	primary_id	primary_id_scheme	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
2797	0-20000-0-64500	0	1:64500,64500	1	LIBREVILLE			0	9.42	0.45		19630709	20210429	1	0	63			Libreville									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2798	0-20000-0-64501	0	1:64501,64501	1	PORT-GENTIL			0	8.75	-0.7		19660510	20050303	1	0	63			Port-Gentil									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2799	0-20000-0-64503	0	64503,64521	1	MAYUMBA			0	10.65	-3.42		19811006	19911114	1	0	63			Tchibanga									104,105,106,107,117							L.Haimberger	0
2800	0-20000-0-64507	0	64507	1	TCHIBANGA			0	11.02	-2.85		19740728	19740822	1	0	63			Tchibanga									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2801	0-20000-0-64510	0	1:64510,64510	1	BITAM			0	11.48	2.08		19641002	20040513	1	0	63			Bitam									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2802	0-20000-0-64550	0	64550	1	MOUILA			0	11.02	-1.87		19740822	20160430	1	0	63			Mouila									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2803	0-20000-0-64556	0	64556	1	MAKOKOU			0	12.87	0.57		19880916	19880916	1	0	63			Makokou									104,105,106,107,117							L.Haimberger	0
2804	0-20000-0-64560	0	64560	1	LASTOURVILLE			0	12.72	-0.83		19740808	19900430	1	0	63			Koulamoutou									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2805	0-20000-0-64570	0	1:64565,64565	1	MVENGUE			0	13.43	-1.65		19661119	19920819	1	0	63			Moanda									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2806	0-20000-0-64600	0	1:64600,64600	1	BERBERATI			0	15.8	4.25		19630709	20100523	1	0	63			Berberati									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2807	0-20000-0-64601	0	1:64601,64601	1	BOUAR			0	15.63	5.97		19630706	19941208	1	0	63			Bouar									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2808	0-20000-0-64605	0	64605	1	BOSSEMBELE			0	17.63	5.27		19790911	19960906	1	0	63			Bossembele									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2809	0-20000-0-64610	0	1:64610,64610	1	BOSSANGOA			0	17.43	6.48		19630701	19960618	1	0	63			Bossangoa									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2810	0-20000-0-64650	0	1:64650,64650	1	BANGUI			0	18.52	4.4		19520805	20200106	1	0	63			Bangui									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2811	0-20000-0-64654	0	1:64654,64654	1	N'DELE			0	20.65	8.4		19630701	20041128	1	0	63			Ndele									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2812	0-20000-0-64655	0	64655	1	BRIA			0	21.98	6.53		19740714	19930605	1	0	63			Bria									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2813	0-20000-0-64656	0	1:64656,64656	1	BANGASSOU			0	22.83	4.73		19630902	20010831	1	0	63			Bangassou									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2814	0-20000-0-64658	0	64658	1	BIRAO			0	22.78	10.28		19790724	19960320	1	0	63			Birao									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2815	0-20000-0-64659	0	64659	1	OBO			0	26.5	5.4		19740712	20040225	1	0	63			Obo									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2816	0-20000-0-64660	0	64660	1	BAMBARI			0	20.65	5.85		19861230	19870124	1	0	63			Bambari									104,105,106,107,117							L.Haimberger	0
2817	0-20000-0-64665	0	64665	1	MOBAYE			0	21.18	4.32		19920709	20000118	1	0	63			Mobaye									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2818	0-20000-0-64700	0	1:64700,64700,9:648	1	NDJAMENA			0	15.03	12.13		19500101	20210430	1	0	63			Kousseri									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2819	0-20000-0-64701	0	64701	1	MAO			0	15.32	14.12		19740817	19911127	1	0	63			Mao									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2820	0-20000-0-64705	0	1:64705,64705	1	BOUSSO			0	16.72	10.48		19740620	20121220	1	0	63			Bousso									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2821	0-20000-0-64706	0	64706	1	MOUNDOU			0	16.07	8.57		19930608	19930608	1	0	63			Moundou									104,105,106,107,117							L.Haimberger	0
2822	0-20000-0-64707	0	64707	1	MOUSSORO			0	16.5	13.65		19740724	19740724	1	0	63			Moussoro									104,105,106,107,117							L.Haimberger	0
2823	0-20000-0-64708	0	64708	1	BOKORO			0	17.05	12.38		19740614	19931221	1	0	63			Bokoro									104,105,106,107,117							L.Haimberger	0
2824	0-20000-0-64709	0	64709	1	PALA			0	14.97	9.37		19740614	19740614	1	0	63			Pala									104,105,106,107,117							L.Haimberger	0
2825	0-20000-0-64750	0	1:64750,64750	1	SARH			0	18.38	9.15		19611101	20180503	1	0	63			Sarh									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2826	0-20000-0-64751	0	64751	1	ATI			0	18.32	13.22		19740623	19930928	1	0	63			Ati									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2827	0-20000-0-64753	0	1:64753,64753	1	FAYA			0	19.17	18.0		19630701	19870716	1	0	63			Faya									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2828	0-20000-0-64754	0	64754	1	AM-TIMAN			0	20.28	11.03		19740623	19740919	1	0	63			Am Timan									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2829	0-20000-0-64755	0	64755	1	GOZ-BEIDA			0	21.42	12.23		19880524	19930926	1	0	63			Adre									104,105,106,107,117							L.Haimberger	0
2830	0-20000-0-64756	0	1:64756,64756	1	ABECHE			0	20.85	13.85		19630703	19920306	1	0	63			Abeche									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2831	0-20000-0-64757	0	64757	1	FADA			0	21.55	17.17		19740730	19740730	1	0	63			Faya									104,105,106,107,117							L.Haimberger	0
2832	0-20000-0-64758	0	64758	1	MONGO			0	18.68	12.18		19920125	20160308	1	0	63			Mongo									104,105,106,107,117							L.Haimberger	0
2833	0-20000-0-64810	0	64810	1	MALABO			0	8.77	3.75		19740627	20200601	1	0	63			Malabo									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2834	0-20000-0-64860	0	1:64860,60894,64860,C:5569	1	GAROUA			0	13.38	9.33		19530801	20180318	1	0	63			Garoua									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2835	0-20000-0-64870	0	1:64870,60854,64870	1	NGAOUNDERE			0	13.57	7.35		19630701	20210120	1	0	63			Ngaoundere									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2836	0-20000-0-64880	0	64880	1	BANYO			0	11.82	6.78		19810306	19930608	1	0	63			Banyo									104,105,106,107,117							L.Haimberger	0
2837	0-20000-0-64890	0	64890	1	MAMFE			0	9.28	5.72		19800817	19930707	1	0	63			Ikom									104,105,106,107,117							L.Haimberger	0
2838	0-20000-0-64893	0	1:64893,64893,C:5570	1	KOUNDJA			0	10.75	5.65		19530801	19950503	1	0	63			Foumban,Foumbot									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2839	0-20000-0-64900	0	1:64900,64900	1	YOKO			0	12.37	5.55		19631101	20031106	1	0	63			Nanga Eboko									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2840	0-20000-0-64901	0	64901	1	BETARE-OYA			0	14.07	5.6		19740627	19870718	1	0	63			Betare Oya									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2841	0-20000-0-64911	0	1:64911,64911	1	NKONGSAMBA			0	9.93	4.95		19740911	20070703	1	0	63			Nkongsamba									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2842	0-20000-0-64920	0	64920	1	BAFIA			0	11.25	4.73		19740603	19980704	1	0	63			Bafia									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2843	0-20000-0-64931	0	1:64931,64931,C:5568	1	BATOURI			0	14.37	4.47		19530801	19940629	1	0	63			Batouri									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2844	0-20000-0-64950	0	1:64950,64950,C:5571	1	YAOUNDE			0	11.52	3.83		19530801	19931123	1	0	63			Yaounde									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2845	0-20000-0-64960	0	64960	1	ABONG-MBANG			0	13.2	3.97		19791120	19890814	1	0	63			Abong Mbang									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2846	0-20000-0-64971	0	64971	1	KRIBI			0	9.9	2.95		19740904	19880831	1	0	63			Kribi									104,105,106,107,117							L.Haimberger	0
2847	0-20000-0-65001	0	65001	1	YELWA			0	4.75	10.88		19840415	19860415	1	0	63			Kontagora									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2848	0-20000-0-65010	0	65010	1	SOKOTO			0	5.25	13.02		19740715	19850630	1	0	63			Sokoto									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2849	0-20000-0-65015	0	65015	1	GUSAU			0	6.7	12.17		20020518	20020518	1	0	63			Gusau									104,105,106,107,117							L.Haimberger	0
2850	0-20000-0-65019	0	C:5500	1	KADUNA			0	7.45	10.6		19320811	19330608	1	0	63			Kaduna									106,107							L.Haimberger	0
2851	0-20000-0-65028	0	65028	1	KATSINA			0	7.68	13.02		19740620	19800318	1	0	63			Katsina									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2852	0-20000-0-65046	0	1:65046,2:31001,65046	1	KANO			0	8.53	12.05		19430503	20210429	1	0	63			Kano									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2853	0-20000-0-65055	0	65055	1	BAUCHI			0	9.82	10.28		19740616	19850914	1	0	63			Ajdabiya,Bauchi									104,105,106,107,117							L.Haimberger	0
2854	0-20000-0-65064	0	65064	1	NGURU			0	10.47	12.88		19740718	20160308	1	0	63			Nguru									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2855	0-20000-0-65082	0	1:65082,2:31101,65082	1	MAIDUGURI			0	13.08	11.85		19430601	20130318	1	0	63			Maiduguri									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2856	0-20000-0-65123	0	1:65123,65123	1	MINNA			0	6.53	9.62		19631201	19871015	1	0	63			Minna									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2857	0-20000-0-65125	0	65125	1	ABUJA			0	7.0	9.25		20060615	20180302	1	0	63			Abuja									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2858	0-20000-0-65134	0	65134	1	JOS			0	8.9	9.87		19800710	19800710	1	0	63			Jos									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2859	0-20000-0-65167	0	1:65167,65167	1	YOLA			0	12.47	9.23		19630801	19781027	1	0	63			Yola									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2860	0-20000-0-65202	0	1:65201,1:65202,2:30001,65201,65202	1	LAGOS/OSHODI			0	3.38	6.5		19430703	20200822	1	0	63			Lagos									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2861	0-20000-0-65208	0	65208	1	IBADAN			0	3.9	7.43		19740808	19860424	1	0	63			Ibadan									104,105,106,107,117							L.Haimberger	0
2862	0-20000-0-65257	0	65257	1	ENUGU			0	7.55	6.47		19780801	20181106	1	0	63			Enugu									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2863	0-20000-0-65264	0	65264	1	CALABAR			0	8.35	4.97		20160525	20170316	1	0	63			Calabar									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2864	0-20000-0-65271	0	1:65271,65271	1	MAKURDI			0	8.53	7.73		19631122	19851125	1	0	63			Makurdi									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2865	0-20000-0-65273	0	65273	1	IKOM			0	8.7	5.97		19881219	19881219	1	0	63			Ikom									104,105,106,107,117							L.Haimberger	0
2866	0-20000-0-65275	0	65272	1	OGOJA			0	8.8	6.67		20160611	20160611	1	0	63			Otukpo									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2867	0-20000-0-65306	0	1:65306,62413,65306,9:641	1	KANDI			0	2.93	11.13		19400301	20191116	1	0	63			Kandi									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2868	0-20000-0-65319	0	65319	1	PEPORIYAKOU-NATITINGOU			0	1.38	10.32		19800617	20141001	1	0	63			Natitingou									104,105,106,107,117							L.Haimberger	0
2869	0-20000-0-65330	0	1:65330,65330	1	PARAKOU			0	2.62	9.35		19650806	20210118	1	0	63			Parakou									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2870	0-20000-0-65335	0	65335	1	SAVE			0	2.47	8.03		19820911	19960825	1	0	63			Save									104,105,106,107,117							L.Haimberger	0
2871	0-20000-0-65338	0	65338	1	BOHICON			0	2.07	7.17		19810609	20070403	1	0	63			Bohicon									104,105,106,107,117							L.Haimberger	0
2872	0-20000-0-65344	0	1:65344,65344	1	COTONOU			0	2.38	6.35		19630701	20210430	1	0	63			Cotonou									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2873	0-20000-0-65351	0	65351	1	DAPAON			0	0.25	10.87		19791214	19791214	1	0	63			Dapaong									104,105,106,107,117							L.Haimberger	0
2874	0-20000-0-65352	0	65352	1	MANGO			0	0.47	10.37		19890301	19890301	1	0	63			Mango									104,105,106,107,117							L.Haimberger	0
2875	0-20000-0-65357	0	65357	1	KARA			0	1.17	9.55		19790728	19790728	1	0	63			Kara									104,105,106,107,117							L.Haimberger	0
2876	0-20000-0-65361	0	1:65361,62495,65361	1	SOKODE			0	1.15	8.98		19640103	20121101	1	0	63			Sokode									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2877	0-20000-0-65376	0	65376	1	ATAKPAME			0	1.12	7.58		19860423	19890206	1	0	63			Atakpame									104,105,106,107,117							L.Haimberger	0
2878	0-20000-0-65380	0	65380	1	TABLIGBO			0	1.5	6.58		19840824	19861021	1	0	63			Tabligbo									104,105,106,107,117							L.Haimberger	0
2879	0-20000-0-65387	0	1:65387,65387	1	LOME			0	1.25	6.17		19630703	20210120	1	0	63			Aflao									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2880	0-20000-0-65401	0	65401	1	NAVRONGO			0	-1.1	10.9		19740625	19740625	1	0	63			Navrongo									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2881	0-20000-0-65404	0	65404	1	WA			0	-2.5	10.05		19740721	19740721	1	0	63			Wa									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2882	0-20000-0-65416	0	65416	1	BOLE			0	-2.48	9.03		19781219	19940429	1	0	63			Bouna									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2883	0-20000-0-65418	0	1:65418,65418	1	TAMALE			0	-0.85	9.55		19730126	20080904	1	0	63			None,Tamale									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2884	0-20000-0-65420	0	65420	1	YENDI			0	-0.02	9.45		19820224	19820224	1	0	63			Yendi									104,105,106,107,117							L.Haimberger	0
2885	0-20000-0-65437	0	65437	1	KETE-KRACHI			0	-0.03	7.82		19791010	19850413	1	0	63			Badou									104,105,106,107,117							L.Haimberger	0
2886	0-20000-0-65442	0	65442	1	KUMASI			0	-1.6	6.72		19740602	19910421	1	0	63			Tafo									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2887	0-20000-0-65460	0	65460	1	AKUSE			0	0.12	6.1		19740730	19801219	1	0	63			Akropong									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2888	0-20000-0-65465	0	65465	1	AXIM			0	-2.23	4.87		19740713	19861109	1	0	63			Axim									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2889	0-20000-0-65467	0	1:65467,65467	1	TAKORADI			0	-1.77	4.88		19660527	20000913	1	0	63			None,Takoradi									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2890	0-20000-0-65472	0	1:65449,1:65472,65449,65472	1	ACCRA			0	-0.17	5.6		19630704	20011113	1	0	63			Accra,None,Teshie									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2891	0-20000-0-65473	0	2:10001	1	TEMA			0	0.0	5.62		19430320	19450721	1	0	63			Tema									106,107							L.Haimberger	0
2892	0-20000-0-65475	0	65475	1	ADA			0	0.63	5.78		19740611	19740923	1	0	63			Anloga									104,105,106,107,117							L.Haimberger	0
2893	0-20000-0-65500	0	65500	1	MARKOYE			0	-0.07	14.63		20071009	20130902	1	0	63			Dori									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2894	0-20000-0-65501	0	65501	1	DORI			0	-0.03	14.03		19740622	19950217	1	0	63			Dori									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2895	0-20000-0-65502	0	65502	1	OUAHIGOUYA			0	-2.43	13.58		19740624	20120302	1	0	63			Ouahigouya									104,105,106,107,117							L.Haimberger	0
2896	0-20000-0-65503	0	1:65503,62869,65503,65521,9:644	1	OUAGADOUGOU			0	-1.52	12.35		19400101	20200610	1	0	63			None,Ouagadougou									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2897	0-20000-0-65505	0	65505	1	DEDOUGOU			0	-3.48	12.47		19880111	20100819	1	0	63			Dedougou									104,105,106,107,117							L.Haimberger	0
2898	0-20000-0-65507	0	65507	1	FADA N'GOURMA			0	0.35	12.07		19740616	19740616	1	0	63			Ouargaye									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2899	0-20000-0-65510	0	1:65510,62890,65510	1	BOBO-DIOULASSO			0	-4.3	11.17		19640102	20200728	1	0	63			Bobo Dioulasso,None									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2900	0-20000-0-65516	0	65516	1	BOROMO			0	-2.92	11.73		19810110	19811118	1	0	63			Boromo									104,105,106,107,117							L.Haimberger	0
2901	0-20000-0-65518	0	65518	1	PO			0	-1.15	11.17		19841203	19910225	1	0	63			Po									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2902	0-20000-0-65522	0	65522	1	GAOUA			0	-3.18	10.33		19960724	19960724	1	0	63			Diebougou									104,105,106,107,117							L.Haimberger	0
2903	0-20000-0-65528	0	65528	1	ODIENNE			0	-7.57	9.5		19801030	20000929	1	0	63			None,Odienne									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2904	0-20000-0-65536	0	1:65536,62779,65536	1	KORHOGO			0	-5.55	9.39		19780101	20020323	1	0	63			Korhogo,None									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2905	0-20000-0-65545	0	65545	1	BONDOUKOU			0	-2.78	8.05		19800229	19820426	1	0	63			Bondoukou									104,105,106,107,117							L.Haimberger	0
2906	0-20000-0-65548	0	1:65548,62893,65548	1	MAN			0	-7.52	7.38		19650808	20210430	1	0	63			Man,None									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2907	0-20000-0-65555	0	1:65555,65555,9:651	1	BOUAKE			0	-5.07	7.73		19400102	20001001	1	0	63			Bouake,None									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2908	0-20000-0-65557	0	65557	1	GAGNOA			0	-5.95	6.13		19740618	19950713	1	0	63			Gagnoa									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2909	0-20000-0-65560	0	65560	1	DALOA			0	-6.47	6.87		19850704	19910530	1	0	63			Daloa									104,105,106,107,117							L.Haimberger	0
2910	0-20000-0-65563	0	65563	1	YAMOUSSOUKRO			0	-5.35	6.9		19800504	19801103	1	0	63			Yamoussoukro									104,105,106,107,117							L.Haimberger	0
2911	0-20000-0-65578	0	1:65578,62923,65578	1	ABIDJAN			0	-3.93	5.25		19570102	20210430	1	0	63			Abidjan,None									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2912	0-20000-0-65585	0	65585	1	ADIAKE			0	-3.3	5.3		19820320	19850628	1	0	63			Adiake									104,105,106,107,117							L.Haimberger	0
2913	0-20000-0-65592	0	1:65592,65592	1	TABOU			0	-7.37	4.42		19630513	20030429	1	0	63			None,Tabou									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2914	0-20000-0-65594	0	65594	1	SAN PEDRO (65594-0)			0	-6.65	4.75		19800305	19860410	1	0	63			San-Pedro									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2915	0-20000-0-65599	0	65599	1	SASSANDRA			0	-6.08	4.95		19791105	19880329	1	0	63			Sassandra									104,105,106,107,117							L.Haimberger	0
2916	0-20000-0-65602	0	10103,2:10103	1	SPRIGGS PAYNE AIRPORT			0	-10.75	6.33		19671107	19680227	1	0	63			Monrovia									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2917	0-20000-0-65660	0	1:65660,2:10102,65660	1	ROBERTS FIELD			0	-10.35	6.25		19420907	19871204	1	0	63			Bensonville,None									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2918	0-20000-0-66118	0	66118	1	NBANZA-KONGO			0	14.25	-6.27		20200416	20200416	1	0	63			Matadi									104,105,106,107,117							L.Haimberger	0
2919	0-20000-0-66130	0	66130	1	N'ZETO (AMBRIZETE)			0	12.87	-7.23		19841124	19841124	1	0	63			Soyo									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2920	0-20000-0-66140	0	32140	1	CARMONA			0	15.0	-7.58		19890709	19890709	1	0	63			Uige									104,105,106,107,117							L.Haimberger	0
2921	0-20000-0-66152	0	1:66152,66152,C:4204,C:5852,C:5970	1	DUNDO			0	20.82	-7.4		19520701	20020914	1	0	63			Tshikapa									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2922	0-20000-0-66160	0	1:66160,1:661600,66160,C:5001	1	LUANDA			0	13.23	-8.85		19480102	19940921	1	0	63			Luanda									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2923	0-20000-0-66187	0	66187	1	CAMAXILO			0	18.93	-8.37		19920302	20170710	1	0	63			Lucapa									104,105,106,107,117							L.Haimberger	0
2924	0-20000-0-66215	0	1:66215,66215	1	MALANGE			0	16.37	-9.55		19660510	19740716	1	0	63			Malanje									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2925	0-20000-0-66285	0	1:66285,66285,C:5974	1	LUENA (LUSO)			0	19.92	-11.78		19521111	19750812	1	0	63			Luena									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2926	0-20000-0-66305	0	1:66305,5971,66305,C:5971	1	LOBITO			0	13.53	-12.37		19520811	20011221	1	0	63			Catumbela									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2927	0-20000-0-66318	0	1:66318,66318,C:5973	1	HUAMBO (NOVA LISBOA)			0	15.75	-12.8		19520512	19740429	1	0	63			Huambo									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2928	0-20000-0-66390	0	1:66390,66390	1	LUBANGO (SA DA BANDEIRA)			0	13.57	-14.93		19720620	19750729	1	0	63			Lubango									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2929	0-20000-0-66410	0	1:66410,66410	1	MENONGUE (SERPA PINTO)			0	17.68	-14.65		19530901	19790613	1	0	63			Menongue									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2930	0-20000-0-66422	0	1:66422,1:664220,66422	1	MOCAMEDES			0	12.15	-15.2		19530323	19810917	1	0	63			Namibe									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2931	0-20000-0-66447	0	1:66447,66447	1	MAVINGA			0	20.35	-15.83		19570102	19710910	1	0	63			Rundu									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2932	0-20000-0-66450	0	66450	1	BAIA DOS TIGRES			0	11.72	-16.6		19800818	20141023	1	0	63			Namibe									104,105,106,107,117,126,138							L.Haimberger	0
2933	0-20000-0-66460	0	66460	1	PEREIRA DE ECA			0	15.73	-17.08		19870515	19930510	1	0	63			Ondjiva									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2934	0-20000-0-67001	0	1:67001,67001	1	MORONI AIRPORT (GRANDE-COMORE)			0	43.23	-11.7		19660510	20210430	1	0	63			Moroni									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2935	0-20000-0-67002	0	67002	1	HAHAYA INT. AIRPORT			0	43.27	-11.53		19820330	20201231	1	0	63			Moroni									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2936	0-20000-0-67004	0	1:67004,67004	1	OUANI (ANJOUAN)			0	44.43	-12.12		19660510	19880223	1	0	63			Mutsamudu									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2937	0-20000-0-67005	0	1:67005,67005	1	PAMANDZI (MAYOTTE)			0	45.28	-12.81		19660510	20091116	1	0	63			Dzaoudzi,Mamoudzou									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2938	0-20000-0-67009	0	1:67009,67009	1	ANTSIRANANA			0	49.3	-12.35		19660601	20060429	1	0	63			Ambilobe									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2939	0-20000-0-67012	0	1:67012,67012	1	FASCENE (NOSSI-BE)			0	48.32	-13.32		19660605	19960427	1	0	63			Ambanja									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2940	0-20000-0-67023	0	1:67023,67023	1	SAMBAVA			0	50.17	-14.28		19660510	20040926	1	0	63			Sambava									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2941	0-20000-0-67025	0	1:67025,67025	1	ANTALAHA			0	50.25	-14.88		19660605	20190325	1	0	63			Antalaha									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2942	0-20000-0-67027	0	1:67027,63555,67027	1	MAHAJANGA			0	46.35	-15.67		19660510	20201023	1	0	63			Mahajanga									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2943	0-20000-0-67037	0	1:67037,67037	1	BESALAMPY			0	44.48	-16.75		19670704	20020314	1	0	63			Mahajanga									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2944	0-20000-0-67067	0	67067	1	AMBOHITSILAOZANA			0	48.5	-17.63		20080727	20100629	1	0	63			Ambatondrazaka									104,105,106,107,117							L.Haimberger	0
2945	0-20000-0-67072	0	1:67072,67072	1	SAINTE-MARIE AERODROME			0	49.82	-17.08		19661203	20131024	1	0	63			Ambodifototra									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2946	0-20000-0-67073	0	1:67073,67073	1	MAINTIRANO			0	44.03	-18.05		19660713	20040314	1	0	63			Miandrivazo									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2947	0-20000-0-67083	0	1:67083,1:67085,67083,67085,9:4089	1	ANTANANARIVO/IVATO			0	47.48	-18.8		19520707	20210430	1	0	63			Antananarivo									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2948	0-20000-0-67095	0	1:67095,67095	1	TOAMASINA			0	49.4	-18.12		19660601	20210403	1	0	63			Toamasina									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2949	0-20000-0-67107	0	1:67107,67107	1	ANTSIRABE			0	47.07	-19.82		19691215	20011119	1	0	63			Antsirabe									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2950	0-20000-0-67113	0	1:67113,67113	1	MAHANORO			0	48.8	-19.83		19660510	20040820	1	0	63			Mahanoro									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2951	0-20000-0-67117	0	1:67117,67117	1	MORONDAVA			0	44.32	-20.28		19660510	19970710	1	0	63			Morondava									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2952	0-20000-0-67131	0	1:67131,67131	1	MOROMBE			0	43.37	-21.75		19700404	19810909	1	0	63			Ankazoabo									104,105,106,107,117,126,138,36,39							L.Haimberger	0
2953	0-20000-0-67137	0	1:67137,67137	1	FIANARANTSOA			0	47.1	-21.45		19660510	19951118	1	0	63			Fianarantsoa									104,105,106,107,117,126,138,36,39							L.Haimberger	0
