	primary_id	primary_id_scheme	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
1117	0-20000-0-31510	0	1:31510,31510	1	BLAGOVESCETNSK			0	127.48	50.28		19461012	20210430	1	0	63			Heihe									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1118	0-20000-0-31532	0	31532	1	CEKUNDA			0	132.25	50.87		19781202	19900516	1	0	63			Chegdomyn									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1119	0-20000-0-31538	0	1:31538,31538	1	SUTUR			0	132.13	50.07		19581201	20210430	1	0	63			Chegdomyn									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1120	0-20000-0-31561	0	1:31561,31561,9:3881	1	KOMSOMOLSK-NA-AMURE			0	137.03	50.53		19550320	19920423	1	0	63			Solnechnyy									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1121	0-20000-0-31594	0	31594	1	ARHARA			0	130.08	49.42		19810901	19900420	1	0	63			Arkhara									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1122	0-20000-0-31655	0	31655	1	TROICKOE			0	136.57	49.45		19810623	19810623	1	0	63			Elban									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1123	0-20000-0-31683	0	31683	1	TUMNIN			0	140.08	49.65		19880612	19880612	1	0	63			Vanino									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1124	0-20000-0-31707	0	1:31707,31707	1	EKATERINO-NIKOL'SKOE			0	130.97	47.74		19480702	19941208	1	0	63			Hegang									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1125	0-20000-0-31713	0	31713	1	BIROBIDZHAN			0	132.95	48.73		19810708	19810708	1	0	63			Birobidzhan									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1126	0-20000-0-31736	0	1:31735,2:44301,31735,31736	1	HABAROVSK (31736-0)			0	135.23	48.53		19450914	20210430	1	0	63			Khabarovsk									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1127	0-20000-0-31770	0	1:31770,31770	1	SOVETSKAYA GAVAN'			0	140.3	49.0		19590103	20210430	1	0	63			Sovetskaya Gavan									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1128	0-20000-0-31829	0	31829	1	ZOLOTOJ			0	138.98	47.32		19860109	19900319	1	0	63			Sovetskaya Gavan									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1129	0-20000-0-31866	0	31866	1	SOSUNOVO			0	138.33	46.53		19940811	19940811	1	0	63			Nevelsk									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1130	0-20000-0-31873	0	1:31873,31873	1	DAL'NERECHENSK			0	133.73	45.87		19570103	20210430	1	0	63			Dalnerechensk									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1131	0-20000-0-31909	0	1:31909,31909,C:4592,C:4652	1	TERNEJ			0	136.6	45.0		19500715	20020920	1	0	63			Dalnegorsk									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1132	0-20000-0-31913	0	31913	1	TURIJ ROG			0	131.98	45.22		19870123	19870123	1	0	63			Mishan									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1133	0-20000-0-31915	0	31915	1	POGRANICHNYJ			0	131.38	44.4		19860130	19880720	1	0	63			Pogranichnyy									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1134	0-20000-0-31917	0	31917	1	POLTAVKA (31917-0)			0	131.32	44.03		20010414	20010414	1	0	63			Dongning									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1135	0-20000-0-31931	0	31931	1	SVIJAGINO			0	133.08	44.8		19840817	19840817	1	0	63			Spassk-Dalniy									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1136	0-20000-0-31939	0	31939	1	CUGUEVKA			0	133.87	44.15		19850812	19930226	1	0	63			Chuguyevka									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1137	0-20000-0-31960	0	31960	1	VLADIVOSTOK			0	131.92	43.12		19790101	19941202	1	0	63			Vladivostok									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1138	0-20000-0-31969	0	31969	1	POS'ET			0	130.8	42.65		19801123	19930926	1	0	63			Hunchun									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1139	0-20000-0-31977	0	1:31960,31960,31977	1	VLADIVOSTOK (SAD GOROD)			0	132.05	43.27		19461001	20210430	1	0	63			Trudovoye,Vladivostok									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1140	0-20000-0-31989	0	1:31989,31989	1	PREOBRAZHENIE			0	133.9	42.9		19750105	19930604	1	0	63			Partizansk									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1141	0-20000-0-32027	0	32027	1	POGIBI			0	141.63	52.22		19820104	19881203	1	0	63			Nogliki									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1142	0-20000-0-32053	0	32053	1	NOGLIKI			0	143.13	51.92		20100314	20100314	1	0	63			Nogliki									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1143	0-20000-0-32061	0	1:32061,32061	1	ALEKSANDROVSK-SAHALINSKIJ			0	142.17	50.9		19500505	20210430	1	0	63			Aleksandrovsk-Sakhalinskiy									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1144	0-20000-0-32069	0	32069	1	PIL'VO			0	142.17	50.05		19830514	19911231	1	0	63			Aleksandrovsk-Sakhalinskiy									104,105,106,107,117,126,138,36,39							L.Haimberger	0
1145	0-20000-0-32071	0	32071	1	TYMOVSKOE			0	142.72	50.73		19750131	19881019	1	0	63			Aleksandrovsk-Sakhalinskiy									104,105,106,107,117,126,138,36,39							L.Haimberger	0
