	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	file
10	0-20500-0-41006	0	11	['48910']	3	VINH LONG			0	105.95	10.25		19710615	19720126	1	0	63	NMS	239	Vinh Long									[36, 85, 106, 107]							L.Haimberger	0	7.8		6.6	era5.48910.bfr
11	0-20000-0-62700	0	12	['62700']	3	SHENDI			0	33.43	16.7		19740619	19740910	1	0	63	NMS	195	Khartoum									[36, 85, 106, 107]							L.Haimberger	0	3.2		154.0	era5.62700.bfr
12	0-20000-0-96509	0	13	['96509']	3	TARAKAN/JUWATA			0	117.57	3.33		19681101	19710608	1	0	63	NMS	100	Tarakan									[36, 85, 106, 107]							L.Haimberger	0	0.0		7.8	era5.96509.bfr
13	0-20000-0-10042	0	14	['10042']	3	SCHOENHAGEN (OSTSEEBAD)			0	10.02	54.64		19721009	19721010	1	0	63	NMS	56	Ha Tinh									[36, 85, 106, 107]							L.Haimberger	0	8767.2		136.8	era5.1042.bfr
14	0-20000-0-74413	0	15	['74413']	3	SAYLOR CREEK GUNNERY RANGE, ID.			0	-115.7	42.53		19700212	19710716	1	0	63	NMS	231	Mountain Home									[36, 85, 106, 107]							L.Haimberger	0	3.3		70.3	era5.74413.bfr
15	0-20000-0-10126	0	16	['10126']	3	WITTMUNDHAVEN			0	7.67	53.55		19710724	19710724	1	0	63	NMS	56	Ishigaki									[36, 85, 106, 107]							L.Haimberger	0	9996.8		547.9	era5.10126.bfr
16	0-20300-0-99021	0	17	['99021']	3	OCEAN WEATHER SHIP P			0	-145.0	50.0		19700611	19701217	1	0	63	NMS		None									[36, 85, 106, 107]							L.Haimberger	0	2479.0		None	era5.9921.bfr
17	0-20000-0-03976	0	18	['03976']	3	BELMULLET			0	-10.01	54.23		19661118	19671118	1	0	63	NMS	101	Ballina									[36, 85, 106, 107]							L.Haimberger	0	3.4		55.2	era5.3976.bfr
18	0-20500-0-41022	0	19	['48889']	3	PHAN RANG			0	108.95	11.62		19680317	19680509	1	0	63	NMS	239	Phan Rang									[36, 85, 106, 107]							L.Haimberger	0	0.0		6.9	era5.48889.bfr
19	0-20000-0-61666	0	20	['61666']	3	DIOURBEL			0	-16.23	14.65		19740612	19740612	1	0	63	NMS	204	Diourbel									[36, 85, 106, 107]							L.Haimberger	0	6.4		6.5	era5.61666.bfr
20	0-20000-0-10756	0	21	['10756']	3	FEUCHTWANGEN-HEILBRONN			0	10.37	49.16		19720307	19720307	1	0	63	NMS	56	None									[36, 85, 106, 107]							L.Haimberger	0	10135.7		None	era5.10756.bfr
21	0-894-1-CITY005	0	22	['67665']	3	LUSAKA CITY AIRPORT			0	28.47	-15.42		19700524	19711125	1	0	63	NMS	247	Lusaka									[36, 85, 106, 107]							L.Haimberger	0	11.3		20.8	era5.67665.bfr
22	0-20000-0-67083	0	23	['67085']	3	ANTANANARIVO/IVATO			0	47.48	-18.8		19580325	19670311	1	0	63	NMS	141	Antananarivo									[36, 85, 106, 107]							L.Haimberger	0	14.3		1.5	era5.6785.bfr
23	0-20000-0-43497	0	24	['43497']	3	HAMBANTOTA			0	81.13	6.12		19620717	19721220	1	0	63	NMS		Hambantota									[36, 85, 106, 107]							L.Haimberger	0	0.0		1.5	era5.43497.bfr
24	0-20000-0-30957	0	25	['30954']	3	AKSA			0	113.27	50.27		19781229	19781229	1	0	63	NMS	190	Aginskoye									[36, 85, 106, 107]							L.Haimberger	0	0.7		127.9	era5.30954.bfr
25	0-20300-0-96773	0	26	['96773']	3	KALIJATI			0	107.667	-6.55		19660510	19710630	1	0	63	NMS	100	Subang									[36, 85, 106, 107]							L.Haimberger	0	0.3		9.8	era5.96773.bfr
26	0-20000-0-10142	0	27	['10142']	3	ITZEHOE			0	9.57	53.99		19710124	19710831	1	0	63	NMS	56	None									[36, 85, 106, 107]							L.Haimberger	0	10393.2		None	era5.10142.bfr
27	0-20000-0-71393	0	28	['72877']	3	CALGARY INT'L CS, ALTA			0	-114.0	51.11		19670602	19680911	1	0	63	NMS	37	Calgary									[36, 85, 106, 107]							L.Haimberger	0	1.3		5.5	era5.72877.bfr
28	0-20000-0-87121	0	29	['87120']	3	TUCUMAN AERO			0	-65.11	-26.84		19710525	19720415	1	0	63	NMS	10	Tucuman									[36, 85, 106, 107]							L.Haimberger	0	9.0		2.3	era5.87120.bfr
29	0-20000-0-71716	0	30	['71714']	3	VALCARTIER A, QUE			0	-71.5	46.9		19701020	19720226	1	0	63	NMS	37	Quebec									[36, 85, 106, 107]							L.Haimberger	0	13.5		11.5	era5.71714.bfr
30	0-20000-0-48402	0	31	['41012']	3	CHAI NAT AGROMET			0	100.19	15.16		19680602	19680605	1	0	63	NMS	216	Takhli									[36, 85, 106, 107]							L.Haimberger	0	17.8		5.0	era5.4112.bfr
31	0-20000-0-65557	0	32	['65557']	3	GAGNOA			0	-5.95	6.13		19740618	19740713	1	0	63	NMS	43	Gagnoa									[36, 85, 106, 107]							L.Haimberger	0	6.5		6.5	era5.65557.bfr
32	0-20000-0-80410	0	33	['80410']	3	BARQUISIMETO			0	-69.32	10.07		19660309	19740909	1	0	63	NMS	236	Barquisimeto									[36, 85, 106, 107]							L.Haimberger	0	0.0		0.5	era5.80410.bfr
33	0-20000-0-63630	0	34	['63630']	3	GULU			0	32.33	2.75		19660613	19740913	1	0	63	NMS	229	Gulu									[36, 85, 106, 107]							L.Haimberger	0	0.0		3.3	era5.63630.bfr
34	0-20000-0-40045	0	35	['40045']	3	DEIR EZZOR			0	40.15	35.32		19660718	19700604	1	0	63	NMS	210	Abu Kamal									[36, 85, 106, 107]							L.Haimberger	0	1.1		120.3	era5.4045.bfr
35	0-20000-0-10379	0	36	['10379']	3	POTSDAM			0	13.06	52.38		19730802	19731002	1	0	63	NMS	56	None									[36, 85, 106, 107]							L.Haimberger	0	10190.7		None	era5.10379.bfr
36	0-20000-0-72757	0	37	['72757']	3	GRAND FORKS, ND, GRAND FORKS INT. ARPT			0	-97.18	47.95		19741216	19750201	1	0	63	NMS	231	Grand Forks									[36, 85, 106, 107]							L.Haimberger	0	16.4		27.6	era5.72757.bfr
37	0-20000-0-78073	0	38	['78074']	3	NASSAU AIRPORT NEW PROVIDENCE			0	-77.47	25.05		19620306	19630828	1	0	63	NMS	31	Nassau									[36, 85, 106, 107]							L.Haimberger	0	18.0		10.5	era5.7874.bfr
38	0-20000-0-43243	0	39	['43243']	3	KAVALI			0	80.0	14.92		19680719	19701004	1	0	63	NMS	104	Seoul									[36, 85, 106, 107]							L.Haimberger	0	5355.2		189.6	era5.43243.bfr
39	0-20000-0-82583	0	40	['82583']	3	CRATEUS (82583-0)			0	-40.67	-5.17		19740611	19740819	1	0	63	NMS	30	Crateus									[36, 85, 106, 107]							L.Haimberger	0	4.7		5.2	era5.82583.bfr
40	0-20000-0-84135	0	41	['84120']	3	PORTOVIEJO			0	-80.46	-1.04		19740619	19740711	1	0	63	NMS	62	Portoviejo									[36, 85, 106, 107]							L.Haimberger	0	9.4		7.8	era5.84120.bfr
41	0-20000-0-64550	0	42	['64550']	3	MOUILA			0	11.02	-1.87		19740822	19740912	1	0	63	NMS	75	Mouila									[36, 85, 106, 107]							L.Haimberger	0	4.0		4.1	era5.64550.bfr
42	0-20000-0-61698	0	43	['61698']	3	KOLDA			0	-14.97	12.88		19740618	19740618	1	0	63	NMS	204	Kolda									[36, 85, 106, 107]							L.Haimberger	0	3.9		5.7	era5.61698.bfr
43	0-20000-0-67283	0	44	['67283']	3	QUELIMANE			0	36.88	-17.88		19670603	19691018	1	0	63	NMS		Quelimane									[36, 85, 106, 107]							L.Haimberger	0	0.0		0.9	era5.67283.bfr
44	0-20000-0-40648	0	45	['40648']	3	HABANYAH			0	43.57	33.38		19580411	19580511	1	0	63	NMS	106	Hit									[36, 85, 106, 107]							L.Haimberger	0	1.1		75.5	era5.40648.bfr
45	0-20000-0-10135	0	46	['10135']	3	Nordholz (WP)			0	8.67	53.78		19710123	19711021	1	0	63	NMS	56	None									[36, 85, 106, 107]							L.Haimberger	0	10925.8		None	era5.10135.bfr
46	0-20300-0-99015	0	47	['10019']	3	OCEAN WEATHER SHIP J			0	-20.0	52.5		19710417	19731002	1	0	63	NMS		None									[36, 85, 106, 107]							L.Haimberger	0	6.8		None	era5.1019.bfr
47	0-20000-0-91554	0	48	['91554']	3	PEKOA AIRPORT (SANTO)			0	167.22	-15.52		19660516	19721228	1	0	63	NMS		Luganville									[36, 85, 106, 107]							L.Haimberger	0	9.7		4.2	era5.91554.bfr
48	0-20000-0-62750	0	49	['62750']	3	ED DUEIM			0	32.33	14.0		19740706	19740831	1	0	63	NMS	195	Kinanah									[36, 85, 106, 107]							L.Haimberger	0	3.2		93.7	era5.62750.bfr
49	0-20000-0-10261	0	50	['10261']	3	SEEHAUSEN			0	11.73	52.89		19730209	19730225	1	0	63	NMS	56	Katsuura									[36, 85, 106, 107]							L.Haimberger	0	9611.2		552.3	era5.10261.bfr
50	0-20000-0-40430	0	51	['40430']	3	AL-MADINAH			0	39.7	24.55		19730709	19730903	1	0	63	NMS	192	Umm Lajj									[36, 85, 106, 107]							L.Haimberger	0	12.2		244.2	era5.40430.bfr
51	0-20000-0-25282	0	52	['25282']	3	MYS VANKAREM			0	-175.83	67.83		19740731	19740903	1	0	63	NMS		None									[36, 85, 106, 107]							L.Haimberger	0	2.2		None	era5.25282.bfr
52	0-20000-0-63682	0	53	['63682']	3	JINJA			0	33.18	0.45		19740603	19740603	1	0	63	NMS	229	Bugembe									[36, 85, 106, 107]							L.Haimberger	0	6.0		4.4	era5.63682.bfr
53	0-20000-0-48453	0	54	['48456']	3	BANGNA AGROMET			0	100.61	13.67		19781203	19781203	1	0	63	NMS	216	Pak Kret									[36, 85, 106, 107]							L.Haimberger	0	27.7		11.0	era5.48456.bfr
54	0-20000-0-72370	0	55	['23108']	3	KINGMAN/MOHAVE COUNTY A., AZ.			0	-113.93	35.27		19640516	19640516	1	0	63	NMS	231	Kingman									[36, 85, 106, 107]							L.Haimberger	0	0.0		14.3	era5.23108.bfr
55	0-20000-0-91155	0	56	['22604']	3	FRENCH FRIGATE SHOALS			0	-166.28	23.87		19621009	19621018	1	0	63	NMS		None									[36, 85, 106, 107]							L.Haimberger	0	0.0		None	era5.22604.bfr
56	0-20000-0-67489	0	57	['67489']	3	MZUZU			0	34.02	-11.45		19740615	19740923	1	0	63	NMS	155	Nkhata Bay									[36, 85, 106, 107]							L.Haimberger	0	0.0		34.8	era5.67489.bfr
57	0-20000-0-55696	0	58	['55696']	3	LHUNZE			0	92.47	28.42		19590901	19591231	1	0	63	NMS	47	Ziro									[36, 85, 106, 107]							L.Haimberger	0	2.3		162.2	era5.55696.bfr
58	0-20000-0-67403	0	59	['67403']	3	KAWAMBWA			0	29.08	-9.8		19740603	19740603	1	0	63	NMS	247	Kawambwa									[36, 85, 106, 107]							L.Haimberger	0	2.2		2.6	era5.67403.bfr
59	0-20000-0-40439	0	60	['40439']	3	YENBO			0	38.07	24.13		19740629	19740912	1	0	63	NMS	192	Umm Lajj									[36, 85, 106, 107]							L.Haimberger	0	4.5		132.3	era5.40439.bfr
60	0-20000-0-84027	0	61	['84027']	3	TULCAN AEROPUERTO			0	-77.71	0.81		19740828	19740828	1	0	63	NMS	62	Esmeraldas									[36, 85, 106, 107]							L.Haimberger	0	222.5		1.8	era5.8427.bfr
61	0-20000-0-67581	0	62	['67581']	3	CHIPATA			0	32.58	-13.55		19740812	19740905	1	0	63	NMS	247	Chipata									[36, 85, 106, 107]							L.Haimberger	0	0.0		11.9	era5.67581.bfr
62	0-20000-0-08589	0	63	['08589']	3	PRAIA			0	-23.48	14.94		19740824	19740928	1	0	63	NMS		Praia									[36, 85, 106, 107]							L.Haimberger	0	6.2		1.9	era5.8589.bfr
63	0-20000-0-62600	0	64	['62600']	3	WADI HALFA			0	31.35	21.82		19640121	19740910	1	0	63	NMS	195	Aswan									[36, 85, 106, 107]							L.Haimberger	0	5.6		301.8	era5.62600.bfr
64	0-20000-0-41560	0	65	['41560']	3	PARACHINAR			0	70.08	33.87		19691018	19711028	1	0	63	NMS	177	Azrow									[36, 85, 106, 107]							L.Haimberger	0	3.8		51.8	era5.41560.bfr
65	0-20000-0-62615	0	66	['62615']	3	HALIB			0	36.65	22.22		19740727	19740727	1	0	63	NMS	64	Jiddah									[36, 85, 106, 107]							L.Haimberger	0	5.6		271.1	era5.62615.bfr
66	0-20000-0-64456	0	67	['64456']	3	MAKOUA			0	15.65	-0.02		19740619	19740619	1	0	63	NMS	39	Owando									[36, 85, 106, 107]							L.Haimberger	0	6.0		63.8	era5.64456.bfr
67	0-20000-0-61829	0	68	['61829']	3	KANKAN			0	-9.3	10.38		19641205	19680627	1	0	63	NMS	85	Kankan									[36, 85, 106, 107]							L.Haimberger	0	0.0		0.4	era5.61829.bfr
68	0-20000-0-84752	0	69	['84752']	3	AREQUIPA			0	-71.57	-16.33		19711101	19721225	1	0	63	NMS	173	Arequipa									[36, 85, 106, 107]							L.Haimberger	0	2.4		8.9	era5.84752.bfr
69	0-20000-0-91568	0	70	['91568']	3	ANEITYUM			0	169.77	-20.23		19700904	19720216	1	0	63	NMS		We									[36, 85, 106, 107]							L.Haimberger	0	3.5		273.3	era5.91568.bfr
70	0-20000-0-37575	0	71	['37575']	3	ZAKATALA			0	46.65	41.67		19680403	19721230	1	0	63	NMS	16	Zaqatala									[36, 85, 106, 107]							L.Haimberger	0	4.4		0.7	era5.37575.bfr
71	0-20000-0-78016	0	72	['13602']	3	L F WADE INTERNATIONAL AIRPORT			0	-64.68	32.37		19620706	19620706	1	0	63	NMS	27	None									[36, 85, 106, 107]							L.Haimberger	0	19.5		None	era5.13602.bfr
72	0-20000-0-59985	0	73	['59985']	3	SANHU DAO			0	111.62	16.53		19781229	19781229	1	0	63	NMS		Wanning									[36, 85, 106, 107]							L.Haimberger	0	0.0		282.8	era5.59985.bfr
73	0-20000-0-63023	0	74	['31305']	3	MASSAWA			0	39.45	15.62		19640518	19641209	1	0	63	NMS	66	Ginda									[36, 85, 106, 107]							L.Haimberger	0	3.2		46.0	era5.31305.bfr
74	0-20000-0-37897	0	75	['37897']	3	SISIAN			0	46.03	39.52		19620507	19721229	1	0	63	NMS	6	Sisian									[36, 85, 106, 107]							L.Haimberger	0	1.4		8.5	era5.37897.bfr
75	0-20000-0-48948	0	76	['48948']	3	SENO			0	105.0	16.67		19690909	19700525	1	0	63	NMS	125	Savannakhet									[36, 85, 106, 107]							L.Haimberger	0	0.0		29.8	era5.48948.bfr
76	0-20000-0-80415	0	77	['80415']	3	CARACAS/MAIQUETIA AEROP. INTL. SIMON BOLIVAR			0	-66.98	10.6		19660901	19740923	1	0	63	NMS	236	Maiquetia									[36, 85, 106, 107]							L.Haimberger	0	0.0		3.3	era5.80415.bfr
77	0-20300-0-99007	0	78	['10956']	3	OCEAN WEATHER SHIP B			0	-51.0	56.5		19710406	19710406	1	0	63	NMS		None									[36, 85, 106, 107]							L.Haimberger	0	0.0		None	era5.10956.bfr
78	0-20000-0-60445	0	79	['60445']	3	SETIF/AIN ARNAT			0	5.32	36.17		19620303	19620831	1	0	63	NMS	61	Tazmalt									[36, 85, 106, 107]							L.Haimberger	0	9.1		94.3	era5.60445.bfr
79	0-20000-0-64507	0	80	['64507']	3	TCHIBANGA			0	11.02	-2.85		19740728	19740728	1	0	63	NMS	75	Tchibanga									[36, 85, 106, 107]							L.Haimberger	0	6.0		6.7	era5.64507.bfr
80	0-20000-0-10055	0	81	['10055']	3	FEHMARN			0	11.06	54.53		19711012	19711012	1	0	63	NMS		None									[36, 85, 106, 107]							L.Haimberger	0	10237.5		None	era5.1055.bfr
81	0-20000-0-76612	0	82	['76612']	3	GUADALAJARA, JAL.			0	-103.39	20.71		19660508	19671128	1	0	63	NMS	156	Zapopan									[36, 85, 106, 107]							L.Haimberger	0	3.5		4.6	era5.76612.bfr
82	0-20000-0-72393	0	83	['93223']	3	VANDENBERG AFB, CA. (72393-0)			0	-120.57	34.75		19700318	19700528	1	0	63	NMS	231	Lompoc									[36, 85, 106, 107]							L.Haimberger	0	3.3		13.7	era5.93223.bfr
83	0-20000-0-60640	0	84	['60640']	3	ILLIZI			0	8.42	26.5		19641210	19721229	1	0	63	NMS	61	Gat									[36, 85, 106, 107]							L.Haimberger	0	6.0		240.4	era5.60640.bfr
84	0-20000-0-62440	0	85	['62438']	3	ISMAILIA			0	32.25	30.59		19670105	19670225	1	0	63	NMS	64	Ismailia									[36, 85, 106, 107]							L.Haimberger	0	14.6		16.1	era5.62438.bfr
85	0-20000-0-41624	0	86	['41624']	3	DERA ISMAIL KHAN			0	70.92	31.82		19691016	19711030	1	0	63	NMS	177	Dera Ismail Khan									[36, 85, 106, 107]							L.Haimberger	0	0.9		1.6	era5.41624.bfr
86	0-20300-0-10828	0	87	['10828']	3	SIGMARINGEN			0	9.25	48.1		19710415	19710503	1	0	63	NMS	56	None									[36, 85, 106, 107]							L.Haimberger	0	2787.0		None	era5.10828.bfr
87	0-20000-0-29594	0	88	['29594']	3	TAJSHET			0	98.0	55.95		19781225	19781225	1	0	63	NMS	190	Tayshet									[36, 85, 106, 107]							L.Haimberger	0	0.0		1.8	era5.29594.bfr
88	0-20000-0-82586	0	89	['82586']	3	QUIXERAMOBIM (82586-0)			0	-39.3	-5.2		19740629	19740930	1	0	63	NMS	30	Quixeramobim									[36, 85, 106, 107]							L.Haimberger	0	0.0		1.8	era5.82586.bfr
89	0-20000-0-94393	0	90	['10080']	3	FREDERICK REEF			0	154.4	-20.94		19720508	19720508	1	0	63	NMS		Yeppoon									[36, 85, 106, 107]							L.Haimberger	0	4.4		450.8	era5.1080.bfr
90	0-20000-0-91801	0	91	['91801']	3	PENRHYN			0	-158.05	-9.03		19781220	19781220	1	0	63	NMS		None									[36, 85, 106, 107]							L.Haimberger	0	2.5		None	era5.91801.bfr
91	0-20000-0-41256	0	92	['40462']	3	MUSCAT INT'L AIRPORT			0	58.26	23.61		19740817	19740817	1	0	63	NMS	171	Ruwi									[36, 85, 106, 107]							L.Haimberger	0	3.9		27.6	era5.40462.bfr
92	0-20000-0-12935	0	93	['12935']	3	SIOFOK			0	18.05	46.92		19781219	19781219	1	0	63	NMS	99	Siofok									[36, 85, 106, 107]							L.Haimberger	0	0.0		1.9	era5.12935.bfr
93	0-20000-0-80403	0	94	['80403']	3	CORO			0	-69.68	11.42		19740701	19740809	1	0	63	NMS	236	Coro									[36, 85, 106, 107]							L.Haimberger	0	3.1		3.7	era5.80403.bfr
94	0-20000-0-65401	0	95	['65401']	3	NAVRONGO			0	-1.1	10.9		19740625	19740625	1	0	63	NMS	81	Navrongo									[36, 85, 106, 107]							L.Haimberger	0	0.0		0.9	era5.65401.bfr
95	0-20000-0-63021	0	96	['31302']	3	ASMARA			0	38.92	15.28		19650301	19650512	1	0	63	NMS	66	Asmara									[36, 85, 106, 107]							L.Haimberger	0	0.0		6.1	era5.31302.bfr
96	0-20300-0-70439	0	97	['45702']	3	AMCHITKA ISLAND			0	179.25	51.3833		19651011	19651030	1	0	63	NMS	231	None									[36, 85, 106, 107]							L.Haimberger	0	0.4		None	era5.45702.bfr
97	0-20300-0-10934	0	98	['10934']	3	FRIEDRICHSHAFEN			0	9.4833	47.65		19720806	19720806	1	0	63	NMS	56	None									[36, 85, 106, 107]							L.Haimberger	0	4136.4		None	era5.10934.bfr
98	0-20000-0-16597	0	99	['16597']	3	LUQA			0	14.48	35.85		19740922	19740922	1	0	63	NMS	152	Qormi									[36, 85, 106, 107]							L.Haimberger	0	0.0		3.2	era5.16597.bfr
99	0-20000-0-78637	0	100	['78637']	3	PUERTO BARRIOS			0	-88.6	15.72		19740614	19740923	1	0	63	NMS		Puerto Barrios									[36, 85, 106, 107]							L.Haimberger	0	0.0		0.4	era5.78637.bfr
100	0-20300-0-99015	0	101	['10822']	3	OCEAN WEATHER SHIP J			0	-20.0	52.5		19710517	19711121	1	0	63	NMS		None									[36, 85, 106, 107]							L.Haimberger	0	13.0		None	era5.10822.bfr
101	0-20300-0-99018	0	102	['10106']	3	OCEAN WEATHER SHIP M			0	2.0	66.0		19710627	19710627	1	0	63	NMS		None									[36, 85, 106, 107]							L.Haimberger	0	0.0		None	era5.10106.bfr
102	0-20500-0-10102	0	103	['10102']	3	MARSHALL ROBERTS FLD			0	-9.63	6.23		19711021	19711021	1	0	63	NMS	130	Teguise									[36, 85, 106, 107]							L.Haimberger	0	2821.8	4188.9	261.4	era5.10102.bfr
103	0-20000-0-10139	0	104	['10139']	3	BREMERVOERDE			0	9.14	53.44		19710503	19710503	1	0	63	NMS	56	None									[36, 85, 106, 107]							L.Haimberger	0	4846.3		None	era5.10139.bfr
104	0-20000-0-61296	0	105	['61296']	3	BOUGOUNI			0	-7.5	11.42		19740814	19740921	1	0	63	NMS	144	Bougouni									[36, 85, 106, 107]							L.Haimberger	0	2.2		2.6	era5.61296.bfr
105	0-20000-0-96465	0	106	['96465']	3	LABUAN			0	115.25	5.3		19650308	19651228	1	0	63	NMS	157	Labuan									[36, 85, 106, 107]							L.Haimberger	0	3.1		3.2	era5.96465.bfr
106	0-20000-0-74612	0	107	['74612']	3	CHINA LAKE, NAF, CA.			0	-117.68	35.68		19781218	19781226	1	0	63	NMS	231	Ridgecrest									[36, 85, 106, 107]							L.Haimberger	0	0.0		6.4	era5.74612.bfr
107	0-20000-0-72209	0	108	['72209']	3	FT. STEWART, GA			0	-81.57	31.88		19770505	19780519	1	0	63	NMS	231	Hinesville									[36, 85, 106, 107]							L.Haimberger	0	0.0		4.4	era5.72209.bfr
108	0-20000-0-65010	0	109	['65010']	3	SOKOTO			0	5.25	13.02		19740715	19740823	1	0	63	NMS	163	Sokoto									[36, 85, 106, 107]							L.Haimberger	0	5.9		10.7	era5.6510.bfr
109	0-20000-0-17607	0	110	['17607']	3	ATHALASSA			0	33.4	35.14		19690602	19691028	1	0	63	NMS	53	Nicosia									[36, 85, 106, 107]							L.Haimberger	0	1.1		3.6	era5.17607.bfr
110	0-20000-0-31532	0	111	['31532']	3	CEKUNDA			0	132.25	50.87		19781202	19781202	1	0	63	NMS	190	Chegdomyn									[36, 85, 106, 107]							L.Haimberger	0	7.9		68.0	era5.31532.bfr
111	0-20000-0-71716	0	112	['72716']	3	VALCARTIER A, QUE			0	-71.5	46.9		19750604	19770812	1	0	63	NMS	37	Quebec									[36, 85, 106, 107]							L.Haimberger	0	1.5		20.8	era5.72716.bfr
112	0-20000-0-65501	0	113	['65501']	3	DORI			0	-0.03	14.03		19740622	19740622	1	0	63	NMS	21	Dori									[36, 85, 106, 107]							L.Haimberger	0	8.3		8.1	era5.65501.bfr
113	0-20000-0-65028	0	114	['65028']	3	KATSINA			0	7.68	13.02		19740620	19740630	1	0	63	NMS	163	Katsina									[36, 85, 106, 107]							L.Haimberger	0	3.1		10.8	era5.6528.bfr
114	0-20000-0-08190	0	115	['08181']	3	BARCELONA SERVEI			0	2.12	41.38		19680705	19720126	1	0	63	NMS	67	El Prat De Llobregat									[36, 85, 106, 107]							L.Haimberger	0	11.6		5.5	era5.8181.bfr
115	0-20000-0-63500	0	116	['30304']	3	ARBA MINCH			0	37.63	6.08		19651015	19670114	1	0	63	NMS	68	Gidole									[36, 85, 106, 107]							L.Haimberger	0	5.5		60.6	era5.30304.bfr
116	0-20000-0-58754	0	117	['58754']	3	FUDING			0	120.2	27.33		19710319	19720716	1	0	63	NMS	47	Jinxiang									[36, 85, 106, 107]							L.Haimberger	0	2.0		39.9	era5.58754.bfr
117	0-20300-0-99019	0	118	['10140']	3	OCEAN WEATHER SHIP N			0	-140.0	30.0		19710227	19710923	1	0	63	NMS		None									[36, 85, 106, 107]							L.Haimberger	0	0.0		None	era5.10140.bfr
118	0-20000-0-72643	0	119	['72643']	3	LA CROSSE/MUN., WI.			0	-91.25	43.87		19620305	19620815	1	0	63	NMS	231	Onalaska									[36, 85, 106, 107]							L.Haimberger	0	5.2		3.3	era5.72643.bfr
119	0-20000-0-72212	0	120	['72212']	3	CROSS CITY/CROSS CITY A., FL.			0	-83.1	29.62		19680501	19690620	1	0	63	NMS	231	Ocala									[36, 85, 106, 107]							L.Haimberger	0	99.0		6.0	era5.72212.bfr
120	0-20000-0-82784	0	121	['82784']	3	BARBALHA (82784-0)			0	-39.3	-7.32		19740628	19740930	1	0	63	NMS	30	Barbalha									[36, 85, 106, 107]							L.Haimberger	0	0.0		1.9	era5.82784.bfr
121	0-20300-0-10633	0	122	['10633']	3	WIESBADEN			0	8.33	50.05		19711113	19711113	1	0	63	NMS	56	None									[36, 85, 106, 107]							L.Haimberger	0	11097.2		None	era5.10633.bfr
