	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	,primary_id,primary_id_scheme,record_number,secondary_id,secondary_id_scheme,station_name,station_abbreviation,alternative_name,station_crs,longitude,latitude,local_gravity,start_date,end_date,station_type,platform_type,platform_sub_type,operating_institute,operating_territory,city,contact,role,observing_frequency,reporting_time,telecommunication_method,station_automation,measuring_system_model,measuring_system_id,observed_variables,comment,optional_data,bbox_min_longitude,bbox_max_longitude,bbox_min_latitude,bbox_max_latitude,metadata_contact,metadata_contact_role
2725	0-20000-0-63654	0	2725	1:63654,63654,UGM00063654	3	MASINDI			0	31.72	1.68		19631002	19870615	1	0	63	NMS	229.0	Masindi					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2726	0-20000-0-63658	0	2726	1:63658,63658,UGM00063658	3	SOROTI			0	33.62	1.72		19730623	19980924	1	0	63	NMS	229.0	Soroti					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2727	0-20000-0-63661	0	2727	1:63661,47447,63661,KEM00063661	3	KITALE			0	34.99	1.0		19610128	19960314	1	0	63	NMS	114.0	Kitale					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2728	0-20000-0-63671	0	2728	63671,KEM00063671	3	WAJIR			0	40.06	1.75		19780102	20080713	1	0	63	NMS	114.0	Wajir					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2729	0-20000-0-63674	0	2729	1:63674,63674,UGM00063674	3	KASESE			0	30.1	0.18		19700318	20081207	1	0	63	NMS	229.0	Kasese					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2730	0-20000-0-63680	0.0	2730	63680	1.0,3.0	KAMPALA			0.0	32.62	0.32		19740924	19740924	1.0	0.0	63.0			Kampala									104,105,106,107,117							L.Haimberger	0.0	
2731	0-20000-0-63682	0.0	2731	63682	1.0,3.0	JINJA			0.0	33.18	0.45		19740603	19740603	1.0	0.0	63.0			Bugembe									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2732	0-20000-0-63684	0	2732	1:63684,63684,UGM00063684	3	TORORO			0	34.17	0.68		19630807	19890901	1	0	63	NMS	229.0	Tororo					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2733	0-20000-0-63688	0	2733	63686,KEM00063686	3	ELDORET,ELDORET INTERNATIONAL AIRPORT			0	35.23	0.41		19790907	19951103	1	0	63	NMS	114.0	Eldoret					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2734	0-20000-0-63695	0	2734	1:63695,63695,KEM00063695	3	MERU			0	37.65	0.05		19761110	20010809	1	0	63	NMS	114.0	Meru					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2735	0-20000-0-63702	0	2735	1:63702,63702,UGM00063702	3	MBARARA			0	30.65	-0.62		19610410	20051205	1	0	63	NMS	229.0	Mbarara					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2736	0-20000-0-63705	0	2736	1:63705,63705,UGM00063705	3	ENTEBBE AIRPORT			0	32.45	0.05		19570701	20191016	1	0	63	NMS	229.0	Entebbe					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2737	0-20000-0-63708	0	2737	1:63708,63708,KEM00063708	3	KISUMU			0	34.74	-0.08		19570701	20020419	1	0	63	NMS	114.0	Kisumu					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2738	0-20000-0-63714	0	2738	1:63714,63714,KEM00063714	3	NAKURU			0	36.1	-0.27		19601217	19990914	1	0	63	NMS	114.0	Nakuru					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2739	0-20000-0-63717	0	2739	63717,KEM00063694	3	NANUYKI,NYERI			0	36.98	-0.44		19790510	19951220	1	0	63	NMS	114.0	Nanyuki,Nyeri					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2740	0-20000-0-63720	0	2740	63720,KEM00063720	3	EMBU			0	37.5	-0.5		19790510	19961214	1	0	63	NMS	114.0	Embu					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2741	0-20000-0-63723	0	2741	1:63723,63723,KEM00063723	3	GARISSA			0	39.65	-0.48		19610805	20020606	1	0	63	NMS	114.0	Garissa					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2742	0-20000-0-63726	0.0	2742	1:63726,63726	1.0,3.0	KABALE			0.0	29.98	-1.25		19570702	19940721	1.0	0.0	63.0			Kabale									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2743	0-20000-0-63729	0	2743	1:63729,63729,TZM00063729	3	BUKOBA			0	31.82	-1.33		19630321	19900702	1	0	63	NMS	227.0	Bukoba					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2744	0-20000-0-63733	0.0	2744	63751,C:4816	1.0,3.0	MUSOMA			0.0	33.8	-1.5		19080927	19870316	1.0	0.0	63.0			Musoma									104,105,106,107,117							L.Haimberger	0.0	
2745	0-20000-0-63741	0	2745	1:63741,63741,KEM00063741	3	DAGORETTI CORNER			0	36.76	-1.3		19490710	20201227	1	0	63	NMS	114.0	Nairobi					29	1	Modem GPSonde M10 (France)		104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2746	0-20000-0-63756	0	2746	1:63756,63756,TZM00063756	3	MWANZA			0	32.92	-2.47		19601008	19930416	1	0	63	NMS	227.0	Mwanza					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2747	0-20000-0-63772	0.0	2747	63772	1.0,3.0	LAMU			0.0	40.85	-2.23		19880104	19900528	1.0	0.0	63.0			Lamu									104,105,106,107,117							L.Haimberger	0.0	
2748	0-20000-0-63789	0.0	2748	1:63789,63789	1.0,3.0	ARUSHA			0.0	36.63	-3.37		19610211	19790617	1.0	0.0	63.0			Arusha									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2749	0-20000-0-63791	0	2749	1:63791,63791,TZM00063791	3	KILIMANJARO AIRPORT,KILIMANJARO INT			0	37.06	-3.42		19730103	19940427	1	0	63	NMS	227.0	Kingori					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2750	0-20000-0-63793	0	2750	1:63793,63793,KEM00063793	3	VOI			0	38.58	-3.38		19570703	20000909	1	0	63	NMS	114.0	Voi					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2751	0-20000-0-63801	0	2751	1:63801,63801,TZM00063801	3	KIGOMA			0	29.67	-4.89		19570701	19941212	1	0	63	NMS	227.0	Kigoma					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2752	0-20000-0-63816	0.0	2752	63816	1.0,3.0	SAME			0.0	37.72	-4.08		19790503	19910410	1.0	0.0	63.0			Same									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2753	0-20000-0-63820	0	2753	1:63820,63820,C:4814,C:4815,KEM00063820	3	MOMBASA,MOMBASA INTERNATIONAL AIRPORT			0	39.56	-4.05		19080927	19850527	1	0	63	NMS	114.0	Mombasa					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2754	0-20000-0-63832	0	2754	1:63832,63832,TZM00063832	3	TABORA AIRPORT			0	32.83	-5.08		19570701	19890125	1	0	63	NMS	227.0	Tabora					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2755	0-20000-0-63844	0	2755	1:63844,63844,TZM00063844	3	TANGA			0	39.07	-5.08		19730702	19910704	1	0	63	NMS	227.0	Tanga					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2756	0-20000-0-63862	0	2756	1:63862,63862,TZM00063862	3	DODOMA			0	35.77	-6.17		19570701	19931224	1	0	63	NMS	227.0	Dodoma					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2757	0-20000-0-63866	0	2757	1:63866,63866,TZM00063866	3	MOROGORO			0	37.65	-6.83		19730814	19960925	1	0	63	NMS	227.0	Morogoro					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2758	0-20000-0-63870	0.0	2758	63870	1.0,3.0	ZANZIBAR/KISAUNI			0.0	39.22	-6.22		19740826	19910508	1.0	0.0	63.0			Zanzibar									104,105,106,107,117							L.Haimberger	0.0	
2759	0-20000-0-63887	0	2759	1:63887,63887,TZM00063887	3	IRINGA			0	35.75	-7.67		19691016	19900807	1	0	63	NMS	227.0	Iringa					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2760	0-20000-0-63894	0	2760	1:63894,47796,63894,C:4811,C:4812,TZM00063894	3	DAR ES SALAAM INT			0	39.21	-6.88		19081010	20141006	1	0	63	NMS	227.0	Dar Es Salaam,Magomeni					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2761	0-20000-0-63895	0.0	2761	63895	1.0,3.0	MAFIA/KILINDONI			0.0	39.67	-7.92		19801231	19980319	1.0	0.0	63.0			Kilindoni									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2762	0-20000-0-63962	0.0	2762	1:63962,63962	1.0,3.0	SONGEA			0.0	35.58	-10.68		19570701	19860830	1.0	0.0	63.0			Songea									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2763	0-20000-0-63971	0.0	2763	1:63971,63971	1.0,3.0	MTWARA			0.0	40.18	-10.27		19570701	19941208	1.0	0.0	63.0			Mtwara									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2764	0-20000-0-63985	0	2764	1:63980,1:63981,1:63985,47314,63980,63981,63985,SEM00063985	3	SEYCHELLES INTER. AIRPORT,SEYCHELLES INTER. AIRPORT (RAWINSONDE STATION)			0	55.52	-4.68		19490701	20210430	1	0	63	NMS	194.0	Victoria					29	1	Vaisala RS92/DigiCORA MW41 (Finland)		104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2765	0-20000-0-63995	0	2765	61971,63995,SEM00063995	3	ALDABRA			0	46.53	-9.35		19740611	19950914	1	0	63	NMS	194.0	Domoni					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2766	0-20000-0-64006	0.0	2766	64006	1.0,3.0	GEMENA			0.0	19.78	3.28		20170610	20170625	1.0	0.0	63.0			Gemena									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2767	0-20000-0-64056	0.0	2767	64056	1.0,3.0	BAFWASENDE			0.0	27.13	1.08		19740625	19740813	1.0	0.0	63.0			Wamba									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2768	0-20000-0-64101	0.0	2768	64101	1.0,3.0	LUKOLELA			0.0	17.2	-1.05		19740630	19831028	1.0	0.0	63.0			Inongo									104,105,106,107,117							L.Haimberger	0.0	
2769	0-20000-0-64115	0.0	2769	64115	1.0,3.0	INONGO			0.0	18.27	-1.97		19991216	19991216	1.0	0.0	63.0			Inongo									104,105,106,107,117							L.Haimberger	0.0	
2770	0-20000-0-64156	0.0	2770	64156	1.0,3.0	KALIMA			0.0	26.55	-2.6		19740926	19740926	1.0	0.0	63.0			Kindu									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2771	0-20000-0-64170	0.0	2771	64170	1.0,3.0	WALIKALE			0.0	27.0	-1.42		19860330	19860330	1.0	0.0	63.0			Kindu									104,105,106,107,117							L.Haimberger	0.0	
2772	0-20000-0-64180	0.0	2772	64180	1.0,3.0	BUKAVU			0.0	28.85	-2.52		19821025	19821025	1.0	0.0	63.0			Bukavu									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2773	0-20000-0-64201	0.0	2773	64201	1.0,3.0	MOANDA			0.0	12.42	-6.0		19920214	19920214	1.0	0.0	63.0			Soyo									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2774	0-20000-0-64203	0.0	2774	64203	1.0,3.0	KITONA			0.0	12.45	-5.92		19801212	19801212	1.0	0.0	63.0			Soyo									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2775	0-20000-0-64207	0.0	2775	64207	1.0,3.0	MATADI			0.0	13.43	-5.8		19890308	19890308	1.0	0.0	63.0			Matadi									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2776	0-20000-0-64210	0	2776	1:64210,64210,CGM00064210	3	KINSHASA/N'DJILI,KINSHASA/NDJILI			0	15.43	-4.38		19660608	19921011	1	0	63	NMS	39.0	Kinshasa					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2777	0-20000-0-64220	0	2777	64220,CGM00064220	3	KINSHASA/BINZA			0	15.25	-4.37		19750820	19900201	1	0	63	NMS	39.0	Kinshasa					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2778	0-20000-0-64235	0.0	2778	64235	1.0,3.0	KANANGA			0.0	22.42	-5.88		19950815	19950815	1.0	0.0	63.0			Kananga									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2779	0-20000-0-64282	0.0	2779	64282	1.0,3.0	MANONO (64282-0)			0.0	27.43	-7.28		19801117	19801117	1.0	0.0	63.0			Manono									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2780	0-20000-0-64370	0.0	2780	64370	1.0,3.0	LUBUMBASHI-KARAVIA			0.0	27.47	-11.65		19930913	20070213	1.0	0.0	63.0			Lubumbashi									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2781	0-20000-0-64381	0.0	2781	64381	1.0,3.0	GISENYI			0.0	29.25	-1.67		19860814	19860814	1.0	0.0	63.0			Goma									104,105,106,107,117							L.Haimberger	0.0	
2782	0-20000-0-64387	0.0	2782	64387	1.0,3.0	KIGALI			0.0	30.13	-1.96		19740606	19921027	1.0	0.0	63.0			Kigali									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2783	0-20000-0-64390	0.0	2783	1:64390,64390	1.0,3.0	BUJUMBURA			0.0	29.32	-3.32		19700205	19881104	1.0	0.0	63.0			Bujumbura									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2784	0-20000-0-64400	0	2784	1:64400,64400,CFM00064400	3	POINTE-NOIRE			0	11.88	-4.8		19621001	20210430	1	0	63	NMS	41.0	Loandjili					29	1	Modem GPSonde M10 (France)		104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2785	0-20000-0-64401	0	2785	1:64401,64401,CFM00064401	3	DOLISIE			0	12.7	-4.2		19660524	20050225	1	0	63	NMS	41.0	Loubomo					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2786	0-20000-0-64402	0.0	2786	64402	1.0,3.0	MOUYONDZI			0.0	13.95	-4.0		19740722	20140913	1.0	0.0	63.0			Madingou									104,105,106,107,117							L.Haimberger	0.0	
2787	0-20000-0-64403	0.0	2787	64421	1.0,3.0	MAKABANA			0.0	12.62	-3.48		19860619	19870826	1.0	0.0	63.0			Mossendjo									104,105,106,107,117							L.Haimberger	0.0	
2788	0-20000-0-64405	0.0	2788	64405	1.0,3.0	SIBITI			0.0	13.35	-3.68		19740625	19990501	1.0	0.0	63.0			Sibiti									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2789	0-20000-0-64450	0	2789	1:64450,64450,CFM00064450	3	BRAZZAVILLE /MAYA-MAYA			0	15.25	-4.25		19660512	20210430	1	0	63	NMS	41.0	Brazzaville					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2790	0-20000-0-64452	0.0	2790	64452	1.0,3.0	M'POUYA			0.0	16.22	-2.62		19740712	19860825	1.0	0.0	63.0			Bolobo									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2791	0-20000-0-64453	0	2791	1:64453,64453,64471,CFM00064453	3	DJAMBALA			0	14.77	-2.53		19660524	20001102	1	0	63	NMS	41.0	Gamboma					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2792	0-20000-0-64454	0.0	2792	64454	1.0,3.0	GAMBOMA			0.0	15.85	-1.9		19740627	19870710	1.0	0.0	63.0			Gamboma									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2793	0-20000-0-64456	0.0	2793	64456	1.0,3.0	MAKOUA			0.0	15.65	-0.02		19740619	20030730	1.0	0.0	63.0			Owando									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2794	0-20000-0-64458	0	2794	1:64458,64458,CFM00064458	3	OUESSO			0	16.05	1.62		19630503	20210416	1	0	63	NMS	41.0	Ouesso,Ou̩sso					29	1	Modem GPSonde M10 (France)		104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2795	0-20000-0-64459	0	2795	1:64459,64459,CFM00064459	3	IMPFONDO			0	18.07	1.62		19630703	20010731	1	0	63	NMS	41.0	Impfondo					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2796	0-20000-0-64460	0.0	2796	64460	1.0,3.0	SOUANKE			0.0	14.03	2.07		20050209	20161213	1.0	0.0	63.0			Yokadouma									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2797	0-20000-0-64500	0	2797	1:64500,64500,GBM00064500	3	LIBREVILLE			0	9.42	0.45		19630709	20210429	1	0	63	NMS	75.0	Libreville					29	1	Modem M2K2-DC (France)		104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2798	0-20000-0-64501	0	2798	1:64501,64501,GBM00064501	3	PORT-GENTIL			0	8.75	-0.7		19660510	20050303	1	0	63	NMS	75.0	Port-Gentil					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2799	0-20000-0-64503	0.0	2799	 64521),(64503,64503,64521	1.0,3.0	MAYUMBA			0.0	10.65	-3.42		19811006	19911114	1.0	0.0	63.0			Tchibanga									104,105,106,107,117							L.Haimberger	0.0	
2800	0-20000-0-64507	0.0	2800	64507	1.0,3.0	TCHIBANGA			0.0	11.02	-2.85		19740728	19740822	1.0	0.0	63.0			Tchibanga									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2801	0-20000-0-64510	0	2801	1:64510,64510,GBM00064510	3	BITAM			0	11.48	2.08		19641002	20040513	1	0	63	NMS	75.0	Bitam					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2802	0-20000-0-64550	0.0	2802	64550	1.0,3.0	MOUILA			0.0	11.02	-1.87		19740822	20160430	1.0	0.0	63.0			Mouila									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2803	0-20000-0-64556	0.0	2803	64556	1.0,3.0	MAKOKOU			0.0	12.87	0.57		19880916	19880916	1.0	0.0	63.0			Makokou									104,105,106,107,117							L.Haimberger	0.0	
2804	0-20000-0-64560	0.0	2804	64560	1.0,3.0	LASTOURVILLE			0.0	12.72	-0.83		19740808	19900430	1.0	0.0	63.0			Koulamoutou									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2805	0-20000-0-64570	0.0	2805	1:64565,64565	1.0,3.0	MVENGUE			0.0	13.43	-1.65		19661119	19920819	1.0	0.0	63.0			Moanda									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2806	0-20000-0-64600	0	2806	1:64600,64600,CTM00064600	3	BERBERATI			0	15.8	4.25		19630709	20100523	1	0	63	NMS	40.0	Berberati,Berb̩rati					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2807	0-20000-0-64601	0	2807	1:64601,64601,CTM00064601	3	BOUAR			0	15.63	5.97		19630706	19941208	1	0	63	NMS	40.0	Bouar					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2808	0-20000-0-64605	0.0	2808	64605	1.0,3.0	BOSSEMBELE			0.0	17.63	5.27		19790911	19960906	1.0	0.0	63.0			Bossembele									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2809	0-20000-0-64610	0	2809	1:64610,64610,CTM00064610	3	BOSSANGOA			0	17.43	6.48		19630701	19960618	1	0	63	NMS	40.0	Bossangoa					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2810	0-20000-0-64650	0	2810	1:64650,64650,CTM00064650	3	BANGUI			0	18.52	4.4		19520805	20200106	1	0	63	NMS	40.0	Bangui					29	1	Modem GPSonde M10 (France)		104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2811	0-20000-0-64654	0	2811	1:64654,64654,CTM00064654	3	N'DELE,NDELE			0	20.65	8.4		19630701	20041128	1	0	63	NMS	40.0	Ndele,Nd̩l̩					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2812	0-20000-0-64655	0.0	2812	64655	1.0,3.0	BRIA			0.0	21.98	6.53		19740714	19930605	1.0	0.0	63.0			Bria									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2813	0-20000-0-64656	0	2813	1:64656,64656,CTM00064656	3	BANGASSOU			0	22.83	4.73		19630902	20010831	1	0	63	NMS	40.0	Bangassou					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2814	0-20000-0-64658	0.0	2814	64658	1.0,3.0	BIRAO			0.0	22.78	10.28		19790724	19960320	1.0	0.0	63.0			Birao									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2815	0-20000-0-64659	0.0	2815	64659	1.0,3.0	OBO			0.0	26.5	5.4		19740712	20040225	1.0	0.0	63.0			Obo									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2816	0-20000-0-64660	0.0	2816	64660	1.0,3.0	BAMBARI			0.0	20.65	5.85		19861230	19870124	1.0	0.0	63.0			Bambari									104,105,106,107,117							L.Haimberger	0.0	
2817	0-20000-0-64665	0	2817	64665,CTM00064665	3	MOBAYE			0	21.18	4.32		19920709	20000118	1	0	63	NMS	40.0	Mobaye					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2818	0-20000-0-64700	0	2818	1:64700,64700,9:648,CDM00064700	3	NDJAMENA			0	15.03	12.13		19500101	20210430	1	0	63	NMS	213.0	Kousseri,Kouss̩ri					29	1	Vaisala RS80/Loran/Digicora I, II or Marwin (Finland)		104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2819	0-20000-0-64701	0.0	2819	64701	1.0,3.0	MAO			0.0	15.32	14.12		19740817	19911127	1.0	0.0	63.0			Mao									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2820	0-20000-0-64705	0.0	2820	1:64705,64705	1.0,3.0	BOUSSO			0.0	16.72	10.48		19740620	20121220	1.0	0.0	63.0			Bousso									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2821	0-20000-0-64706	0.0	2821	64706	1.0,3.0	MOUNDOU			0.0	16.07	8.57		19930608	19930608	1.0	0.0	63.0			Moundou									104,105,106,107,117							L.Haimberger	0.0	
2822	0-20000-0-64707	0.0	2822	64707	1.0,3.0	MOUSSORO			0.0	16.5	13.65		19740724	19740724	1.0	0.0	63.0			Moussoro									104,105,106,107,117							L.Haimberger	0.0	
2823	0-20000-0-64708	0.0	2823	64708	1.0,3.0	BOKORO			0.0	17.05	12.38		19740614	19931221	1.0	0.0	63.0			Bokoro									104,105,106,107,117							L.Haimberger	0.0	
2824	0-20000-0-64709	0.0	2824	64709	1.0,3.0	PALA			0.0	14.97	9.37		19740614	19740614	1.0	0.0	63.0			Pala									104,105,106,107,117							L.Haimberger	0.0	
2825	0-20000-0-64750	0	2825	1:64750,64750,CDM00064750	3	SARH			0	18.38	9.15		19611101	20180503	1	0	63	NMS	213.0	Sarh					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2826	0-20000-0-64751	0.0	2826	64751	1.0,3.0	ATI			0.0	18.32	13.22		19740623	19930928	1.0	0.0	63.0			Ati									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2827	0-20000-0-64753	0	2827	1:64753,64753,CDM00064753	3	FAYA			0	19.17	18.0		19630701	19870716	1	0	63	NMS	213.0	Faya					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2828	0-20000-0-64754	0.0	2828	64754	1.0,3.0	AM-TIMAN			0.0	20.28	11.03		19740623	19740919	1.0	0.0	63.0			Am Timan									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2829	0-20000-0-64755	0.0	2829	64755	1.0,3.0	GOZ-BEIDA			0.0	21.42	12.23		19880524	19930926	1.0	0.0	63.0			Adre									104,105,106,107,117							L.Haimberger	0.0	
2830	0-20000-0-64756	0	2830	1:64756,64756,CDM00064756	3	ABECHE			0	20.85	13.85		19630703	19920306	1	0	63	NMS	213.0	Abeche,Ab̩ch̩					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2831	0-20000-0-64757	0.0	2831	64757	1.0,3.0	FADA			0.0	21.55	17.17		19740730	19740730	1.0	0.0	63.0			Faya									104,105,106,107,117							L.Haimberger	0.0	
2832	0-20000-0-64758	0.0	2832	64758	1.0,3.0	MONGO			0.0	18.68	12.18		19920125	20160308	1.0	0.0	63.0			Mongo									104,105,106,107,117							L.Haimberger	0.0	
2833	0-20000-0-64810	0.0	2833	64810	1.0,3.0	MALABO			0.0	8.77	3.75		19740627	20200601	1.0	0.0	63.0			Malabo									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
2834	0-20000-0-64860	0	2834	1:64860,60894,64860,C:5569,CMM00064860	3	GAROUA			0	13.38	9.33		19530801	20180318	1	0	63	NMS	46.0	Garoua					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2835	0-20000-0-64870	0	2835	1:64870,60854,64870,CMM00064870	3	NGAOUNDERE			0	13.57	7.35		19630701	20210120	1	0	63	NMS	46.0	Ngaoundere,Ngaound̩r̩					29	1	Vaisala RS92/Digicora I,II or Marwin (Finland)		104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2836	0-20000-0-64880	0.0	2836	64880	1.0,3.0	BANYO			0.0	11.82	6.78		19810306	19930608	1.0	0.0	63.0			Banyo									104,105,106,107,117							L.Haimberger	0.0	
2837	0-20000-0-64890	0.0	2837	64890	1.0,3.0	MAMFE			0.0	9.28	5.72		19800817	19930707	1.0	0.0	63.0			Ikom									104,105,106,107,117							L.Haimberger	0.0	
2838	0-20000-0-64893	0	2838	1:64893,64893,C:5570,CMM00064893	3	KOUNDJA			0	10.75	5.65		19530801	19950503	1	0	63	NMS	46.0	Foumban,Foumbot					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
2839	0-20000-0-64900	0	2839	1:64900,64900,CMM00064900	3	YOKO			0	12.37	5.55		19631101	20031106	1	0	63	NMS	46.0	Nanga Eboko					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
