	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	file
0	0-20400-0-5415	0	1	C:5415	3	De Quervain Havn			0	-50.37	69.78		19120803	19120810	1	0	63	NMS	83	None									[106, 107]							L.Haimberger	0	0.0		None	era5.3188.conv.C:5415
1	0-20000-0-20107	0	2	C:4707	3	BARENTSBURG			0	14.221111111111114	78.05555555555556		19350625	19350625	1	0	63	NMS	200	None									[85, 117]							L.Haimberger	0	0.9		None	era5.3188.conv.C:4707
2	0-20000-0-38064	0	3	C:5182	3	Tasboget AMS			0	65.52638888888889	44.768888888888895		19270615	19280316	1	0	63	NMS	124	Tasbuget									[106, 107, 117]							L.Haimberger	0	10.9		11.8	era5.3188.conv.C:5182
3	0-20400-0-4794	0	4	C:4794	3	Alauostari (Petsamo)			0	31.25	69.53		19370628	19370628	1	0	63	NMS	190	Zapolyarnyy									[38, 85, 117]							L.Haimberger	0	0.0		21.3	era5.3188.conv.C:4794
4	0-20000-0-62053	0	5	C:5052	3	BENINA			0	20.266666666666666	32.1		19260507	19281117	1	0	63	NMS	135	Benghazi									[106, 107, 117]							L.Haimberger	0	18.9		5.2	era5.3188.conv.C:5052
5	0-20000-0-62414	0	6	C:5774	3	ASSWAN			0	32.82	23.964444444444442		19071214	19090427	1	0	63	NMS	64	Aswan									[106, 107]							L.Haimberger	0	15.2		0.8	era5.3188.conv.C:5774
6	0-20000-0-67323	0	7	C:4813	3	INHAMBANE			0	35.38333333333333	-23.86666666666667		19081028	19081030	1	0	63	NMS	158	Inhambane									[38, 85, 106, 107]							L.Haimberger	0	0.8		0.6	era5.3188.conv.C:4813
7	0-20000-0-71271	0	8	C:4878	3	ATHABASCA AGCM, ALTA			0	-113.38194444444444	54.63472222222222		19320901	19330720	1	0	63	NMS	37	Edmonton									[106, 107]							L.Haimberger	0	3.7		119.6	era5.3188.conv.C:4878
8	0-20000-0-63820	0	9	C:4814	3	MOMBASA INTERNATIONAL AIRPORT			0	39.56305555555555	-4.046388888888889		19080927	19081003	1	0	63	NMS	114	Mombasa									[106, 107]							L.Haimberger	0	11.9		0.4	era5.3188.conv.C:4814
9	0-20400-0-5559	0	10	C:5559	3	Shaibah (near Basrah)			0	47.0	30.5		19250921	19250921	1	0	63	NMS	106	Khorramshahr									[106, 107]							L.Haimberger	0	0.0		112.2	era5.3188.conv.C:5559
10	0-20000-0-62680	0	11	C:4957	3	ATBARA			0	33.96666666666667	17.7		19540505	19540914	1	0	63	NMS	195	Barbar									[106, 107]							L.Haimberger	0	1.4		35.1	era5.3188.conv.C:4957
11	0-20000-0-72268	0	12	C:5306	3	ROSWELL/INDUSTRIAL AIR CENTER, NM			0	-104.53333333333332	33.3		19280315	19280315	1	0	63	NMS	231	Roswell									[38, 85, 117]							L.Haimberger	0	13.5		6.8	era5.3188.conv.C:5306
12	0-20400-0-4996	0	13	C:4996	3	Alexandrovsk			0	57.6	59.16		19310113	19310116	1	0	63	NMS	190	Aleksandrovsk									[85]							L.Haimberger	0	0.0		2.2	era5.3188.conv.C:4996
13	0-20000-0-38457	0	14	C:5354	3	TASHKENT			0	69.3	41.333333333333336		19280302	19281117	1	0	63	NMS	233	Tashkent									[106, 107, 117]							L.Haimberger	0	0.4		4.4	era5.3188.conv.C:5354
14	0-20000-0-63894	0	15	C:4811	3	DAR ES SALAAM INT			0	39.2075	-6.876111111111111		19081011	19081124	1	0	63	NMS	227	Dar Es Salaam									[106, 107]							L.Haimberger	0	8.6		3.6	era5.3188.conv.C:4811
15	0-20000-0-40270	0	16	C:5037	3	AMMAN AIRPORT			0	35.98333333333333	31.98333333333333		19250124	19250124	1	0	63	NMS	112	Jawa									[106, 107, 117]							L.Haimberger	0	4.9		10.9	era5.3188.conv.C:5037
16	0-20000-0-02562	0	17	C:6098	3	LINKOPING/MALMSLATT			0	15.525833333333335	58.398055555555565		19231119	19240828	1	0	63	NMS	196	Linkoping									[38, 85]							L.Haimberger	0	2.5		5.7	era5.3188.conv.C:6098
17	0-20000-0-43476	0	18	C:4897	3	BANDARAWELA			0	80.98333333333333	6.833333333333332		19230612	19231020	1	0	63	NMS	129	Badulla									[106, 107]							L.Haimberger	0	2.1		20.1	era5.3188.conv.C:4897
18	0-246-0-101103	0	19	C:5512	3	KOKEMAKI TULKKILA			0	22.34611111111111	61.25305555555556		19350215	19350217	1	0	63	NMS	69	Vammala									[38, 85, 117]							L.Haimberger	0	16.8		22.8	era5.3188.conv.C:5512
19	0-20300-0-00073	0	20	C:4924	3	SLUTSK			0	30.45	59.68		19230104	19231017	1	0	63	NMS	190	Pavlovsk									[38, 85]							L.Haimberger	0	1.7		2.6	era5.3188.conv.C:4924
20	0-20001-0-37259	0	21	C:5282	3	MAHACHKALA (37259-1)			0	47.5	43.0		19271018	19280310	1	0	63	NMS	190	Makhachkala									[106, 107]							L.Haimberger	0	2.2		0.4	era5.3188.conv.C:5282
