,Country,City,AccentCity,Region,Population,Latitude,Longitude
326939,br,torres,Tôrres,23,32791.0,-29.35,-49.733333
326993,br,trairi,Trairi,6,23135.0,-3.2833330000000003,-39.25
327001,br,tramandai,Tramandaí,23,34735.0,-29.966667,-50.133333
327064,br,tremembe,Tremembé,27,31720.0,-22.966667,-45.55
327078,br,tres barras,Três Barras,26,14855.0,-26.1,-50.316667
327097,br,tres coracoes,Três Corações,15,63458.0,-21.7,-45.266667
327099,br,tres coroas,Três Coroas,23,21051.0,-29.533333,-50.8
327105,br,tres de maio,Três de Maio,23,18278.0,-27.783333,-54.233333
327125,br,tres lagoas,Três Lagoas,11,78714.0,-20.8,-51.716667
327143,br,tres passos,Três Passos,23,17286.0,-27.45,-53.933333
327154,br,tres pontas,Três Pontas,15,43750.0,-21.366667,-45.516667
327159,br,tres rios,Três Rios,21,71945.0,-22.111389000000006,-43.20777800000001
327196,br,trindade,Trindade,29,97523.0,-16.666667,-49.5
327197,br,trindade,Trindade,30,19313.0,-7.8,-40.283333
327234,br,triunfo,Triunfo,23,14749.0,-29.933333,-51.716667
327270,br,tubarao,Tubarão,26,67246.0,-28.5,-49.016667
327280,br,tucano,Tucano,5,31209.0,-10.966667,-38.8
327287,br,tucuma,Tucumã,16,15031.0,-0.183333,-50.05
327309,br,tucurui,Tucuruí,16,76339.0,-3.7,-49.7
327336,br,tuntum,Tuntum,13,16402.0,-5.233333,-44.65
327341,br,tupaciguara,Tupaciguara,15,24398.0,-18.583333,-48.7
327348,br,tupancireta,Tupanciretã,23,17488.0,-29.083333000000003,-53.85
327359,br,tupa,Tupã,27,62036.0,-21.933333,-50.5
327370,br,tupi paulista,Tupi Paulista,27,10877.0,-21.4,-51.566667
327385,br,turiacu,Turiaçu,13,10471.0,-1.6833330000000002,-45.35
327415,br,tutoia,Tutóia,13,12212.0,-2.75,-42.266667
327441,br,uaua,Uauá,5,11425.0,-9.833333,-39.466667
327446,br,ubaitaba,Ubaitaba,5,28376.0,-14.3,-39.333333
327448,br,ubajara,Ubajara,6,13802.0,-3.85,-40.93333300000001
327454,br,ubata,Ubatã,5,15605.0,-14.2,-39.516667
327460,br,ubatuba,Ubatuba,27,79008.0,-23.433333,-45.066667
327462,br,uba,Ubá,15,97829.0,-21.116667,-42.93333300000001
327467,br,uberaba,Uberaba,15,260847.0,-19.75,-47.916667
327472,br,uberlandia,Uberlândia,15,563545.0,-18.916667,-48.3
327521,br,umbauba,Umbaúba,28,12880.0,-11.366667,-37.65
327553,br,umirim,Umirim,6,12220.0,-3.683333,-39.333333
327556,br,umuarama,Umuarama,18,89688.0,-23.75,-53.333333
327558,br,unai,Unaí,15,60203.0,-16.383333,-46.883333
327560,br,una,Una,5,22650.0,-15.3,-39.066667
327573,br,uniao da victoria,União da Victoria,18,48741.0,-26.216667,-51.083333
327577,br,uniao dos palmares,União dos Palmares,2,41179.0,-9.166667,-36.033333
327590,br,uniao,União,20,15678.0,-4.5833330000000005,-42.866667
327619,br,urbano santos,Urbano Santos,13,12268.0,-3.2,-43.383333
327629,br,uruacu,Uruaçu,29,30088.0,-14.5,-49.166667
327630,br,uruana,Uruana,29,10258.0,-15.5,-49.68333300000001
327640,br,uruburetama,Uruburetama,6,12076.0,-3.633333,-39.5
327655,br,urucuca,Uruçuca,5,24414.0,-14.583332999999998,-39.266667
327657,br,urucui,Uruçuí,20,12243.0,-7.233333,-44.55
327662,br,urucurituba,Urucurituba,4,10180.0,-2.683333,-57.666667
327674,br,uruguaiana,Uruguaiana,23,123482.0,-29.75,-57.083333
327688,br,urupes,Urupês,27,10745.0,-21.216667,-49.283333
327697,br,urussanga,Urussanga,26,10670.0,-28.516667,-49.316667
327728,br,utinga,Utinga,5,11949.0,-10.983333,-42.95
327751,br,vacaria,Vacaria,23,56766.0,-28.5,-50.93333300000001
327794,br,valenca do piaui,Valença do Piauí,20,15881.0,-6.4,-41.75
327795,br,valenca,Valença,5,63233.0,-13.366667,-39.083333
327798,br,valenca,Valença,21,61145.0,-22.241944,-43.701389
327802,br,valente,Valente,5,12591.0,-11.566667,-39.45
327820,br,valinhos,Valinhos,27,88631.0,-22.95,-47.016667
327833,br,valparaiso,Valparaíso,27,15939.0,-21.216667,-50.85
327895,br,vargem grande do sul,Vargem Grande do Sul,27,36214.0,-21.833333,-46.883333
327900,br,vargem grande,Vargem Grande,13,21420.0,-3.55,-43.93333300000001
327924,br,varginha,Varginha,15,116573.0,-21.55,-45.43333300000001
327940,br,varjota,Varjota,6,16462.0,-4.133333,-40.5
327951,br,varzea alegre,Várzea Alegre,6,21842.0,-5.35,-40.383333
327973,br,varzea da palma,Várzea da Palma,15,28706.0,-17.6,-44.733333
328025,br,varzea grande,Várzea Grande,14,249766.0,-15.65,-56.13333299999999
328037,br,varzea paulista,Várzea Paulista,27,110938.0,-23.2,-46.833333
328072,br,vassouras,Vassouras,21,21175.0,-22.406111,-43.664167
328093,br,vazante,Vazante,15,15459.0,-18.0,-46.9
328146,br,venancio aires,Venâncio Aires,23,40628.0,-29.6,-52.18333300000001
328201,br,vera cruz,Vera Cruz,5,30557.0,-12.633333,-41.033333
328217,br,veranopolis,Veranópolis,23,19862.0,-28.95,-51.55
328295,br,vespasiano,Vespasiano,15,94750.0,-19.666667,-43.916667
328301,br,viamao,Viamão,23,285274.0,-30.083333000000003,-51.033333
328303,br,viana,Viana,8,55123.0,-20.383333,-40.5
328304,br,viana,Viana,13,26690.0,-3.216667,-45.0
328312,br,vicencia,Vicência,30,10378.0,-7.666666999999999,-35.333333
328326,br,vicosa do ceara,Viçosa do Ceará,6,16637.0,-3.566667,-41.083333
328327,br,vicosa,Viçosa,2,19574.0,-9.4,-36.233333
328330,br,vicosa,Viçosa,15,68681.0,-20.75,-42.883333
328353,br,videira,Videira,26,42441.0,-27.0,-51.133333
328385,br,vigia,Vigia,16,29229.0,-0.8,-48.133333
328737,br,vila velha,Vila Velha,8,394937.0,-20.333333,-40.283333
328751,br,vilhena,Vilhena,24,63237.0,-12.716667,-60.11666700000001
328811,br,vinhedo,Vinhedo,27,56493.0,-23.016667,-46.983333
328834,br,viradouro,Viradouro,27,17172.0,-20.883333,-48.3
328859,br,visconde do rio branco,Visconde do Rio Branco,15,29010.0,-21.016667,-42.833333
328862,br,viseu,Viseu,16,18958.0,-1.2,-46.116667
328898,br,vitoria da conquista,Vitória da Conquista,5,253144.0,-14.85,-40.85
328899,br,vitoria de santo antao,Vitória de Santo Antão,30,107385.0,-8.116667,-35.3
328902,br,vitoria do mearim,Vitória do Mearim,13,15775.0,-3.466667,-44.883333
328912,br,vitoria,Vitória,8,312662.0,-20.316667,-40.35
328924,br,vitorino freire,Vitorino Freire,13,13267.0,-4.066667,-45.166667
328974,br,volta redonda,Volta Redonda,21,249584.0,-22.533333,-44.116667
328992,br,votorantim,Votorantim,27,99392.0,-23.541318,-47.444671
329007,br,wenceslau braz,Wenceslau Braz,18,15726.0,-23.85,-49.8
329019,br,xanxere,Xanxerê,26,32958.0,-26.883333,-52.383333
329044,br,xaxim,Xaxim,26,21376.0,-26.933333,-52.51666700000001
329058,br,xique-xique,Xique-Xique,5,35435.0,-10.833333,-42.733333
329314,bs,freeport,Freeport,25,46535.0,26.5333333,-78.7
329460,bs,nassau,Nassau,23,227936.0,25.0833333,-77.35
329810,bt,phuntsholing,Phuntsholing,6,65892.0,26.85,89.3833333
329817,bt,punakha,Punakha,15,18170.0,27.616666700000003,89.8666667
329835,bt,samdrup jongkhar,Samdrup Jongkhar,17,14134.0,26.816666700000006,91.5666667
329943,bw,bobonong,Bobonong,8,18136.0,-21.9666667,28.3333333
329991,bw,francistown,Francistown,8,89979.0,-21.1666667,27.5166667
329992,bw,gabane,Gabane,6,12884.0,-24.6666667,25.7822222
329996,bw,gaborone,Gaborone,9,208411.0,-24.6463889,25.9119444
330005,bw,ghanzi,Ghanzi,3,12141.0,-21.5666667,21.7833333
330040,bw,kanye,Kanye,10,44718.0,-24.9833333,25.35
330119,bw,letlhakane,Letlhakane,1,18137.0,-21.4166667,25.5833333
330127,bw,lobatse,Lobatse,9,30883.0,-25.2166667,25.6666667
330159,bw,mahalapye,Mahalapye,1,44473.0,-23.0666667,26.8333333
330221,bw,maun,Maun,11,49948.0,-19.9833333,23.4166667
330239,bw,mochudi,Mochudi,5,41834.0,-24.4166667,26.15
330248,bw,mogoditshane,Mogoditshane,6,43417.0,-24.6269444,25.8655556
330263,bw,molepolole,Molepolole,6,63251.0,-24.4166667,25.5333333
330278,bw,moshupa,Moshupa,10,19563.0,-24.8,25.3833333
330327,bw,palapye,Palapye,1,30652.0,-22.55,27.1333333
330354,bw,ramotswa,Ramotswa,9,21451.0,-24.8666667,25.8166667
330398,bw,serowe,Serowe,1,47421.0,-22.3833333,26.7166667
330432,bw,thamaga,Thamaga,6,20757.0,-24.7166667,25.5333333
330448,bw,tonota,Tonota,8,17760.0,-21.4833333,27.4833333
331704,by,braslav,Braslav,7,12378.0,55.6338889,27.0538889
331713,by,brest,Brest,1,300716.0,52.1,23.7
333006,by,dzerzhinsk,Dzerzhinsk,6,24610.0,53.685,27.1419444
333489,by,gomel,Gomel,2,481000.0,52.4416667,30.9833333
333925,by,haradok,Haradok,7,13380.0,55.46027779999999,30.0
333958,by,horki,Horki,4,33897.0,54.2833333,30.991111100000005
333982,by,hrodna,Hrodna,3,317366.0,53.6813889,23.8147222
334096,by,ivanava,Ivanava,1,13614.0,52.1325,25.5461111
335028,by,kobryn,Kobryn,1,50691.0,52.216111100000006,24.3663889
336486,by,lida,Lida,3,98036.0,53.8833333,25.2997222
336953,by,lyuban,Lyuban,6,10107.0,52.8,28.0
337435,by,masty,Masty,3,16102.0,53.40777779999999,24.5327778
337489,by,mazyr,Mazyr,2,112136.0,52.05,29.2666667
337744,by,minsk,Minsk,4,1742123.0,53.9,27.566666700000006
338207,by,navahrudak,Navahrudak,3,30748.0,53.6,25.8333333
339056,by,orsha,Orsha,7,125347.0,54.51527779999999,30.4052778
339424,by,pastavy,Pastavy,7,20218.0,55.1163889,26.8338889
339684,by,pinsk,Pinsk,1,130777.0,52.1213889,26.0727778
341199,by,salihorsk,Salihorsk,6,101614.0,52.8,27.5333333
341969,by,slonim,Slonim,3,51435.0,53.0866667,25.3219444
342556,by,stolin,Stolin,1,10491.0,51.8833333,26.85
343713,by,vawkavysk,Vawkavysk,3,47300.0,53.15194440000001,24.4555556
344886,by,zabinka,Zabinka,1,10921.0,52.2005556,24.0233333
345699,by,zlobin,Zlobin,2,73089.0,52.892222200000006,30.028055600000005
345817,bz,belize,Belize,1,61462.0,17.4833333,-88.1833333
345819,bz,belmopan,Belmopan,2,13381.0,17.25,-88.7666667
345956,bz,dangriga,Dangriga,5,10750.0,16.966666699999998,-88.2166667
346122,bz,orange walk,Orange Walk,4,15298.0,18.0666667,-88.55
346213,bz,san ignacio,San Ignacio,2,16813.0,17.1561111,-89.0713889
346347,ca,abbotsford,Abbotsford,2,151685.0,49.05,-122.3
346369,ca,airdrie,Airdrie,1,24673.0,51.266667,-114.016667
346389,ca,aldergrove,Aldergrove,2,11963.0,49.06,-122.46
346414,ca,alliston,Alliston,8,10224.0,44.15,-79.866667
346417,ca,alma,Alma,10,29527.0,48.55,-71.65
346435,ca,amherstburg,Amherstburg,8,11459.0,42.1,-83.1
346436,ca,amos,Amos,10,10435.0,48.566667,-78.116667
346556,ca,baie-comeau,Baie-Comeau,10,10435.0,49.216667,-68.15
346599,ca,barrie,Barrie,8,182070.0,44.383333,-79.7
346620,ca,bathurst,Bathurst,4,18179.0,47.6,-65.65
346632,ca,bay roberts,Bay Roberts,5,13735.0,47.583333,-53.3
346705,ca,belleville,Belleville,8,65368.0,44.166667,-77.383333
346717,ca,beloeil,Beloeil,10,43016.0,45.566667,-73.2
346847,ca,bolton,Bolton,8,21709.0,43.883333,-79.733333
346887,ca,bradford,Bradford,8,18811.0,44.116667,-79.56666700000002
346894,ca,brandon,Brandon,3,26234.0,49.833333,-99.95
346895,ca,brantford,Brantford,8,87761.0,43.133333,-80.266667
346927,ca,brockville,Brockville,8,23887.0,44.583333,-75.68333299999998
346933,ca,brooks,Brooks,1,12745.0,50.566667,-111.9
346953,ca,buckingham,Buckingham,10,21373.0,45.583333,-75.416667
347007,ca,calgary,Calgary,1,968475.0,51.083333,-114.083333
347022,ca,campbell river,Campbell River,2,33430.0,50.016667,-125.25
347024,ca,campbellton,Campbellton,4,12064.0,48.0,-66.666667
347032,ca,camrose,Camrose,1,15687.0,53.01666700000001,-112.816667
347040,ca,canmore,Canmore,1,12289.0,51.1,-115.35
347201,ca,charlottetown,Charlottetown,9,42403.0,46.233333,-63.13333299999999
347214,ca,chatham,Chatham,8,44554.0,42.4,-82.18333299999998
347247,ca,chilliwack,Chilliwack,2,51942.0,49.166667,-121.95
347319,ca,cobourg,Cobourg,8,18100.0,43.966667,-78.166667
347320,ca,cochrane,Cochrane,1,16367.0,51.2,-114.45
347343,ca,collingwood,Collingwood,8,15809.0,44.5,-80.216667
347397,ca,corner brook,Corner Brook,5,18693.0,48.95,-57.933333
347398,ca,cornwall,Cornwall,8,48823.0,45.016667,-74.733333
347414,ca,courtenay,Courtenay,2,32793.0,49.68333300000001,-125.0
347421,ca,cowansville,Cowansville,10,10888.0,45.2,-72.75
347438,ca,cranbrook,Cranbrook,2,18610.0,49.516667,-115.766667
347506,ca,dawson creek,Dawson Creek,2,10802.0,55.76666700000001,-120.233333
347600,ca,dolbeau,Dolbeau,10,12916.0,48.866667,-72.233333
347651,ca,drummondville,Drummondville,10,59489.0,45.883333,-72.483333
347667,ca,duncan,Duncan,2,22199.0,48.783333,-123.7
347736,ca,edmonton,Edmonton,1,822319.0,53.55,-113.5
347737,ca,edmundston,Edmundston,4,17937.0,47.366667,-68.333333
347759,ca,elliot lake,Elliot Lake,8,12508.0,46.383333,-82.65
347865,ca,fergus,Fergus,8,17673.0,43.7,-80.366667
347959,ca,fort erie,Fort Erie,8,15953.0,42.9,-78.93333299999998
347994,ca,fort saint john,Fort Saint John,2,16656.0,56.25,-120.833333
348042,ca,fredericton,Fredericton,4,52337.0,45.95,-66.633333
348109,ca,georgetown,Georgetown,8,32372.0,43.65,-79.93333299999998
348129,ca,glace bay,Glace Bay,7,21504.0,46.2,-59.966667
348198,ca,granby,Granby,10,53979.0,45.383333,-72.733333
348206,ca,grand centre,Grand Centre,1,12386.0,54.416667,-110.215278
348212,ca,grande prairie,Grande Prairie,1,41463.0,55.166667,-118.8
348285,ca,guelph,Guelph,8,115763.0,43.55,-80.25
348300,ca,haileybury,Haileybury,8,10991.0,47.43333300000001,-79.633333
348310,ca,halifax,Halifax,7,266012.0,44.65,-63.6
348323,ca,hamilton,Hamilton,8,653637.0,43.25,-79.833333
348381,ca,hauterive,Hauterive,10,12816.0,49.18333300000001,-68.266667
348392,ca,hawkesbury,Hawkesbury,8,12283.0,45.616667,-74.6
348549,ca,ingersoll,Ingersoll,8,11874.0,43.033333,-80.883333
348624,ca,joliette,Joliette,10,34772.0,46.033333,-73.43333299999998
348646,ca,kamloops,Kamloops,2,68715.0,50.666667,-120.333333
348649,ca,kanata,Kanata,8,93541.0,45.333333,-75.9
348680,ca,kelowna,Kelowna,2,125110.0,49.9,-119.483333
348696,ca,kenora,Kenora,8,13075.0,49.766667,-94.466667
348700,ca,kentville,Kentville,7,12636.0,45.066667,-64.5
348741,ca,kingston,Kingston,8,114243.0,44.233333,-76.483333
348762,ca,kitchener,Kitchener,8,409111.0,43.45,-80.5
348764,ca,kitimat,Kitimat,2,10278.0,54.0,-128.7
348830,ca,lacombe,Lacombe,1,10059.0,52.466667,-113.733333
348951,ca,leamington,Leamington,8,30428.0,42.05,-82.583333
348956,ca,leduc,Leduc,1,15562.0,53.26666700000001,-113.533333
348989,ca,lethbridge,Lethbridge,1,70619.0,49.7,-112.833333
349009,ca,lindsay,Lindsay,8,17987.0,44.35,-78.733333
349047,ca,lloydminster,Lloydminster,1,22677.0,53.27,-110.03
349048,ca,lloydminster,Lloydminster,11,22677.0,53.283333,-110.0
349065,ca,london,London,8,346774.0,42.983333,-81.25
349171,ca,magog,Magog,10,15550.0,45.266667,-72.15
349261,ca,matane,Matane,10,11826.0,48.85,-67.516667
349326,ca,medicine hat,Medicine Hat,1,63140.0,50.033333,-110.683333
349388,ca,midland,Midland,8,31502.0,44.75,-79.9
349412,ca,milton,Milton,8,23472.0,43.516667,-79.883333
349459,ca,moncton,Moncton,4,87467.0,46.083333,-64.766667
349487,ca,montreal,Montreal,10,3268513.0,45.5,-73.583333
349503,ca,moose jaw,Moose Jaw,11,32166.0,50.4,-105.55
349591,ca,nanaimo,Nanaimo,2,84906.0,49.15,-123.916667
349594,ca,nanticoke,Nanticoke,8,24732.0,42.8,-80.06666700000002
349650,ca,new glasgow,New Glasgow,7,20322.0,45.583333,-62.63333299999999
349672,ca,new waterford,New Waterford,7,11026.0,46.25,-60.083333
349722,ca,north battleford,North Battleford,11,19440.0,52.76666700000001,-108.283333
349723,ca,north bay,North Bay,8,50171.0,46.3,-79.45
349805,ca,okotoks,Okotoks,1,14827.0,50.716667,-113.966667
349836,ca,orangeville,Orangeville,8,32641.0,43.916667,-80.083333
349839,ca,orillia,Orillia,8,30179.0,44.6,-79.416667
349847,ca,oshawa,Oshawa,8,247989.0,43.9,-78.866667
349854,ca,ottawa,Ottawa,8,874433.0,45.416667,-75.7
349866,ca,owen sound,Owen Sound,8,22625.0,44.566667,-80.85
349902,ca,paris,Paris,8,10437.0,43.2,-80.383333
349910,ca,parksville,Parksville,2,21150.0,49.3,-124.316667
349948,ca,pembroke,Pembroke,8,15551.0,45.816667,-77.116667
349960,ca,penticton,Penticton,2,37721.0,49.5,-119.583333
349971,ca,petawawa,Petawawa,8,11256.0,45.9,-77.283333
349973,ca,peterborough,Peterborough,8,75879.0,44.3,-78.333333
350096,ca,port alberni,Port Alberni,2,21282.0,49.233333,-124.8
350141,ca,port hope,Port Hope,8,11765.0,43.95,-78.3
350193,ca,powell river,Powell River,2,12779.0,49.883333,-124.55
350203,ca,prince albert,Prince Albert,11,34608.0,53.2,-105.75
350204,ca,prince george,Prince George,2,65558.0,53.916667,-122.766667
350206,ca,prince rupert,Prince Rupert,2,14708.0,54.316667,-130.333333
350239,ca,quebec,Quebec,10,645623.0,46.8,-71.25
350244,ca,quesnel,Quesnel,2,13788.0,52.983333,-122.483333
350300,ca,red deer,Red Deer,1,73595.0,52.266667,-113.8
350324,ca,regina,Regina,11,176182.0,50.45,-104.616667
350372,ca,rimouski,Rimouski,10,38420.0,48.43333300000001,-68.516667
350407,ca,riviere-du-loup,Rivière-du-Loup,10,15219.0,47.833333,-69.533333
350687,ca,saint-georges,Saint-Georges,10,21416.0,46.116667,-70.666667
350707,ca,saint-hyacinthe,Saint-Hyacinthe,10,50327.0,45.633333,-72.93333299999998
350726,ca,saint-jerome,Saint-Jérôme,10,54948.0,45.766667,-74.0
350729,ca,saint john,Saint John,4,87857.0,45.266667,-66.06666700000001
350841,ca,saint thomas,Saint Thomas,8,38694.0,42.783333,-81.18333299999998
350856,ca,salaberry-de-valleyfield,Salaberry-de-Valleyfield,10,38662.0,45.25,-74.133333
350860,ca,salmon arm,Salmon Arm,2,10093.0,50.7,-119.283333
350888,ca,sarnia,Sarnia,8,82998.0,42.966667,-82.4
350892,ca,saskatoon,Saskatoon,11,198957.0,52.133333,-106.666667
350894,ca,sault sainte marie,Sault Sainte Marie,8,63967.0,46.5,-84.333333
350950,ca,sept-iles,Sept-Îles,10,22582.0,50.2,-66.383333
350975,ca,shawinigan,Shawinigan,10,49161.0,46.55,-72.733333
350999,ca,sherbrooke,Sherbrooke,10,129447.0,45.4,-71.9
351043,ca,simcoe,Simcoe,8,13446.0,42.833333,-80.3
351065,ca,smiths falls,Smiths Falls,8,10553.0,44.9,-76.016667
351093,ca,sorel,Sorel,10,33591.0,46.05,-73.116667
351158,ca,spruce grove,Spruce Grove,1,17767.0,53.533333,-113.916667
351226,ca,stratford,Stratford,8,30234.0,43.366667,-80.983333
351231,ca,strathmore,Strathmore,1,10009.0,51.04,-113.42
351233,ca,strathroy,Strathroy,8,13525.0,42.95,-81.616667
351246,ca,sudbury,Sudbury,8,109724.0,46.5,-80.966667
351256,ca,summerside,Summerside,9,14808.0,46.4,-63.783333
351286,ca,swift current,Swift Current,11,14702.0,50.283333,-107.766667
351289,ca,sydney mines,Sydney Mines,7,15474.0,46.233333,-60.216667
351292,ca,sydney,Sydney,7,32660.0,46.15,-60.166667
351293,ca,sylvan lake,Sylvan Lake,1,10520.0,52.3,-114.083333
351342,ca,terrace,Terrace,2,19443.0,54.5,-128.583333
351363,ca,thetford mines,Thetford Mines,10,22007.0,46.083333,-71.3
351369,ca,thompson,Thompson,3,12467.0,55.75,-97.866667
351381,ca,thunder bay,Thunder Bay,8,99336.0,48.4,-89.233333
351393,ca,tilsonburg,Tilsonburg,8,14843.0,42.866667,-80.733333
351398,ca,timmins,Timmins,8,32901.0,48.466667,-81.333333
351416,ca,toronto,Toronto,8,4612187.0,43.666667,-79.416667
351447,ca,trois-rivieres,Trois-Rivières,10,119693.0,46.35,-72.55
351456,ca,truro,Truro,7,20650.0,45.366667,-63.3
351536,ca,vancouver,Vancouver,2,1837970.0,49.25,-123.133333
351565,ca,vernon,Vernon,2,47275.0,50.266667,-119.266667
351574,ca,victoria,Victoria,2,289625.0,48.43333300000001,-123.35
351577,ca,victoriaville,Victoriaville,10,34426.0,46.05,-71.966667
351624,ca,wallaceburg,Wallaceburg,8,10693.0,42.583333,-82.366667
351658,ca,waterloo,Waterloo,8,110800.0,43.466667,-80.533333
351735,ca,wetaskiwin,Wetaskiwin,1,11302.0,52.966667,-113.383333
351748,ca,whitchurch-stouffville,Whitchurch-Stouffville,8,11696.0,43.966667,-79.25
351756,ca,whitehorse,Whitehorse,12,19616.0,60.716667,-135.05
351762,ca,white rock,White Rock,2,66450.0,49.033333,-122.816667
351782,ca,williams lake,Williams Lake,2,14168.0,52.116667,-122.15
351795,ca,windsor,Windsor,8,278013.0,42.333333,-83.033333
351804,ca,winnipeg,Winnipeg,3,632069.0,49.883333,-97.166667
351829,ca,woodstock,Woodstock,8,33893.0,43.133333,-80.75
351851,ca,yellowknife,Yellowknife,13,15866.0,62.45,-114.35
351857,ca,yorkton,Yorkton,11,15172.0,51.216667,-102.466667
351965,cd,aketi,Aketi,0,35158.0,2.733333,23.766667
352864,cd,bandundu,Bandundu,1,118203.0,-3.316667,17.366667
353157,cd,basoko,Basoko,9,43706.0,1.233333,23.6
353643,cd,beni,Beni,11,89643.0,0.5,29.466667
353894,cd,binga,Binga,0,60037.0,2.3833330000000004,20.5
354184,cd,boende,Boende,2,32089.0,-0.216667,20.866667
354596,cd,bolobo,Bolobo,1,27860.0,-2.166667,16.233333
354658,cd,boma,Boma,8,344522.0,-5.85,13.05
354820,cd,bondo,Bondo,0,17858.0,3.816667,23.666667
355108,cd,bosobolo,Bosobolo,2,14552.0,4.183333,19.9
355523,cd,bukama,Bukama,5,38801.0,-9.2,25.85
355532,cd,bukavu,Bukavu,12,225431.0,-2.5083330000000004,28.860833000000003
355625,cd,bulungu,Bulungu,1,48340.0,-4.55,18.6
355640,cd,bumba,Bumba,2,95514.0,2.183333,22.466667
