date	counts
194306	1
194307	2
194309	13
194310	86
194311	71
194312	103
194401	86
194402	106
194403	142
194404	63
194405	76
194406	102
194407	131
194408	144
194409	159
194410	121
194411	122
194412	111
194501	111
194502	82
194503	97
194504	67
194505	193
194506	217
194507	197
194508	161
194509	161
194510	144
194511	185
194512	170
194601	674
194602	666
194603	808
194604	853
194605	913
194606	845
194607	799
194608	838
194609	902
194610	938
194611	981
194612	1144
194701	914
194702	1014
194703	1228
194704	1273
194705	1412
194706	1384
194707	1410
194708	1492
194709	1456
194710	1420
194711	1421
194712	1424
194801	813
194802	731
194803	831
194804	930
194805	900
194806	908
194807	867
194808	877
194809	894
194810	964
194811	986
194812	965
194901	1266
194902	1085
194903	1215
194904	1148
194905	1180
194906	1247
194907	1282
194908	1220
194909	1339
194910	1459
194911	1464
194912	1572
195001	1859
195002	1824
195003	1846
195004	1862
195005	2004
195006	1879
195007	2055
195008	2143
195009	2179
195010	2302
195011	2143
195012	2577
195101	2400
195102	2036
195103	2226
195104	2149
195105	2088
195106	1939
195107	2010
195108	2162
195109	2342
195110	2535
195111	2374
195112	2451
195201	2725
195202	2530
195203	2746
195204	2498
195205	2626
195206	2372
195207	2439
195208	2411
195209	2425
195210	2487
195211	2614
195212	2562
195301	2536
195302	2710
195303	3649
195304	3852
195305	4036
195306	3846
195307	3872
195308	3917
195309	3792
195310	4172
195311	4101
195312	4321
195401	4529
195402	4045
195403	4663
195404	4453
195405	4657
195406	4586
195407	4696
195408	4657
195409	4510
195410	4533
195411	4493
195412	4646
195501	4676
195502	4272
195503	4783
195504	4790
195505	5130
195506	4970
195507	5379
195508	5480
195509	5371
195510	5610
195511	5337
195512	5567
195601	6038
195602	5697
195603	6069
195604	6122
195605	6323
195606	6089
195607	6127
195608	6071
195609	6173
195610	6518
195611	6291
195612	6615
195701	6807
195702	6267
195703	6814
195704	6129
195705	6556
195706	6741
195707	7490
195708	7813
195709	7660
195710	7819
195711	7395
195712	7829
195801	7982
195802	7217
195803	8335
195804	8051
195805	8387
195806	8150
195807	8123
195808	8162
195809	8028
195810	8325
195811	8023
195812	8445
195901	8265
195902	7452
195903	8698
195904	8481
195905	8616
195906	8309
195907	8418
195908	8345
195909	8082
195910	8386
195911	8310
195912	8740
196001	9197
196002	8629
196003	9689
196004	9210
196005	9543
196006	9469
196007	9723
196008	9811
196009	9596
196010	9985
196011	9567
196012	9958
196101	9845
196102	8915
196103	9817
196104	9630
196105	10188
196106	9824
196107	10100
196108	10207
196109	10165
196110	10398
196111	9904
196112	10343
196201	10145
196202	9245
196203	14243
196204	13648
196205	15102
196206	14684
196207	13963
196208	14746
196209	14540
196210	15287
196211	14744
196212	14979
196301	12987
196302	12706
196303	10428
196304	10866
196305	11166
196306	10831
196307	13276
196308	13462
196309	12836
196310	13512
196311	13123
196312	13483
196401	11333
196402	9002
196403	13071
196404	12715
196405	13118
196406	13644
196407	14377
196408	14305
196409	14425
196410	15723
196411	15000
196412	15674
196501	14829
196502	12913
196503	15100
196504	15341
196505	15608
196506	14949
196507	15377
196508	15431
196509	14593
196510	15478
196511	14810
196512	15609
196601	16245
196602	14758
196603	16517
196604	15874
196605	16667
196606	16819
196607	16858
196608	14114
196609	13873
196610	15993
196611	17500
196612	18322
196701	18301
196702	16635
196703	18582
196704	17532
196705	17941
196706	17992
196707	18329
196708	16890
196709	16880
196710	17545
196711	17931
196712	18335
196801	17068
196802	16687
196803	16842
196804	15544
196805	17529
196806	15857
196807	17684
196808	17686
196809	16719
196810	14235
196811	17788
196812	18323
196901	16428
196902	15618
196903	18279
196904	17100
196905	18291
196906	18324
196907	18300
196908	17998
196909	16698
196910	18723
196911	17873
196912	15920
197001	18476
197002	17227
197003	14967
197004	18589
197005	19158
197006	17298
197007	19346
197008	18827
197009	16249
197010	19398
197011	18908
197012	19175
197101	19368
197102	17553
197103	18493
197104	18881
197105	19458
197106	17780
197107	18071
197108	17830
197109	17578
197110	19497
197111	19254
197112	18671
197201	18939
197202	17522
197203	19179
197204	18984
197205	19248
197206	18346
197207	18985
197208	19275
197209	18680
197210	17212
197211	18673
197212	19478
197301	20163
197302	18457
197303	19276
197304	19463
197305	20764
197306	19364
197307	20458
197308	18386
197309	19868
197310	20538
197311	19952
197312	20640
197401	20250
197402	18264
197403	19684
197404	17109
197405	18079
197406	16907
197407	18172
197408	17652
197409	17674
197410	18284
197411	18173
197412	18161
197501	19659
197502	16850
197503	19642
197504	14045
197505	19828
197506	19238
197507	19233
197508	18961
197509	17304
197510	19361
197511	19086
197512	19811
197601	20076
197602	19358
197603	20664
197604	19821
197605	20543
197606	19686
197607	19829
197608	19617
197609	18907
197610	19855
197611	19200
197612	19622
197701	19577
197702	17894
197703	19979
197704	19207
197705	19987
197706	18791
197707	19216
197708	19365
197709	18858
197710	19911
197711	19442
197712	20018
197801	19863
197802	18085
197803	19952
197804	19124
197805	20325
197806	19834
197807	20094
197808	20154
197809	19484
197810	20391
197811	19861
197812	20662
197901	21099
197902	19279
197903	20865
197904	20017
197905	21677
197906	20800
197907	20233
197908	20216
197909	19379
197910	20456
197911	19836
197912	20727
198001	20649
198002	18947
198003	20599
198004	19904
198005	20443
198006	19322
198007	20552
198008	20855
198009	19040
198010	19693
198011	18980
198012	19752
198101	20242
198102	19037
198103	20818
198104	20141
198105	20196
198106	19926
198107	20093
198108	20122
198109	18591
198110	20516
198111	20277
198112	19456
198201	21284
198202	19474
198203	20780
198204	20925
198205	21492
198206	20789
198207	20606
198208	21162
198209	20615
198210	21642
198211	21043
198212	21484
198301	21440
198302	19262
198303	21435
198304	20887
198305	20661
198306	20701
198307	21165
198308	21670
198309	21029
198310	21635
198311	21341
198312	21704
198401	19501
198402	19872
198403	21048
198404	20351
198405	20936
198406	20064
198407	20931
198408	21178
198409	19241
