date	counts
195801	15835
195802	14624
195803	16528
195804	15939
195805	16651
195806	16167
195807	16569
195808	16686
195809	16196
195810	16824
195811	16277
195812	16982
195901	16760
195902	15254
195903	17125
195904	16634
195905	17106
195906	16476
195907	16970
195908	17229
195909	16779
195910	17556
195911	16965
195912	17518
196001	17184
196002	16433
196003	17719
196004	16844
196005	17575
196006	17060
196007	17610
196008	17566
196009	17066
196010	17858
196011	17079
196012	17984
196101	18075
196102	16367
196103	18144
196104	17802
196105	18234
196106	17570
196107	18504
196108	18575
196109	18073
196110	18592
196111	17942
196112	18613
196201	18677
196202	16963
196203	18885
196204	18473
196205	19180
196206	18693
196207	19004
196208	19138
196209	18508
196210	19159
196211	18477
196212	18814
196301	19132
196302	17447
196303	19432
196304	18741
196305	19183
196306	18580
196307	18952
196308	18668
196309	17853
196310	17525
196311	16977
196312	17520
196401	15686
196402	15072
196403	16165
196404	15480
196405	15991
196406	16335
196407	17371
196408	17662
196409	17197
196410	17475
196411	16649
196412	17387
196501	15856
196502	14623
196503	16959
196504	17074
196505	17606
196506	16828
196507	17222
196508	17583
196509	16830
196510	17323
196511	16338
196512	17155
196601	17857
196602	15917
196603	17435
196604	17210
196605	17430
196606	17941
196607	18668
196608	15702
196609	15068
196610	16768
196611	17875
196612	18065
196701	18654
196702	16989
196703	19018
196704	18523
196705	18888
196706	18551
196707	19182
196708	18888
196709	17733
196710	18436
196711	18048
196712	18956
196801	17777
196802	17171
196803	18438
196804	18171
196805	18563
196806	18266
196807	18553
196808	18733
196809	17915
196810	18869
196811	18100
196812	18618
196901	18629
196902	16922
196903	18853
196904	18569
196905	19418
196906	19329
196907	19358
196908	18400
196909	18258
196910	19070
196911	18521
196912	18672
197001	18219
197002	16343
197003	18303
197004	17956
197005	18712
197006	19174
197007	19067
197008	19886
197009	18702
197010	19472
197011	18459
197012	19401
197101	20313
197102	17888
197103	20469
197104	19443
197105	20777
197106	20111
197107	20563
197108	20802
197109	19996
197110	21160
197111	20347
197112	20457
197201	20816
197202	19364
197203	21339
197204	20871
197205	21525
197206	20638
197207	20990
197208	20866
197209	20583
197210	20681
197211	20079
197212	20978
197301	22234
197302	20248
197303	22444
197304	21844
197305	22335
197306	21709
197307	22252
197308	22119
197309	21581
197310	22330
197311	21602
197312	22347
197401	22272
197402	20107
197403	22298
197404	20584
197405	21469
197406	21169
197407	21638
197408	22182
197409	21174
197410	22015
197411	21202
197412	22057
197501	22138
197502	20042
197503	22325
197504	21678
197505	22312
197506	21614
197507	21870
197508	21913
197509	21281
197510	21814
197511	21430
197512	22204
197601	21941
197602	20832
197603	22146
197604	21199
197605	21765
197606	20952
197607	21727
197608	21744
197609	21072
197610	21698
197611	20956
197612	21582
197701	21528
197702	19674
197703	21816
197704	21079
197705	21708
197706	20857
197707	21497
197708	21209
197709	20522
197710	21493
197711	20897
197712	21582
197801	21632
197802	19968
197803	22273
197804	21433
197805	22113
197806	21443
197807	21981
197808	21997
197809	21290
197810	22139
197811	21368
197812	22276
197901	22546
197902	20576
197903	22112
197904	21449
197905	22823
197906	21964
197907	22152
197908	22163
197909	21338
197910	22144
197911	21314
197912	21672
198001	21734
198002	20628
198003	22157
198004	21464
198005	21769
198006	20654
198007	21323
198008	21604
198009	20528
198010	20711
198011	20149
198012	20953
198101	21155
198102	19618
198103	21868
198104	20939
198105	21803
198106	20788
198107	21295
198108	21399
198109	20750
198110	21592
198111	21350
198112	22119
198201	22039
198202	20202
198203	22506
198204	21537
198205	22208
198206	21258
198207	21802
198208	21683
198209	21042
198210	22132
198211	21370
198212	21921
198301	22161
198302	20068
198303	22245
198304	21640
198305	22380
198306	21607
198307	22093
198308	22238
198309	21581
198310	22503
198311	21861
198312	22343
198401	22445
198402	21190
198403	22718
198404	21686
198405	22482
198406	21642
198407	21891
198408	22204
198409	21623
198410	22400
198411	21611
198412	22234
198501	22183
198502	20034
198503	22313
198504	21457
198505	21662
198506	20786
198507	21842
198508	21577
198509	20914
198510	22018
198511	21240
198512	21878
198601	22301
198602	20358
198603	22401
198604	21454
198605	22139
198606	20894
198607	21772
198608	21762
198609	21369
198610	22154
198611	21672
198612	22562
198701	22355
198702	20416
198703	22759
198704	21772
198705	22703
198706	21832
198707	22386
198708	22602
198709	21855
198710	22774
198711	21974
198712	22579
198801	22586
198802	20927
198803	22529
198804	21878
198805	22456
198806	21739
198807	22541
198808	22561
198809	22117
198810	23071
198811	22408
198812	22941
198901	23123
198902	20928
198903	23100
198904	22261
198905	22965
198906	21803
198907	22389
198908	22236
198909	22054
198910	22587
198911	21907
198912	22484
199001	22272
199002	20375
199003	22582
199004	21589
199005	22321
199006	21705
199007	22225
199008	22247
199009	21137
199010	21362
199011	20840
199012	21659
199101	21176
199102	19315
199103	21995
199104	21160
199105	21762
199106	20662
199107	21301
199108	21362
199109	20619
199110	20948
199111	19714
199112	20787
199201	20359
199202	19320
199203	20856
199204	20125
199205	20972
199206	20303
199207	21004
199208	21193
199209	20590
199210	21385
199211	20886
199212	21537
199301	21463
199302	19653
199303	21619
199304	20958
199305	21403
199306	20679
199307	21139
199308	20889
199309	19907
199310	20606
199311	20039
199312	20762
199401	20427
199402	18927
199403	20794
199404	20209
199405	20583
199406	19987
199407	20644
199408	20854
199409	20139
199410	20778
199411	20005
199412	20640
199501	20058
199502	18488
199503	20552
199504	19599
199505	20194
199506	19513
199507	20333
199508	20569
199509	19721
199510	20628
199511	19646
199512	20210
199601	19989
199602	18828
199603	19900
199604	19282
199605	19791
199606	18774
199607	19541
199608	18759
199609	18164
199610	18961
199611	18203
199612	18885
199701	18529
199702	16689
199703	18752
199704	18536
199705	18920
199706	18243
199707	19198
199708	19063
199709	18584
199710	18783
199711	18275
199712	18533
199801	19234
199802	17180
199803	19499
199804	18564
199805	18945
199806	18281
199807	18689
199808	18695
199809	17805
199810	18576
199811	18005
199812	17678
199901	17422
199902	16046
199903	18283
199904	17536
199905	18129
199906	17201
199907	17687
199908	17407
199909	16628
199910	16927
199911	16769
199912	16976
200001	16659
200002	16094
200003	16835
200004	16530
200005	17266
200006	17088
200007	17433
200008	17539
200009	16816
200010	17335
200011	16949
200012	17498
200101	17650
200102	15980
200103	17986
200104	17413
200105	17921
200106	17263
200107	17343
200108	17878
200109	17245
200110	17739
200111	17109
200112	17679
200201	17701
200202	16214
200203	17924
200204	16792
200205	17497
200206	17045
200207	17646
200208	17716
200209	17167
200210	17114
200211	16457
200212	16933
200301	17350
200302	15804
200303	17756
200304	17250
200305	17621
200306	16936
200307	17605
200308	17579
200309	17049
200310	17556
200311	16983
200312	17398
200401	17517
200402	16516
200403	17884
200404	17340
200405	17673
200406	17186
200407	17940
200408	18014
200409	17523
200410	18207
200411	17303
200412	17801
200501	17957
200502	16674
200503	18663
200504	18088
200505	18673
200506	18028
200507	18392
200508	18293
200509	17784
200510	18563
200511	17829
200512	18386
200601	18269
200602	16819
200603	18616
200604	18011
200605	18707
200606	18026
200607	18594
200608	18842
200609	18203
200610	18367
200611	17690
200612	18005
200701	17970
200702	16313
200703	18340
200704	18171
200705	19162
200706	18423
200707	19122
200708	19253
200709	18445
200710	19177
200711	18337
200712	18913
200801	18764
200802	17637
200803	19050
200804	18232
200805	19003
200806	18436
200807	19087
200808	19232
200809	18643
200810	19285
200811	18911
200812	19280
200901	19147
200902	17296
200903	19296
200904	18475
200905	18945
200906	18379
200907	19038
200908	19206
200909	18621
200910	19207
200911	18600
200912	19225
201001	18951
201002	17124
201003	19141
201004	18282
201005	18731
201006	17889
201007	18924
201008	19253
201009	18536
201010	19602
201011	18728
201012	19205
201101	19156
201102	17302
201103	19331
201104	18826
201105	19362
201106	18886
201107	19621
201108	20134
201109	19556
201110	19905
201111	19069
201112	19482
201201	19228
201202	17998
201203	19127
201204	18397
201205	19317
201206	18832
201207	19417
201208	19117
201209	18515
201210	18551
201211	18080
201212	18494
201301	18523
201302	16728
201303	18817
201304	17990
201305	18827
201306	18609
201307	18710
201308	18693
201309	18067
201310	18979
201311	18274
201312	18729
201401	18330
201402	16749
201403	19175
201404	18093
201405	18964
201406	18398
201407	18878
201408	18712
201409	18048
201410	18795
201411	18226
201412	18658
201501	17866
201502	15881
201503	17275
201504	18068
201505	18520
201506	17998
201507	18709
201508	19305
201509	18930
201510	19269
201511	18496
201512	18889
201601	18961
201602	17871
201603	19409
201604	18469
201605	18642
201606	18005
201607	19167
201608	19256
201609	18768
201610	19528
201611	18927
201612	19494
201701	19556
201702	17897
201703	19751
201704	18896
201705	19522
201706	18718
201707	19170
201708	19044
201709	18168
201710	18730
201711	18101
201712	18727
201801	18685
201802	16888
201803	18653
201804	18098
201805	18655
201806	18414
201807	18678
201808	18934
201809	18298
201810	19029
201811	18059
201812	18626
201901	18516
201902	16759
201903	18581
201904	17605
201905	18274
201906	17783
201907	18637
201908	18679
201909	17017
201910	18483
201911	17778
201912	18390
202001	17285
202002	15060
202003	16970
202004	15475
202005	15906
202006	14938
202007	15521
202008	15428
202009	12012
