date	counts
194306	4
194308	4
194309	2
194310	50
194311	69
194312	61
194401	66
194402	71
194403	65
194404	54
194405	86
194406	85
194407	78
194408	84
194409	73
194410	85
194411	81
194412	82
194501	85
194502	79
194503	88
194504	1
194505	4
194506	4
194507	2
194508	2
194509	1
194510	1
194512	1
194601	580
194602	614
194603	722
194604	702
194605	776
194606	778
194607	809
194608	822
194609	780
194610	913
194611	1021
194612	1361
194701	984
194702	1183
194703	1414
194704	1385
194705	1421
194706	1452
194707	1484
194708	1562
194709	1249
194710	1363
194711	1368
194712	1337
194801	1351
194802	1443
194803	1592
194804	1397
194805	1455
194806	1509
194807	1594
194808	1722
194809	1814
194810	1803
194811	1820
194812	1666
194901	1914
194902	1710
194903	1984
194904	2216
194905	2325
194906	2474
194907	2389
194908	2443
194909	2488
194910	2568
194911	2599
194912	2888
195001	3106
195002	3072
195003	3319
195004	3253
195005	3472
195006	3395
195007	3753
195008	3774
195009	3798
195010	4049
195011	3896
195012	4161
195101	4029
195102	4260
195103	4995
195104	4800
195105	4811
195106	4611
195107	4989
195108	4523
195109	4562
195110	5037
195111	4762
195112	4938
195201	5007
195202	4989
195203	5343
195204	5169
195205	5291
195206	5329
195207	5035
195208	5036
195209	5184
195210	5259
195211	5290
195212	5324
195301	5490
195302	4878
195303	5299
195304	5165
195305	5380
195306	5298
195307	5235
195308	5311
195309	5229
195310	5473
195311	5365
195312	5606
195401	6382
195402	5855
195403	5942
195404	4418
195405	4689
195406	4433
195407	4637
195408	4739
195409	4478
195410	4565
195411	4614
195412	4763
195501	4832
195502	4458
195503	5246
195504	5216
195505	5581
195506	5365
195507	6756
195508	7014
195509	6757
195510	7035
195511	6655
195512	6931
195601	7625
195602	7283
195603	7891
195604	7742
195605	7909
195606	7566
195607	7687
195608	7541
195609	7414
195610	7817
195611	7640
195612	7962
195701	7923
195702	7290
195703	8244
195704	8628
195705	9039
195706	9030
195707	9446
195708	9555
195709	9245
195710	9734
195711	9487
195712	9812
195801	10256
195802	9558
195803	10848
195804	10501
195805	10714
195806	10525
195807	10612
195808	10893
195809	10361
195810	10975
195811	10617
195812	11080
195901	10763
195902	9993
195903	11155
195904	10900
195905	11069
195906	10617
195907	10588
195908	10898
195909	10648
195910	11233
195911	11168
195912	11582
196001	11803
196002	11453
196003	12177
196004	11453
196005	12113
196006	11742
196007	12102
196008	12176
196009	11689
196010	12502
196011	11886
196012	12514
196101	12457
196102	11227
196103	12236
196104	11993
196105	12315
196106	11861
196107	12573
196108	12757
196109	12720
196110	12813
196111	12451
196112	12871
196201	12771
196202	11747
196203	16139
196204	16061
196205	17209
196206	16299
196207	16833
196208	16863
196209	14854
196210	16593
196211	16031
196212	16761
196301	14739
196302	14907
196303	17048
196304	16483
196305	17155
196306	16436
196307	14805
196308	16209
196309	15337
196310	15688
196311	15159
196312	15500
196401	14548
196402	13830
196403	15095
196404	14661
196405	14770
196406	15251
196407	16242
196408	16410
196409	16148
196410	16253
196411	15617
196412	16333
196501	15115
196502	13907
196503	15975
196504	16121
196505	16241
196506	15787
196507	16217
196508	16447
196509	15656
196510	16159
196511	15171
196512	16354
196601	17046
196602	15289
196603	16874
196604	15552
196605	16753
196606	17185
196607	17774
196608	14328
196609	14295
196610	15808
196611	16752
196612	16523
196701	13082
196702	14022
196703	17766
196704	17402
196705	17580
196706	17541
196707	17742
196708	17967
196709	16562
196710	17256
196711	16460
196712	17680
196801	17421
196802	17096
196803	17968
196804	16926
196805	17877
196806	16310
196807	17983
196808	17861
196809	17772
196810	18268
196811	17907
196812	17709
196901	18319
196902	16318
196903	18504
196904	18137
196905	18976
196906	18484
196907	18228
196908	18129
196909	17795
196910	18591
196911	18171
196912	17373
197001	18277
197002	16518
197003	15164
197004	16524
197005	18757
197006	19133
197007	18759
197008	19684
197009	18275
197010	19271
197011	18432
197012	18914
197101	19815
197102	16898
197103	18861
197104	19434
197105	19955
197106	19383
197107	18892
197108	20249
197109	18641
197110	20255
197111	19605
197112	19324
197201	20325
197202	18302
197203	20044
197204	20074
197205	20681
197206	20380
197207	20702
197208	19964
197209	20353
197210	19545
197211	19678
197212	20583
197301	20906
197302	19100
197303	20732
197304	20437
197305	21113
197306	20258
197307	21049
197308	19071
197309	20803
197310	21047
197311	20583
197312	21128
197401	20968
197402	18250
197403	18151
197404	17572
197405	17815
197406	17622
197407	18570
197408	19405
197409	19132
197410	18791
197411	17842
197412	19765
197501	20935
197502	19054
197503	20553
197504	20584
197505	21118
197506	20380
197507	20616
197508	20574
197509	19209
197510	20619
197511	19769
197512	20970
197601	20873
197602	19978
197603	21308
197604	20283
197605	20645
197606	20087
197607	20430
197608	20841
197609	19894
197610	19891
197611	19715
197612	20240
197701	20273
197702	18509
197703	20466
197704	19173
197705	20384
197706	19667
197707	20027
197708	19737
197709	19043
197710	20002
197711	19549
197712	20080
197801	19550
197802	18523
197803	20615
197804	19825
197805	20715
197806	20090
197807	20596
197808	20665
197809	19872
197810	20712
197811	19996
197812	20930
197901	21294
197902	19762
197903	20673
197904	20314
197905	21872
197906	21142
197907	20922
197908	20793
197909	20043
197910	20783
197911	20157
197912	21087
198001	20648
198002	19457
198003	20811
198004	20309
198005	20499
198006	19519
198007	20475
198008	20785
198009	19659
198010	19938
198011	19511
198012	20244
198101	20436
198102	18486
198103	21095
198104	20101
198105	19480
198106	19931
198107	19896
198108	20126
198109	18608
198110	20310
198111	20130
198112	20838
198201	20895
198202	19380
198203	21544
198204	21174
198205	21446
198206	20303
198207	21044
198208	20807
198209	20448
198210	21586
198211	20810
198212	21227
198301	21304
198302	19258
198303	21340
198304	20836
198305	20749
198306	20803
198307	21027
198308	21624
198309	21078
198310	21357
198311	21319
198312	21800
198401	20239
198402	20310
198403	21745
198404	20705
198405	21301
198406	20398
198407	20998
198408	21231
198409	19639
198410	21327
198411	20750
198412	20675
198501	21279
198502	19264
198503	21330
198504	20427
198505	20052
198506	20035
198507	20023
198508	20427
198509	19753
198510	20786
198511	20139
198512	20470
198601	20889
198602	19222
198603	21023
198604	20106
198605	20087
198606	19571
198607	20310
198608	20521
198609	20073
198610	20920
198611	20372
198612	21062
198701	20911
198702	19169
198703	21243
198704	20471
198705	21314
198706	20458
198707	20936
198708	21437
198709	20915
198710	21434
198711	20540
198712	21288
198801	21454
198802	19304
198803	21444
198804	20865
198805	21379
198806	20393
198807	20724
198808	21118
198809	21240
198810	22234
198811	21627
198812	22196
198901	22136
198902	20045
198903	22203
198904	21541
198905	22092
198906	20744
198907	21564
198908	21377
198909	20996
198910	21545
198911	21065
198912	21708
199001	21784
199002	19915
199003	22010
199004	20961
199005	21664
199006	21118
199007	21109
199008	21883
199009	20800
199010	21121
199011	20862
199012	21346
199101	20710
199102	18996
199103	21397
199104	20889
199105	21237
199106	19886
199107	20819
199108	20929
199109	20432
199110	21208
199111	19613
199112	20270
199201	19666
199202	18122
199203	20151
199204	19233
199205	19968
199206	19196
199207	19836
199208	19527
199209	18282
199210	18777
199211	20214
199212	20821
199301	20507
199302	18456
199303	20615
199304	20103
199305	20513
199306	19765
199307	20330
199308	19974
199309	19163
199310	19823
199311	19251
199312	19922
199401	19750
199402	18368
199403	18894
199404	19506
199405	20003
199406	19282
199407	20080
199408	20202
199409	19485
199410	20168
199411	19514
199412	20094
199501	20064
199502	18336
199503	20296
199504	19405
199505	19697
199506	19132
199507	19969
199508	20121
199509	18848
199510	20259
199511	19412
199512	19956
199601	19734
199602	18453
199603	19528
199604	19048
199605	19356
199606	18500
199607	19377
199608	18715
199609	17809
199610	18581
199611	17997
199612	18634
199701	18373
199702	16608
199703	18373
199704	18482
199705	18602
199706	17356
199707	18959
199708	18678
199709	18418
199710	18152
199711	18017
199712	18683
199801	19146
199802	16482
199803	19163
199804	18261
199805	15105
199806	16957
199807	11485
199808	18476
199809	17498
199810	18027
199811	17561
199812	17176
199901	16433
199902	15481
199903	18077
199904	17243
199905	17167
199906	16970
199907	17577
199908	17215
199909	16488
199910	16788
199911	16580
199912	16913
200001	16891
200002	16209
200003	17040
200004	16598
200005	17430
200006	17088
200007	17594
200008	17823
200009	16996
200010	17715
200011	17046
200012	17554
200101	17630
200102	16253
200103	18068
200104	17367
200105	17986
200106	17240
200107	17382
200108	17773
200109	17282
200110	17716
200111	17182
200112	17776
200201	17762
200202	16228
200203	17976
200204	17081
200205	17542
200206	17106
200207	17746
200208	17801
200209	17190
200210	16998
200211	16279
200212	16776
200301	17009
200302	15529
200303	17397
200304	16850
200305	17288
200306	16689
200307	17185
200308	17457
200309	16915
200310	17381
200311	16696
200312	17020
200401	16895
200402	15970
200403	17306
200404	16714
200405	17118
200406	16702
200407	17660
200408	17908
200409	17242
200410	17842
200411	17006
200412	17377
200501	17781
200502	16518
200503	18461
200504	17870
200505	18468
200506	17833
200507	18337
200508	18425
200509	17869
200510	18445
200511	17786
200512	18388
200601	18284
200602	16813
200603	18613
200604	17865
200605	18592
200606	18124
200607	18774
200608	19026
200609	18160
200610	18343
200611	17682
200612	17984
200701	17954
200702	16309
200703	18206
200704	18057
200705	18538
200706	18487
200707	18523
200708	19180
200709	18371
200710	18929
200711	18200
200712	18858
200801	18458
200802	17526
200803	18816
200804	18115
200805	18836
200806	18365
200807	19018
200808	19113
200809	18618
200810	19232
200811	18788
200812	19204
200901	18983
200902	17177
200903	19114
200904	18241
200905	18774
200906	18256
200907	18988
200908	19010
200909	18500
200910	19122
200911	18547
200912	19122
201001	18935
201002	17203
201003	19069
201004	18261
201005	18686
201006	17938
201007	19006
201008	19415
201009	18810
201010	19885
201011	18969
201012	19436
201101	19582
201102	17476
201103	19543
201104	18985
201105	19584
201106	18999
201107	19861
201108	20386
201109	19821
201110	20278
201111	19375
201112	19662
201201	19396
201202	18067
201203	19072
201204	18416
201205	19408
201206	18855
201207	19414
201208	19248
201209	18735
201210	18873
