date	counts
191307	18
191308	15
191309	13
191311	12
191402	11
191403	14
191404	15
191405	15
191406	15
191407	14
191501	11
191502	12
191504	13
191507	13
191509	14
191511	16
191602	16
191603	11
191604	12
191611	16
191703	12
191704	13
191705	30
191706	27
191707	23
191708	30
191709	30
191710	22
191711	17
192605	37
192710	19
193401	20
193408	12
193409	13
193502	11
193506	23
193510	16
193712	13
193804	15
193901	12
193902	45
193903	43
193904	57
193905	38
193906	31
193907	44
193908	32
193909	31
193910	39
193911	51
193912	36
194001	39
194002	22
194003	77
194004	91
194005	79
194006	115
194007	186
194008	231
194009	267
194010	303
194011	244
194012	322
194101	310
194102	301
194103	351
194104	222
194105	347
194106	306
194107	194
194108	188
194109	230
194110	210
194111	215
194112	281
194201	296
194202	210
194203	162
194204	249
194205	258
194206	244
194207	283
194208	274
194209	256
194210	283
194211	217
194212	271
194301	225
194302	186
194303	232
194304	185
194305	192
194306	208
194307	223
194308	270
194309	277
194310	315
194311	362
194312	322
194401	282
194402	278
194403	279
194404	265
194405	325
194406	235
194407	220
194408	222
194409	167
194410	217
194411	210
194412	166
194501	166
194502	145
194503	196
194504	97
194505	130
194506	111
194507	120
194508	129
194509	126
194510	95
194511	67
194512	65
194601	893
194602	1012
194603	1240
194604	1055
194605	1020
194606	1151
194607	1152
194608	1215
194609	1139
194610	1149
194611	1225
194612	1592
194701	1300
194702	1456
194703	1739
194704	1694
194705	1729
194706	1824
194707	1786
194708	1897
194709	1570
194710	1843
194711	1781
194712	1881
194801	4294
194802	4179
194803	4778
194804	5253
194805	5413
194806	5583
194807	5645
194808	5508
194809	5481
194810	5535
194811	5777
194812	5642
194901	5925
194902	5492
194903	5915
194904	6007
194905	6352
194906	6429
194907	6676
194908	6557
194909	6695
194910	6764
194911	6239
194912	6667
195001	7272
195002	6831
195003	7719
195004	7648
195005	8095
195006	8067
195007	8948
195008	8978
195009	8947
195010	9557
195011	9281
195012	9767
195101	9400
195102	8408
195103	9708
195104	9516
195105	9681
195106	9089
195107	9581
195108	9250
195109	9125
195110	9788
195111	9245
195112	9664
195201	9493
195202	9026
195203	9872
195204	10026
195205	10175
195206	9901
195207	10769
195208	10912
195209	10637
195210	10826
195211	10687
195212	10831
195301	11025
195302	10171
195303	11805
195304	11609
195305	11939
195306	11490
195307	11741
195308	11966
195309	11350
195310	11469
195311	11112
195312	11456
195401	11670
195402	10978
195403	11624
195404	10262
195405	10795
195406	10332
195407	10753
195408	10817
195409	10327
195410	10317
195411	10116
195412	10371
195501	10535
195502	10093
195503	11824
195504	11339
195505	11741
195506	11278
195507	13401
195508	13676
195509	12971
195510	13146
195511	12612
195512	13024
195601	13530
195602	12665
195603	14013
195604	13779
195605	14552
195606	14093
195607	14334
195608	14043
195609	13633
195610	14202
195611	13965
195612	14401
195701	14630
195702	13489
195703	15369
195704	19625
195705	20980
195706	19568
195707	18597
195708	18588
195709	17903
195710	18668
195711	18294
195712	18782
195801	17588
195802	16241
195803	18377
195804	17922
195805	18581
195806	18038
195807	18662
195808	18488
195809	17840
195810	18601
195811	17845
195812	18508
195901	18179
195902	16644
195903	18900
195904	18442
195905	18898
195906	18096
195907	18402
195908	18671
195909	18145
195910	18728
195911	18249
195912	18844
196001	18495
196002	17794
196003	19247
196004	18378
196005	19234
196006	18729
196007	19382
196008	19303
196009	18709
196010	19324
196011	18547
196012	19458
196101	19629
196102	17759
196103	19628
196104	19122
196105	19628
196106	18936
196107	19818
196108	19910
196109	19292
196110	19735
196111	19029
196112	19742
196201	19663
196202	17794
196203	21056
196204	19887
196205	20068
196206	19659
196207	20044
196208	20095
196209	19473
196210	20176
196211	19503
196212	19926
196301	19984
196302	18157
196303	20097
196304	19457
196305	19961
196306	19377
196307	19646
196308	19465
196309	18652
196310	18517
196311	17954
196312	18452
196401	16861
196402	16032
196403	17320
196404	16844
196405	16900
196406	17379
196407	18570
196408	18677
196409	18098
196410	18382
196411	17664
196412	18421
196501	17093
196502	15880
196503	18198
196504	18194
196505	18673
196506	17767
196507	18202
196508	18521
196509	17884
196510	18547
196511	17336
196512	18572
196601	18659
196602	16738
196603	18279
196604	17858
196605	18218
196606	18730
196607	19289
196608	16739
196609	16832
196610	17306
196611	19405
196612	19428
196701	19371
196702	17941
196703	19936
196704	19396
196705	19645
196706	19354
196707	19898
196708	19853
196709	18639
196710	19301
196711	19212
196712	20167
196801	19414
196802	18514
196803	19653
196804	19185
196805	19653
196806	19106
196807	19556
196808	19718
196809	18949
196810	19883
196811	19345
196812	19802
196901	19891
196902	18173
196903	20183
196904	19776
196905	20510
196906	20348
196907	20176
196908	19090
196909	19165
196910	20019
196911	19671
196912	19945
197001	19245
197002	17306
197003	19076
197004	18925
197005	19672
197006	20046
197007	19968
197008	20751
197009	19619
197010	20322
197011	19185
197012	20348
197101	21359
197102	18641
197103	21457
197104	20891
197105	21719
197106	20991
197107	21549
197108	21790
197109	20955
197110	22156
197111	21323
197112	21745
197201	21767
197202	20463
197203	22286
197204	21651
197205	22198
197206	21303
197207	21801
197208	21624
197209	21319
197210	21575
197211	21606
197212	22671
197301	23189
197302	21135
197303	22819
197304	21913
197305	22547
197306	21994
197307	22366
197308	22311
197309	21749
197310	22579
197311	22473
197312	23277
197401	22744
197402	20635
197403	22549
197404	21367
197405	21965
197406	21798
197407	22826
197408	23352
197409	21940
197410	22352
197411	21959
197412	22911
197501	23004
197502	20966
197503	22531
197504	21918
197505	22496
197506	21803
197507	22164
197508	22162
197509	21542
197510	22210
197511	22190
197512	22996
197601	22803
197602	21518
197603	22456
197604	21260
197605	21940
197606	21221
197607	21927
197608	21960
197609	21217
197610	21995
197611	21786
197612	22482
197701	22306
197702	20470
197703	22224
197704	21268
197705	22053
197706	21246
197707	22016
197708	21674
197709	20833
197710	21765
197711	21648
197712	22280
197801	21548
197802	19958
197803	21715
197804	20813
197805	21626
197806	20915
197807	21272
197808	21273
197809	20529
197810	21410
197811	21186
197812	22743
197901	23598
197902	21500
197903	22457
197904	21359
197905	23144
197906	22508
197907	22143
197908	22185
197909	20646
197910	21930
197911	21504
197912	21853
198001	21683
198002	20535
198003	21281
198004	20600
198005	20960
198006	19757
198007	20709
198008	20818
198009	19884
198010	20149
198011	20211
198012	21229
198101	21436
198102	19919
198103	21322
198104	20370
198105	21043
198106	20221
198107	20355
198108	20537
198109	19848
198110	20893
198111	21278
198112	22026
198201	22513
198202	20615
198203	22486
198204	21611
198205	21885
198206	20830
198207	21540
198208	21314
198209	20601
198210	21774
198211	21752
198212	22317
198301	22537
198302	20384
198303	21881
198304	21162
198305	21906
198306	21204
198307	21663
198308	21830
198309	21217
198310	22116
198311	22258
198312	22784
198401	22667
198402	21291
198403	22123
198404	21023
198405	21737
198406	20911
198407	21316
198408	21607
198409	20942
198410	21861
198411	21814
198412	22468
198501	22467
198502	20344
198503	21747
198504	20793
198505	21175
