date	counts
192604	12
192605	15
192606	11
192607	12
192609	24
192610	12
192611	14
192703	14
192704	16
192705	13
192712	14
192803	38
192804	12
192805	15
192807	22
192912	19
193102	22
193401	17
193506	21
193611	24
193712	11
193807	20
193905	12
194001	45
194002	42
194003	40
194004	13
194007	16
194105	30
194106	53
194107	52
194108	53
194109	27
194110	17
194201	31
194202	27
194206	22
194210	29
194303	13
194304	15
194306	12
194307	15
194308	23
194309	21
194310	88
194311	45
194312	90
194401	83
194402	83
194403	113
194404	57
194405	60
194406	89
194407	136
194408	132
194409	122
194410	112
194411	123
194412	96
194501	52
194502	49
194503	93
194504	53
194505	163
194506	440
194507	463
194508	157
194509	156
194510	146
194511	402
194512	455
194601	510
194602	484
194603	491
194604	380
194605	428
194606	389
194607	333
194608	460
194609	489
194610	484
194611	584
194612	633
194701	606
194702	627
194703	943
194704	997
194705	1116
194706	1158
194707	1035
194708	1094
194709	1096
194710	1008
194711	1108
194712	975
194801	2648
194802	2380
194803	2778
194804	3241
194805	3266
194806	3320
194807	3197
194808	3269
194809	2964
194810	3160
194811	3373
194812	3280
194901	3921
194902	3437
194903	3721
194904	3678
194905	3889
194906	3885
194907	4101
194908	4015
194909	4205
194910	4152
194911	3682
194912	3879
195001	4136
195002	4258
195003	4780
195004	4532
195005	4997
195006	4618
195007	5371
195008	5413
195009	5513
195010	5911
195011	5621
195012	6096
195101	6433
195102	5530
195103	6287
195104	6038
195105	5980
195106	5666
195107	5818
195108	6083
195109	6235
195110	6518
195111	6330
195112	6788
195201	6866
195202	6216
195203	6860
195204	6950
195205	7024
195206	6576
195207	7396
195208	7535
195209	7211
195210	7474
195211	7416
195212	7302
195301	7374
195302	7205
195303	8948
195304	9206
195305	9516
195306	9071
195307	9335
195308	9520
195309	9062
195310	9290
195311	9097
195312	9290
195401	9099
195402	8560
195403	9303
195404	9075
195405	9390
195406	9035
195407	9310
195408	9344
195409	8940
195410	9020
195411	8824
195412	8820
195501	9009
195502	8487
195503	9628
195504	9495
195505	10046
195506	9646
195507	10574
195508	10725
195509	10228
195510	10372
195511	9862
195512	10286
195601	10549
195602	10286
195603	11412
195604	11436
195605	12131
195606	11724
195607	11714
195608	11438
195609	11937
195610	12342
195611	12068
195612	12472
195701	12836
195702	11927
195703	13694
195704	12472
195705	13160
195706	12231
195707	13473
195708	13656
195709	13390
195710	13652
195711	13085
195712	13576
195801	13741
195802	12531
195803	14282
195804	13856
195805	14470
195806	14094
195807	14664
195808	14423
195809	14129
195810	14448
195811	13621
195812	14114
195901	13946
195902	12725
195903	14542
195904	14100
195905	14351
195906	13951
195907	14148
195908	14176
195909	13595
195910	13792
195911	13538
195912	14253
196001	13693
196002	13020
196003	14467
196004	13860
196005	14261
196006	13900
196007	14329
196008	14510
196009	14079
196010	14384
196011	13776
196012	14327
196101	14337
196102	13157
196103	14730
196104	14277
196105	14787
196106	14241
196107	14600
196108	14643
196109	14173
196110	14497
196111	13964
196112	14522
196201	14470
196202	13128
196203	14559
196204	14173
196205	14698
196206	14102
196207	14515
196208	14486
196209	14200
196210	14706
196211	14118
196212	14455
196301	12298
196302	11385
196303	12507
196304	11802
196305	12181
196306	11792
196307	11993
196308	11911
196309	14218
196310	14644
196311	14091
196312	14549
196401	11045
196402	8942
196403	12691
196404	7302
196405	11970
196406	13576
196407	14726
196408	14647
196409	14743
196410	14284
196411	14489
196412	15260
196501	12992
196502	12654
196503	14801
196504	14954
196505	15163
196506	14582
196507	15006
196508	15026
196509	14035
196510	14926
196511	14108
196512	13331
196601	15501
196602	12887
196603	14080
196604	14598
196605	15324
196606	15868
196607	16571
196608	12598
196609	13096
196610	15681
196611	12037
196612	14452
196701	17109
196702	14980
196703	16988
196704	15971
196705	17035
196706	17151
196707	17628
196708	17110
196709	15713
196710	14217
196711	17107
196712	11853
196801	15576
196802	15289
196803	16150
196804	15691
196805	16334
196806	15706
196807	16167
196808	15895
196809	15664
196810	16355
196811	16138
196812	16717
196901	16501
196902	15254
196903	13667
196904	15267
196905	16206
196906	17148
196907	17748
196908	17496
196909	16665
196910	17614
196911	17071
196912	15985
197001	17965
197002	16172
197003	17982
197004	17636
197005	17955
197006	16440
197007	18408
197008	17508
197009	17272
197010	18494
197011	17605
197012	18408
197101	5732
197102	14690
197103	16459
197104	16643
197105	17144
197106	15582
197107	16183
197108	15648
197109	15350
197110	16857
197111	16740
197112	15690
197201	16420
197202	15009
197203	17471
197204	16567
197205	17385
197206	15955
197207	15466
197208	15910
197209	15992
197210	10753
197211	12755
197212	15417
