date	counts
195801	13536
195802	12361
195803	13982
195804	13482
195805	14141
195806	13735
195807	14178
195808	14121
195809	13938
195810	14337
195811	13726
195812	14267
195901	14156
195902	12814
195903	14535
195904	14163
195905	14545
195906	14177
195907	14492
195908	14428
195909	13992
195910	14472
195911	13986
195912	14675
196001	14424
196002	13528
196003	14876
196004	14263
196005	14718
196006	14462
196007	14935
196008	15064
196009	14684
196010	15172
196011	14535
196012	15091
196101	15202
196102	13946
196103	15367
196104	14989
196105	15629
196106	15092
196107	15545
196108	15554
196109	15087
196110	15638
196111	14956
196112	15499
196201	15473
196202	14060
196203	16503
196204	16015
196205	17002
196206	16425
196207	16635
196208	17001
196209	16617
196210	17329
196211	16561
196212	16817
196301	15217
196302	14480
196303	15375
196304	15614
196305	16174
196306	15776
196307	16063
196308	16073
196309	15475
196310	16209
196311	15540
196312	16011
196401	14094
196402	11515
196403	14725
196404	14057
196405	14354
196406	15087
196407	16157
196408	16309
196409	16135
196410	16760
196411	15967
196412	16760
196501	15397
196502	13876
196503	16142
196504	16272
196505	16593
196506	15963
196507	16404
196508	16667
196509	15768
196510	16697
196511	15843
196512	16406
196601	17217
196602	15487
196603	17300
196604	16685
196605	17608
196606	17879
196607	18364
196608	15470
196609	14960
196610	17644
196611	18209
196612	18920
196701	19409
196702	17614
196703	19544
196704	18853
196705	19432
196706	18989
196707	19509
196708	19463
196709	18184
196710	18972
196711	18837
196712	18473
196801	18194
196802	17458
196803	18637
196804	17975
196805	18538
196806	17860
196807	18620
196808	18460
196809	17949
196810	19035
196811	18393
196812	18982
196901	19162
196902	17519
196903	18949
196904	18008
196905	19105
196906	19104
196907	19494
196908	19098
196909	18589
196910	19553
196911	18868
196912	19117
197001	19394
197002	17456
197003	19360
197004	19023
197005	19676
197006	19004
197007	19821
197008	19464
197009	18721
197010	19885
197011	19288
197012	19794
197101	18955
197102	18114
197103	19968
197104	19197
197105	19985
197106	19443
197107	19861
197108	19638
197109	18991
197110	20227
197111	19732
197112	19625
197201	19843
197202	18576
197203	20297
197204	19503
197205	20382
197206	19503
197207	19908
197208	20220
197209	19669
197210	18954
197211	19457
197212	20120
197301	21559
197302	19615
197303	21441
197304	20750
197305	21622
197306	20895
197307	21396
197308	21329
197309	20868
197310	21713
197311	20785
197312	21422
197401	21484
197402	19425
197403	21667
197404	19652
197405	20485
197406	20334
197407	20972
197408	21395
197409	20519
197410	21243
197411	20288
197412	20807
197501	21237
197502	19248
197503	21101
197504	20218
197505	21064
197506	20263
197507	20566
197508	20616
197509	20244
197510	21247
197511	20750
197512	21502
197601	21275
197602	20137
197603	21514
197604	20632
197605	21293
197606	20409
197607	21165
197608	21047
197609	20561
197610	21326
197611	20518
197612	20926
197701	20935
197702	19328
197703	21603
197704	20556
197705	21239
197706	20230
197707	20689
197708	20683
197709	20214
197710	21254
197711	20830
197712	21372
197801	21209
197802	19494
197803	21466
197804	20650
197805	21424
197806	20829
197807	21227
197808	21343
197809	20737
197810	21546
197811	20967
197812	21795
197901	22159
197902	19993
197903	21801
197904	21153
197905	22315
197906	21605
197907	21524
197908	21647
197909	20437
197910	21546
197911	20895
197912	21157
198001	21488
198002	20010
198003	21444
198004	21000
198005	21388
198006	20248
198007	21199
198008	21412
198009	20252
198010	20304
198011	19496
198012	20352
198101	20853
198102	19480
198103	21504
198104	20611
198105	21366
198106	20533
198107	21034
198108	21255
198109	20470
198110	21408
198111	21089
198112	21544
198201	21635
198202	19763
198203	22098
198204	21092
198205	21695
198206	21027
198207	21536
198208	21380
198209	20889
198210	21938
198211	21182
198212	21688
198301	21875
198302	19696
198303	21899
198304	21310
198305	22181
198306	21239
198307	21703
198308	21918
198309	21093
198310	21895
198311	21562
198312	21776
198401	21787
198402	20428
198403	21711
198404	21019
198405	21701
198406	20829
198407	21465
198408	21510
198409	20815
198410	21669
198411	20856
198412	21303
198501	21656
198502	19619
198503	21764
198504	21213
198505	21487
198506	20621
198507	21681
198508	21406
198509	20586
198510	21523
198511	20849
198512	21602
198601	21873
198602	20042
198603	22022
198604	21265
198605	21756
198606	20586
198607	21365
198608	21446
198609	21108
198610	21956
198611	21313
198612	21986
198701	21939
198702	19935
198703	22217
198704	21381
198705	22152
198706	21264
198707	21800
198708	21871
198709	21368
198710	22342
198711	21715
198712	22327
198801	22067
198802	20477
198803	22092
198804	21364
198805	22042
198806	21188
198807	21893
198808	21957
198809	21530
198810	22247
198811	21742
198812	22455
198901	22535
198902	20083
198903	22275
198904	21582
198905	22199
198906	20818
198907	21588
198908	21860
198909	21261
198910	22227
198911	21576
198912	21449
199001	21441
199002	19928
199003	22309
199004	21432
199005	21833
199006	21022
199007	21755
199008	21684
199009	20664
199010	21266
199011	20499
199012	21172
199101	21168
199102	19323
199103	21625
199104	20928
199105	21731
199106	20458
199107	21145
199108	21475
199109	20456
199110	21017
199111	20421
199112	20914
199201	20054
199202	19028
199203	20396
199204	19942
199205	20836
199206	20212
199207	21048
199208	21136
199209	20612
199210	21449
199211	20685
199212	21069
199301	20895
199302	19207
199303	21247
199304	20663
199305	20959
199306	20221
199307	20580
199308	20389
199309	18910
199310	19745
199311	19099
199312	19666
199401	19573
199402	18117
199403	19873
199404	19362
199405	19817
199406	19049
199407	19716
199408	19866
199409	19166
199410	19932
199411	19280
199412	19703
199501	18817
199502	17202
199503	19143
199504	18516
199505	19201
199506	18178
199507	18776
199508	18616
199509	17940
199510	18741
199511	18119
199512	18788
199601	18261
199602	16903
199603	17789
199604	17190
199605	17556
199606	16690
199607	17075
199608	16644
199609	16189
199610	16685
199611	16364
199612	16840
199701	16605
199702	15286
199703	16925
199704	16909
199705	17262
199706	16560
199707	17361
199708	17097
199709	16810
199710	17087
199711	16587
199712	16973
199801	17266
199802	15648
199803	17474
199804	16745
199805	17214
199806	16233
199807	16812
199808	16553
199809	15834
199810	16376
199811	15685
199812	15522
199901	15774
199902	14855
199903	16577
199904	16023
199905	16418
199906	15644
199907	16006
199908	15529
199909	14917
199910	15374
199911	14966
199912	15671
200001	16044
200002	15030
200003	15911
200004	15408
200005	16409
200006	16178
200007	16572
200008	16695
200009	16047
200010	16987
200011	16289
200012	16775
200101	16908
200102	15611
200103	17120
200104	16992
200105	17413
200106	16570
200107	16663
200108	17010
200109	16302
200110	16740
200111	16386
200112	16699
200201	16682
200202	15176
200203	16922
200204	16272
200205	16733
200206	16200
200207	16856
200208	16882
200209	16428
200210	16760
200211	16221
200212	16583
200301	16810
200302	15458
200303	17129
200304	16702
200305	17114
200306	16529
200307	17155
200308	17133
200309	16642
200310	16101
200311	15654
200312	16144
200401	16803
200402	16216
200403	17521
200404	16863
200405	17219
200406	16853
200407	17234
200408	17147
200409	16659
200410	17891
200411	17152
200412	17618
200501	17479
200502	16189
200503	17858
200504	16857
200505	17376
200506	16999
200507	17254
200508	17492
200509	16979
200510	17928
200511	17406
200512	17743
200601	17755
200602	16320
200603	18404
200604	17652
200605	18035
200606	17339
200607	18218
200608	18235
200609	17762
200610	18436
200611	17411
200612	17773
200701	17890
200702	16254
200703	18081
200704	17665
200705	18604
200706	17677
200707	18000
200708	18208
200709	17302
200710	18331
200711	17770
200712	18160
200801	18249
200802	17205
200803	18153
200804	17543
200805	18357
200806	17903
200807	18417
200808	18416
200809	17970
200810	18726
200811	18566
200812	18883
200901	18610
200902	16869
200903	18630
200904	17749
200905	18298
200906	17664
200907	18044
200908	18338
200909	17740
200910	18675
200911	18288
200912	18674
201001	18444
201002	16442
201003	18524
201004	17942
201005	18409
201006	17901
201007	18118
201008	18258
201009	17655
201010	18757
201011	18146
201012	18484
201101	18512
201102	16985
201103	18732
201104	17949
201105	18547
201106	17812
201107	18575
201108	18599
201109	18052
201110	18550
201111	17967
201112	18454
201201	18596
201202	17126
201203	18403
201204	17734
201205	18414
201206	17960
201207	18476
201208	18382
201209	17591
201210	17960
201211	17446
201212	18203
201301	18299
201302	16600
201303	18301
201304	17519
201305	18104
201306	17814
201307	18458
201308	18496
201309	17966
201310	18661
201311	17810
201312	18323
201401	18128
201402	16702
201403	18544
201404	17703
201405	18597
201406	17930
201407	18535
201408	18196
201409	17554
201410	18487
201411	18043
201412	18438
201501	16445
201502	14702
201503	16229
201504	17649
201505	18225
201506	17671
201507	18179
201508	18666
201509	18184
201510	18655
201511	18165
201512	18600
201601	18566
201602	17327
201603	18830
201604	18406
201605	18963
201606	18400
201607	18793
201608	18849
201609	18135
201610	18772
201611	18208
201612	18559
201701	18520
201702	16814
201703	18639
201704	17772
201705	18327
201706	17573
201707	18133
201708	17901
201709	17341
201710	18032
201711	17270
201712	17700
201801	17807
201802	16214
201803	17919
201804	17661
201805	17958
201806	17516
201807	17647
201808	18223
201809	17596
201810	18322
201811	17449
201812	17957
201901	17552
201902	15730
201903	17530
201904	16715
201905	17296
201906	16866
201907	17833
201908	17803
201909	16107
201910	17596
201911	16798
201912	17148
202001	16052
202002	14214
202003	15683
202004	14844
202005	15273
202006	14687
202007	15325
202008	15309
202009	11636
