date	counts
191305	27
191306	28
191307	28
191308	31
191309	29
191310	26
191311	33
191312	26
191401	29
191402	30
191403	34
191404	27
191405	28
191406	32
191407	30
191408	25
191409	26
191410	27
191411	25
191412	27
191501	26
191502	30
191503	27
191504	25
191505	25
191506	16
191507	26
191508	20
191509	22
191510	25
191511	21
191512	23
191601	22
191602	26
191603	24
191604	17
191610	15
191611	20
191701	14
191702	16
191703	16
191704	20
191705	45
191706	52
191707	35
191708	40
191709	41
191710	38
191711	38
191712	33
193409	11
193502	12
193510	16
194310	23
194311	37
194312	26
194401	26
194402	21
194403	37
194404	26
194405	58
194406	52
194407	50
194408	54
194409	48
194410	59
194411	54
194412	56
194501	54
194502	48
194503	56
194601	195
194602	259
194603	296
194604	155
194605	147
194606	193
194607	252
194608	316
194609	305
194610	284
194611	284
194612	223
194701	364
194702	315
194703	396
194704	412
194705	409
194706	414
194707	288
194708	293
194709	301
194710	273
194711	293
194712	365
194801	2328
194802	2285
194803	2684
194804	3434
194805	3477
194806	3585
194807	3591
194808	3664
194809	3455
194810	3624
194811	3740
194812	3639
194901	3956
194902	3665
194903	3969
194904	4109
194905	4445
194906	4505
194907	4729
194908	4429
194909	4635
194910	4638
194911	3916
194912	4211
195001	5939
195002	5704
195003	6318
195004	6154
195005	6666
195006	6675
195007	7649
195008	7777
195009	7802
195010	8205
195011	7912
195012	8284
195101	8348
195102	7438
195103	8596
195104	8260
195105	8482
195106	8142
195107	8756
195108	8342
195109	8388
195110	9019
195111	8384
195112	8781
195201	8624
195202	8164
195203	8880
195204	9024
195205	9265
195206	9122
195207	9956
195208	10220
195209	9906
195210	10139
195211	10026
195212	10089
195301	10241
195302	9422
195303	10888
195304	10832
195305	11083
195306	10867
195307	11166
195308	11304
195309	10824
195310	10833
195311	10483
195312	10806
195401	10913
195402	10418
195403	10954
195404	9596
195405	9960
195406	9560
195407	9899
195408	9936
195409	9592
195410	9578
195411	9414
195412	9577
195501	9622
195502	9253
195503	10670
195504	10310
195505	10766
195506	10354
195507	12374
195508	12729
195509	12027
195510	12317
195511	11794
195512	12076
195601	12492
195602	11779
195603	12995
195604	12778
195605	13465
195606	13096
195607	13323
195608	12989
195609	12846
195610	13508
195611	13245
195612	13552
195701	13840
195702	12715
195703	14390
195704	14888
195705	15613
195706	14589
195707	15523
195708	15549
195709	14901
195710	15534
195711	15242
195712	15691
195801	15832
195802	14702
195803	16625
195804	16165
195805	16789
195806	16302
195807	16898
195808	16694
195809	16126
195810	16715
195811	16082
195812	16795
195901	16351
195902	14960
195903	16944
195904	16349
195905	16790
195906	16143
195907	16368
195908	16715
195909	16313
195910	16940
195911	16441
195912	16679
196001	16384
196002	15469
196003	16946
196004	15800
196005	16927
196006	16247
196007	16683
196008	16515
196009	16359
196010	17008
196011	16004
196012	16725
196101	17018
196102	15273
196103	17033
196104	16609
196105	17083
196106	16419
196107	17211
196108	17338
196109	16731
196110	17169
196111	16677
196112	17288
196201	17319
196202	15716
196203	17486
196204	17058
196205	17797
196206	17227
196207	17516
196208	17505
196209	17014
196210	17515
196211	16883
196212	17154
196301	17032
196302	15410
196303	17171
196304	16604
196305	16963
196306	16416
196307	16863
196308	16480
196309	16009
196310	15908
196311	15447
196312	15862
196401	12550
196402	11056
196403	14095
196404	9592
196405	13689
196406	14502
196407	15415
196408	15704
196409	15369
196410	15248
196411	15049
196412	15818
196501	14407
196502	13873
196503	15937
196504	15483
196505	15927
