date	counts
197801	6962
197802	6375
197803	7587
197804	6888
197805	7278
197806	7047
197807	7259
197808	7244
197905	7325
197906	7401
197907	7146
197908	7286
197909	7288
197910	7015
197911	6750
197912	7290
198001	6806
198002	6741
198003	7130
198004	7050
198005	7440
198006	6663
198007	7231
198008	7549
198009	6886
198010	7317
198011	6942
198012	7045
198101	7095
198102	6526
198103	7732
198104	6924
198105	7446
198106	7117
198107	7157
198108	7214
198109	7022
198110	7224
198111	7127
198112	6915
198201	7115
198202	6575
198203	7491
198204	7247
198205	7501
198206	7223
198207	7173
198208	7382
198209	7371
198210	7299
198211	6940
198212	7485
198301	7046
198302	6557
198303	7477
198304	7550
198305	7313
198306	7237
198307	7721
198308	7169
198309	7250
198310	7760
198311	6693
198312	7126
198401	7365
198402	6288
198403	7624
198404	6804
198405	7372
198406	7210
198407	7437
198408	7463
198409	7312
198410	7509
198411	7204
198412	6925
198501	7263
198502	6708
198503	7498
198504	7378
198505	7505
198506	7253
198507	7269
198508	7476
198509	7464
198510	7166
198511	6779
198512	7393
198601	6843
198602	6417
198603	7405
198604	7457
198605	7263
198606	7177
198607	7691
198608	6920
198609	7077
198610	7556
198611	6632
198612	7104
198701	7244
198702	6488
198703	7256
198704	7351
198705	7808
198706	7022
198707	7401
198708	7757
198709	7168
198710	7476
198711	7041
198712	7205
198801	7152
198802	6597
198803	7247
198804	7271
198805	7462
198806	7473
198807	7271
198808	7532
198809	7523
198810	7209
198811	6867
198812	7456
198901	6365
198902	6193
198903	6909
198904	7014
198905	6781
198906	6659
198907	7112
198908	6610
198909	6532
198910	6678
198911	6190
198912	6462
199001	6451
199002	6113
199003	6888
199004	7070
199005	7609
199006	6907
199007	7407
199008	7677
199009	6910
199010	7056
199011	6487
199012	6592
199101	6661
199102	6150
199103	7539
199104	6731
199105	7332
199106	7010
199107	7358
199108	7375
199109	7212
199110	7222
199111	6725
199112	6425
199201	6666
199202	6286
199203	7178
199204	7341
199205	7076
199206	7109
199207	7598
199208	7082
199209	7097
199210	7262
199211	6283
199212	6686
199301	6937
199302	6170
199303	6988
199304	7188
199305	7666
199306	6915
199307	7320
199308	7484
199309	6273
199310	6896
199311	6091
199312	6192
199401	6195
199402	5463
199403	6673
199404	6332
199405	6119
199406	6668
199407	7130
199408	7355
199409	7058
199410	7375
199411	7052
199412	6831
199501	6963
199502	6295
199503	7460
199504	7486
199505	7655
199506	7616
199507	7462
199508	7649
199509	7691
199510	7412
199511	6885
199512	7282
199601	6902
199602	6876
199603	7024
199604	7589
199605	8144
199606	7325
199607	7817
199608	7612
199609	7388
199610	7685
199611	7079
199612	7398
199701	7438
199702	6564
199703	7815
199704	7371
199705	8032
199706	7789
199707	7958
199708	7920
199709	7820
199710	7474
199711	7529
199712	6898
199801	7501
199802	6719
199803	7574
199804	7689
199805	7860
199806	7863
199807	7672
199808	7923
199809	8073
199810	7833
199811	7837
199812	8268
199901	7671
199902	7126
199903	7866
199904	7870
199905	7681
199906	7553
199907	8163
199908	7665
199909	7584
199910	8165
199911	7362
199912	7652
200001	8302
200002	7339
200003	8361
200004	7593
200005	8170
200006	7978
200007	8209
200008	8206
200009	7976
200010	8272
200011	8093
200012	7895
200101	7876
200102	7444
200103	8176
200104	7956
200105	8303
200106	8349
200107	8087
200108	8405
200109	8395
200110	7932
200111	7994
200112	8592
200201	8093
200202	7435
200203	8318
200204	8417
200205	8144
200206	8165
200207	8764
200208	8290
200209	8192
200210	8725
200211	7729
200212	8331
200301	8543
200302	7530
200303	8126
200304	8155
200305	8647
200306	7863
200307	8430
200308	8767
200309	7951
200310	8543
200311	8198
200312	8436
200401	8374
200402	7820
200403	8508
200404	8302
200405	8541
200406	8220
200407	8466
200408	8681
200409	8364
200410	8554
200411	8383
200412	8441
200501	7888
200502	7385
200503	8166
200504	8176
200505	8003
200506	8001
200507	8898
200508	8361
200509	7940
200510	8929
200511	7958
200512	8040
200601	8209
200602	7261
200603	7803
200604	7774
200605	8248
200606	7947
200607	8496
200608	8839
200609	7919
200610	8384
200611	8182
200612	8288
200701	8301
200702	7522
200703	8632
200704	7991
200705	8578
200706	8327
200707	8659
200708	8688
200709	8265
200710	8628
200711	8606
200712	8362
200801	8525
200802	7962
200803	8597
200804	8614
200805	8475
200806	8501
200807	9111
200808	8598
200809	8590
200810	9136
200811	8439
200812	8884
200901	8997
200902	7870
200903	8433
200904	8352
200905	9058
200906	8299
200907	8916
200908	9219
200909	8386
200910	8976
200911	8672
200912	9104
201001	9069
201002	8097
201003	9331
201004	8359
201005	8765
201006	8456
201007	9063
201008	9157
201009	8884
201010	9395
201011	9230
201012	8769
201101	9045
201102	8194
201103	9154
201104	8954
201105	9207
201106	9261
201107	9106
201108	9439
201109	9451
201110	9073
201111	8945
201112	9377
201201	8630
201202	8632
201203	8437
201204	8384
201205	9081
201206	8352
201207	8954
201208	9035
201209	8153
201210	9036
201211	8789
201212	8888
201301	8881
201302	8019
201303	9301
201304	8420
201305	9020
201306	8791
201307	9102
201308	8881
201309	8685
201310	9097
201311	9019
201312	8712
201401	8341
201402	7676
201403	8635
201404	8161
201405	8318
201406	8424
201407	8170
201408	8399
201409	8474
201410	8190
201411	8245
201412	8902
201501	8394
201502	7857
201503	8603
201504	8535
201505	8269
201506	8365
201507	8875
201508	8489
201509	8576
201510	9085
201511	8186
201512	8659
201601	8861
201602	7809
201603	8940
201604	8148
201605	8652
201606	8516
201607	8935
201608	8925
201609	8591
201610	8955
201611	8976
201612	8658
201701	8906
201702	8073
201703	8851
201704	8559
201705	8982
201706	8812
201707	8571
201708	8764
201709	8673
201710	8465
201711	8453
201712	9057
201801	8446
201802	7873
201803	8732
201804	8751
201805	8516
201806	8619
201807	9075
201808	8634
201809	8561
201810	9050
201811	8223
201812	8783
201901	9072
201902	8014
201903	8495
201904	8231
201905	8846
201906	8065
201907	8678
201908	8687
201909	7283
201910	8323
201911	8056
201912	8345
202001	8077
202002	7301
202003	8053
202004	3117
