date	counts
197801	6246
197802	5751
197803	6483
197804	5866
197805	6324
197806	6135
197807	6311
197808	6276
197905	6673
197906	6716
197907	6093
197908	6310
197909	6263
197910	6225
197911	6130
197912	6615
198001	6252
198002	6205
198003	6316
198004	6249
198005	6658
198006	6007
198007	6508
198008	6726
198009	6094
198010	6435
198011	6214
198012	6393
198101	6445
198102	5959
198103	6697
198104	6072
198105	6584
198106	6284
198107	6254
198108	6329
198109	6141
198110	6454
198111	6508
198112	6288
198201	6424
198202	5896
198203	6510
198204	6331
198205	6499
198206	6438
198207	6255
198208	6394
198209	6384
198210	6341
198211	6304
198212	6682
198301	6279
198302	5827
198303	6460
198304	6506
198305	6319
198306	6260
198307	6680
198308	6239
198309	6276
198310	6678
198311	6086
198312	6329
198401	6522
198402	5683
198403	6575
198404	5922
198405	6248
198406	6179
198407	6383
198408	6398
198409	6143
198410	6381
198411	6392
198412	6102
198501	6476
198502	5858
198503	6411
198504	6333
198505	6576
198506	6406
198507	6379
198508	6594
198509	6580
198510	6381
198511	6373
198512	6795
198601	6267
198602	5864
198603	6576
198604	6584
198605	6424
198606	6382
198607	6792
198608	6183
198609	6322
198610	6844
198611	6136
198612	6665
198701	6790
198702	6039
198703	6457
198704	6492
198705	6842
198706	6209
198707	6483
198708	6851
198709	6270
198710	6643
198711	6504
198712	6650
198801	6560
198802	6039
198803	6409
198804	6365
198805	6582
198806	6588
198807	6243
198808	6555
198809	6626
198810	6325
198811	6339
198812	6760
198901	6154
198902	5903
198903	6610
198904	6684
198905	6384
198906	6355
198907	6916
198908	6332
198909	6397
198910	6815
198911	6081
198912	6271
199001	6387
199002	6020
199003	6528
199004	6627
199005	6945
199006	6407
199007	6854
199008	7160
199009	6496
199010	6810
199011	6535
199012	6828
199101	6824
199102	6194
199103	7138
199104	6393
199105	6906
199106	6702
199107	6933
199108	7057
199109	6812
199110	7008
199111	6828
199112	6515
199201	6733
199202	6299
199203	6778
199204	6945
199205	6684
199206	6771
199207	7137
199208	6661
199209	6562
199210	6983
199211	6267
199212	6792
199301	6957
199302	6018
199303	6691
199304	6850
199305	7147
199306	6432
199307	6875
199308	6967
199309	5795
199310	6534
199311	6205
199312	6406
199401	6208
199402	5700
199403	6354
199404	5924
199405	5605
199406	6178
199407	6804
199408	6767
199409	6654
199410	6828
199411	6851
199412	6684
199501	6614
199502	6061
199503	6986
199504	6600
199505	7091
199506	7048
199507	6896
199508	6971
199509	7099
199510	6830
199511	6647
199512	7438
199601	6769
199602	6824
199603	6726
199604	6902
199605	7423
199606	6713
199607	7219
199608	7246
199609	6763
199610	7196
199611	6993
199612	7279
199701	7295
199702	6599
199703	7497
199704	7058
199705	7426
199706	7068
199707	7401
199708	7280
199709	6960
199710	6881
199711	6944
199712	6561
199801	7105
199802	6400
199803	7079
199804	6904
199805	7192
199806	7161
199807	6929
199808	7199
199809	7233
199810	7021
199811	7061
199812	7432
199901	7136
199902	6647
199903	7216
199904	7318
199905	6960
199906	6931
199907	7464
199908	6941
199909	6852
199910	7461
199911	6792
199912	7252
200001	7695
200002	6746
200003	7747
200004	7003
200005	7492
200006	7238
200007	7539
200008	7524
200009	7298
200010	7690
200011	7633
200012	7385
200101	7473
200102	6995
200103	7809
200104	7540
200105	7752
200106	7736
200107	7495
200108	7785
200109	7685
200110	7537
200111	7599
200112	8050
200201	7639
200202	7039
200203	7833
200204	7891
200205	7670
200206	7679
200207	8184
200208	7813
200209	7797
200210	8337
200211	7595
200212	8032
200301	8266
200302	7344
200303	7718
200304	7692
200305	8214
200306	7532
200307	8063
200308	8335
200309	7509
200310	8115
200311	7883
200312	8053
200401	8029
200402	7549
200403	8104
200404	7931
200405	8156
200406	8095
200407	7963
200408	8165
200409	7996
200410	8048
200411	7974
200412	8244
200501	7554
200502	7077
200503	7826
200504	7682
200505	7432
200506	7512
200507	8085
200508	7681
200509	7485
200510	8311
200511	7475
200512	7784
200601	7937
200602	7003
200603	7436
200604	7322
200605	7727
200606	7232
200607	7844
200608	8150
200609	7324
200610	7863
200611	7574
200612	7706
200701	7688
200702	6950
200703	7881
200704	7244
200705	7793
200706	7411
200707	7669
200708	7626
200709	7232
200710	7644
200711	7899
200712	7749
200801	7831
200802	7345
200803	7764
200804	7735
200805	7583
200806	7569
200807	8126
200808	7584
200809	7718
200810	8381
200811	7833
200812	8108
200901	8236
200902	7250
200903	7631
200904	7489
200905	8090
200906	7339
200907	7818
200908	8120
200909	7400
200910	8103
200911	7920
200912	8257
201001	8262
201002	7258
201003	8209
201004	7558
201005	7931
201006	7829
201007	7968
201008	7965
201009	7867
201010	8350
201011	8231
201012	7800
201101	8062
201102	7263
201103	7979
201104	7817
201105	7920
201106	7889
201107	7747
201108	7979
201109	7868
201110	7699
201111	7634
201112	7993
201201	7626
201202	7542
201203	7449
201204	7462
201205	8087
201206	7369
201207	7948
201208	8163
201209	7302
201210	8194
201211	7896
201212	8233
201301	8234
201302	7401
201303	8410
201304	7586
201305	8075
201306	7855
201307	8195
201308	8226
201309	8076
201310	8450
201311	8332
201312	8104
201401	7456
201402	6869
201403	7564
201404	7297
201405	7537
201406	7535
201407	7257
201408	7424
201409	7379
201410	7215
201411	7293
201412	8037
201501	7535
201502	7049
201503	7811
201504	7816
201505	7562
201506	7639
201507	8068
201508	7755
201509	7844
201510	8342
201511	7666
201512	8220
201601	8410
201602	7209
201603	8372
201604	7795
201605	8314
201606	8169
201607	8416
201608	8403
201609	8021
201610	8315
201611	8273
201612	7909
201701	8166
201702	7332
201703	8026
201704	7722
201705	8013
201706	7879
201707	7710
201708	7877
201709	7765
201710	7535
201711	7440
201712	7981
201801	7470
201802	7012
201803	7698
201804	7944
201805	7621
201806	7566
201807	7975
201808	7678
201809	7483
201810	7975
201811	7367
201812	7796
201901	8053
201902	6756
201903	7200
201904	7159
201905	7641
201906	6986
201907	7591
201908	7635
201909	6204
201910	7232
201911	7009
201912	7065
202001	6905
202002	6291
202003	6977
202004	2731
