level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	ferry pass	29.7	30.51	-87.2125						[30.72, 30.72]	[-87.02, -87.02]	era5.1759.conv.2:93841	era5_1759	19440601	19540308	2:93841	0-20500-0-93841	[106, 107]
0	0															0-20300-0-nan	IGRA2	ferry pass	29.7	30.51	-87.2125						[30.72, 30.72]	[-87.02, -87.02]	era5.1759.conv.2:93841	era5_1759	19440601	19540308	2:93841	0-20500-0-93841	[106, 107]
0	0		WHITING FIELD NAS	30.72	-87.02	53.949600000000004				93841.0	19950101.0	99991231.0		0.0		0-20500-0-93841	WBAN	ferry pass	29.7	30.51	-87.2125						[30.72, 30.72]	[-87.02, -87.02]	era5.1759.conv.2:93841	era5_1759	19440601	19540308	2:93841	0-20500-0-93841	[106, 107]
1	1		WHITING FIELD NAS	30.72	-87.02	53.949600000000004				93841.0	19811231.0	19950101.0		0.0		0-20500-0-93841	WBAN	ferry pass	29.7	30.51	-87.2125						[30.72, 30.72]	[-87.02, -87.02]	era5.1759.conv.2:93841	era5_1759	19440601	19540308	2:93841	0-20500-0-93841	[106, 107]
2	2		WHITING FIELD NAS	30.72	-87.02	53.949600000000004				93841.0	19760101.0	19811231.0		0.0		0-20500-0-93841	WBAN	ferry pass	29.7	30.51	-87.2125						[30.72, 30.72]	[-87.02, -87.02]	era5.1759.conv.2:93841	era5_1759	19440601	19540308	2:93841	0-20500-0-93841	[106, 107]
3	3		WHITING FIELD NAS	30.72	-87.02	53.949600000000004				93841.0	19690101.0	19760101.0		0.0		0-20500-0-93841	WBAN	ferry pass	29.7	30.51	-87.2125						[30.72, 30.72]	[-87.02, -87.02]	era5.1759.conv.2:93841	era5_1759	19440601	19540308	2:93841	0-20500-0-93841	[106, 107]
4	4		WHITING FIELD NAS	30.72	-87.02	53.949600000000004				93841.0	19610101.0	19690101.0		0.0		0-20500-0-93841	WBAN	ferry pass	29.7	30.51	-87.2125						[30.72, 30.72]	[-87.02, -87.02]	era5.1759.conv.2:93841	era5_1759	19440601	19540308	2:93841	0-20500-0-93841	[106, 107]
5	5		PENSACOLA ELLYSON FD	30.53	-87.2	35.9664				3840.0	19520101.0	19550101.0		27.2		0-20500-0-3840	WBAN	ferry pass	29.7	30.51	-87.2125						[30.72, 30.72]	[-87.02, -87.02]	era5.1759.conv.2:93841	era5_1759	19440601	19540308	2:93841	0-20500-0-93841	[106, 107]
6	6		PENSACOLA ELLYSON FD	30.53	-87.2	39.9288				3840.0	19550101.0	19731231.0		27.2		0-20500-0-3840	WBAN	ferry pass	29.7	30.51	-87.2125						[30.72, 30.72]	[-87.02, -87.02]	era5.1759.conv.2:93841	era5_1759	19440601	19540308	2:93841	0-20500-0-93841	[106, 107]
7	7		EGLIN AUX F6	30.62	-86.73	42.062400000000004				3845.0	19490901.0	19491031.0		29.9		0-20500-0-3845	WBAN	ferry pass	29.7	30.51	-87.2125						[30.72, 30.72]	[-87.02, -87.02]	era5.1759.conv.2:93841	era5_1759	19440601	19540308	2:93841	0-20500-0-93841	[106, 107]
0	0															0-20400-0-nan	CHUAN	ferry pass	29.7	30.51	-87.2125						[30.72, 30.72]	[-87.02, -87.02]	era5.1759.conv.2:93841	era5_1759	19440601	19540308	2:93841	0-20500-0-93841	[106, 107]
0	0															0-20600-0-nan	SCHROEDER	ferry pass	29.7	30.51	-87.2125						[30.72, 30.72]	[-87.02, -87.02]	era5.1759.conv.2:93841	era5_1759	19440601	19540308	2:93841	0-20500-0-93841	[106, 107]
0	0															0-20700-0-nan	WMO	ferry pass	29.7	30.51	-87.2125						[30.72, 30.72]	[-87.02, -87.02]	era5.1759.conv.2:93841	era5_1759	19440601	19540308	2:93841	0-20500-0-93841	[106, 107]
