level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
0	0		PITTSBURGH	40.5317	-80.2172	360.5				72520	1934.0	2021.0	True	1.1		IGRA2	0-20300-0-72520	aliquippa	11.9	40.6366667	-80.24027779999999	USM00072520				
1	2		PITTSBURGH/EMSU	40.433	-80.0	229.0				74479	1971.0	1973.0	True	22.3		IGRA2	0-20300-0-74479	aliquippa	11.9	40.6366667	-80.24027779999999	USM00074479				
1	1	0-20001-0-72520	PITTSBURGH, PA.	40.531666666666666	-80.21722222222222		Upper-air / Radiosonde station, GOS, GUAN, RBSN(T)	40 31 54N	080 13 02W	72520	999.0	999.0	True	1.1		OSCAR	0-20001-0-72520	aliquippa	11.9	40.6366667	-80.24027779999999					
0	0	0-20000-0-72520	PITTSBURGH/GREATER PITTSBURGH INT., PA.	40.516666666666666	-80.21666666666667	359.0	Climatological station, Surface land meteorological station (SYNOP), RBCN, GSN, GOS, CLIMAT(C), RBSN(S)	40 31 00N	080 13 00W	72520	999.0	999.0	False	1.9		OSCAR	0-20000-0-72520	aliquippa	11.9	40.6366667	-80.24027779999999					
0	0		Pittsburgh EMSU, PA	40.4	-80.0	-999.0				74479				24.3		SCHROEDER	0-20600-0-74479	aliquippa	11.9	40.6366667	-80.24027779999999		74479	3029.0	9999999	9999999
0	0		PITTSBURGH	40.53	-80.22	361.18800000000005				4832	19950119.0	99991231.0		0.8		WBAN	0-20500-0-4832	aliquippa	11.9	40.6366667	-80.24027779999999					
1	1		PITTSBURGH CORAOPOLS	40.53	-80.22	361.18800000000005				4832	19930520.0	99991231.0		0.8		WBAN	0-20500-0-4832	aliquippa	11.9	40.6366667	-80.24027779999999					
2	2		PITTSBURGH WSCOM 2 AP	40.5	-80.23	369.7224				94823	19960701.0	99991231.0		3.3		WBAN	0-20500-0-94823	aliquippa	11.9	40.6366667	-80.24027779999999		72520.0			
3	3		PITTSBURGH WSCOM 2 AP	40.5	-80.22	369.7224				94823	19790801.0	19800101.0		3.4		WBAN	0-20500-0-94823	aliquippa	11.9	40.6366667	-80.24027779999999		72520.0			
4	4		PITTSBURGH WSCOM 2 AP	40.5	-80.22	369.7224				94823	19920701.0	19950101.0		3.4		WBAN	0-20500-0-94823	aliquippa	11.9	40.6366667	-80.24027779999999		72520.0			
5	5		PITTSBURGH WSO 2 AIRPORT	40.5	-80.22	373.38				94823	19520915.0	19680101.0		3.4		WBAN	0-20500-0-94823	aliquippa	11.9	40.6366667	-80.24027779999999					
6	6		PITTSBURGH WSO 2 AIRPORT	40.5	-80.22	369.7224				94823	19731201.0	19790801.0		3.4		WBAN	0-20500-0-94823	aliquippa	11.9	40.6366667	-80.24027779999999		72520.0			
7	7		PITTSBURGH WSCOM 2 AP	40.5	-80.22	369.7224				94823	19800101.0	19920701.0		3.4		WBAN	0-20500-0-94823	aliquippa	11.9	40.6366667	-80.24027779999999		72520.0			
8	8		PITTSBURGH WSO 2 AIRPORT	40.5	-80.22	369.7224				94823	19690101.0	19730101.0		3.4		WBAN	0-20500-0-94823	aliquippa	11.9	40.6366667	-80.24027779999999		72520.0			
9	9		PITTSBURGH WSO 2 AIRPORT	40.5	-80.22	369.7224				94823	19730101.0	19731201.0		3.4		WBAN	0-20500-0-94823	aliquippa	11.9	40.6366667	-80.24027779999999		72520.0			
