level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
10	10		PITTSBURGH WSO 2 AIRPORT	40.5	-80.22	369.7224				94823	19680101.0	19690101.0		3.4		WBAN	0-20500-0-94823	aliquippa	11.9	40.6366667	-80.24027779999999		72520.0			
11	11		PITTSBURGH WSCOM 2 AP	40.5	-80.22	369.7224				94823	19950101.0	19960701.0		3.4		WBAN	0-20500-0-94823	aliquippa	11.9	40.6366667	-80.24027779999999		72520.0			
12	12		PITTSBURGH AFB	40.48	-80.22	352.95840000000004				14809	19360701.0	19360731.0		5.6		WBAN	0-20500-0-14809	aliquippa	11.9	40.6366667	-80.24027779999999					
13	13		PITTSBURGH AFB	40.48	-80.22	352.95840000000004				14809	19571130.0	19571231.0		5.6		WBAN	0-20500-0-14809	aliquippa	11.9	40.6366667	-80.24027779999999					
14	14		PITTSBURGH AFB	40.48	-80.22	352.95840000000004				14809	19450201.0	19480101.0		5.6		WBAN	0-20500-0-14809	aliquippa	11.9	40.6366667	-80.24027779999999					
15	15		PITTSBURGH AFB	40.48	-80.22	352.95840000000004				14809	19480101.0	19520930.0		5.6		WBAN	0-20500-0-14809	aliquippa	11.9	40.6366667	-80.24027779999999					
16	16		PITTSBURGH AFB	40.48	-80.22	352.95840000000004				14809	19520930.0	19570101.0		5.6		WBAN	0-20500-0-14809	aliquippa	11.9	40.6366667	-80.24027779999999					
17	17		PITTSBURGH AFB	40.48	-80.22	352.95840000000004				14809	19570101.0	19571130.0		5.6		WBAN	0-20500-0-14809	aliquippa	11.9	40.6366667	-80.24027779999999					
18	18		SHIPPINGPORT WB	40.62	-80.43	224.02800000000002				94834	19571201.0	19571231.0		19.7		WBAN	0-20500-0-94834	aliquippa	11.9	40.6366667	-80.24027779999999					
19	19		SHIPPINGPORT	40.62	-80.43	224.02800000000002				94834	19571231.0	19610430.0		19.7		WBAN	0-20500-0-94834	aliquippa	11.9	40.6366667	-80.24027779999999					
20	20		SHIPPINGPORT WB	40.62	-80.43	224.02800000000002				94834	19550401.0	19571201.0		19.7		WBAN	0-20500-0-94834	aliquippa	11.9	40.6366667	-80.24027779999999					
21	21		PITTSBURGH WSO CITY	40.45	-80.0	309.9816				14861	19721130.0	19730101.0		21.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
22	22		PITTSBURGH WSO CITY	40.45	-80.0	309.9816				14861	19701001.0	19710101.0		21.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
23	23		PITTSBURGH WSO CITY	40.45	-80.0	309.9816				14861	19710101.0	19721130.0		21.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
24	24		PITTSBURGH WSO CITY	40.45	-80.0	309.9816				14861	19730101.0	19730131.0		21.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
25	25		PITTSBURGH WSO CITY	40.45	-80.0	274.0152				14861	19350101.0	19480501.0		21.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
26	26		PITTSBURGH WB CITY	40.45	-80.0	274.0152				14861	19480501.0	19480531.0		21.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
27	27		PITTSBURGH WB CITY	40.45	-80.0	309.9816				14861	19690101.0	19701001.0		21.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
28	28		PITTSBURGH WB CITY	40.45	-80.0	309.9816				14861	19650201.0	19690101.0		21.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
29	29		PITTSBURGH WB CITY	40.45	-80.0	274.0152				14861	19480531.0	19641231.0		21.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
30	30		PITTSBURGH WSO CITY	40.45	-80.0	309.9816				14861	19740101.0	19790930.0		21.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
31	31		PITTSBURGH WSO CITY	40.45	-80.0	326.136				14861	19100101.0	19350101.0		21.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
32	32		PITTSBURGH WSO CITY	40.45	-80.0	309.9816				14861	19730131.0	19740101.0		21.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
33	33		PITTSBURGH WSO CITY	40.43	-80.0	319.1256				14861	19040101.0	19091231.0		22.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
34	34		PITTSBURGH WSO CITY	40.43	-80.0	256.94640000000004				14861	18950101.0	19040101.0		22.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
35	35		PITTSBURGH WSO CITY	40.43	-80.0	249.936				14861	18920101.0	18950101.0		22.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
36	36		PITTSBURGH WSO CITY	40.43	-80.0	257.86080000000004				14861	18880701.0	18901231.0		22.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
37	37		PITTSBURGH WSO CITY	40.43	-80.0	257.86080000000004				14861	18910101.0	18920101.0		22.4		WBAN	0-20500-0-14861	aliquippa	11.9	40.6366667	-80.24027779999999					
0	0		PITTSBURGH               	40.5	-80.21666666666667	-999.0				72520				3.5		WMO	0-20700-0-72520	aliquippa	11.9	40.6366667	-80.24027779999999		72520	1370.0		
