level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	watsonville	3.1	36.9102778	-121.7558333						[36.93, 36.93]	[-121.78, -121.78]	era5.1759.conv.2:23249	era5_1759	19440323	19450930	2:23249	0-20500-0-23249	[106, 107]
0	0															0-20300-0-nan	IGRA2	watsonville	3.1	36.9102778	-121.7558333						[36.93, 36.93]	[-121.78, -121.78]	era5.1759.conv.2:23249	era5_1759	19440323	19450930	2:23249	0-20500-0-23249	[106, 107]
0	0		WATSONVILLE MUNI AP	36.93	-121.78	44.196000000000005				23249.0	19440201.0	19441231.0		0.0		0-20500-0-23249	WBAN	watsonville	3.1	36.9102778	-121.7558333						[36.93, 36.93]	[-121.78, -121.78]	era5.1759.conv.2:23249	era5_1759	19440323	19450930	2:23249	0-20500-0-23249	[106, 107]
1	1		WATSONVILLE MUNI AP	36.93	-121.78	44.196000000000005				23249.0	19441231.0	19451031.0		0.0		0-20500-0-23249	WBAN	watsonville	3.1	36.9102778	-121.7558333						[36.93, 36.93]	[-121.78, -121.78]	era5.1759.conv.2:23249	era5_1759	19440323	19450930	2:23249	0-20500-0-23249	[106, 107]
2	2		WATSONVILLE MUNI AP	36.93	-121.78	45.72				23277.0	19461115.0	19560720.0		0.0		0-20500-0-23277	WBAN	watsonville	3.1	36.9102778	-121.7558333						[36.93, 36.93]	[-121.78, -121.78]	era5.1759.conv.2:23249	era5_1759	19440323	19450930	2:23249	0-20500-0-23249	[106, 107]
3	3		WATSONVILLE MUNI AP	36.94	-121.79	48.768				23277.0	19861010.0	19950101.0		1.4		0-20500-0-23277	WBAN	watsonville	3.1	36.9102778	-121.7558333						[36.93, 36.93]	[-121.78, -121.78]	era5.1759.conv.2:23249	era5_1759	19440323	19450930	2:23249	0-20500-0-23249	[106, 107]
4	4		WATSONVILLE MUNI AP	36.94	-121.79	48.768				23277.0	19950101.0	19980723.0		1.4		0-20500-0-23277	WBAN	watsonville	3.1	36.9102778	-121.7558333						[36.93, 36.93]	[-121.78, -121.78]	era5.1759.conv.2:23249	era5_1759	19440323	19450930	2:23249	0-20500-0-23249	[106, 107]
5	5		WATSONVILLE MUNI AP	36.94	-121.79	48.768				23277.0	19980723.0	99991231.0		1.4		0-20500-0-23277	WBAN	watsonville	3.1	36.9102778	-121.7558333						[36.93, 36.93]	[-121.78, -121.78]	era5.1759.conv.2:23249	era5_1759	19440323	19450930	2:23249	0-20500-0-23249	[106, 107]
6	6		GILROY	37.02	-121.6	60.96				23283.0	19280901.0	19291231.0		18.9		0-20500-0-23283	WBAN	watsonville	3.1	36.9102778	-121.7558333						[36.93, 36.93]	[-121.78, -121.78]	era5.1759.conv.2:23249	era5_1759	19440323	19450930	2:23249	0-20500-0-23249	[106, 107]
7	7		SALINAS AP	36.7	-121.67	15.5448				23233.0	19390101.0	19420531.0		27.3		0-20500-0-23233	WBAN	watsonville	3.1	36.9102778	-121.7558333						[36.93, 36.93]	[-121.78, -121.78]	era5.1759.conv.2:23249	era5_1759	19440323	19450930	2:23249	0-20500-0-23249	[106, 107]
