level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
0	0		MOUNTAIN VILLAGE	62.1167	-163.75	145.1				26635	1944.0	1945.0	True	0.4		0-20300-0-26635	IGRA2	None	None	None	None	USW00026635					[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
0	0		MOUNTAIN VLGE AAF	62.12	-163.75	150.876				26635	19431001.0	19431231.0		0.0		0-20500-0-26635	WBAN	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
1	1		MOUNTAIN VLGE AAF	62.12	-163.75	150.876				26635	19441001.0	19450930.0		0.0		0-20500-0-26635	WBAN	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
2	2		MOUNTAIN VILLAGE	62.12	-163.75	13.1064				26621	19451201.0	19490901.0		0.0		0-20500-0-26621	WBAN	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
3	3		MOUNTAIN VILLAGE	62.12	-163.75	13.1064				26621	19490901.0	19490930.0		0.0		0-20500-0-26621	WBAN	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
4	4		MOUNTAIN VILLAGE	62.12	-163.75	13.1064				26621	19490930.0	19491231.0		0.0		0-20500-0-26621	WBAN	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
5	5		MOUNTAIN VLGE AAF	62.12	-163.75	150.876				26635	19431231.0	19441001.0		0.0		0-20500-0-26635	WBAN	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
6	6		MOUNTAIN VILLAGE	62.12	-163.72	14.9352				26621	19631031.0	19640131.0		1.6		0-20500-0-26621	WBAN	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
7	7		MOUNTAIN VILLAGE	62.12	-163.72	14.9352				26621	19640131.0	19950101.0		1.6		0-20500-0-26621	WBAN	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
8	8		MOUNTAIN VILLAGE	62.12	-163.72	14.9352				26621	19950101.0	99991231.0		1.6		0-20500-0-26621	WBAN	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
9	9		MOUNTAIN VILLAGE	62.12	-163.72	13.1064				26621	19500301.0	19610101.0		1.6		0-20500-0-26621	WBAN	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
10	10		MOUNTAIN VILLAGE	62.12	-163.72	14.9352				26621	19610101.0	19631001.0		1.6		0-20500-0-26621	WBAN	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
11	11		MOUNTAIN VILLAGE	62.12	-163.72	14.9352				26621	19631001.0	19631031.0		1.6		0-20500-0-26621	WBAN	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
0	0															0-20400-0-nan	CHUAN	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
0	0		Mountain Village, AK (WBAN=26621)	62.12	-163.75	-999.0				70209				0.0		0-20600-0-70209	SCHROEDER	None	None	None	None		70209.0	2218.0	1949-01-01 00:00:00	1949-01-01 00:00:00	[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
0	0															0-20700-0-nan	WMO	None	None	None	None						[62.12, 62.12]	[-163.75, -163.75]	era5.1759.conv.2:26635	era5_1759	19441020	19450220	2:26635	0-20300-0-26635	[106, 107]
